victim_id,case_id,citizen_id,injury_level
VIC002034,CASE006671,CID001722,None
VIC002035,CASE003912,CID007970,Serious
VIC002036,CASE005255,CID008002,Minor
VIC002037,CASE008551,CID002995,None
VIC002038,CASE005149,CID005004,None
VIC002039,CASE006859,CID005255,Critical
VIC002040,CASE004339,CID000649,Minor
VIC002041,CASE005149,CID008303,Serious
VIC002042,CASE008791,CID001473,None
VIC002043,CASE007153,CID004947,Critical
VIC002044,CASE001797,CID007409,Serious
VIC002045,CASE009998,CID003122,Serious
VIC002046,CASE006870,CID004108,None
VIC002047,CASE003671,CID002445,None
VIC002048,CASE003002,CID008494,None
VIC002049,CASE008309,CID001455,Critical
VIC002050,CASE003313,CID009315,None
VIC002051,CASE003060,CID007970,Serious
VIC002052,CASE009661,CID001936,Serious
VIC002053,CASE004429,CID005445,Minor
VIC002054,CASE009716,CID001914,Critical
VIC002055,CASE004774,CID000406,Serious
VIC002056,CASE008772,CID000598,Serious
VIC002057,CASE007849,CID006324,Minor
VIC002058,CASE008574,CID009769,Minor
VIC002059,CASE004805,CID006212,Serious
VIC002060,CASE008214,CID007573,None
VIC002061,CASE001659,CID000684,Minor
VIC002062,CASE008346,CID003149,Serious
VIC002063,CASE002773,CID000826,Critical
VIC002064,CASE007185,CID006491,Critical
VIC002065,CASE000361,CID001306,Minor
VIC002066,CASE004670,CID007136,Minor
VIC002067,CASE007380,CID006714,Critical
VIC002068,CASE001884,CID008214,Critical
VIC002069,CASE007169,CID006819,None
VIC002070,CASE009575,CID006368,Minor
VIC002071,CASE004440,CID002933,None
VIC002072,CASE002322,CID000310,Serious
VIC002073,CASE002597,CID008371,Minor
VIC002074,CASE003599,CID003011,Serious
VIC002075,CASE002078,CID007154,Minor
VIC002076,CASE004722,CID003710,None
VIC002077,CASE004360,CID001429,None
VIC002078,CASE009861,CID009932,Minor
VIC002079,CASE007638,CID005333,Minor
VIC002080,CASE005764,CID002966,Critical
VIC002081,CASE007809,CID002309,None
VIC002082,CASE005832,CID006942,Critical
VIC002083,CASE004684,CID004192,Minor
VIC002084,CASE005026,CID003142,Critical
VIC002085,CASE008479,CID000863,None
VIC002086,CASE008943,CID007609,None
VIC002087,CASE006173,CID001807,Minor
VIC002088,CASE000732,CID007726,None
VIC002089,CASE005605,CID008620,Serious
VIC002090,CASE009779,CID003170,Serious
VIC002091,CASE005673,CID002136,Serious
VIC002092,CASE003588,CID005325,Minor
VIC002093,CASE004098,CID008595,Critical
VIC002094,CASE007541,CID009660,Serious
VIC002095,CASE000967,CID008445,None
VIC002096,CASE000525,CID000011,Minor
VIC002097,CASE005396,CID000110,Serious
VIC002098,CASE006412,CID009539,Minor
VIC002099,CASE006552,CID002760,None
VIC002100,CASE008111,CID008856,Critical
VIC002101,CASE004669,CID001361,None
VIC002102,CASE005237,CID008421,Critical
VIC002103,CASE002471,CID003925,Minor
VIC002104,CASE006724,CID007562,Minor
VIC002105,CASE002661,CID004454,Critical
VIC002106,CASE008523,CID004124,Minor
VIC002107,CASE002340,CID007363,Serious
VIC002108,CASE006943,CID001705,None
VIC002109,CASE007636,CID004139,Critical
VIC002110,CASE000029,CID000024,Serious
VIC002111,CASE002928,CID006185,Serious
VIC002112,CASE003628,CID003411,None
VIC002113,CASE003086,CID004453,Serious
VIC002114,CASE004371,CID006407,Minor
VIC002115,CASE001563,CID006332,Minor
VIC002116,CASE003098,CID005843,Minor
VIC002117,CASE007381,CID008903,None
VIC002118,CASE004691,CID003423,Critical
VIC002119,CASE006968,CID007699,Critical
VIC002120,CASE005228,CID008862,None
VIC002121,CASE001655,CID001160,None
VIC002122,CASE001161,CID002186,Serious
VIC002123,CASE007432,CID003219,Serious
VIC002124,CASE008378,CID007444,Serious
VIC002125,CASE002848,CID008543,Minor
VIC002126,CASE006343,CID005265,None
VIC002127,CASE009361,CID005651,Critical
VIC002128,CASE009846,CID001478,Serious
VIC002129,CASE004172,CID004008,Critical
VIC002130,CASE001902,CID004340,Critical
VIC002131,CASE004432,CID006154,Serious
VIC002132,CASE005884,CID000545,Minor
VIC002133,CASE000677,CID007264,Minor
VIC002134,CASE006841,CID005014,Minor
VIC002135,CASE000836,CID004870,Critical
VIC002136,CASE007710,CID003761,Minor
VIC002137,CASE008209,CID000571,Serious
VIC002138,CASE006433,CID004250,None
VIC002139,CASE001110,CID005080,Minor
VIC002140,CASE004843,CID000074,None
VIC002141,CASE002704,CID006465,Serious
VIC002142,CASE002719,CID009741,Critical
VIC002143,CASE006429,CID004225,Minor
VIC002144,CASE009497,CID000122,Serious
VIC002145,CASE002014,CID000741,None
VIC002146,CASE002875,CID002839,Critical
VIC002147,CASE003900,CID002457,None
VIC002148,CASE006215,CID008568,Serious
VIC002149,CASE005597,CID001355,Critical
VIC002150,CASE002040,CID003109,Serious
VIC002151,CASE006911,CID009981,Minor
VIC002152,CASE009551,CID000553,None
VIC002153,CASE000877,CID007879,Serious
VIC002154,CASE007017,CID009529,Serious
VIC002155,CASE007745,CID006065,Serious
VIC002156,CASE005170,CID009560,Minor
VIC002157,CASE006664,CID005160,Critical
VIC002158,CASE006734,CID000199,None
VIC002159,CASE009702,CID001158,Critical
VIC002160,CASE002103,CID001031,Critical
VIC002161,CASE004084,CID008970,Minor
VIC002162,CASE007561,CID000177,Serious
VIC002163,CASE006658,CID003365,Critical
VIC002164,CASE008852,CID009798,Critical
VIC002165,CASE007803,CID009139,Minor
VIC002166,CASE005332,CID005721,Minor
VIC002167,CASE001718,CID000280,Critical
VIC002168,CASE004762,CID007768,Serious
VIC002169,CASE006246,CID000706,Serious
VIC002170,CASE006191,CID000627,Serious
VIC002171,CASE001387,CID008564,None
VIC002172,CASE002847,CID004780,Minor
VIC002173,CASE003405,CID007180,Serious
VIC002174,CASE004348,CID006664,None
VIC002175,CASE005891,CID008515,Minor
VIC002176,CASE005865,CID003798,Critical
VIC002177,CASE005068,CID009543,Serious
VIC002178,CASE006314,CID001421,Critical
VIC002179,CASE006601,CID006445,Serious
VIC002180,CASE003151,CID005557,Minor
VIC002181,CASE002152,CID004929,Serious
VIC002182,CASE006250,CID000642,None
VIC002183,CASE001911,CID007981,Minor
VIC002184,CASE008435,CID006047,None
VIC002185,CASE002727,CID007250,Critical
VIC002186,CASE006477,CID007553,Critical
VIC002187,CASE006258,CID003986,Critical
VIC002188,CASE000439,CID008017,Serious
VIC002189,CASE002843,CID007960,Serious
VIC002190,CASE007017,CID005299,Serious
VIC002191,CASE008461,CID004283,Minor
VIC002192,CASE006128,CID009525,Serious
VIC002193,CASE000003,CID006348,Critical
VIC002194,CASE001647,CID003506,Minor
VIC002195,CASE003870,CID007175,Serious
VIC002196,CASE003699,CID008202,None
VIC002197,CASE004186,CID006502,Critical
VIC002198,CASE002067,CID002226,Minor
VIC002199,CASE004194,CID004533,Serious
VIC002200,CASE008108,CID003911,Minor
VIC002201,CASE004008,CID009043,Serious
VIC002202,CASE002536,CID006201,None
VIC002203,CASE006796,CID004787,Serious
VIC002204,CASE002988,CID006120,Critical
VIC002205,CASE006536,CID004232,Serious
VIC002206,CASE001239,CID002075,Serious
VIC002207,CASE001488,CID009008,None
VIC002208,CASE008968,CID006130,Minor
VIC002209,CASE009948,CID001341,Minor
VIC002210,CASE004258,CID003355,None
VIC002211,CASE000786,CID004358,None
VIC002212,CASE006646,CID006572,None
VIC002213,CASE003918,CID001484,None
VIC002214,CASE000571,CID007839,None
VIC002215,CASE008671,CID005155,Serious
VIC002216,CASE005917,CID004929,Serious
VIC002217,CASE004913,CID008817,Critical
VIC002218,CASE002191,CID000760,Critical
VIC002219,CASE007144,CID002240,Minor
VIC002220,CASE002660,CID003693,None
VIC002221,CASE003042,CID002734,Minor
VIC002222,CASE007216,CID005170,Minor
VIC002223,CASE002254,CID008926,None
VIC002224,CASE001045,CID006611,Minor
VIC002225,CASE005774,CID000790,None
VIC002226,CASE008764,CID004937,Minor
VIC002227,CASE006195,CID003397,None
VIC002228,CASE000233,CID006604,Minor
VIC002229,CASE000671,CID004772,None
VIC002230,CASE004956,CID008808,Critical
VIC002231,CASE001957,CID001025,Serious
VIC002232,CASE005723,CID002911,None
VIC002233,CASE007304,CID003746,Minor
VIC002234,CASE009623,CID005211,Serious
VIC002235,CASE006985,CID001277,Serious
VIC002236,CASE001414,CID007034,Minor
VIC002237,CASE007156,CID002701,Critical
VIC002238,CASE000121,CID007068,None
VIC002239,CASE002781,CID002227,Critical
VIC002240,CASE000495,CID000252,None
VIC002241,CASE004649,CID002549,Serious
VIC002242,CASE001561,CID000663,Serious
VIC002243,CASE005381,CID007390,None
VIC002244,CASE003971,CID006730,Minor
VIC002245,CASE002880,CID008432,None
VIC002246,CASE000335,CID005898,Minor
VIC002247,CASE006812,CID005952,Minor
VIC002248,CASE009238,CID000377,Serious
VIC002249,CASE002650,CID002158,Minor
VIC002250,CASE008347,CID008595,Minor
VIC002251,CASE000155,CID009158,Critical
VIC002252,CASE005941,CID005388,Critical
VIC002253,CASE005699,CID005371,Serious
VIC002254,CASE000363,CID002010,Serious
VIC002255,CASE001748,CID006189,Minor
VIC002256,CASE003701,CID005099,Serious
VIC002257,CASE009218,CID004753,Minor
VIC002258,CASE003787,CID007964,Serious
VIC002259,CASE005062,CID008019,Critical
VIC002260,CASE004998,CID003042,Critical
VIC002261,CASE000071,CID003668,None
VIC002262,CASE004242,CID009098,Serious
VIC002263,CASE006348,CID006432,Minor
VIC002264,CASE005189,CID007741,Minor
VIC002265,CASE004236,CID002145,Critical
VIC002266,CASE009127,CID006421,Serious
VIC002267,CASE001597,CID009473,Serious
VIC002268,CASE002417,CID003121,Minor
VIC002269,CASE004134,CID007282,Critical
VIC002270,CASE001053,CID007768,Minor
VIC002271,CASE008244,CID008124,None
VIC002272,CASE008026,CID003731,Serious
VIC002273,CASE008525,CID001894,Critical
VIC002274,CASE006237,CID009335,Critical
VIC002275,CASE007966,CID005969,Critical
VIC002276,CASE004935,CID009021,Minor
VIC002277,CASE008589,CID005756,None
VIC002278,CASE006881,CID001032,Critical
VIC002279,CASE009685,CID005430,Critical
VIC002280,CASE008414,CID008093,None
VIC002281,CASE004740,CID003869,Minor
VIC002282,CASE001739,CID009850,Critical
VIC002283,CASE001698,CID008816,Minor
VIC002284,CASE007666,CID001397,None
VIC002285,CASE004845,CID009758,None
VIC002286,CASE005142,CID003263,None
VIC002287,CASE002049,CID006636,None
VIC002288,CASE007825,CID005604,Critical
VIC002289,CASE001837,CID006422,Critical
VIC002290,CASE001583,CID005565,Minor
VIC002291,CASE004652,CID006143,Minor
VIC002292,CASE000887,CID008205,None
VIC002293,CASE007317,CID002291,Minor
VIC002294,CASE007683,CID006408,Minor
VIC002295,CASE000776,CID002514,Serious
VIC002296,CASE001469,CID004894,Serious
VIC002297,CASE009932,CID002350,None
VIC002298,CASE008603,CID002764,None
VIC002299,CASE001606,CID000131,Minor
VIC002300,CASE000214,CID007213,Critical
VIC002301,CASE004518,CID009416,Serious
VIC002302,CASE007499,CID004888,Serious
VIC002303,CASE001701,CID005396,Minor
VIC002304,CASE005497,CID007185,Minor
VIC002305,CASE004367,CID001401,Serious
VIC002306,CASE002536,CID006121,Serious
VIC002307,CASE007391,CID008668,None
VIC002308,CASE000569,CID001892,Minor
VIC002309,CASE009332,CID009778,Critical
VIC002310,CASE000598,CID006874,Critical
VIC002311,CASE003441,CID009061,None
VIC002312,CASE003850,CID002890,None
VIC002313,CASE008971,CID003130,Critical
VIC002314,CASE008420,CID005017,None
VIC002315,CASE008388,CID008463,None
VIC002316,CASE005789,CID007210,Serious
VIC002317,CASE002168,CID006873,Critical
VIC002318,CASE000246,CID000568,Minor
VIC002319,CASE008284,CID000824,None
VIC002320,CASE002538,CID009483,Serious
VIC002321,CASE006420,CID004651,Serious
VIC002322,CASE001321,CID000009,Critical
VIC002323,CASE000814,CID009064,Serious
VIC002324,CASE003688,CID009346,Critical
VIC002325,CASE005770,CID008427,None
VIC002326,CASE000214,CID001401,None
VIC002327,CASE004322,CID004913,Minor
VIC002328,CASE000266,CID007162,Serious
VIC002329,CASE004393,CID006862,Critical
VIC002330,CASE005751,CID008284,Critical
VIC002331,CASE004566,CID005222,Serious
VIC002332,CASE003338,CID001757,Critical
VIC002333,CASE009470,CID009942,None
VIC002334,CASE006534,CID001607,Critical
VIC002335,CASE002424,CID001451,Critical
VIC002336,CASE005782,CID004496,Critical
VIC002337,CASE005137,CID009850,Minor
VIC002338,CASE002152,CID003599,Critical
VIC002339,CASE003179,CID000904,Critical
VIC002340,CASE003590,CID002568,None
VIC002341,CASE009593,CID009431,Minor
VIC002342,CASE003710,CID003690,Serious
VIC002343,CASE009227,CID009315,Minor
VIC002344,CASE000863,CID005105,Critical
VIC002345,CASE003508,CID008921,Serious
VIC002346,CASE007460,CID001052,Serious
VIC002347,CASE003451,CID007470,Serious
VIC002348,CASE009054,CID008076,Serious
VIC002349,CASE005244,CID004856,Serious
VIC002350,CASE006733,CID007313,Serious
VIC002351,CASE005735,CID005650,Critical
VIC002352,CASE005564,CID003265,Critical
VIC002353,CASE001609,CID003624,Serious
VIC002354,CASE009368,CID007128,Serious
VIC002355,CASE006044,CID002586,Critical
VIC002356,CASE008970,CID000439,None
VIC002357,CASE007083,CID008259,Critical
VIC002358,CASE004726,CID004696,Critical
VIC002359,CASE003248,CID008340,None
VIC002360,CASE006909,CID000208,Serious
VIC002361,CASE008030,CID008118,Serious
VIC002362,CASE000601,CID002093,None
VIC002363,CASE004426,CID007459,Critical
VIC002364,CASE006785,CID003730,None
VIC002365,CASE005475,CID000994,Minor
VIC002366,CASE000380,CID006037,Critical
VIC002367,CASE000645,CID002058,Minor
VIC002368,CASE009612,CID001153,Critical
VIC002369,CASE000507,CID004576,Minor
VIC002370,CASE000824,CID008263,Critical
VIC002371,CASE001548,CID004337,Critical
VIC002372,CASE002749,CID003637,None
VIC002373,CASE007160,CID008865,Critical
VIC002374,CASE002550,CID000809,Serious
VIC002375,CASE006654,CID001033,None
VIC002376,CASE004654,CID007848,Serious
VIC002377,CASE001851,CID000868,Serious
VIC002378,CASE003281,CID002320,None
VIC002379,CASE009016,CID009519,Minor
VIC002380,CASE005492,CID006521,Minor
VIC002381,CASE001537,CID000566,None
VIC002382,CASE008363,CID000267,Serious
VIC002383,CASE005326,CID005668,Serious
VIC002384,CASE001820,CID009101,Minor
VIC002385,CASE000900,CID003059,Serious
VIC002386,CASE001812,CID006970,Minor
VIC002387,CASE004553,CID009022,Serious
VIC002388,CASE001712,CID002308,None
VIC002389,CASE000732,CID003075,Critical
VIC002390,CASE004613,CID001747,Serious
VIC002391,CASE009754,CID000756,Serious
VIC002392,CASE005909,CID001027,None
VIC002393,CASE000965,CID004722,None
VIC002394,CASE005782,CID001565,Critical
VIC002395,CASE000772,CID003138,Serious
VIC002396,CASE008817,CID004713,Serious
VIC002397,CASE004181,CID001430,Minor
VIC002398,CASE006749,CID008904,None
VIC002399,CASE000557,CID002968,Minor
VIC002400,CASE008201,CID006990,None
VIC002401,CASE008022,CID008540,Minor
VIC002402,CASE002926,CID001757,None
VIC002403,CASE009062,CID009326,Serious
VIC002404,CASE006712,CID003051,Critical
VIC002405,CASE008555,CID004400,Serious
VIC002406,CASE009651,CID000288,Serious
VIC002407,CASE008880,CID006821,None
VIC002408,CASE008201,CID004173,None
VIC002409,CASE008365,CID001629,None
VIC002410,CASE000115,CID006835,Critical
VIC002411,CASE001613,CID002049,None
VIC002412,CASE001887,CID001913,None
VIC002413,CASE008411,CID005149,Critical
VIC002414,CASE004067,CID002213,Minor
VIC002415,CASE000995,CID007750,None
VIC002416,CASE000310,CID002624,None
VIC002417,CASE001890,CID007094,None
VIC002418,CASE000138,CID002157,None
VIC002419,CASE005206,CID006401,None
VIC002420,CASE002846,CID004135,Serious
VIC002421,CASE004302,CID000234,Minor
VIC002422,CASE003731,CID002122,Critical
VIC002423,CASE004836,CID001617,Serious
VIC002424,CASE004722,CID002717,None
VIC002425,CASE006538,CID007798,Critical
VIC002426,CASE005976,CID009505,None
VIC002427,CASE007496,CID006713,Critical
VIC002428,CASE005989,CID004818,Critical
VIC002429,CASE001258,CID000550,Serious
VIC002430,CASE000326,CID008420,Critical
VIC002431,CASE009083,CID000451,None
VIC002432,CASE008186,CID005674,Minor
VIC002433,CASE007191,CID003472,Critical
VIC002434,CASE008426,CID007821,Critical
VIC002435,CASE007586,CID004800,Minor
VIC002436,CASE000841,CID003406,Minor
VIC002437,CASE002228,CID002589,Serious
VIC002438,CASE007205,CID000547,Critical
VIC002439,CASE001228,CID005555,Minor
VIC002440,CASE002350,CID008542,Minor
VIC002441,CASE008556,CID002670,Critical
VIC002442,CASE009353,CID002071,Serious
VIC002443,CASE005357,CID000569,Serious
VIC002444,CASE005530,CID003038,Critical
VIC002445,CASE008673,CID000426,Minor
VIC002446,CASE004976,CID004388,Critical
VIC002447,CASE006490,CID008529,None
VIC002448,CASE008048,CID003441,None
VIC002449,CASE007977,CID006900,Critical
VIC002450,CASE003956,CID001499,None
VIC002451,CASE004698,CID003832,Critical
VIC002452,CASE001189,CID009133,Serious
VIC002453,CASE000898,CID007052,Minor
VIC002454,CASE005308,CID000730,Minor
VIC002455,CASE000970,CID007444,Serious
VIC002456,CASE008663,CID004453,Critical
VIC002457,CASE005517,CID006637,Minor
VIC002458,CASE006287,CID008211,None
VIC002459,CASE004712,CID008124,Serious
VIC002460,CASE004504,CID009438,Critical
VIC002461,CASE004571,CID006998,None
VIC002462,CASE005293,CID007561,None
VIC002463,CASE009434,CID006630,None
VIC002464,CASE001040,CID007633,Minor
VIC002465,CASE001915,CID000816,Critical
VIC002466,CASE001141,CID002476,Critical
VIC002467,CASE001550,CID004445,None
VIC002468,CASE002594,CID002972,Serious
VIC002469,CASE001703,CID008786,None
VIC002470,CASE004590,CID001493,Critical
VIC002471,CASE004546,CID008047,Minor
VIC002472,CASE005307,CID006089,Serious
VIC002473,CASE008057,CID002339,None
VIC002474,CASE007103,CID000820,Serious
VIC002475,CASE003506,CID006639,None
VIC002476,CASE005112,CID009915,Minor
VIC002477,CASE002792,CID001067,Serious
VIC002478,CASE000178,CID009997,Critical
VIC002479,CASE003716,CID004481,None
VIC002480,CASE006748,CID005716,Critical
VIC002481,CASE002882,CID008515,Minor
VIC002482,CASE005869,CID000352,Serious
VIC002483,CASE004095,CID008324,None
VIC002484,CASE008087,CID009126,Critical
VIC002485,CASE004161,CID009540,None
VIC002486,CASE007791,CID001050,Serious
VIC002487,CASE002388,CID002134,None
VIC002488,CASE004761,CID002541,Critical
VIC002489,CASE006282,CID003888,Serious
VIC002490,CASE000060,CID006395,Critical
VIC002491,CASE002982,CID008085,Critical
VIC002492,CASE002073,CID006444,Critical
VIC002493,CASE000244,CID004016,Critical
VIC002494,CASE009075,CID008530,Minor
VIC002495,CASE007944,CID005522,Critical
VIC002496,CASE006226,CID007042,None
VIC002497,CASE008651,CID005435,Critical
VIC002498,CASE007339,CID007904,Critical
VIC002499,CASE000141,CID009058,Critical
VIC002500,CASE004781,CID008387,Minor
VIC002501,CASE004656,CID002573,Minor
VIC002502,CASE008389,CID002838,Minor
VIC002503,CASE005865,CID004122,Minor
VIC002504,CASE002119,CID003844,Critical
VIC002505,CASE002944,CID004226,Critical
VIC002506,CASE009451,CID009036,Minor
VIC002507,CASE007518,CID000212,Minor
VIC002508,CASE007551,CID007071,Serious
VIC002509,CASE005206,CID003065,Minor
VIC002510,CASE008277,CID009811,Serious
VIC002511,CASE002899,CID002818,None
VIC002512,CASE004430,CID007960,Critical
VIC002513,CASE002006,CID006325,Serious
VIC002514,CASE003373,CID008287,Serious
VIC002515,CASE005460,CID000043,None
VIC002516,CASE001303,CID006001,None
VIC002517,CASE003663,CID000867,Serious
VIC002518,CASE004584,CID000952,Critical
VIC002519,CASE007377,CID000945,Minor
VIC002520,CASE000077,CID004098,None
VIC002521,CASE006562,CID007973,Critical
VIC002522,CASE007561,CID007964,Critical
VIC002523,CASE003974,CID007237,Minor
VIC002524,CASE004204,CID005981,Minor
VIC002525,CASE005566,CID000467,Critical
VIC002526,CASE006890,CID003884,Critical
VIC002527,CASE003057,CID005598,Serious
VIC002528,CASE001109,CID005362,Critical
VIC002529,CASE009632,CID001757,Serious
VIC002530,CASE003090,CID004499,None
VIC002531,CASE003552,CID007347,Critical
VIC002532,CASE002546,CID007471,Serious
VIC002533,CASE001936,CID007575,Serious
VIC002534,CASE000471,CID008073,Serious
VIC002535,CASE004760,CID000955,Critical
VIC002536,CASE004035,CID005822,None
VIC002537,CASE009578,CID001676,Minor
VIC002538,CASE003174,CID004215,Critical
VIC002539,CASE006136,CID006791,Critical
VIC002540,CASE004405,CID002664,None
VIC002541,CASE001224,CID004916,Critical
VIC002542,CASE003100,CID001585,Critical
VIC002543,CASE006376,CID001783,Serious
VIC002544,CASE008707,CID008471,Minor
VIC002545,CASE000071,CID003680,None
VIC002546,CASE007034,CID006317,Critical
VIC002547,CASE004603,CID006261,Minor
VIC002548,CASE008046,CID007704,Minor
VIC002549,CASE002793,CID001979,Minor
VIC002550,CASE002007,CID002613,Critical
VIC002551,CASE008391,CID008599,None
VIC002552,CASE008516,CID005957,None
VIC002553,CASE002814,CID006509,Serious
VIC002554,CASE006386,CID007142,Critical
VIC002555,CASE000698,CID006228,Critical
VIC002556,CASE009085,CID004265,Serious
VIC002557,CASE007003,CID004395,Minor
VIC002558,CASE000317,CID005598,Minor
VIC002559,CASE009340,CID008826,Serious
VIC002560,CASE002882,CID006484,Serious
VIC002561,CASE003740,CID009601,Serious
VIC002562,CASE001532,CID004247,Minor
VIC002563,CASE005335,CID003240,None
VIC002564,CASE007003,CID001185,Serious
VIC002565,CASE003594,CID009516,Minor
VIC002566,CASE006175,CID000042,Serious
VIC002567,CASE002266,CID004264,Serious
VIC002568,CASE001867,CID000381,Critical
VIC002569,CASE004418,CID005973,None
VIC002570,CASE002568,CID005659,Critical
VIC002571,CASE007554,CID004547,None
VIC002572,CASE004684,CID006113,Minor
VIC002573,CASE007146,CID000135,None
VIC002574,CASE001541,CID004844,Minor
VIC002575,CASE000629,CID002780,Critical
VIC002576,CASE001169,CID004554,Serious
VIC002577,CASE002221,CID008189,None
VIC002578,CASE001883,CID007145,None
VIC002579,CASE002816,CID004398,Critical
VIC002580,CASE009560,CID001462,Critical
VIC002581,CASE006174,CID006774,Serious
VIC002582,CASE004211,CID000973,Serious
VIC002583,CASE000866,CID003834,Critical
VIC002584,CASE004902,CID002886,Minor
VIC002585,CASE009737,CID004925,Serious
VIC002586,CASE008050,CID003159,Serious
VIC002587,CASE009541,CID005673,Minor
VIC002588,CASE001230,CID006555,None
VIC002589,CASE009513,CID004367,None
VIC002590,CASE007129,CID005076,None
VIC002591,CASE007803,CID005208,None
VIC002592,CASE009418,CID002280,Critical
VIC002593,CASE002233,CID003290,Serious
VIC002594,CASE002778,CID000136,Critical
VIC002595,CASE002014,CID006643,Critical
VIC002596,CASE001391,CID006023,None
VIC002597,CASE006753,CID002890,None
VIC002598,CASE002460,CID009833,Minor
VIC002599,CASE004497,CID001438,None
VIC002600,CASE008013,CID002749,Minor
VIC002601,CASE004758,CID008892,Minor
VIC002602,CASE001942,CID007568,Critical
VIC002603,CASE005456,CID001189,Critical
VIC002604,CASE007031,CID008945,None
VIC002605,CASE003294,CID005939,Serious
VIC002606,CASE009074,CID006778,Serious
VIC002607,CASE006615,CID001340,Minor
VIC002608,CASE007678,CID007578,Serious
VIC002609,CASE004075,CID005680,Minor
VIC002610,CASE002235,CID007485,None
VIC002611,CASE000370,CID004118,Minor
VIC002612,CASE004130,CID002415,Minor
VIC002613,CASE004362,CID009408,Serious
VIC002614,CASE001429,CID009967,Critical
VIC002615,CASE001046,CID005373,None
VIC002616,CASE007476,CID004757,None
VIC002617,CASE003332,CID002948,Serious
VIC002618,CASE009411,CID001213,None
VIC002619,CASE001870,CID006683,Minor
VIC002620,CASE007320,CID002596,None
VIC002621,CASE003513,CID009209,Critical
VIC002622,CASE002709,CID007334,Serious
VIC002623,CASE003820,CID007481,None
VIC002624,CASE001774,CID009263,Serious
VIC002625,CASE004608,CID008146,Critical
VIC002626,CASE002703,CID006148,None
VIC002627,CASE002125,CID003882,Serious
VIC002628,CASE006097,CID007361,None
VIC002629,CASE001232,CID007653,None
VIC002630,CASE004495,CID003835,Serious
VIC002631,CASE009486,CID009793,Minor
VIC002632,CASE008610,CID003404,None
VIC002633,CASE000027,CID001119,Critical
VIC002634,CASE004114,CID000100,None
VIC002635,CASE004623,CID001257,Critical
VIC002636,CASE005636,CID005434,None
VIC002637,CASE000275,CID000834,Serious
VIC002638,CASE003499,CID009143,None
VIC002639,CASE008265,CID009779,Critical
VIC002640,CASE003897,CID008890,None
VIC002641,CASE003930,CID008573,None
VIC002642,CASE009621,CID009857,None
VIC002643,CASE008941,CID000979,None
VIC002644,CASE003503,CID007820,Critical
VIC002645,CASE005915,CID002011,None
VIC002646,CASE003871,CID008786,Minor
VIC002647,CASE003061,CID005206,None
VIC002648,CASE008056,CID004112,Serious
VIC002649,CASE004900,CID000132,Serious
VIC002650,CASE002286,CID008146,None
VIC002651,CASE000714,CID005949,Critical
VIC002652,CASE005584,CID003361,None
VIC002653,CASE003072,CID004991,None
VIC002654,CASE001341,CID004399,Serious
VIC002655,CASE001022,CID003922,Minor
VIC002656,CASE006738,CID007852,Critical
VIC002657,CASE009253,CID005595,Serious
VIC002658,CASE004118,CID004070,Critical
VIC002659,CASE001020,CID001611,Critical
VIC002660,CASE009997,CID005423,None
VIC002661,CASE006204,CID004913,Critical
VIC002662,CASE002753,CID007570,Critical
VIC002663,CASE001881,CID006175,None
VIC002664,CASE009598,CID005096,Serious
VIC002665,CASE000082,CID009867,None
VIC002666,CASE004089,CID004166,Critical
VIC002667,CASE001844,CID001315,Serious
VIC002668,CASE001169,CID001689,Serious
VIC002669,CASE001063,CID006094,Critical
VIC002670,CASE006003,CID004028,None
VIC002671,CASE004871,CID009113,None
VIC002672,CASE007121,CID008785,None
VIC002673,CASE005575,CID009039,Minor
VIC002674,CASE008589,CID004437,Serious
VIC002675,CASE000986,CID008568,Critical
VIC002676,CASE001674,CID004453,None
VIC002677,CASE000182,CID003405,Critical
VIC002678,CASE008529,CID009881,Serious
VIC002679,CASE009918,CID003653,Serious
VIC002680,CASE009916,CID001182,Minor
VIC002681,CASE000403,CID008190,Minor
VIC002682,CASE003630,CID008749,Critical
VIC002683,CASE007126,CID000048,Serious
VIC002684,CASE007068,CID009448,None
VIC002685,CASE004194,CID003837,None
VIC002686,CASE006027,CID004056,None
VIC002687,CASE003590,CID008081,Minor
VIC002688,CASE001321,CID004280,Critical
VIC002689,CASE008502,CID005622,None
VIC002690,CASE008540,CID004175,Critical
VIC002691,CASE004855,CID009205,Minor
VIC002692,CASE001867,CID002024,None
VIC002693,CASE008830,CID007433,Serious
VIC002694,CASE006074,CID006189,Critical
VIC002695,CASE009903,CID009368,Critical
VIC002696,CASE000441,CID005718,Serious
VIC002697,CASE007239,CID009522,None
VIC002698,CASE000071,CID002390,Critical
VIC002699,CASE002262,CID007395,Critical
VIC002700,CASE000592,CID003340,None
VIC002701,CASE003801,CID001138,Serious
VIC002702,CASE007530,CID003440,Minor
VIC002703,CASE003053,CID004522,Minor
VIC002704,CASE008514,CID006259,None
VIC002705,CASE001002,CID008083,Minor
VIC002706,CASE002889,CID004763,Serious
VIC002707,CASE003409,CID009200,Critical
VIC002708,CASE006324,CID003804,Minor
VIC002709,CASE006693,CID001784,Minor
VIC002710,CASE004503,CID003341,Serious
VIC002711,CASE007222,CID001899,Serious
VIC002712,CASE002713,CID006142,Serious
VIC002713,CASE006827,CID004034,Serious
VIC002714,CASE001850,CID003299,None
VIC002715,CASE008374,CID009010,Critical
