csid,case_master_id,csdate,cstype,police_person_id
660,1161,2025-02-25 17:20:26,A,214
661,1165,2026-09-27 03:43:05,B,200
662,1168,2023-12-28 17:24:14,C,190
663,1169,2024-12-09 02:57:14,A,104
664,1170,2026-10-06 00:31:20,A,30
665,1171,2024-08-11 13:52:15,A,199
666,1173,2026-07-30 05:08:27,C,44
667,1174,2023-02-13 01:39:36,C,255
668,1176,2024-09-15 00:22:53,A,118
669,1177,2025-08-05 09:27:30,A,291
670,1178,2023-09-13 19:04:07,A,214
671,1179,2026-12-04 09:35:46,B,199
672,1181,2025-12-12 20:40:38,A,55
673,1182,2023-09-02 13:14:59,B,50
674,1183,2024-10-01 20:35:10,C,268
675,1184,2026-01-02 21:53:06,C,40
676,1185,2026-02-15 00:37:39,A,104
677,1186,2023-05-14 01:24:53,B,277
678,1188,2024-10-06 12:06:30,C,188
679,1191,2026-08-19 00:41:13,A,78
680,1192,2025-10-10 19:00:19,B,165
681,1193,2026-08-01 21:00:18,B,228
682,1195,2024-04-12 10:39:27,A,149
683,1196,2025-07-21 11:17:10,C,263
684,1198,2026-02-21 13:06:14,A,241
685,1199,2026-04-02 15:44:20,A,96
686,1203,2026-04-14 00:45:32,C,49
687,1205,2026-07-13 11:51:22,A,299
688,1208,2025-09-25 20:33:34,A,141
689,1209,2025-01-31 21:11:40,A,261
690,1210,2025-03-01 16:18:15,A,179
691,1214,2026-01-21 11:01:39,A,71
692,1220,2026-05-26 23:02:00,B,178
693,1222,2023-12-28 06:37:50,A,224
694,1223,2026-08-29 15:11:56,C,101
695,1224,2023-05-28 01:49:46,A,261
696,1226,2025-09-11 23:35:44,C,71
697,1227,2026-01-27 23:16:02,A,138
698,1228,2024-07-05 21:17:25,C,5
699,1230,2024-07-30 09:57:38,A,130
700,1231,2026-07-01 06:42:36,A,285
701,1232,2024-12-28 13:48:59,A,113
702,1233,2024-12-29 16:43:03,A,197
703,1234,2024-01-16 17:36:55,A,179
704,1235,2026-09-27 03:25:41,A,124
705,1236,2024-05-21 04:39:20,A,57
706,1239,2025-11-19 05:09:19,A,144
707,1242,2026-04-20 08:54:52,A,298
708,1243,2024-06-12 12:34:59,A,95
709,1244,2024-04-30 12:27:48,A,21
710,1247,2025-10-31 04:39:55,C,74
711,1248,2026-05-01 07:15:59,A,98
712,1252,2026-04-03 16:12:59,A,122
713,1255,2024-06-23 13:58:13,A,100
714,1256,2025-11-14 22:08:13,A,177
715,1259,2024-01-15 03:36:46,A,206
716,1261,2024-02-22 07:44:29,B,161
717,1262,2026-09-05 04:53:46,A,87
718,1263,2025-01-24 19:27:15,A,132
719,1265,2026-03-04 14:34:46,A,15
720,1266,2025-06-16 21:09:53,A,53
721,1269,2023-11-28 14:53:32,A,49
722,1271,2023-10-05 11:13:57,C,297
723,1272,2026-06-21 07:06:58,A,294
724,1273,2024-06-23 10:37:23,C,143
725,1275,2024-03-08 01:10:37,A,174
726,1278,2026-07-10 17:01:41,B,170
727,1279,2025-11-19 15:03:23,A,103
728,1282,2025-11-16 04:06:53,A,160
729,1283,2026-07-29 09:50:44,B,292
730,1284,2026-03-25 03:13:16,C,205
731,1286,2026-07-01 05:21:04,A,242
732,1290,2023-09-17 09:44:22,B,29
733,1296,2026-08-19 03:18:38,A,163
734,1298,2026-04-30 13:59:57,A,149
735,1299,2025-05-12 01:27:56,A,213
736,1300,2026-03-13 03:15:38,A,165
737,1302,2023-09-28 06:03:21,B,277
738,1304,2026-08-16 15:20:05,A,158
739,1305,2025-10-25 08:37:41,A,159
740,1306,2024-12-08 07:09:25,C,212
741,1308,2024-07-27 11:03:34,A,188
742,1309,2024-02-11 10:19:34,A,1
743,1310,2026-05-20 07:19:57,A,294
744,1312,2026-08-16 19:53:37,A,124
745,1313,2026-08-25 07:40:36,A,71
746,1314,2026-06-14 06:22:58,B,240
747,1315,2026-06-18 04:37:02,A,280
748,1316,2026-08-07 23:03:12,A,153
749,1317,2024-03-08 22:00:26,C,198
750,1319,2026-06-25 06:37:42,B,65
751,1320,2025-01-03 17:12:38,C,118
752,1322,2026-08-18 09:21:46,A,162
753,1325,2025-09-20 10:08:51,C,266
754,1326,2024-02-26 13:12:30,C,30
755,1327,2026-04-22 01:35:17,A,26
756,1329,2026-05-16 14:17:57,A,196
757,1330,2026-06-06 05:15:52,A,173
758,1332,2026-08-25 15:44:19,A,112
759,1333,2026-01-13 20:58:21,B,102
760,1336,2025-11-10 16:25:16,A,105
761,1337,2024-09-30 14:04:26,A,33
762,1339,2026-04-20 22:15:14,A,300
763,1340,2025-12-18 23:54:19,A,123
764,1342,2024-09-19 14:56:00,A,172
765,1344,2024-09-27 21:00:59,A,114
766,1345,2025-07-02 20:09:58,C,168
767,1350,2026-05-30 16:56:35,C,187
768,1351,2025-02-20 19:25:53,C,136
769,1352,2023-12-21 06:38:18,C,197
770,1353,2026-08-13 00:13:35,A,251
771,1355,2026-09-28 20:39:20,A,61
772,1356,2023-09-28 18:37:19,A,242
773,1358,2025-11-26 05:31:14,C,209
774,1364,2025-12-27 18:59:30,A,284
775,1368,2025-11-05 22:09:03,B,1
776,1369,2023-05-15 02:44:17,C,230
777,1370,2024-10-21 02:28:38,B,75
778,1377,2026-09-29 21:19:22,A,268
779,1378,2025-11-08 01:49:04,A,268
780,1379,2026-07-14 09:05:06,A,246
781,1381,2023-06-12 06:08:26,B,15
782,1383,2026-11-16 05:42:12,A,3
783,1386,2024-01-14 20:55:01,A,1
784,1387,2024-06-10 05:56:32,B,45
785,1389,2026-11-26 03:28:50,C,186
786,1391,2026-05-13 14:28:50,A,169
787,1392,2023-07-13 13:04:20,A,182
788,1393,2024-10-10 07:37:55,A,275
789,1395,2024-08-15 01:59:42,A,45
790,1400,2023-12-22 14:56:19,A,151
791,1401,2026-08-30 06:26:49,C,200
792,1403,2025-11-10 01:20:57,B,49
793,1404,2026-07-30 01:44:30,A,58
794,1405,2026-03-28 18:08:32,C,202
795,1407,2023-12-31 02:04:32,A,104
796,1408,2024-02-02 21:27:39,A,132
797,1411,2024-06-09 17:24:24,A,55
798,1412,2026-10-14 18:25:47,C,189
799,1414,2024-06-04 13:42:44,C,93
800,1417,2026-03-08 05:37:27,A,158
801,1419,2024-12-14 10:41:48,A,252
802,1420,2026-10-31 04:59:39,A,160
803,1422,2026-04-27 10:29:22,A,7
804,1423,2024-05-26 16:25:12,A,166
805,1428,2024-03-28 23:46:34,C,106
806,1430,2026-02-19 12:10:38,B,159
807,1431,2026-07-11 08:09:07,C,84
808,1432,2024-10-28 21:17:39,C,265
809,1435,2023-04-27 01:21:35,A,118
810,1436,2026-01-01 10:59:38,B,246
811,1437,2026-09-06 09:33:18,C,69
812,1438,2024-08-10 08:38:58,C,131
813,1439,2025-10-15 17:23:02,A,138
814,1442,2026-02-05 02:40:19,B,93
815,1443,2026-07-09 10:49:59,A,97
816,1445,2023-07-09 12:41:37,A,201
817,1446,2026-04-02 14:29:07,C,73
818,1447,2026-06-07 07:54:39,A,191
819,1448,2025-02-01 07:04:50,A,104
820,1451,2026-04-08 07:53:17,A,265
821,1452,2026-10-14 14:29:22,B,140
822,1453,2024-12-10 13:37:44,A,112
823,1454,2023-11-12 19:41:30,A,267
824,1455,2025-02-17 21:20:30,A,260
825,1456,2025-02-18 18:59:57,C,164
826,1457,2024-08-28 18:59:38,A,280
827,1458,2026-11-02 09:11:27,C,206
828,1459,2025-08-28 12:09:23,A,129
829,1460,2026-07-15 10:22:55,C,294
830,1461,2024-09-03 22:07:16,A,203
831,1463,2024-01-19 09:29:57,B,77
832,1464,2024-05-06 12:55:45,A,297
833,1466,2023-11-03 10:57:23,A,209
834,1467,2023-04-19 22:51:59,C,289
835,1468,2024-07-08 22:49:43,B,261
836,1469,2023-12-07 01:27:14,A,223
837,1470,2026-04-17 06:28:02,A,133
838,1471,2025-11-11 18:12:18,A,293
839,1472,2024-07-17 08:37:04,A,82
840,1473,2026-08-29 09:21:06,A,259
841,1475,2026-06-10 08:21:14,B,60
842,1479,2025-05-19 15:43:07,A,138
843,1481,2024-07-08 09:25:25,C,71
844,1484,2026-10-23 15:48:52,A,270
845,1485,2026-04-16 00:31:03,A,107
846,1486,2026-11-11 09:02:14,A,119
847,1487,2026-09-06 16:56:43,C,129
848,1488,2026-08-03 04:46:03,B,267
849,1490,2026-08-20 10:32:34,A,30
850,1492,2025-12-12 00:30:17,B,186
851,1494,2024-04-08 03:29:16,C,78
852,1495,2025-09-15 00:16:20,A,180
853,1496,2026-07-25 11:41:54,A,10
854,1497,2024-01-12 08:31:04,A,66
855,1500,2026-02-05 14:32:23,A,27
