suspect_id,case_id,citizen_id,role,arrest_status
SUS001165,CASE003369,CID002471,Main Suspect,Wanted
SUS001166,CASE006911,CID005030,Gang Member,Under Surveillance
SUS001167,CASE001738,CID001553,Gang Member,Under Surveillance
SUS001168,CASE002492,CID000313,Main Suspect,Arrested
SUS001169,CASE002784,CID000931,Unknown Suspect,Wanted
SUS001170,CASE005312,CID005570,Unknown Suspect,Wanted
SUS001171,CASE008303,CID000939,Main Suspect,Arrested
SUS001172,CASE001402,CID000785,Main Suspect,Absconding
SUS001173,CASE001586,CID007169,Unknown Suspect,Absconding
SUS001174,CASE007697,CID003099,Main Suspect,Under Surveillance
SUS001175,CASE003333,CID005740,Main Suspect,Arrested
SUS001176,CASE009833,CID006670,Main Suspect,Under Surveillance
SUS001177,CASE002989,CID000478,Unknown Suspect,Arrested
SUS001178,CASE000341,CID007257,Main Suspect,Under Surveillance
SUS001179,CASE008107,CID000619,Accomplice,Wanted
SUS001180,CASE007654,CID008833,Gang Member,Absconding
SUS001181,CASE000805,CID008008,Unknown Suspect,Absconding
SUS001182,CASE000864,CID005842,Gang Member,Absconding
SUS001183,CASE000281,CID007304,Accomplice,Under Surveillance
SUS001184,CASE002679,CID006825,Main Suspect,Under Surveillance
SUS001185,CASE004145,CID007679,Main Suspect,Absconding
SUS001186,CASE006005,CID000352,Accomplice,Arrested
SUS001187,CASE005672,CID000289,Unknown Suspect,Wanted
SUS001188,CASE009021,CID007893,Unknown Suspect,Arrested
SUS001189,CASE004166,CID008384,Gang Member,Absconding
SUS001190,CASE001557,CID002387,Main Suspect,Wanted
SUS001191,CASE001602,CID003196,Unknown Suspect,Arrested
SUS001192,CASE001031,CID000452,Gang Member,Arrested
SUS001193,CASE007293,CID005415,Main Suspect,Wanted
SUS001194,CASE001170,CID000225,Main Suspect,Wanted
SUS001195,CASE005387,CID002532,Unknown Suspect,Absconding
SUS001196,CASE004546,CID006837,Unknown Suspect,Arrested
SUS001197,CASE009468,CID003445,Main Suspect,Absconding
SUS001198,CASE000284,CID000428,Accomplice,Wanted
SUS001199,CASE000481,CID003140,Accomplice,Arrested
SUS001200,CASE006094,CID003547,Main Suspect,Under Surveillance
SUS001201,CASE004814,CID005480,Unknown Suspect,Absconding
SUS001202,CASE008484,CID004164,Gang Member,Under Surveillance
SUS001203,CASE007591,CID003093,Main Suspect,Under Surveillance
SUS001204,CASE001084,CID008513,Gang Member,Absconding
SUS001205,CASE006787,CID002761,Gang Member,Arrested
SUS001206,CASE001208,CID004743,Unknown Suspect,Absconding
SUS001207,CASE003611,CID005683,Accomplice,Under Surveillance
SUS001208,CASE006076,CID009090,Gang Member,Arrested
SUS001209,CASE000681,CID003151,Main Suspect,Arrested
SUS001210,CASE005822,CID000262,Accomplice,Arrested
SUS001211,CASE001889,CID009167,Main Suspect,Absconding
SUS001212,CASE003430,CID000260,Unknown Suspect,Arrested
SUS001213,CASE004625,CID000192,Gang Member,Wanted
SUS001214,CASE008671,CID000484,Gang Member,Under Surveillance
SUS001215,CASE006256,CID000972,Unknown Suspect,Arrested
SUS001216,CASE002923,CID000633,Unknown Suspect,Wanted
SUS001217,CASE000543,CID000394,Gang Member,Absconding
SUS001218,CASE009970,CID003778,Main Suspect,Arrested
SUS001219,CASE004461,CID000183,Unknown Suspect,Arrested
SUS001220,CASE008517,CID006655,Accomplice,Arrested
SUS001221,CASE003520,CID008027,Main Suspect,Under Surveillance
SUS001222,CASE007123,CID008747,Gang Member,Wanted
SUS001223,CASE002642,CID000471,Accomplice,Arrested
SUS001224,CASE009565,CID000251,Main Suspect,Wanted
SUS001225,CASE007946,CID006594,Unknown Suspect,Under Surveillance
SUS001226,CASE001518,CID000177,Unknown Suspect,Under Surveillance
SUS001227,CASE002891,CID009603,Main Suspect,Under Surveillance
SUS001228,CASE009886,CID003081,Unknown Suspect,Wanted
SUS001229,CASE007265,CID008644,Accomplice,Wanted
SUS001230,CASE004161,CID009044,Unknown Suspect,Arrested
SUS001231,CASE007725,CID000270,Accomplice,Wanted
SUS001232,CASE001761,CID003433,Accomplice,Arrested
SUS001233,CASE007899,CID000776,Main Suspect,Under Surveillance
SUS001234,CASE005327,CID000334,Gang Member,Arrested
SUS001235,CASE003732,CID002483,Accomplice,Under Surveillance
SUS001236,CASE001966,CID006453,Main Suspect,Under Surveillance
SUS001237,CASE009372,CID006094,Main Suspect,Arrested
SUS001238,CASE000073,CID006532,Unknown Suspect,Absconding
SUS001239,CASE002001,CID000464,Main Suspect,Arrested
SUS001240,CASE001974,CID002226,Accomplice,Arrested
SUS001241,CASE002150,CID000011,Main Suspect,Arrested
SUS001242,CASE007902,CID004556,Gang Member,Arrested
SUS001243,CASE000460,CID000046,Gang Member,Wanted
SUS001244,CASE008469,CID009366,Main Suspect,Under Surveillance
SUS001245,CASE002647,CID005805,Accomplice,Absconding
SUS001246,CASE002707,CID003089,Main Suspect,Arrested
SUS001247,CASE007105,CID002480,Gang Member,Absconding
SUS001248,CASE000046,CID000061,Unknown Suspect,Wanted
SUS001249,CASE009651,CID000820,Gang Member,Absconding
SUS001250,CASE008333,CID007209,Main Suspect,Wanted
SUS001251,CASE004446,CID007979,Main Suspect,Under Surveillance
SUS001252,CASE004694,CID003593,Unknown Suspect,Wanted
SUS001253,CASE003053,CID000406,Gang Member,Absconding
SUS001254,CASE002010,CID004934,Main Suspect,Wanted
SUS001255,CASE004349,CID009604,Accomplice,Arrested
SUS001256,CASE005448,CID007911,Unknown Suspect,Arrested
SUS001257,CASE000621,CID003184,Unknown Suspect,Under Surveillance
SUS001258,CASE004780,CID000525,Unknown Suspect,Arrested
SUS001259,CASE007305,CID006170,Gang Member,Absconding
SUS001260,CASE001542,CID001583,Unknown Suspect,Under Surveillance
SUS001261,CASE007912,CID000620,Main Suspect,Arrested
SUS001262,CASE003817,CID005291,Unknown Suspect,Wanted
SUS001263,CASE006317,CID004043,Main Suspect,Arrested
SUS001264,CASE003187,CID004980,Unknown Suspect,Under Surveillance
SUS001265,CASE008649,CID007454,Unknown Suspect,Under Surveillance
SUS001266,CASE005971,CID009225,Unknown Suspect,Arrested
SUS001267,CASE002069,CID000704,Accomplice,Wanted
SUS001268,CASE005488,CID003643,Main Suspect,Arrested
SUS001269,CASE008526,CID000247,Accomplice,Absconding
SUS001270,CASE005041,CID008283,Accomplice,Under Surveillance
SUS001271,CASE003722,CID009375,Main Suspect,Wanted
SUS001272,CASE001562,CID000045,Unknown Suspect,Wanted
SUS001273,CASE006388,CID000066,Main Suspect,Absconding
SUS001274,CASE003052,CID009386,Accomplice,Wanted
SUS001275,CASE007781,CID001659,Gang Member,Absconding
SUS001276,CASE006110,CID000690,Unknown Suspect,Arrested
SUS001277,CASE005310,CID002471,Gang Member,Arrested
SUS001278,CASE007312,CID001604,Accomplice,Wanted
SUS001279,CASE003321,CID004002,Gang Member,Wanted
SUS001280,CASE009048,CID000291,Main Suspect,Wanted
SUS001281,CASE006560,CID008498,Unknown Suspect,Absconding
SUS001282,CASE004217,CID005560,Gang Member,Arrested
SUS001283,CASE006697,CID000335,Gang Member,Arrested
SUS001284,CASE002436,CID007978,Unknown Suspect,Wanted
SUS001285,CASE003740,CID009935,Main Suspect,Absconding
SUS001286,CASE007328,CID007884,Main Suspect,Absconding
SUS001287,CASE009563,CID000373,Accomplice,Absconding
SUS001288,CASE001065,CID003076,Unknown Suspect,Absconding
SUS001289,CASE000870,CID000483,Gang Member,Arrested
SUS001290,CASE006346,CID001175,Accomplice,Under Surveillance
SUS001291,CASE006625,CID005750,Unknown Suspect,Wanted
SUS001292,CASE009534,CID008687,Unknown Suspect,Wanted
SUS001293,CASE000754,CID004420,Gang Member,Wanted
SUS001294,CASE002235,CID007350,Unknown Suspect,Absconding
SUS001295,CASE003748,CID002350,Unknown Suspect,Under Surveillance
SUS001296,CASE009360,CID005502,Gang Member,Under Surveillance
SUS001297,CASE005943,CID005566,Gang Member,Wanted
SUS001298,CASE004496,CID007858,Main Suspect,Under Surveillance
SUS001299,CASE009383,CID008593,Accomplice,Wanted
SUS001300,CASE000504,CID000593,Main Suspect,Wanted
SUS001301,CASE000725,CID000362,Gang Member,Absconding
SUS001302,CASE000607,CID001009,Main Suspect,Under Surveillance
SUS001303,CASE002443,CID000772,Accomplice,Arrested
SUS001304,CASE007919,CID004281,Main Suspect,Arrested
SUS001305,CASE009602,CID001830,Main Suspect,Absconding
SUS001306,CASE001206,CID000103,Accomplice,Absconding
SUS001307,CASE003390,CID005403,Accomplice,Arrested
SUS001308,CASE000943,CID007708,Accomplice,Wanted
SUS001309,CASE005332,CID002305,Unknown Suspect,Wanted
SUS001310,CASE003637,CID005574,Gang Member,Under Surveillance
SUS001311,CASE000035,CID000184,Main Suspect,Under Surveillance
SUS001312,CASE000993,CID006316,Accomplice,Arrested
SUS001313,CASE000802,CID007958,Main Suspect,Wanted
SUS001314,CASE007112,CID002438,Accomplice,Arrested
SUS001315,CASE006540,CID009514,Accomplice,Arrested
SUS001316,CASE005820,CID003083,Main Suspect,Wanted
SUS001317,CASE003487,CID007135,Accomplice,Arrested
SUS001318,CASE009153,CID008365,Accomplice,Arrested
SUS001319,CASE001879,CID006989,Main Suspect,Under Surveillance
SUS001320,CASE007232,CID000788,Unknown Suspect,Wanted
SUS001321,CASE005308,CID003390,Accomplice,Absconding
SUS001322,CASE009398,CID004931,Gang Member,Arrested
SUS001323,CASE000771,CID008376,Unknown Suspect,Wanted
SUS001324,CASE007010,CID004599,Gang Member,Wanted
SUS001325,CASE008951,CID003589,Accomplice,Absconding
SUS001326,CASE003868,CID002683,Gang Member,Wanted
SUS001327,CASE001461,CID002092,Unknown Suspect,Under Surveillance
SUS001328,CASE003905,CID000659,Unknown Suspect,Wanted
SUS001329,CASE004647,CID004799,Gang Member,Under Surveillance
SUS001330,CASE004329,CID004913,Unknown Suspect,Under Surveillance
SUS001331,CASE000086,CID001125,Main Suspect,Under Surveillance
SUS001332,CASE002493,CID000381,Unknown Suspect,Arrested
SUS001333,CASE003404,CID007043,Main Suspect,Arrested
SUS001334,CASE005113,CID000990,Gang Member,Wanted
SUS001335,CASE006119,CID004831,Accomplice,Wanted
SUS001336,CASE001691,CID003557,Accomplice,Wanted
SUS001337,CASE005991,CID001278,Gang Member,Wanted
SUS001338,CASE005983,CID003569,Accomplice,Under Surveillance
SUS001339,CASE005260,CID006283,Gang Member,Absconding
SUS001340,CASE002178,CID003553,Gang Member,Under Surveillance
SUS001341,CASE001652,CID000746,Unknown Suspect,Wanted
SUS001342,CASE002494,CID001714,Gang Member,Absconding
SUS001343,CASE000448,CID007918,Gang Member,Under Surveillance
SUS001344,CASE009169,CID004530,Main Suspect,Arrested
SUS001345,CASE002271,CID000087,Accomplice,Under Surveillance
SUS001346,CASE001677,CID003765,Gang Member,Arrested
SUS001347,CASE003971,CID000721,Gang Member,Absconding
SUS001348,CASE007088,CID003980,Accomplice,Wanted
SUS001349,CASE005267,CID004980,Unknown Suspect,Wanted
SUS001350,CASE001604,CID009226,Accomplice,Arrested
SUS001351,CASE002121,CID005547,Unknown Suspect,Wanted
SUS001352,CASE005399,CID001065,Main Suspect,Absconding
SUS001353,CASE003588,CID000589,Gang Member,Under Surveillance
SUS001354,CASE002293,CID000442,Gang Member,Absconding
SUS001355,CASE009437,CID002553,Accomplice,Wanted
SUS001356,CASE005256,CID002024,Unknown Suspect,Wanted
SUS001357,CASE007168,CID000364,Accomplice,Arrested
SUS001358,CASE006933,CID000445,Accomplice,Under Surveillance
SUS001359,CASE000778,CID008884,Gang Member,Absconding
SUS001360,CASE009890,CID004143,Main Suspect,Under Surveillance
SUS001361,CASE008631,CID000987,Main Suspect,Under Surveillance
SUS001362,CASE007549,CID000105,Accomplice,Absconding
SUS001363,CASE007644,CID000362,Accomplice,Wanted
SUS001364,CASE002429,CID000260,Gang Member,Wanted
SUS001365,CASE007508,CID006646,Accomplice,Under Surveillance
SUS001366,CASE006823,CID008477,Gang Member,Wanted
SUS001367,CASE007254,CID000693,Accomplice,Absconding
SUS001368,CASE003773,CID004064,Accomplice,Absconding
SUS001369,CASE008128,CID000430,Gang Member,Absconding
SUS001370,CASE000323,CID008727,Gang Member,Wanted
SUS001371,CASE008955,CID000031,Unknown Suspect,Under Surveillance
SUS001372,CASE009834,CID001684,Unknown Suspect,Under Surveillance
SUS001373,CASE004615,CID007142,Main Suspect,Wanted
SUS001374,CASE009755,CID000761,Main Suspect,Wanted
SUS001375,CASE003634,CID000563,Main Suspect,Absconding
SUS001376,CASE007311,CID005312,Accomplice,Wanted
SUS001377,CASE008317,CID007004,Accomplice,Wanted
SUS001378,CASE006496,CID009052,Main Suspect,Absconding
SUS001379,CASE004547,CID009784,Accomplice,Absconding
SUS001380,CASE006079,CID000688,Unknown Suspect,Absconding
SUS001381,CASE003019,CID000005,Gang Member,Wanted
SUS001382,CASE000296,CID000787,Unknown Suspect,Arrested
SUS001383,CASE005407,CID000085,Accomplice,Absconding
SUS001384,CASE003569,CID005386,Unknown Suspect,Arrested
SUS001385,CASE002584,CID008655,Main Suspect,Absconding
SUS001386,CASE007668,CID000608,Unknown Suspect,Wanted
SUS001387,CASE000949,CID005947,Accomplice,Arrested
SUS001388,CASE004764,CID005885,Accomplice,Absconding
SUS001389,CASE008423,CID008605,Gang Member,Under Surveillance
SUS001390,CASE002096,CID008739,Main Suspect,Absconding
SUS001391,CASE006738,CID000409,Accomplice,Wanted
SUS001392,CASE009626,CID004112,Unknown Suspect,Absconding
SUS001393,CASE003137,CID003454,Unknown Suspect,Absconding
SUS001394,CASE000263,CID009801,Gang Member,Under Surveillance
SUS001395,CASE003148,CID000579,Main Suspect,Arrested
SUS001396,CASE007084,CID000111,Main Suspect,Wanted
SUS001397,CASE007583,CID000039,Unknown Suspect,Arrested
SUS001398,CASE006864,CID008689,Main Suspect,Wanted
SUS001399,CASE001369,CID000240,Gang Member,Arrested
SUS001400,CASE008700,CID002195,Unknown Suspect,Under Surveillance
SUS001401,CASE008441,CID005208,Gang Member,Under Surveillance
SUS001402,CASE005068,CID001875,Main Suspect,Wanted
SUS001403,CASE003854,CID007005,Unknown Suspect,Absconding
SUS001404,CASE007146,CID000174,Gang Member,Absconding
SUS001405,CASE006478,CID003922,Main Suspect,Wanted
SUS001406,CASE004919,CID008608,Main Suspect,Arrested
SUS001407,CASE005239,CID007901,Accomplice,Wanted
SUS001408,CASE006936,CID000036,Main Suspect,Arrested
SUS001409,CASE004810,CID009341,Accomplice,Absconding
SUS001410,CASE000820,CID001447,Accomplice,Arrested
SUS001411,CASE003572,CID004266,Accomplice,Wanted
SUS001412,CASE000857,CID004137,Gang Member,Arrested
SUS001413,CASE005730,CID001909,Main Suspect,Absconding
SUS001414,CASE009595,CID003041,Accomplice,Absconding
SUS001415,CASE009388,CID000749,Unknown Suspect,Absconding
SUS001416,CASE009812,CID008488,Main Suspect,Arrested
SUS001417,CASE001719,CID000568,Main Suspect,Wanted
SUS001418,CASE001054,CID007368,Unknown Suspect,Under Surveillance
SUS001419,CASE006418,CID001780,Gang Member,Under Surveillance
SUS001420,CASE009523,CID009579,Gang Member,Absconding
SUS001421,CASE007117,CID000018,Gang Member,Wanted
SUS001422,CASE002638,CID009289,Main Suspect,Under Surveillance
SUS001423,CASE007502,CID007522,Accomplice,Arrested
SUS001424,CASE006988,CID002013,Unknown Suspect,Under Surveillance
SUS001425,CASE001131,CID000324,Accomplice,Under Surveillance
SUS001426,CASE003109,CID006159,Gang Member,Wanted
SUS001427,CASE002550,CID000361,Main Suspect,Under Surveillance
SUS001428,CASE001986,CID004322,Unknown Suspect,Absconding
SUS001429,CASE000326,CID000788,Unknown Suspect,Arrested
SUS001430,CASE008287,CID002667,Accomplice,Under Surveillance
SUS001431,CASE001616,CID003861,Main Suspect,Arrested
SUS001432,CASE002407,CID005275,Unknown Suspect,Wanted
SUS001433,CASE005430,CID007764,Accomplice,Arrested
SUS001434,CASE008905,CID008475,Main Suspect,Under Surveillance
SUS001435,CASE004563,CID000315,Main Suspect,Absconding
SUS001436,CASE003591,CID008450,Main Suspect,Wanted
SUS001437,CASE005085,CID007060,Unknown Suspect,Under Surveillance
SUS001438,CASE004689,CID006773,Unknown Suspect,Arrested
SUS001439,CASE007453,CID000427,Unknown Suspect,Absconding
SUS001440,CASE000470,CID006223,Unknown Suspect,Under Surveillance
SUS001441,CASE002844,CID002651,Gang Member,Wanted
SUS001442,CASE003818,CID007028,Accomplice,Arrested
SUS001443,CASE000182,CID004536,Gang Member,Wanted
SUS001444,CASE000626,CID000171,Gang Member,Wanted
SUS001445,CASE005285,CID001818,Accomplice,Absconding
SUS001446,CASE002249,CID009697,Unknown Suspect,Wanted
SUS001447,CASE009069,CID002793,Main Suspect,Under Surveillance
SUS001448,CASE009827,CID006011,Unknown Suspect,Arrested
SUS001449,CASE008025,CID000258,Unknown Suspect,Absconding
SUS001450,CASE003215,CID006226,Main Suspect,Arrested
SUS001451,CASE002394,CID003002,Accomplice,Arrested
SUS001452,CASE007247,CID001322,Main Suspect,Wanted
SUS001453,CASE000512,CID003180,Main Suspect,Arrested
SUS001454,CASE005902,CID002456,Unknown Suspect,Arrested
SUS001455,CASE000473,CID001881,Unknown Suspect,Under Surveillance
SUS001456,CASE008381,CID000787,Gang Member,Under Surveillance
SUS001457,CASE001241,CID004707,Gang Member,Arrested
SUS001458,CASE007828,CID008093,Main Suspect,Under Surveillance
SUS001459,CASE001952,CID000374,Main Suspect,Wanted
SUS001460,CASE006812,CID008165,Accomplice,Arrested
SUS001461,CASE007175,CID000109,Unknown Suspect,Arrested
SUS001462,CASE003447,CID000031,Main Suspect,Arrested
SUS001463,CASE008357,CID003570,Unknown Suspect,Arrested
SUS001464,CASE003432,CID006232,Accomplice,Absconding
SUS001465,CASE009420,CID002504,Gang Member,Under Surveillance
SUS001466,CASE003334,CID007780,Accomplice,Under Surveillance
SUS001467,CASE004349,CID009629,Accomplice,Under Surveillance
SUS001468,CASE007696,CID000556,Unknown Suspect,Absconding
SUS001469,CASE001319,CID003255,Unknown Suspect,Wanted
SUS001470,CASE001453,CID009298,Accomplice,Under Surveillance
SUS001471,CASE002400,CID000791,Accomplice,Arrested
SUS001472,CASE008060,CID009458,Unknown Suspect,Arrested
SUS001473,CASE001584,CID002939,Main Suspect,Wanted
SUS001474,CASE005564,CID000244,Accomplice,Under Surveillance
SUS001475,CASE000734,CID000672,Unknown Suspect,Wanted
SUS001476,CASE003332,CID006618,Gang Member,Arrested
SUS001477,CASE003883,CID008503,Main Suspect,Wanted
SUS001478,CASE004984,CID002074,Gang Member,Wanted
SUS001479,CASE003784,CID001844,Main Suspect,Wanted
SUS001480,CASE005145,CID006531,Unknown Suspect,Arrested
SUS001481,CASE004840,CID005000,Unknown Suspect,Wanted
SUS001482,CASE008247,CID008678,Gang Member,Arrested
SUS001483,CASE001806,CID000806,Main Suspect,Absconding
SUS001484,CASE002769,CID004513,Main Suspect,Absconding
SUS001485,CASE009150,CID000428,Main Suspect,Arrested
SUS001486,CASE001344,CID000688,Gang Member,Under Surveillance
SUS001487,CASE006619,CID001417,Unknown Suspect,Arrested
SUS001488,CASE005298,CID002617,Gang Member,Wanted
SUS001489,CASE002401,CID004534,Unknown Suspect,Wanted
SUS001490,CASE006568,CID000028,Unknown Suspect,Wanted
SUS001491,CASE005255,CID004592,Accomplice,Under Surveillance
SUS001492,CASE006448,CID000470,Gang Member,Arrested
SUS001493,CASE006476,CID003632,Unknown Suspect,Arrested
SUS001494,CASE009918,CID000214,Main Suspect,Under Surveillance
SUS001495,CASE006985,CID005511,Accomplice,Absconding
SUS001496,CASE009028,CID000029,Accomplice,Absconding
SUS001497,CASE005860,CID002220,Gang Member,Under Surveillance
SUS001498,CASE006776,CID000572,Unknown Suspect,Wanted
SUS001499,CASE008771,CID000160,Accomplice,Absconding
SUS001500,CASE002252,CID004882,Accomplice,Under Surveillance
SUS001501,CASE008004,CID003480,Unknown Suspect,Wanted
SUS001502,CASE007029,CID004706,Main Suspect,Wanted
SUS001503,CASE002522,CID000241,Gang Member,Absconding
SUS001504,CASE007047,CID008034,Unknown Suspect,Under Surveillance
SUS001505,CASE003783,CID003664,Unknown Suspect,Absconding
SUS001506,CASE005691,CID006102,Gang Member,Arrested
SUS001507,CASE006373,CID000575,Unknown Suspect,Under Surveillance
SUS001508,CASE003531,CID005316,Accomplice,Wanted
SUS001509,CASE006808,CID009706,Unknown Suspect,Wanted
SUS001510,CASE008138,CID005322,Unknown Suspect,Arrested
SUS001511,CASE005789,CID007727,Main Suspect,Arrested
SUS001512,CASE003897,CID003059,Main Suspect,Under Surveillance
SUS001513,CASE000278,CID004421,Unknown Suspect,Absconding
SUS001514,CASE003211,CID002223,Accomplice,Absconding
SUS001515,CASE004674,CID006010,Accomplice,Arrested
SUS001516,CASE008836,CID004330,Unknown Suspect,Arrested
SUS001517,CASE005934,CID001801,Main Suspect,Absconding
SUS001518,CASE003583,CID000642,Accomplice,Under Surveillance
SUS001519,CASE006454,CID009402,Gang Member,Under Surveillance
SUS001520,CASE007551,CID008068,Accomplice,Wanted
SUS001521,CASE007667,CID003705,Accomplice,Absconding
SUS001522,CASE008428,CID006755,Main Suspect,Wanted
SUS001523,CASE003437,CID000713,Unknown Suspect,Absconding
SUS001524,CASE004652,CID003442,Gang Member,Under Surveillance
SUS001525,CASE006258,CID001576,Main Suspect,Wanted
SUS001526,CASE004083,CID001409,Main Suspect,Absconding
SUS001527,CASE007291,CID000737,Gang Member,Arrested
SUS001528,CASE007224,CID002732,Unknown Suspect,Absconding
SUS001529,CASE004071,CID001107,Accomplice,Wanted
SUS001530,CASE002608,CID008936,Unknown Suspect,Absconding
SUS001531,CASE007776,CID002720,Accomplice,Arrested
SUS001532,CASE002351,CID003853,Accomplice,Absconding
SUS001533,CASE006602,CID001082,Gang Member,Under Surveillance
SUS001534,CASE004774,CID004194,Accomplice,Arrested
SUS001535,CASE008801,CID000254,Unknown Suspect,Absconding
SUS001536,CASE009477,CID003231,Gang Member,Under Surveillance
SUS001537,CASE003581,CID009785,Gang Member,Arrested
SUS001538,CASE009244,CID001278,Gang Member,Wanted
SUS001539,CASE000496,CID000744,Unknown Suspect,Absconding
SUS001540,CASE007093,CID000106,Unknown Suspect,Absconding
SUS001541,CASE008248,CID004687,Gang Member,Wanted
SUS001542,CASE000114,CID004132,Main Suspect,Wanted
SUS001543,CASE004017,CID000603,Accomplice,Wanted
SUS001544,CASE002010,CID000591,Main Suspect,Under Surveillance
SUS001545,CASE002922,CID006487,Accomplice,Under Surveillance
SUS001546,CASE000876,CID000534,Main Suspect,Absconding
SUS001547,CASE004331,CID003109,Unknown Suspect,Under Surveillance
SUS001548,CASE009117,CID000674,Gang Member,Wanted
SUS001549,CASE002187,CID008451,Accomplice,Under Surveillance
SUS001550,CASE009538,CID005634,Gang Member,Absconding
SUS001551,CASE008844,CID004610,Unknown Suspect,Arrested
SUS001552,CASE009311,CID002980,Gang Member,Under Surveillance
SUS001553,CASE001739,CID000665,Gang Member,Absconding
SUS001554,CASE000096,CID000176,Gang Member,Arrested
SUS001555,CASE001695,CID002542,Accomplice,Wanted
SUS001556,CASE009184,CID003471,Unknown Suspect,Absconding
SUS001557,CASE005874,CID000727,Gang Member,Arrested
SUS001558,CASE008401,CID007153,Gang Member,Absconding
SUS001559,CASE003531,CID004143,Gang Member,Wanted
SUS001560,CASE005576,CID009225,Gang Member,Arrested
SUS001561,CASE004016,CID000235,Gang Member,Wanted
SUS001562,CASE001094,CID003308,Gang Member,Arrested
SUS001563,CASE000150,CID008120,Main Suspect,Arrested
SUS001564,CASE000553,CID001550,Gang Member,Arrested
SUS001565,CASE004626,CID005372,Unknown Suspect,Under Surveillance
SUS001566,CASE006234,CID003606,Accomplice,Arrested
SUS001567,CASE009803,CID004055,Main Suspect,Wanted
SUS001568,CASE009625,CID005394,Main Suspect,Under Surveillance
SUS001569,CASE001139,CID000547,Accomplice,Absconding
SUS001570,CASE004574,CID000793,Unknown Suspect,Wanted
SUS001571,CASE006767,CID000531,Accomplice,Under Surveillance
SUS001572,CASE002038,CID008405,Accomplice,Under Surveillance
SUS001573,CASE009154,CID006208,Unknown Suspect,Absconding
SUS001574,CASE003818,CID007386,Unknown Suspect,Under Surveillance
SUS001575,CASE004059,CID002638,Main Suspect,Arrested
SUS001576,CASE002716,CID005423,Main Suspect,Arrested
SUS001577,CASE008975,CID008767,Main Suspect,Arrested
SUS001578,CASE006517,CID009460,Unknown Suspect,Wanted
SUS001579,CASE004643,CID000148,Accomplice,Absconding
SUS001580,CASE004800,CID008559,Gang Member,Wanted
SUS001581,CASE004914,CID002309,Accomplice,Under Surveillance
SUS001582,CASE007986,CID000202,Main Suspect,Wanted
SUS001583,CASE003891,CID001889,Gang Member,Under Surveillance
SUS001584,CASE000461,CID000770,Main Suspect,Arrested
SUS001585,CASE008475,CID003242,Gang Member,Under Surveillance
SUS001586,CASE004530,CID000420,Gang Member,Wanted
SUS001587,CASE008852,CID007310,Main Suspect,Under Surveillance
SUS001588,CASE008066,CID006581,Gang Member,Wanted
SUS001589,CASE005818,CID000372,Accomplice,Arrested
SUS001590,CASE006309,CID000418,Accomplice,Arrested
SUS001591,CASE002356,CID008592,Gang Member,Arrested
SUS001592,CASE005049,CID004512,Accomplice,Wanted
SUS001593,CASE001607,CID001721,Unknown Suspect,Under Surveillance
SUS001594,CASE005502,CID002464,Main Suspect,Arrested
SUS001595,CASE005340,CID005958,Main Suspect,Wanted
SUS001596,CASE002621,CID005755,Main Suspect,Absconding
SUS001597,CASE006447,CID005172,Gang Member,Absconding
SUS001598,CASE005654,CID005621,Unknown Suspect,Wanted
SUS001599,CASE009728,CID001437,Accomplice,Under Surveillance
SUS001600,CASE008653,CID000069,Gang Member,Under Surveillance
SUS001601,CASE001265,CID000118,Main Suspect,Absconding
SUS001602,CASE007276,CID000455,Main Suspect,Arrested
SUS001603,CASE006127,CID003746,Unknown Suspect,Wanted
SUS001604,CASE008429,CID005465,Accomplice,Absconding
SUS001605,CASE007168,CID000068,Gang Member,Absconding
SUS001606,CASE009074,CID000174,Unknown Suspect,Absconding
SUS001607,CASE003183,CID005730,Unknown Suspect,Arrested
SUS001608,CASE002504,CID000315,Main Suspect,Absconding
SUS001609,CASE001786,CID005589,Main Suspect,Wanted
SUS001610,CASE004845,CID000297,Gang Member,Absconding
SUS001611,CASE002048,CID000533,Accomplice,Wanted
SUS001612,CASE003282,CID008740,Unknown Suspect,Arrested
SUS001613,CASE000294,CID001103,Accomplice,Wanted
SUS001614,CASE003980,CID000474,Gang Member,Wanted
SUS001615,CASE006705,CID008094,Gang Member,Wanted
SUS001616,CASE005509,CID000393,Main Suspect,Wanted
SUS001617,CASE000252,CID005837,Gang Member,Absconding
SUS001618,CASE006491,CID007429,Accomplice,Wanted
SUS001619,CASE002790,CID000373,Unknown Suspect,Wanted
SUS001620,CASE009072,CID002441,Accomplice,Wanted
SUS001621,CASE008919,CID006233,Gang Member,Arrested
SUS001622,CASE003303,CID003468,Accomplice,Arrested
SUS001623,CASE000080,CID000295,Unknown Suspect,Arrested
SUS001624,CASE003619,CID001656,Unknown Suspect,Arrested
SUS001625,CASE009060,CID008944,Accomplice,Under Surveillance
SUS001626,CASE004970,CID006234,Main Suspect,Wanted
SUS001627,CASE007794,CID000814,Unknown Suspect,Absconding
SUS001628,CASE009169,CID000360,Unknown Suspect,Absconding
SUS001629,CASE000504,CID008335,Accomplice,Wanted
SUS001630,CASE009961,CID008532,Main Suspect,Arrested
SUS001631,CASE003352,CID000304,Main Suspect,Arrested
SUS001632,CASE004988,CID006160,Gang Member,Under Surveillance
SUS001633,CASE007129,CID000078,Unknown Suspect,Absconding
SUS001634,CASE007320,CID009100,Gang Member,Under Surveillance
