id,case_master_id,act_id,section_id,act_order_id,section_order_id
836,440,IPC,447,1,1
837,440,IPC,376,1,2
838,441,BNS,309,1,1
839,441,BNS,115,1,2
840,442,DOWRY_ACT,4,1,1
841,442,DOWRY_ACT,3,1,2
842,443,ARMS_ACT,25,1,1
843,443,ARMS_ACT,27,1,2
844,444,EXCISE_ACT,34,1,1
845,444,EXCISE_ACT,32,1,2
846,445,NDPS,20,1,1
847,446,EXCISE_ACT,34,1,1
848,446,EXCISE_ACT,32,1,2
849,447,NDPS,21,1,1
850,447,NDPS,22,1,2
851,448,IT_ACT,66,1,1
852,448,IT_ACT,67,1,2
853,448,IT_ACT,66D,1,3
854,449,POCSO,8,1,1
855,449,POCSO,4,1,2
856,449,POCSO,12,1,3
857,450,IT_ACT,67,1,1
858,450,IT_ACT,66,1,2
859,451,POCSO,4,1,1
860,452,POCSO,8,1,1
861,452,POCSO,4,1,2
862,452,POCSO,12,1,3
863,453,DOWRY_ACT,3,1,1
864,454,MV_ACT,184,1,1
865,454,MV_ACT,185,1,2
866,455,NDPS,22,1,1
867,455,NDPS,20,1,2
868,456,IPC,380,1,1
869,456,IPC,506,1,2
870,457,IT_ACT,66,1,1
871,457,IT_ACT,67,1,2
872,458,NDPS,15,1,1
873,458,NDPS,21,1,2
874,458,NDPS,20,1,3
875,459,IPC,506,1,1
876,459,IPC,379,1,2
877,460,DOWRY_ACT,4,1,1
878,460,DOWRY_ACT,3,1,2
879,461,NDPS,20,1,1
880,462,DOWRY_ACT,3,1,1
881,462,DOWRY_ACT,4,1,2
882,463,ARMS_ACT,27,1,1
883,464,NDPS,20,1,1
884,464,NDPS,22,1,2
885,465,IPC,395,1,1
886,465,IPC,324,1,2
887,465,IPC,380,1,3
888,466,ARMS_ACT,27,1,1
889,467,NDPS,22,1,1
890,467,NDPS,20,1,2
891,468,BNS,309,1,1
892,468,BNS,318,1,2
893,468,BNS,103,1,3
894,469,IT_ACT,67,1,1
895,470,POCSO,12,1,1
896,471,DOWRY_ACT,3,1,1
897,471,DOWRY_ACT,4,1,2
898,472,IT_ACT,66D,1,1
899,473,EXCISE_ACT,32,1,1
900,474,IT_ACT,66,1,1
901,474,IT_ACT,67,1,2
902,474,IT_ACT,66C,1,3
903,475,MV_ACT,184,1,1
904,476,ARMS_ACT,25,1,1
905,476,ARMS_ACT,27,1,2
906,477,IT_ACT,66D,1,1
907,478,IT_ACT,66C,1,1
908,478,IT_ACT,67,1,2
909,478,IT_ACT,66D,1,3
910,479,EXCISE_ACT,32,1,1
911,479,EXCISE_ACT,34,1,2
912,480,IPC,392,1,1
913,480,IPC,363,1,2
914,480,IPC,354,1,3
915,481,POCSO,12,1,1
916,482,NDPS,15,1,1
917,483,MV_ACT,184,1,1
918,484,BNS,103,1,1
919,485,MV_ACT,185,1,1
920,485,MV_ACT,184,1,2
921,486,NDPS,22,1,1
922,486,NDPS,15,1,2
923,487,BNS,303,1,1
924,487,BNS,309,1,2
925,487,BNS,318,1,3
926,488,NDPS,15,1,1
927,489,DOWRY_ACT,3,1,1
928,489,DOWRY_ACT,4,1,2
929,490,BNS,103,1,1
930,491,DOWRY_ACT,3,1,1
931,491,DOWRY_ACT,4,1,2
932,492,DOWRY_ACT,3,1,1
933,492,DOWRY_ACT,4,1,2
934,493,NDPS,20,1,1
935,493,NDPS,22,1,2
936,493,NDPS,21,1,3
937,494,BNS,309,1,1
938,494,BNS,115,1,2
939,495,IT_ACT,66,1,1
940,495,IT_ACT,66C,1,2
941,495,IT_ACT,67,1,3
942,496,IPC,380,1,1
943,496,IPC,406,1,2
944,496,IPC,307,1,3
945,497,DOWRY_ACT,3,1,1
946,498,POCSO,12,1,1
947,499,NDPS,21,1,1
948,499,NDPS,20,1,2
949,500,DOWRY_ACT,4,1,1
950,501,BNS,115,1,1
951,501,BNS,103,1,2
952,501,BNS,303,1,3
953,502,POCSO,8,1,1
954,502,POCSO,12,1,2
955,503,NDPS,21,1,1
956,504,ARMS_ACT,25,1,1
957,505,IT_ACT,66C,1,1
958,505,IT_ACT,66D,1,2
959,505,IT_ACT,67,1,3
960,506,EXCISE_ACT,34,1,1
961,506,EXCISE_ACT,32,1,2
962,507,DOWRY_ACT,3,1,1
963,508,POCSO,12,1,1
964,509,EXCISE_ACT,32,1,1
965,510,ARMS_ACT,25,1,1
966,510,ARMS_ACT,27,1,2
967,511,ARMS_ACT,27,1,1
968,511,ARMS_ACT,25,1,2
969,512,IPC,324,1,1
970,513,ARMS_ACT,27,1,1
971,513,ARMS_ACT,25,1,2
972,514,NDPS,22,1,1
973,514,NDPS,20,1,2
974,515,DOWRY_ACT,4,1,1
975,515,DOWRY_ACT,3,1,2
976,516,BNS,318,1,1
977,516,BNS,309,1,2
978,517,ARMS_ACT,25,1,1
979,517,ARMS_ACT,27,1,2
980,518,IT_ACT,66D,1,1
981,519,ARMS_ACT,25,1,1
982,519,ARMS_ACT,27,1,2
983,520,IT_ACT,66C,1,1
984,520,IT_ACT,67,1,2
985,521,IPC,406,1,1
986,522,IPC,420,1,1
987,522,IPC,447,1,2
988,523,EXCISE_ACT,32,1,1
989,524,POCSO,12,1,1
990,524,POCSO,4,1,2
991,525,NDPS,20,1,1
992,526,NDPS,15,1,1
993,526,NDPS,20,1,2
994,526,NDPS,21,1,3
995,527,NDPS,20,1,1
996,528,NDPS,15,1,1
997,529,EXCISE_ACT,34,1,1
998,530,IPC,406,1,1
999,530,IPC,506,1,2
1000,531,EXCISE_ACT,32,1,1
1001,531,EXCISE_ACT,34,1,2
1002,532,EXCISE_ACT,32,1,1
1003,532,EXCISE_ACT,34,1,2
1004,533,EXCISE_ACT,34,1,1
1005,534,IPC,354,1,1
1006,534,IPC,420,1,2
1007,535,IT_ACT,66C,1,1
1008,535,IT_ACT,66,1,2
1009,536,IPC,363,1,1
1010,536,IPC,406,1,2
1011,536,IPC,380,1,3
1012,537,IPC,302,1,1
1013,537,IPC,307,1,2
1014,537,IPC,498A,1,3
1015,538,IPC,420,1,1
1016,539,ARMS_ACT,27,1,1
1017,540,POCSO,4,1,1
1018,541,BNS,303,1,1
1019,541,BNS,115,1,2
1020,541,BNS,309,1,3
1021,542,ARMS_ACT,27,1,1
1022,542,ARMS_ACT,25,1,2
1023,543,POCSO,4,1,1
1024,543,POCSO,12,1,2
1025,544,POCSO,8,1,1
1026,545,POCSO,8,1,1
1027,546,IPC,379,1,1
1028,546,IPC,395,1,2
1029,547,IPC,447,1,1
1030,547,IPC,379,1,2
1031,547,IPC,324,1,3
1032,548,ARMS_ACT,25,1,1
1033,548,ARMS_ACT,27,1,2
1034,549,IT_ACT,66C,1,1
1035,550,NDPS,15,1,1
1036,550,NDPS,22,1,2
1037,551,POCSO,12,1,1
1038,551,POCSO,8,1,2
1039,552,MV_ACT,185,1,1
1040,552,MV_ACT,184,1,2
1041,553,DOWRY_ACT,3,1,1
1042,554,BNS,115,1,1
1043,555,DOWRY_ACT,4,1,1
1044,556,ARMS_ACT,25,1,1
1045,557,EXCISE_ACT,34,1,1
1046,557,EXCISE_ACT,32,1,2
1047,558,ARMS_ACT,25,1,1
1048,558,ARMS_ACT,27,1,2
1049,559,POCSO,8,1,1
1050,560,POCSO,12,1,1
1051,560,POCSO,4,1,2
1052,561,DOWRY_ACT,4,1,1
1053,561,DOWRY_ACT,3,1,2
1054,562,EXCISE_ACT,34,1,1
1055,563,IT_ACT,67,1,1
1056,563,IT_ACT,66,1,2
1057,563,IT_ACT,66C,1,3
1058,564,IPC,420,1,1
1059,565,NDPS,20,1,1
1060,565,NDPS,22,1,2
1061,565,NDPS,21,1,3
1062,566,IPC,323,1,1
1063,566,IPC,379,1,2
1064,567,DOWRY_ACT,3,1,1
1065,568,DOWRY_ACT,4,1,1
1066,569,IT_ACT,66C,1,1
1067,570,EXCISE_ACT,32,1,1
1068,570,EXCISE_ACT,34,1,2
1069,571,IPC,379,1,1
1070,571,IPC,323,1,2
1071,572,DOWRY_ACT,3,1,1
1072,572,DOWRY_ACT,4,1,2
1073,573,NDPS,21,1,1
1074,574,MV_ACT,185,1,1
1075,575,ARMS_ACT,27,1,1
1076,575,ARMS_ACT,25,1,2
1077,576,IPC,380,1,1
1078,577,NDPS,21,1,1
1079,577,NDPS,15,1,2
1080,577,NDPS,20,1,3
1081,578,BNS,309,1,1
1082,579,EXCISE_ACT,32,1,1
1083,579,EXCISE_ACT,34,1,2
1084,580,ARMS_ACT,27,1,1
1085,580,ARMS_ACT,25,1,2
1086,581,IPC,379,1,1
1087,581,IPC,447,1,2
1088,581,IPC,354,1,3
1089,582,ARMS_ACT,27,1,1
1090,582,ARMS_ACT,25,1,2
1091,583,NDPS,22,1,1
1092,583,NDPS,20,1,2
1093,584,IPC,406,1,1
1094,585,POCSO,4,1,1
1095,585,POCSO,8,1,2
1096,585,POCSO,12,1,3
1097,586,ARMS_ACT,27,1,1
1098,587,ARMS_ACT,25,1,1
1099,587,ARMS_ACT,27,1,2
1100,588,BNS,318,1,1
1101,589,ARMS_ACT,27,1,1
1102,589,ARMS_ACT,25,1,2
1103,590,IPC,302,1,1
1104,591,ARMS_ACT,25,1,1
1105,591,ARMS_ACT,27,1,2
1106,592,EXCISE_ACT,32,1,1
1107,592,EXCISE_ACT,34,1,2
1108,593,MV_ACT,184,1,1
1109,593,MV_ACT,185,1,2
1110,594,IT_ACT,66C,1,1
1111,595,IPC,506,1,1
1112,595,IPC,379,1,2
1113,595,IPC,363,1,3
1114,596,DOWRY_ACT,4,1,1
1115,596,DOWRY_ACT,3,1,2
1116,597,IT_ACT,66,1,1
1117,598,BNS,309,1,1
1118,598,BNS,318,1,2
1119,599,DOWRY_ACT,3,1,1
1120,599,DOWRY_ACT,4,1,2
1121,600,POCSO,4,1,1
1122,600,POCSO,12,1,2
1123,601,ARMS_ACT,27,1,1
1124,602,POCSO,8,1,1
1125,602,POCSO,4,1,2
1126,603,NDPS,20,1,1
1127,603,NDPS,22,1,2
1128,603,NDPS,15,1,3
1129,604,POCSO,4,1,1
1130,604,POCSO,8,1,2
1131,604,POCSO,12,1,3
1132,605,IPC,380,1,1
1133,605,IPC,323,1,2
1134,606,EXCISE_ACT,34,1,1
1135,607,BNS,303,1,1
1136,607,BNS,115,1,2
1137,608,POCSO,12,1,1
1138,609,NDPS,20,1,1
1139,609,NDPS,22,1,2
1140,610,EXCISE_ACT,32,1,1
1141,610,EXCISE_ACT,34,1,2
1142,611,POCSO,8,1,1
1143,611,POCSO,12,1,2
1144,612,NDPS,21,1,1
1145,612,NDPS,15,1,2
1146,613,EXCISE_ACT,32,1,1
1147,614,MV_ACT,185,1,1
1148,615,POCSO,8,1,1
1149,616,POCSO,12,1,1
1150,616,POCSO,8,1,2
1151,617,NDPS,21,1,1
1152,617,NDPS,15,1,2
1153,618,MV_ACT,184,1,1
1154,618,MV_ACT,185,1,2
1155,619,NDPS,20,1,1
1156,619,NDPS,21,1,2
1157,619,NDPS,22,1,3
1158,620,IT_ACT,66,1,1
1159,620,IT_ACT,66D,1,2
1160,620,IT_ACT,66C,1,3
1161,621,POCSO,4,1,1
1162,622,IPC,380,1,1
1163,622,IPC,395,1,2
1164,622,IPC,406,1,3
1165,623,BNS,309,1,1
1166,623,BNS,303,1,2
1167,624,EXCISE_ACT,32,1,1
1168,624,EXCISE_ACT,34,1,2
1169,625,POCSO,12,1,1
1170,625,POCSO,4,1,2
1171,625,POCSO,8,1,3
1172,626,MV_ACT,185,1,1
1173,626,MV_ACT,184,1,2
1174,627,ARMS_ACT,27,1,1
1175,628,MV_ACT,184,1,1
1176,628,MV_ACT,185,1,2
1177,629,NDPS,20,1,1
1178,629,NDPS,22,1,2
1179,630,IPC,420,1,1
1180,630,IPC,506,1,2
1181,630,IPC,324,1,3
1182,631,BNS,318,1,1
1183,631,BNS,103,1,2
1184,631,BNS,309,1,3
1185,632,ARMS_ACT,27,1,1
1186,633,ARMS_ACT,25,1,1
1187,633,ARMS_ACT,27,1,2
1188,634,IT_ACT,67,1,1
1189,634,IT_ACT,66C,1,2
1190,634,IT_ACT,66D,1,3
1191,635,ARMS_ACT,25,1,1
1192,636,IPC,363,1,1
1193,636,IPC,376,1,2
1194,637,DOWRY_ACT,3,1,1
1195,637,DOWRY_ACT,4,1,2
1196,638,ARMS_ACT,25,1,1
1197,638,ARMS_ACT,27,1,2
1198,639,IPC,354,1,1
1199,639,IPC,395,1,2
1200,639,IPC,420,1,3
1201,640,POCSO,8,1,1
1202,640,POCSO,4,1,2
1203,641,NDPS,20,1,1
1204,641,NDPS,22,1,2
1205,642,NDPS,15,1,1
1206,642,NDPS,21,1,2
1207,643,EXCISE_ACT,32,1,1
1208,643,EXCISE_ACT,34,1,2
1209,644,EXCISE_ACT,32,1,1
1210,644,EXCISE_ACT,34,1,2
1211,645,NDPS,22,1,1
1212,646,POCSO,4,1,1
1213,647,MV_ACT,185,1,1
1214,648,EXCISE_ACT,32,1,1
1215,648,EXCISE_ACT,34,1,2
1216,649,IPC,406,1,1
1217,649,IPC,392,1,2
1218,650,IPC,506,1,1
1219,650,IPC,354,1,2
1220,650,IPC,376,1,3
1221,651,IT_ACT,66D,1,1
1222,651,IT_ACT,66C,1,2
1223,652,ARMS_ACT,27,1,1
1224,652,ARMS_ACT,25,1,2
1225,653,IT_ACT,66C,1,1
1226,654,MV_ACT,185,1,1
1227,654,MV_ACT,184,1,2
1228,655,DOWRY_ACT,4,1,1
1229,655,DOWRY_ACT,3,1,2
1230,656,MV_ACT,184,1,1
1231,656,MV_ACT,185,1,2
1232,657,ARMS_ACT,25,1,1
1233,657,ARMS_ACT,27,1,2
1234,658,NDPS,15,1,1
1235,658,NDPS,20,1,2
1236,659,DOWRY_ACT,4,1,1
1237,659,DOWRY_ACT,3,1,2
1238,660,IT_ACT,66D,1,1
1239,661,IT_ACT,66C,1,1
1240,662,MV_ACT,185,1,1
1241,662,MV_ACT,184,1,2
1242,663,ARMS_ACT,27,1,1
1243,663,ARMS_ACT,25,1,2
1244,664,MV_ACT,185,1,1
1245,665,IPC,354,1,1
1246,666,IT_ACT,66,1,1
1247,666,IT_ACT,66C,1,2
1248,667,NDPS,22,1,1
1249,667,NDPS,20,1,2
1250,667,NDPS,15,1,3
1251,668,DOWRY_ACT,3,1,1
1252,668,DOWRY_ACT,4,1,2
1253,669,MV_ACT,185,1,1
1254,669,MV_ACT,184,1,2
1255,670,POCSO,8,1,1
1256,670,POCSO,12,1,2
1257,671,MV_ACT,185,1,1
1258,671,MV_ACT,184,1,2
1259,672,DOWRY_ACT,4,1,1
1260,672,DOWRY_ACT,3,1,2
1261,673,BNS,115,1,1
1262,673,BNS,318,1,2
1263,674,EXCISE_ACT,34,1,1
1264,674,EXCISE_ACT,32,1,2
1265,675,EXCISE_ACT,34,1,1
1266,675,EXCISE_ACT,32,1,2
1267,676,MV_ACT,184,1,1
1268,676,MV_ACT,185,1,2
1269,677,POCSO,4,1,1
1270,678,BNS,309,1,1
1271,678,BNS,303,1,2
1272,678,BNS,103,1,3
1273,679,POCSO,8,1,1
1274,680,EXCISE_ACT,32,1,1
1275,681,IPC,392,1,1
1276,682,BNS,303,1,1
1277,682,BNS,318,1,2
1278,683,ARMS_ACT,27,1,1
1279,683,ARMS_ACT,25,1,2
1280,684,NDPS,15,1,1
1281,684,NDPS,21,1,2
1282,684,NDPS,20,1,3
1283,685,POCSO,8,1,1
1284,685,POCSO,12,1,2
1285,685,POCSO,4,1,3
1286,686,BNS,309,1,1
1287,686,BNS,115,1,2
1288,686,BNS,318,1,3
1289,687,MV_ACT,184,1,1
1290,688,BNS,318,1,1
1291,689,DOWRY_ACT,3,1,1
1292,690,NDPS,22,1,1
1293,690,NDPS,20,1,2
1294,690,NDPS,21,1,3
1295,691,NDPS,20,1,1
1296,691,NDPS,22,1,2
1297,692,POCSO,12,1,1
1298,692,POCSO,4,1,2
1299,693,DOWRY_ACT,3,1,1
1300,693,DOWRY_ACT,4,1,2
1301,694,IPC,498A,1,1
1302,695,POCSO,12,1,1
1303,696,ARMS_ACT,27,1,1
1304,696,ARMS_ACT,25,1,2
1305,697,ARMS_ACT,27,1,1
1306,697,ARMS_ACT,25,1,2
1307,698,MV_ACT,184,1,1
1308,698,MV_ACT,185,1,2
1309,699,IT_ACT,66D,1,1
1310,700,IT_ACT,67,1,1
1311,700,IT_ACT,66,1,2
1312,701,DOWRY_ACT,4,1,1
1313,701,DOWRY_ACT,3,1,2
1314,702,MV_ACT,184,1,1
1315,702,MV_ACT,185,1,2
1316,703,EXCISE_ACT,32,1,1
1317,703,EXCISE_ACT,34,1,2
1318,704,POCSO,4,1,1
1319,705,IT_ACT,67,1,1
1320,705,IT_ACT,66,1,2
1321,706,EXCISE_ACT,34,1,1
1322,706,EXCISE_ACT,32,1,2
1323,707,POCSO,12,1,1
1324,707,POCSO,4,1,2
1325,708,BNS,103,1,1
1326,709,IT_ACT,66C,1,1
1327,710,POCSO,8,1,1
1328,710,POCSO,4,1,2
1329,710,POCSO,12,1,3
1330,711,EXCISE_ACT,32,1,1
1331,711,EXCISE_ACT,34,1,2
1332,712,BNS,303,1,1
1333,712,BNS,115,1,2
1334,712,BNS,103,1,3
1335,713,POCSO,4,1,1
1336,714,DOWRY_ACT,4,1,1
1337,715,IT_ACT,66,1,1
1338,716,POCSO,4,1,1
1339,716,POCSO,8,1,2
1340,717,POCSO,4,1,1
1341,717,POCSO,8,1,2
1342,717,POCSO,12,1,3
1343,718,IPC,420,1,1
1344,718,IPC,307,1,2
1345,718,IPC,302,1,3
1346,719,POCSO,4,1,1
1347,719,POCSO,8,1,2
1348,719,POCSO,12,1,3
1349,720,MV_ACT,185,1,1
1350,720,MV_ACT,184,1,2
1351,721,EXCISE_ACT,32,1,1
1352,721,EXCISE_ACT,34,1,2
1353,722,DOWRY_ACT,4,1,1
1354,722,DOWRY_ACT,3,1,2
1355,723,DOWRY_ACT,3,1,1
1356,724,NDPS,22,1,1
1357,725,IPC,376,1,1
1358,725,IPC,420,1,2
1359,726,IPC,363,1,1
1360,727,BNS,318,1,1
1361,728,IT_ACT,66D,1,1
1362,728,IT_ACT,67,1,2
1363,728,IT_ACT,66C,1,3
1364,729,IT_ACT,67,1,1
1365,729,IT_ACT,66C,1,2
1366,730,EXCISE_ACT,34,1,1
1367,730,EXCISE_ACT,32,1,2
1368,731,EXCISE_ACT,32,1,1
1369,732,MV_ACT,185,1,1
1370,732,MV_ACT,184,1,2
1371,733,ARMS_ACT,27,1,1
1372,734,DOWRY_ACT,3,1,1
1373,735,IT_ACT,66C,1,1
1374,735,IT_ACT,66D,1,2
1375,736,ARMS_ACT,25,1,1
1376,736,ARMS_ACT,27,1,2
1377,737,EXCISE_ACT,34,1,1
1378,737,EXCISE_ACT,32,1,2
1379,738,EXCISE_ACT,32,1,1
1380,738,EXCISE_ACT,34,1,2
1381,739,NDPS,20,1,1
1382,740,BNS,318,1,1
1383,740,BNS,309,1,2
1384,741,ARMS_ACT,25,1,1
1385,741,ARMS_ACT,27,1,2
1386,742,IT_ACT,66,1,1
1387,743,POCSO,12,1,1
1388,743,POCSO,8,1,2
1389,743,POCSO,4,1,3
1390,744,IPC,406,1,1
1391,744,IPC,506,1,2
1392,745,EXCISE_ACT,32,1,1
1393,746,DOWRY_ACT,4,1,1
1394,746,DOWRY_ACT,3,1,2
1395,747,POCSO,4,1,1
1396,747,POCSO,12,1,2
1397,748,MV_ACT,185,1,1
1398,749,NDPS,20,1,1
1399,749,NDPS,15,1,2
1400,750,EXCISE_ACT,32,1,1
1401,750,EXCISE_ACT,34,1,2
1402,751,NDPS,20,1,1
1403,752,MV_ACT,184,1,1
1404,753,BNS,103,1,1
1405,753,BNS,318,1,2
1406,753,BNS,303,1,3
1407,754,ARMS_ACT,27,1,1
1408,754,ARMS_ACT,25,1,2
1409,755,IT_ACT,66D,1,1
1410,756,NDPS,15,1,1
1411,757,NDPS,20,1,1
1412,757,NDPS,22,1,2
1413,757,NDPS,21,1,3
1414,758,MV_ACT,185,1,1
1415,758,MV_ACT,184,1,2
1416,759,ARMS_ACT,27,1,1
1417,760,DOWRY_ACT,3,1,1
1418,761,IT_ACT,66,1,1
1419,761,IT_ACT,67,1,2
1420,761,IT_ACT,66D,1,3
1421,762,NDPS,21,1,1
1422,763,NDPS,15,1,1
1423,763,NDPS,20,1,2
1424,763,NDPS,21,1,3
1425,764,DOWRY_ACT,3,1,1
1426,764,DOWRY_ACT,4,1,2
1427,765,POCSO,12,1,1
1428,765,POCSO,8,1,2
1429,766,NDPS,22,1,1
1430,766,NDPS,15,1,2
1431,767,POCSO,4,1,1
1432,768,DOWRY_ACT,3,1,1
1433,769,BNS,303,1,1
1434,770,NDPS,15,1,1
1435,770,NDPS,21,1,2
1436,771,POCSO,8,1,1
1437,771,POCSO,12,1,2
1438,772,IT_ACT,67,1,1
1439,772,IT_ACT,66,1,2
1440,772,IT_ACT,66D,1,3
1441,773,IT_ACT,66,1,1
1442,774,DOWRY_ACT,3,1,1
1443,775,NDPS,20,1,1
1444,775,NDPS,15,1,2
1445,775,NDPS,22,1,3
1446,776,MV_ACT,185,1,1
1447,776,MV_ACT,184,1,2
1448,777,IPC,354,1,1
1449,777,IPC,376,1,2
1450,777,IPC,380,1,3
1451,778,ARMS_ACT,27,1,1
1452,779,DOWRY_ACT,4,1,1
1453,779,DOWRY_ACT,3,1,2
1454,780,POCSO,8,1,1
1455,780,POCSO,4,1,2
1456,781,POCSO,12,1,1
1457,781,POCSO,4,1,2
1458,781,POCSO,8,1,3
1459,782,ARMS_ACT,27,1,1
1460,782,ARMS_ACT,25,1,2
1461,783,IT_ACT,67,1,1
1462,783,IT_ACT,66C,1,2
1463,783,IT_ACT,66,1,3
1464,784,NDPS,15,1,1
1465,784,NDPS,20,1,2
1466,784,NDPS,21,1,3
1467,785,MV_ACT,184,1,1
1468,785,MV_ACT,185,1,2
1469,786,ARMS_ACT,25,1,1
1470,787,ARMS_ACT,27,1,1
1471,787,ARMS_ACT,25,1,2
1472,788,ARMS_ACT,25,1,1
1473,788,ARMS_ACT,27,1,2
1474,789,ARMS_ACT,25,1,1
1475,790,POCSO,4,1,1
1476,791,NDPS,15,1,1
1477,791,NDPS,22,1,2
1478,792,EXCISE_ACT,32,1,1
1479,792,EXCISE_ACT,34,1,2
1480,793,BNS,318,1,1
1481,794,BNS,303,1,1
1482,794,BNS,309,1,2
1483,795,NDPS,21,1,1
1484,796,MV_ACT,184,1,1
1485,796,MV_ACT,185,1,2
1486,797,IT_ACT,67,1,1
1487,797,IT_ACT,66C,1,2
1488,798,NDPS,20,1,1
1489,799,DOWRY_ACT,4,1,1
1490,799,DOWRY_ACT,3,1,2
1491,800,IPC,354,1,1
1492,801,EXCISE_ACT,34,1,1
1493,801,EXCISE_ACT,32,1,2
1494,802,POCSO,4,1,1
1495,803,MV_ACT,185,1,1
1496,804,IPC,379,1,1
1497,804,IPC,302,1,2
1498,804,IPC,395,1,3
1499,805,BNS,103,1,1
1500,806,IT_ACT,67,1,1
1501,807,NDPS,20,1,1
1502,808,DOWRY_ACT,4,1,1
1503,809,POCSO,8,1,1
1504,810,ARMS_ACT,25,1,1
1505,811,IPC,498A,1,1
1506,811,IPC,447,1,2
1507,812,DOWRY_ACT,3,1,1
1508,812,DOWRY_ACT,4,1,2
1509,813,NDPS,15,1,1
1510,813,NDPS,20,1,2
1511,814,ARMS_ACT,27,1,1
1512,815,ARMS_ACT,25,1,1
1513,815,ARMS_ACT,27,1,2
1514,816,POCSO,8,1,1
1515,816,POCSO,12,1,2
1516,817,NDPS,20,1,1
1517,818,IT_ACT,67,1,1
1518,819,POCSO,12,1,1
1519,819,POCSO,8,1,2
1520,820,IT_ACT,66,1,1
1521,820,IT_ACT,67,1,2
1522,821,ARMS_ACT,25,1,1
1523,821,ARMS_ACT,27,1,2
1524,822,ARMS_ACT,27,1,1
1525,822,ARMS_ACT,25,1,2
1526,823,EXCISE_ACT,34,1,1
1527,824,DOWRY_ACT,3,1,1
1528,824,DOWRY_ACT,4,1,2
1529,825,IT_ACT,67,1,1
1530,825,IT_ACT,66D,1,2
1531,825,IT_ACT,66C,1,3
1532,826,MV_ACT,185,1,1
1533,827,POCSO,8,1,1
1534,827,POCSO,4,1,2
1535,828,ARMS_ACT,25,1,1
1536,828,ARMS_ACT,27,1,2
1537,829,POCSO,8,1,1
1538,830,IT_ACT,66D,1,1
1539,830,IT_ACT,67,1,2
1540,830,IT_ACT,66C,1,3
1541,831,NDPS,22,1,1
1542,831,NDPS,15,1,2
1543,831,NDPS,20,1,3
1544,832,MV_ACT,185,1,1
1545,832,MV_ACT,184,1,2
1546,833,DOWRY_ACT,4,1,1
1547,834,IT_ACT,67,1,1
1548,835,EXCISE_ACT,32,1,1
1549,835,EXCISE_ACT,34,1,2
1550,836,EXCISE_ACT,32,1,1
1551,836,EXCISE_ACT,34,1,2
1552,837,EXCISE_ACT,32,1,1
1553,837,EXCISE_ACT,34,1,2
1554,838,BNS,309,1,1
1555,838,BNS,318,1,2
1556,839,IT_ACT,67,1,1
1557,839,IT_ACT,66,1,2
1558,840,IT_ACT,66C,1,1
1559,841,BNS,115,1,1
1560,842,BNS,115,1,1
1561,842,BNS,309,1,2
1562,843,DOWRY_ACT,4,1,1
1563,843,DOWRY_ACT,3,1,2
1564,844,MV_ACT,184,1,1
1565,844,MV_ACT,185,1,2
1566,845,DOWRY_ACT,3,1,1
1567,845,DOWRY_ACT,4,1,2
1568,846,EXCISE_ACT,34,1,1
1569,846,EXCISE_ACT,32,1,2
1570,847,POCSO,8,1,1
1571,847,POCSO,4,1,2
1572,848,IPC,354,1,1
1573,848,IPC,324,1,2
1574,849,EXCISE_ACT,32,1,1
1575,849,EXCISE_ACT,34,1,2
1576,850,EXCISE_ACT,34,1,1
1577,850,EXCISE_ACT,32,1,2
1578,851,DOWRY_ACT,3,1,1
1579,851,DOWRY_ACT,4,1,2
1580,852,NDPS,21,1,1
1581,852,NDPS,20,1,2
1582,853,ARMS_ACT,25,1,1
1583,853,ARMS_ACT,27,1,2
1584,854,ARMS_ACT,27,1,1
1585,854,ARMS_ACT,25,1,2
1586,855,IT_ACT,66C,1,1
1587,856,NDPS,21,1,1
1588,856,NDPS,20,1,2
1589,856,NDPS,15,1,3
1590,857,EXCISE_ACT,34,1,1
1591,857,EXCISE_ACT,32,1,2
1592,858,ARMS_ACT,27,1,1
1593,859,MV_ACT,185,1,1
1594,860,IPC,324,1,1
1595,860,IPC,302,1,2
1596,860,IPC,307,1,3
1597,861,IPC,324,1,1
1598,861,IPC,406,1,2
1599,861,IPC,498A,1,3
1600,862,DOWRY_ACT,4,1,1
1601,863,POCSO,12,1,1
1602,863,POCSO,8,1,2
1603,863,POCSO,4,1,3
1604,864,IT_ACT,67,1,1
1605,864,IT_ACT,66,1,2
1606,865,ARMS_ACT,25,1,1
1607,865,ARMS_ACT,27,1,2
1608,866,POCSO,12,1,1
1609,866,POCSO,4,1,2
1610,867,BNS,318,1,1
1611,867,BNS,309,1,2
1612,867,BNS,115,1,3
1613,868,DOWRY_ACT,4,1,1
1614,869,IT_ACT,66,1,1
1615,869,IT_ACT,66C,1,2
1616,870,IPC,380,1,1
1617,871,ARMS_ACT,27,1,1
1618,872,IPC,324,1,1
1619,872,IPC,379,1,2
1620,873,IT_ACT,67,1,1
1621,874,NDPS,20,1,1
1622,874,NDPS,22,1,2
1623,875,MV_ACT,185,1,1
1624,875,MV_ACT,184,1,2
1625,876,DOWRY_ACT,4,1,1
1626,876,DOWRY_ACT,3,1,2
1627,877,BNS,309,1,1
1628,877,BNS,318,1,2
1629,878,POCSO,4,1,1
1630,878,POCSO,8,1,2
1631,879,POCSO,12,1,1
1632,879,POCSO,8,1,2
1633,880,NDPS,15,1,1
