arrest_surrender_id,case_master_id,arrest_surrender_type_id,arrest_surrender_date,arrest_surrender_state_id,arrest_surrender_district_id,police_station_id,io_id,court_id,accused_master_id,is_accused,is_complainant_accused
463,526,1,2023-09-24,1,1,4,232,,843,True,False
464,526,1,2023-09-27,1,1,4,74,,844,True,False
465,526,1,2023-09-19,1,1,4,154,,845,True,False
466,529,1,2023-06-24,1,20,77,300,,848,True,False
467,529,1,2023-07-06,1,20,77,44,,851,True,False
468,530,1,2025-07-10,1,1,4,148,,852,True,False
469,531,2,2025-03-18,1,4,16,198,8.0,853,True,False
470,533,2,2024-12-06,1,18,71,128,,856,True,False
471,534,1,2026-03-20,1,11,43,138,22.0,857,True,False
472,534,1,2026-03-19,1,11,43,191,22.0,858,True,False
473,535,1,2026-04-17,1,7,27,203,,860,True,False
474,538,2,2025-04-23,1,3,11,20,6.0,864,True,False
475,540,1,2024-06-15,1,15,59,114,29.0,866,True,False
476,540,1,2024-05-22,1,15,59,85,29.0,867,True,False
477,541,1,2026-01-23,1,17,68,25,34.0,869,True,False
478,543,1,2025-02-27,1,20,77,206,,872,True,False
479,544,2,2024-04-13,1,15,60,86,29.0,874,True,False
480,547,1,2026-04-30,1,5,19,120,,876,True,False
481,549,1,2025-04-06,1,13,50,72,26.0,878,True,False
482,549,2,2025-03-24,1,13,50,273,26.0,880,True,False
483,550,1,2023-01-26,1,4,16,93,7.0,881,True,False
484,551,2,2023-09-11,1,7,27,131,,884,True,False
485,551,1,2023-09-21,1,7,27,275,,885,True,False
486,552,1,2024-10-12,4,20,56,275,28.0,886,True,False
487,552,1,2024-10-10,1,14,56,31,28.0,887,True,False
488,554,1,2023-09-16,1,1,5,27,,890,True,False
489,554,1,2023-10-04,1,1,5,180,,891,True,False
490,556,2,2026-04-13,1,5,19,89,10.0,895,True,False
491,559,1,2024-06-18,1,8,29,285,16.0,898,True,False
492,560,1,2025-07-18,1,12,45,280,,900,True,False
493,560,1,2025-08-01,1,12,45,87,,901,True,False
494,562,2,2024-05-06,1,1,6,257,2.0,903,True,False
495,563,1,2025-06-19,1,5,20,214,9.0,904,True,False
496,565,2,2024-10-29,1,8,29,28,16.0,906,True,False
497,567,1,2025-12-12,3,7,15,88,8.0,907,True,False
498,568,1,2024-02-03,1,14,55,75,,908,True,False
499,572,2,2025-05-07,1,18,70,20,,910,True,False
500,575,1,2024-06-16,1,6,24,175,11.0,914,True,False
501,576,1,2026-04-15,6,4,38,150,,917,True,False
502,577,1,2024-06-18,1,6,23,124,,919,True,False
503,578,1,2023-09-03,1,13,52,111,,924,True,False
504,578,1,2023-09-15,1,13,52,111,,925,True,False
505,580,1,2025-11-25,1,20,77,107,40.0,926,True,False
506,580,1,2025-11-02,1,20,77,24,40.0,927,True,False
507,580,1,2025-11-13,1,20,77,183,40.0,928,True,False
508,581,1,2025-05-31,1,5,19,53,,929,True,False
509,581,2,2025-06-08,1,5,19,142,,930,True,False
510,582,1,2026-04-13,1,3,12,217,6.0,931,True,False
511,584,1,2026-05-23,1,6,23,168,,932,True,False
512,585,1,2026-03-24,1,3,11,53,,937,True,False
513,585,2,2026-03-15,1,3,11,47,,938,True,False
514,587,1,2023-07-01,1,20,77,139,40.0,942,True,False
515,588,1,2024-10-09,6,17,5,195,1.0,944,True,False
516,589,2,2024-04-22,4,24,70,218,,946,True,False
517,590,1,2026-05-16,1,20,76,236,39.0,950,True,False
518,591,1,2024-09-09,1,8,30,57,16.0,951,True,False
519,593,1,2026-02-28,3,24,77,32,,953,True,False
520,593,1,2026-03-19,1,20,77,168,,954,True,False
521,594,1,2025-10-25,1,9,33,178,,955,True,False
522,594,1,2025-11-09,1,9,33,79,,956,True,False
523,594,1,2025-10-30,1,9,33,207,,957,True,False
524,595,1,2024-06-14,1,5,19,2,10.0,958,True,False
525,596,1,2023-09-18,1,11,40,108,22.0,959,True,False
526,596,1,2023-09-08,4,18,40,53,22.0,960,True,False
527,597,1,2025-11-23,1,6,23,192,12.0,962,True,False
528,597,1,2025-11-06,1,6,23,191,12.0,964,True,False
529,600,1,2024-05-24,1,8,30,161,,968,True,False
530,601,2,2025-07-24,1,15,58,136,,969,True,False
531,601,2,2025-07-24,1,15,58,56,,970,True,False
532,603,1,2026-04-23,1,4,15,248,7.0,972,True,False
533,604,1,2026-02-19,1,18,70,119,36.0,973,True,False
534,605,1,2026-05-16,6,5,32,88,,974,True,False
535,606,1,2023-08-19,7,3,23,126,,976,True,False
536,607,1,2026-05-17,1,19,74,32,38.0,977,True,True
537,607,2,2026-05-10,1,19,74,233,38.0,978,True,False
538,609,1,2025-11-25,1,2,9,214,4.0,980,True,True
539,610,1,2024-12-29,1,14,56,96,28.0,981,True,False
540,610,2,2025-01-22,1,14,56,86,28.0,982,True,False
541,612,1,2025-05-20,1,13,52,48,,984,True,False
542,612,1,2025-04-28,1,13,52,296,,986,True,False
543,612,1,2025-05-07,1,13,52,82,,987,True,False
544,616,2,2026-05-05,1,12,45,239,23.0,992,True,False
545,616,2,2026-05-07,1,12,45,159,23.0,994,True,False
546,617,1,2024-06-10,1,15,59,158,29.0,995,True,False
547,617,1,2024-06-03,1,15,59,293,29.0,996,True,False
548,618,1,2024-05-07,1,9,32,124,17.0,998,True,False
549,619,1,2023-04-16,1,6,24,221,,1000,True,False
550,623,1,2023-09-14,1,11,43,221,21.0,1004,True,False
551,626,1,2026-06-15,1,19,74,292,37.0,1005,True,False
552,627,2,2023-04-23,1,20,76,220,40.0,1007,True,False
553,628,1,2023-09-26,1,16,64,7,31.0,1009,True,False
554,628,1,2023-09-21,1,16,64,15,31.0,1011,True,True
555,629,2,2025-09-28,1,8,30,53,16.0,1012,True,False
556,630,1,2023-12-30,1,17,67,133,34.0,1013,True,False
557,630,2,2023-12-31,1,17,67,37,34.0,1014,True,False
558,631,1,2025-06-01,1,15,59,33,30.0,1015,True,False
559,632,1,2023-03-30,1,8,30,140,16.0,1016,True,False
560,636,2,2024-04-24,2,19,74,219,38.0,1019,True,False
561,636,1,2024-04-04,1,19,74,101,38.0,1020,True,False
562,639,2,2023-01-21,1,6,24,32,12.0,1023,True,False
563,639,1,2023-02-18,1,6,24,239,12.0,1024,True,False
564,641,1,2026-03-19,1,3,12,128,,1026,True,False
565,641,1,2026-03-11,1,3,12,58,,1028,True,False
566,643,1,2025-07-30,4,21,4,54,2.0,1031,True,False
567,644,2,2023-11-08,1,10,37,224,19.0,1035,True,False
568,645,1,2026-05-28,1,6,24,98,,1036,True,False
569,647,1,2023-01-16,1,13,52,283,25.0,1037,True,False
570,647,1,2023-01-26,1,13,52,228,25.0,1038,True,False
571,649,1,2023-04-09,1,18,70,157,35.0,1039,True,False
572,649,1,2023-05-06,4,9,70,54,35.0,1040,True,False
573,650,2,2025-08-17,1,13,50,202,,1041,True,False
574,652,2,2024-05-01,1,13,52,157,,1044,True,False
575,653,2,2026-05-11,1,16,65,202,31.0,1045,True,False
576,654,1,2025-12-05,1,6,24,82,,1046,True,False
577,655,1,2023-09-28,1,19,73,276,38.0,1047,True,False
578,657,2,2024-05-06,1,2,8,287,,1052,True,False
579,658,1,2025-04-07,1,8,30,10,16.0,1053,True,False
580,659,1,2025-03-13,1,5,21,225,10.0,1055,True,True
581,661,1,2025-08-14,4,3,11,35,,1056,True,False
582,662,1,2023-07-26,1,2,9,159,4.0,1057,True,False
583,664,1,2023-11-08,1,15,60,266,29.0,1059,True,False
584,665,2,2026-07-10,1,3,12,248,5.0,1061,True,False
585,667,2,2026-05-06,1,15,61,210,30.0,1064,True,False
586,667,1,2026-05-02,1,15,61,32,30.0,1065,True,False
587,669,1,2024-08-11,1,4,15,222,,1066,True,False
588,670,1,2024-09-26,1,13,52,259,25.0,1068,True,False
589,670,2,2024-10-10,1,13,52,41,25.0,1069,True,False
590,671,1,2024-11-23,3,23,6,22,2.0,1071,True,False
591,672,1,2026-04-29,1,11,42,239,22.0,1074,True,False
592,672,2,2026-05-10,1,11,42,83,22.0,1075,True,False
593,673,1,2025-03-07,1,20,77,188,40.0,1076,True,False
594,675,1,2025-03-16,1,8,30,281,,1080,True,False
595,676,2,2023-11-09,1,8,29,79,15.0,1082,True,False
596,676,2,2023-11-04,1,8,29,59,15.0,1083,True,False
597,679,1,2025-09-15,1,8,30,29,16.0,1087,True,False
598,680,1,2026-06-22,1,15,58,153,30.0,1088,True,False
599,680,1,2026-07-03,1,15,58,252,30.0,1089,True,False
600,681,1,2024-04-24,1,18,70,99,36.0,1090,True,False
601,682,1,2024-06-10,1,8,29,190,,1091,True,False
602,683,1,2023-01-29,1,10,37,102,,1092,True,False
603,686,1,2025-04-17,1,4,16,84,7.0,1096,True,False
604,687,2,2026-01-16,1,3,11,167,6.0,1098,True,False
605,689,1,2024-04-09,1,18,71,293,,1102,True,False
606,689,1,2024-04-27,1,18,71,272,,1103,True,False
607,691,2,2026-04-26,1,13,52,17,25.0,1105,True,False
608,691,1,2026-04-26,1,13,52,21,25.0,1106,True,False
609,691,1,2026-04-06,1,13,52,77,25.0,1107,True,False
610,693,2,2024-04-27,1,18,71,198,35.0,1111,True,False
611,694,1,2024-02-18,1,12,47,298,24.0,1113,True,False
612,697,2,2023-01-30,1,2,8,79,3.0,1114,True,False
613,699,1,2023-11-04,1,18,71,200,35.0,1116,True,False
614,700,1,2024-05-21,1,8,30,96,15.0,1118,True,False
615,701,1,2024-10-19,1,11,40,247,,1119,True,False
616,702,1,2025-11-20,1,4,14,76,7.0,1121,True,False
617,703,1,2025-02-05,1,7,26,93,13.0,1122,True,False
618,704,1,2025-01-16,1,5,21,146,9.0,1123,True,False
619,705,1,2026-05-29,1,18,70,207,36.0,1124,True,True
620,706,1,2024-10-06,1,11,40,100,22.0,1126,True,False
621,707,1,2026-02-08,1,16,63,252,32.0,1127,True,False
622,707,2,2026-02-19,1,16,63,255,32.0,1128,True,False
623,708,1,2024-03-22,1,5,20,4,10.0,1129,True,False
624,709,2,2024-11-04,1,19,74,265,,1131,True,False
625,710,1,2025-03-10,1,2,9,284,4.0,1132,True,True
626,711,1,2024-08-01,1,9,34,152,18.0,1134,True,False
627,712,1,2023-01-15,1,9,33,255,,1135,True,False
628,713,2,2023-12-15,1,12,48,269,23.0,1137,True,False
629,713,1,2023-12-15,1,12,48,255,23.0,1138,True,False
630,714,2,2026-04-13,1,15,58,185,,1139,True,False
631,716,1,2024-11-19,1,16,65,218,,1141,True,False
632,717,1,2023-08-16,1,16,64,269,,1143,True,False
633,719,2,2026-01-05,1,19,74,176,,1144,True,False
634,721,1,2025-04-23,1,5,20,195,,1149,True,False
635,722,1,2026-02-16,1,9,32,70,,1150,True,False
636,722,1,2026-02-18,1,9,32,58,,1151,True,False
637,725,1,2024-07-18,1,4,15,222,7.0,1154,True,False
638,725,1,2024-08-08,1,4,15,150,7.0,1155,True,False
639,727,1,2025-01-10,1,13,51,20,,1158,True,False
640,730,1,2025-06-12,1,1,4,112,,1162,True,False
641,732,2,2023-06-10,1,14,56,213,28.0,1164,True,False
642,732,1,2023-06-19,1,14,56,4,28.0,1165,True,False
643,735,1,2024-11-05,1,14,56,291,,1169,True,False
644,735,1,2024-11-15,1,14,56,132,,1170,True,False
645,738,2,2025-03-25,3,22,34,175,18.0,1174,True,False
646,739,2,2025-02-09,1,8,30,152,,1176,True,False
647,739,1,2025-01-24,1,8,30,243,,1178,True,True
648,740,1,2023-11-21,1,20,77,180,,1179,True,False
649,740,1,2023-12-06,1,20,77,212,,1180,True,False
650,740,1,2023-11-16,1,20,77,233,,1181,True,False
651,740,2,2023-12-06,1,20,77,28,,1182,True,False
652,742,1,2026-05-06,1,11,43,104,21.0,1184,True,False
653,742,1,2026-05-15,1,11,43,155,21.0,1185,True,False
654,743,1,2025-03-18,1,2,8,122,3.0,1186,True,False
655,744,1,2023-02-22,1,19,73,196,37.0,1187,True,False
656,744,1,2023-01-23,1,19,73,241,37.0,1188,True,False
657,745,1,2024-06-12,1,6,24,198,11.0,1190,True,False
658,745,1,2024-06-28,1,6,24,206,11.0,1192,True,False
659,745,1,2024-06-18,1,6,24,186,11.0,1193,True,False
660,746,1,2024-03-05,3,16,73,192,,1194,True,False
661,748,2,2026-04-08,1,17,67,126,33.0,1196,True,False
662,749,2,2026-05-20,1,12,45,132,23.0,1197,True,False
663,750,1,2026-07-03,7,21,73,230,38.0,1200,True,False
664,750,1,2026-07-20,1,19,73,40,38.0,1201,True,False
665,752,1,2026-07-23,3,14,37,44,19.0,1202,True,False
666,752,1,2026-07-03,1,10,37,223,19.0,1204,True,False
667,753,1,2023-05-24,1,17,68,186,,1205,True,False
668,756,1,2023-12-08,1,8,30,253,,1210,True,False
669,756,2,2023-11-16,1,8,30,177,,1211,True,False
670,756,1,2023-12-05,1,8,30,273,,1212,True,False
671,759,2,2025-08-28,1,12,45,220,,1214,True,False
672,762,1,2025-02-06,1,3,11,24,,1220,True,False
673,763,1,2025-02-23,1,1,3,33,,1221,True,False
674,763,1,2025-02-18,1,1,3,275,,1222,True,False
675,764,2,2024-01-20,1,19,73,277,38.0,1223,True,False
676,767,2,2026-03-12,1,14,56,217,,1227,True,False
677,768,1,2025-09-07,1,19,74,64,37.0,1228,True,False
678,769,1,2025-04-08,1,16,63,91,,1231,True,False
679,770,1,2026-05-24,1,6,24,55,,1232,True,False
680,774,1,2025-05-11,1,8,30,75,15.0,1235,True,False
681,774,1,2025-05-14,1,8,30,107,15.0,1236,True,False
682,775,1,2025-10-09,1,13,50,118,,1237,True,False
683,775,1,2025-10-17,1,13,50,267,,1239,True,False
684,778,1,2024-08-19,1,4,16,174,8.0,1243,True,False
685,779,2,2025-09-25,1,4,16,294,,1244,True,False
686,781,2,2025-04-17,1,12,46,59,23.0,1246,True,False
687,782,2,2025-10-30,1,5,21,27,10.0,1247,True,False
688,784,1,2024-10-28,1,20,77,119,39.0,1249,True,False
689,787,1,2023-12-06,4,20,3,127,2.0,1252,True,False
690,787,1,2023-11-26,1,1,3,182,2.0,1253,True,False
691,787,1,2023-11-25,1,1,3,73,2.0,1255,True,False
692,789,1,2026-03-02,1,1,4,142,2.0,1256,True,True
693,792,1,2025-11-20,1,20,77,149,,1259,True,False
694,793,2,2024-10-14,1,19,73,244,,1262,True,False
695,797,1,2025-01-20,1,10,38,297,,1267,True,False
696,799,1,2023-06-08,1,20,77,297,,1269,True,False
697,801,1,2025-11-02,1,13,51,132,25.0,1270,True,False
698,801,1,2025-11-24,1,13,51,38,25.0,1272,True,False
699,802,1,2023-07-11,1,10,38,96,19.0,1274,True,False
700,802,1,2023-07-01,1,10,38,84,19.0,1275,True,False
701,803,1,2025-10-30,1,4,14,7,7.0,1277,True,False
702,806,1,2026-04-01,5,4,4,64,2.0,1278,True,False
703,807,1,2026-04-06,6,19,56,273,27.0,1279,True,False
704,807,1,2026-04-16,1,14,56,90,27.0,1281,True,False
705,808,1,2025-10-07,1,20,76,171,39.0,1284,True,False
706,810,1,2026-01-17,1,10,37,257,,1286,True,False
707,812,1,2025-03-21,1,18,71,72,36.0,1288,True,False
708,814,2,2026-01-23,1,9,34,274,18.0,1291,True,False
709,815,1,2025-10-12,1,15,61,71,30.0,1292,True,False
710,815,1,2025-11-01,1,15,61,67,30.0,1294,True,False
711,818,1,2023-02-22,1,3,12,270,6.0,1296,True,False
712,820,1,2024-10-03,1,16,65,106,,1299,True,False
713,820,1,2024-09-28,1,16,65,128,,1300,True,False
714,821,1,2025-05-16,1,12,45,18,24.0,1301,True,False
715,824,2,2026-01-30,1,16,63,214,32.0,1306,True,False
716,824,1,2026-01-18,1,16,63,23,32.0,1307,True,False
717,824,1,2026-01-22,1,16,63,8,32.0,1308,True,False
718,825,1,2023-04-04,1,14,55,105,28.0,1311,True,False
719,826,1,2023-06-28,1,6,23,233,11.0,1313,True,False
720,828,1,2026-06-24,1,18,70,173,35.0,1316,True,True
721,829,1,2025-02-06,1,20,76,278,39.0,1317,True,False
722,829,1,2025-02-11,1,20,76,259,39.0,1318,True,False
723,830,1,2025-08-24,1,1,3,278,1.0,1319,True,False
724,831,1,2023-10-06,4,5,40,15,21.0,1320,True,False
725,832,1,2024-01-05,1,18,70,175,,1321,True,False
726,834,1,2025-09-10,1,10,38,113,,1322,True,False
727,836,1,2024-01-09,1,17,68,241,,1324,True,False
728,836,1,2024-01-09,1,17,68,232,,1325,True,False
729,837,1,2024-02-14,1,20,76,159,39.0,1327,True,False
730,838,1,2025-07-15,1,15,60,108,29.0,1329,True,False
731,839,1,2025-10-21,1,19,73,75,37.0,1330,True,False
732,839,1,2025-10-12,1,19,73,83,37.0,1331,True,False
733,840,2,2025-01-10,1,15,60,123,30.0,1335,True,False
734,843,1,2026-06-18,1,19,73,213,37.0,1338,True,False
735,844,1,2023-04-26,1,2,8,238,,1341,True,False
736,845,1,2023-05-27,1,12,45,281,23.0,1344,True,True
737,846,1,2024-06-01,1,6,24,269,,1348,True,True
738,848,1,2023-01-18,1,4,17,257,,1351,True,False
739,848,1,2023-02-02,1,4,17,300,,1352,True,False
740,852,1,2023-10-10,1,17,68,274,33.0,1354,True,False
741,853,1,2023-09-04,1,6,24,123,12.0,1355,True,False
742,853,2,2023-09-01,1,6,24,228,12.0,1357,True,False
743,856,1,2024-10-28,1,15,58,263,29.0,1360,True,False
744,858,1,2026-07-27,1,11,41,81,21.0,1363,True,False
745,859,1,2025-04-29,1,18,71,35,36.0,1365,True,False
746,859,1,2025-05-20,1,18,71,129,36.0,1366,True,False
747,860,1,2026-04-21,1,11,40,129,22.0,1367,True,False
748,865,1,2025-12-12,1,2,8,177,3.0,1373,True,False
749,866,2,2025-01-05,1,2,8,219,,1375,True,False
750,867,1,2026-06-04,1,19,73,67,37.0,1376,True,False
751,871,1,2026-05-13,1,12,47,290,23.0,1380,True,False
752,872,2,2025-09-09,1,1,3,121,,1381,True,False
753,874,1,2025-06-10,1,19,73,153,37.0,1382,True,False
754,876,1,2023-12-23,1,15,61,197,,1384,True,False
755,877,1,2024-11-26,1,20,76,33,,1385,True,False
756,878,1,2026-04-18,1,12,48,256,23.0,1386,True,False
757,878,1,2026-04-16,1,12,48,78,23.0,1387,True,False
758,878,2,2026-03-29,1,12,48,282,23.0,1388,True,False
759,879,1,2026-03-10,1,2,8,102,3.0,1389,True,False
760,880,1,2023-06-07,4,1,55,163,,1391,True,False
761,882,1,2026-03-21,1,8,30,156,,1394,True,False
762,888,1,2024-07-29,1,4,17,14,8.0,1401,True,False
763,889,1,2024-04-03,1,11,42,24,,1403,True,False
764,892,2,2023-09-12,1,7,26,300,14.0,1406,True,False
765,896,1,2023-08-03,1,11,40,261,21.0,1409,True,False
766,899,1,2023-06-16,1,19,74,246,38.0,1413,True,False
767,900,1,2023-01-27,1,13,51,91,26.0,1415,True,False
768,900,1,2023-02-04,1,13,51,146,26.0,1416,True,False
769,901,2,2024-07-24,1,15,59,294,,1417,True,False
770,902,1,2026-04-27,1,9,35,60,,1419,True,False
771,903,1,2025-01-16,1,10,38,57,20.0,1420,True,False
772,904,2,2023-01-14,1,12,45,229,24.0,1422,True,False
773,908,2,2026-06-15,1,11,42,179,22.0,1424,True,False
774,908,1,2026-05-23,4,13,42,254,22.0,1427,True,False
775,909,1,2024-02-18,3,4,34,143,,1429,True,False
776,910,2,2024-05-25,1,16,63,180,32.0,1430,True,False
777,911,1,2026-06-19,1,17,67,284,,1432,True,False
778,912,2,2023-03-16,1,6,23,159,,1433,True,False
779,913,1,2026-04-29,1,1,5,217,2.0,1434,True,False
780,914,1,2025-02-19,7,25,73,107,37.0,1436,True,False
781,918,2,2025-05-20,1,14,55,66,27.0,1444,True,False
782,920,1,2026-03-07,1,14,56,131,,1447,True,False
783,920,1,2026-03-13,1,14,56,3,,1448,True,False
784,920,1,2026-03-14,1,14,56,212,,1449,True,False
785,921,1,2026-05-04,1,12,47,191,24.0,1450,True,False
786,922,1,2023-05-08,1,4,16,150,,1451,True,False
787,923,1,2025-02-27,1,12,46,297,,1452,True,False
788,925,1,2024-03-04,3,20,52,276,26.0,1457,True,False
789,927,1,2025-10-16,1,5,20,240,,1459,True,False
790,928,2,2025-08-17,1,9,35,297,18.0,1460,True,True
791,929,1,2024-12-14,1,7,27,31,13.0,1462,True,False
792,930,1,2025-12-14,1,14,56,169,,1464,True,False
793,930,1,2025-11-26,1,14,56,157,,1465,True,False
794,931,1,2026-06-06,1,15,59,40,30.0,1466,True,False
795,932,1,2023-02-23,1,1,6,34,,1467,True,False
796,933,1,2024-01-09,1,15,60,219,29.0,1468,True,False
797,934,1,2025-12-15,1,2,8,171,,1469,True,False
798,934,2,2025-12-04,1,2,8,92,,1470,True,False
799,937,1,2024-04-10,1,9,35,166,,1472,True,False
800,938,1,2026-03-12,1,14,55,186,,1474,True,False
801,940,2,2026-06-15,1,18,70,198,,1478,True,False
802,941,1,2026-04-23,1,12,46,32,,1481,True,False
803,943,1,2025-01-06,1,16,64,177,32.0,1485,True,True
804,945,2,2024-01-28,1,15,59,100,,1487,True,False
805,947,1,2025-04-27,1,9,32,239,,1490,True,False
806,947,1,2025-04-22,2,4,32,212,,1491,True,False
807,947,2,2025-04-11,1,9,32,259,,1492,True,False
808,949,1,2026-05-09,1,9,34,109,,1493,True,False
809,949,1,2026-05-13,7,11,34,124,,1494,True,False
810,950,1,2026-01-18,1,5,20,223,,1495,True,False
811,952,1,2025-01-25,1,5,21,284,9.0,1496,True,False
812,954,2,2026-01-01,7,4,42,110,,1500,True,False
813,954,1,2026-01-29,1,11,42,12,,1501,True,False
814,957,1,2026-04-23,1,2,9,26,3.0,1504,True,False
815,958,1,2025-07-25,1,17,67,138,,1507,True,False
816,959,1,2024-01-30,1,7,26,131,13.0,1508,True,False
817,959,2,2024-02-21,1,7,26,124,13.0,1509,True,False
818,959,1,2024-02-18,1,7,26,98,13.0,1511,True,False
819,960,2,2024-06-13,1,20,77,294,39.0,1513,True,False
820,960,1,2024-06-08,1,20,77,254,39.0,1514,True,False
821,960,2,2024-06-22,1,20,77,49,39.0,1515,True,False
822,963,1,2024-10-07,1,12,48,139,,1523,True,False
823,965,1,2023-12-14,1,4,16,63,,1528,True,False
824,965,2,2023-12-03,1,4,16,170,,1529,True,False
825,968,1,2023-05-01,1,11,43,157,21.0,1531,True,False
826,968,1,2023-05-05,1,11,43,34,21.0,1532,True,False
827,970,1,2026-01-19,1,1,6,240,,1534,True,False
828,972,1,2025-10-09,1,17,67,224,33.0,1537,True,False
829,972,1,2025-09-09,1,17,67,7,33.0,1538,True,False
830,972,1,2025-10-02,1,17,67,268,33.0,1539,True,False
831,973,1,2024-08-15,1,6,24,154,11.0,1540,True,False
832,974,1,2026-02-19,1,11,43,209,21.0,1544,True,False
833,975,1,2023-07-23,1,13,50,213,25.0,1546,True,False
834,976,2,2023-03-20,1,19,74,38,37.0,1548,True,False
835,976,2,2023-03-03,1,19,74,263,37.0,1549,True,False
836,977,1,2026-03-14,1,19,74,91,37.0,1550,True,False
837,978,1,2023-12-05,1,5,20,290,10.0,1551,True,False
838,979,1,2025-06-12,1,20,77,62,39.0,1552,True,False
839,980,1,2025-02-09,1,2,9,283,3.0,1553,True,False
840,982,2,2023-12-09,1,4,14,42,7.0,1555,True,False
841,983,1,2025-03-01,1,8,30,13,16.0,1557,True,False
842,984,2,2023-05-02,1,11,40,19,21.0,1559,True,False
843,988,2,2026-02-22,1,8,30,266,,1566,True,False
844,988,1,2026-03-07,7,17,30,281,,1567,True,False
845,988,1,2026-02-28,7,24,30,53,,1569,True,False
846,989,1,2026-06-21,1,9,33,166,17.0,1571,True,False
847,989,2,2026-06-01,1,9,33,33,17.0,1573,True,False
848,990,1,2026-03-22,1,13,52,240,,1574,True,False
849,993,1,2026-04-01,1,15,61,90,30.0,1578,True,False
850,993,1,2026-03-05,1,15,61,44,30.0,1579,True,False
851,994,1,2023-02-14,1,2,9,170,,1581,True,False
852,994,1,2023-02-08,1,2,9,185,,1583,True,False
853,995,1,2025-09-13,1,10,37,98,,1584,True,False
854,999,1,2026-06-13,1,10,38,60,,1586,True,False
855,1000,1,2025-10-01,1,17,67,286,33.0,1588,True,False
856,1000,2,2025-09-17,1,17,67,229,33.0,1590,True,False
857,1001,2,2023-04-29,1,3,12,153,6.0,1591,True,False
858,1001,1,2023-05-03,1,3,12,293,6.0,1593,True,False
859,1002,1,2026-07-02,1,13,53,172,26.0,1594,True,False
860,1004,1,2024-05-18,1,7,26,156,,1595,True,True
861,1005,1,2025-08-10,1,13,52,20,25.0,1596,True,False
862,1007,1,2026-01-19,1,9,34,263,17.0,1599,True,False
863,1007,2,2026-02-07,1,9,34,108,17.0,1601,True,False
864,1008,2,2025-12-11,1,7,27,138,14.0,1602,True,False
865,1008,1,2025-11-17,1,7,27,221,14.0,1603,True,False
866,1010,1,2024-03-27,5,17,30,281,,1605,True,False
867,1013,1,2023-11-03,1,1,3,41,,1609,True,False
868,1019,1,2026-06-10,1,15,58,198,,1615,True,False
869,1022,2,2025-02-13,1,5,20,53,10.0,1621,True,False
870,1024,2,2025-01-24,1,15,58,97,29.0,1624,True,False
871,1025,1,2025-05-11,1,10,37,198,19.0,1626,True,False
872,1027,1,2024-04-16,1,5,21,37,9.0,1629,True,False
873,1029,1,2025-09-10,1,18,71,45,,1631,True,False
874,1031,1,2023-02-26,1,1,5,248,,1636,True,False
875,1031,1,2023-02-02,3,4,5,202,,1637,True,False
876,1032,1,2023-09-23,1,10,38,69,20.0,1638,True,False
877,1033,1,2026-07-10,1,7,26,136,,1639,True,False
878,1033,1,2026-07-01,1,7,26,70,,1640,True,False
879,1034,2,2025-12-04,1,10,38,78,,1643,True,False
880,1035,1,2026-06-09,1,20,77,47,40.0,1644,True,False
881,1036,1,2025-08-03,4,14,61,290,30.0,1645,True,False
882,1037,1,2026-04-26,1,14,55,29,28.0,1646,True,False
883,1037,2,2026-04-12,1,14,55,67,28.0,1647,True,False
884,1038,1,2026-04-07,1,13,50,160,,1649,True,False
885,1038,2,2026-03-21,1,13,50,126,,1650,True,False
886,1040,1,2026-05-16,1,7,27,20,,1653,True,False
887,1040,1,2026-05-18,7,19,27,69,,1654,True,False
888,1040,1,2026-04-23,1,7,27,32,,1655,True,False
889,1041,1,2026-06-16,1,4,14,29,7.0,1656,True,True
890,1042,1,2024-07-30,1,4,15,239,8.0,1657,True,False
891,1043,1,2024-06-18,5,8,9,43,4.0,1658,True,False
892,1046,1,2026-06-27,1,1,6,53,2.0,1662,True,False
893,1046,1,2026-07-12,1,1,6,211,2.0,1664,True,False
894,1048,1,2025-04-13,1,3,12,120,,1665,True,False
895,1049,1,2023-11-03,1,17,67,213,34.0,1666,True,False
896,1051,2,2026-01-16,1,9,33,75,,1667,True,True
897,1054,1,2026-02-20,1,6,23,199,,1669,True,False
898,1055,1,2025-10-23,1,15,59,11,,1671,True,False
899,1057,1,2023-09-10,1,20,76,54,40.0,1672,True,False
900,1057,1,2023-08-18,1,20,76,91,40.0,1673,True,False
901,1059,1,2023-12-21,1,1,4,205,1.0,1674,True,False
902,1060,2,2026-05-31,1,5,21,22,,1676,True,False
903,1061,2,2026-01-27,1,18,71,81,,1677,True,False
904,1061,1,2026-01-27,1,18,71,36,,1678,True,False
905,1063,1,2024-11-01,1,13,51,116,26.0,1681,True,False
906,1063,1,2024-11-04,7,11,51,271,26.0,1682,True,False
907,1065,1,2024-04-18,1,8,30,199,16.0,1685,True,False
908,1066,1,2023-08-28,1,3,12,4,6.0,1686,True,False
909,1068,1,2024-12-18,1,18,71,286,36.0,1688,True,False
910,1072,1,2023-04-19,1,14,55,293,28.0,1690,True,False
911,1073,2,2023-10-24,1,15,61,68,29.0,1691,True,False
912,1074,2,2023-05-15,1,1,6,21,,1695,True,False
913,1075,1,2023-07-08,3,19,38,67,19.0,1697,True,False
914,1078,2,2024-06-09,3,25,37,167,,1703,True,False
