UnitTypeID,UnitTypeName,CityDistState,Hierarchy,Active
5251,UnitType_5251,District,7,True
5252,UnitType_5252,City,8,True
5253,UnitType_5253,City,3,True
5254,UnitType_5254,District,1,True
5255,UnitType_5255,District,5,False
5256,UnitType_5256,District,2,True
5257,UnitType_5257,State,1,True
5258,UnitType_5258,State,5,True
5259,UnitType_5259,City,8,True
5260,UnitType_5260,District,8,True
5261,UnitType_5261,District,9,True
5262,UnitType_5262,City,1,True
5263,UnitType_5263,State,4,True
5264,UnitType_5264,City,7,True
5265,UnitType_5265,State,1,True
5266,UnitType_5266,City,2,True
5267,UnitType_5267,State,5,True
5268,UnitType_5268,District,9,True
5269,UnitType_5269,District,3,True
5270,UnitType_5270,City,9,True
5271,UnitType_5271,District,1,True
5272,UnitType_5272,State,7,False
5273,UnitType_5273,State,9,True
5274,UnitType_5274,State,8,True
5275,UnitType_5275,District,7,True
5276,UnitType_5276,State,3,True
5277,UnitType_5277,City,6,True
5278,UnitType_5278,City,8,True
5279,UnitType_5279,City,4,True
5280,UnitType_5280,City,4,True
5281,UnitType_5281,District,3,True
5282,UnitType_5282,State,4,True
5283,UnitType_5283,District,8,True
5284,UnitType_5284,District,1,True
5285,UnitType_5285,City,2,True
5286,UnitType_5286,City,4,True
5287,UnitType_5287,City,2,True
5288,UnitType_5288,District,1,True
5289,UnitType_5289,City,5,True
5290,UnitType_5290,District,4,True
5291,UnitType_5291,District,1,True
5292,UnitType_5292,City,2,True
5293,UnitType_5293,District,6,True
5294,UnitType_5294,City,8,True
5295,UnitType_5295,District,5,True
5296,UnitType_5296,District,2,True
5297,UnitType_5297,State,1,True
5298,UnitType_5298,District,4,True
5299,UnitType_5299,City,1,False
5300,UnitType_5300,State,8,True
5301,UnitType_5301,District,3,True
5302,UnitType_5302,State,4,True
5303,UnitType_5303,City,4,True
5304,UnitType_5304,State,5,True
5305,UnitType_5305,State,9,False
5306,UnitType_5306,City,8,True
5307,UnitType_5307,District,6,True
5308,UnitType_5308,City,8,True
5309,UnitType_5309,State,3,True
5310,UnitType_5310,District,8,True
5311,UnitType_5311,City,3,True
5312,UnitType_5312,State,1,True
5313,UnitType_5313,State,4,True
5314,UnitType_5314,City,9,True
5315,UnitType_5315,City,9,True
5316,UnitType_5316,State,7,True
5317,UnitType_5317,City,8,True
5318,UnitType_5318,State,4,True
5319,UnitType_5319,District,4,True
5320,UnitType_5320,City,3,True
5321,UnitType_5321,State,7,True
5322,UnitType_5322,State,4,True
5323,UnitType_5323,District,7,True
5324,UnitType_5324,City,7,True
5325,UnitType_5325,City,8,True
5326,UnitType_5326,District,4,True
5327,UnitType_5327,State,3,True
5328,UnitType_5328,City,8,True
5329,UnitType_5329,State,6,True
5330,UnitType_5330,District,5,True
5331,UnitType_5331,State,2,True
5332,UnitType_5332,State,9,True
5333,UnitType_5333,State,2,True
5334,UnitType_5334,State,6,False
5335,UnitType_5335,State,9,True
5336,UnitType_5336,State,7,True
5337,UnitType_5337,City,9,True
5338,UnitType_5338,State,4,True
5339,UnitType_5339,State,5,True
5340,UnitType_5340,District,4,True
5341,UnitType_5341,City,4,True
5342,UnitType_5342,City,7,True
5343,UnitType_5343,District,3,True
5344,UnitType_5344,State,2,True
5345,UnitType_5345,State,1,True
5346,UnitType_5346,District,5,True
5347,UnitType_5347,District,9,True
5348,UnitType_5348,District,9,True
5349,UnitType_5349,District,9,True
5350,UnitType_5350,City,8,True
5351,UnitType_5351,City,4,True
5352,UnitType_5352,State,5,True
5353,UnitType_5353,District,3,True
5354,UnitType_5354,State,8,True
5355,UnitType_5355,City,4,True
5356,UnitType_5356,District,7,True
5357,UnitType_5357,District,9,False
5358,UnitType_5358,City,2,True
5359,UnitType_5359,District,3,True
5360,UnitType_5360,City,3,True
5361,UnitType_5361,City,5,True
5362,UnitType_5362,City,4,True
5363,UnitType_5363,District,4,True
5364,UnitType_5364,State,2,True
5365,UnitType_5365,State,7,True
5366,UnitType_5366,State,9,True
5367,UnitType_5367,State,5,True
5368,UnitType_5368,City,6,True
5369,UnitType_5369,District,2,True
5370,UnitType_5370,City,3,True
5371,UnitType_5371,City,8,True
5372,UnitType_5372,State,2,True
5373,UnitType_5373,District,8,True
5374,UnitType_5374,City,6,True
5375,UnitType_5375,District,2,True
5376,UnitType_5376,City,9,True
5377,UnitType_5377,City,4,True
5378,UnitType_5378,City,6,True
5379,UnitType_5379,District,2,True
5380,UnitType_5380,State,4,True
5381,UnitType_5381,District,3,True
5382,UnitType_5382,State,4,True
5383,UnitType_5383,State,4,True
5384,UnitType_5384,District,7,True
5385,UnitType_5385,District,5,True
5386,UnitType_5386,City,9,True
5387,UnitType_5387,District,9,True
5388,UnitType_5388,City,4,True
5389,UnitType_5389,City,2,True
5390,UnitType_5390,City,3,True
5391,UnitType_5391,City,4,True
5392,UnitType_5392,City,7,True
5393,UnitType_5393,District,7,True
5394,UnitType_5394,District,8,True
5395,UnitType_5395,District,7,True
5396,UnitType_5396,State,8,True
5397,UnitType_5397,City,4,True
5398,UnitType_5398,City,3,True
5399,UnitType_5399,State,3,True
5400,UnitType_5400,District,7,True
5401,UnitType_5401,City,2,True
5402,UnitType_5402,State,3,True
5403,UnitType_5403,District,6,True
5404,UnitType_5404,District,5,True
5405,UnitType_5405,City,2,True
5406,UnitType_5406,District,5,False
5407,UnitType_5407,State,8,True
5408,UnitType_5408,District,1,True
5409,UnitType_5409,State,2,True
5410,UnitType_5410,District,7,True
5411,UnitType_5411,State,4,True
5412,UnitType_5412,City,4,True
5413,UnitType_5413,City,4,True
5414,UnitType_5414,State,4,True
5415,UnitType_5415,District,3,True
5416,UnitType_5416,District,4,False
5417,UnitType_5417,State,6,True
5418,UnitType_5418,City,1,True
5419,UnitType_5419,City,2,True
5420,UnitType_5420,City,1,True
5421,UnitType_5421,District,2,True
5422,UnitType_5422,District,5,True
5423,UnitType_5423,City,4,True
5424,UnitType_5424,State,2,True
5425,UnitType_5425,City,7,True
5426,UnitType_5426,State,1,True
5427,UnitType_5427,District,1,True
5428,UnitType_5428,City,5,True
5429,UnitType_5429,State,5,True
5430,UnitType_5430,City,7,True
5431,UnitType_5431,District,5,True
5432,UnitType_5432,District,2,True
5433,UnitType_5433,District,1,True
5434,UnitType_5434,State,9,True
5435,UnitType_5435,District,7,True
5436,UnitType_5436,District,1,True
5437,UnitType_5437,District,1,True
5438,UnitType_5438,City,3,True
5439,UnitType_5439,State,8,True
5440,UnitType_5440,City,9,True
5441,UnitType_5441,District,8,True
5442,UnitType_5442,District,6,True
5443,UnitType_5443,District,9,True
5444,UnitType_5444,State,1,True
5445,UnitType_5445,District,7,True
5446,UnitType_5446,City,9,True
5447,UnitType_5447,District,4,True
5448,UnitType_5448,City,7,True
5449,UnitType_5449,State,2,True
5450,UnitType_5450,State,5,False
5451,UnitType_5451,City,1,True
5452,UnitType_5452,City,5,True
5453,UnitType_5453,State,5,False
5454,UnitType_5454,State,7,True
5455,UnitType_5455,City,7,True
5456,UnitType_5456,District,9,True
5457,UnitType_5457,State,6,True
5458,UnitType_5458,City,4,True
5459,UnitType_5459,City,6,True
5460,UnitType_5460,District,3,True
5461,UnitType_5461,City,1,True
5462,UnitType_5462,City,4,True
5463,UnitType_5463,City,6,True
5464,UnitType_5464,State,7,True
5465,UnitType_5465,City,9,False
5466,UnitType_5466,District,3,True
5467,UnitType_5467,City,7,True
5468,UnitType_5468,State,5,False
5469,UnitType_5469,State,6,True
5470,UnitType_5470,District,3,True
5471,UnitType_5471,District,8,True
5472,UnitType_5472,City,4,True
5473,UnitType_5473,City,1,True
5474,UnitType_5474,State,6,True
5475,UnitType_5475,District,6,True
5476,UnitType_5476,District,8,True
5477,UnitType_5477,District,9,False
5478,UnitType_5478,City,5,True
5479,UnitType_5479,City,2,True
5480,UnitType_5480,City,4,True
5481,UnitType_5481,State,3,True
5482,UnitType_5482,State,6,True
5483,UnitType_5483,City,9,True
5484,UnitType_5484,City,8,True
5485,UnitType_5485,City,2,True
5486,UnitType_5486,State,9,True
5487,UnitType_5487,City,7,True
5488,UnitType_5488,City,7,True
5489,UnitType_5489,City,3,True
5490,UnitType_5490,District,3,True
5491,UnitType_5491,District,4,True
5492,UnitType_5492,District,6,True
5493,UnitType_5493,City,5,True
5494,UnitType_5494,District,5,True
5495,UnitType_5495,District,4,True
5496,UnitType_5496,State,7,True
5497,UnitType_5497,State,4,True
5498,UnitType_5498,City,2,True
5499,UnitType_5499,District,7,True
5500,UnitType_5500,District,6,True
5501,UnitType_5501,City,8,True
5502,UnitType_5502,State,8,True
5503,UnitType_5503,State,6,False
5504,UnitType_5504,State,9,True
5505,UnitType_5505,City,4,True
5506,UnitType_5506,City,1,True
5507,UnitType_5507,City,5,True
5508,UnitType_5508,District,9,True
5509,UnitType_5509,City,2,True
5510,UnitType_5510,District,9,True
5511,UnitType_5511,City,2,True
5512,UnitType_5512,City,1,True
5513,UnitType_5513,City,7,True
5514,UnitType_5514,City,9,True
5515,UnitType_5515,State,8,True
5516,UnitType_5516,State,4,False
5517,UnitType_5517,City,1,True
5518,UnitType_5518,State,1,True
5519,UnitType_5519,City,6,True
5520,UnitType_5520,City,6,True
5521,UnitType_5521,District,4,True
5522,UnitType_5522,District,7,True
5523,UnitType_5523,District,4,True
5524,UnitType_5524,State,4,True
5525,UnitType_5525,State,3,True
5526,UnitType_5526,District,4,True
5527,UnitType_5527,City,7,True
5528,UnitType_5528,District,2,True
5529,UnitType_5529,State,7,True
5530,UnitType_5530,District,2,True
5531,UnitType_5531,State,5,True
5532,UnitType_5532,District,9,True
5533,UnitType_5533,District,8,True
5534,UnitType_5534,State,6,False
5535,UnitType_5535,State,2,True
5536,UnitType_5536,State,2,True
5537,UnitType_5537,District,9,True
5538,UnitType_5538,City,5,True
5539,UnitType_5539,District,7,True
5540,UnitType_5540,District,7,True
5541,UnitType_5541,District,6,True
5542,UnitType_5542,State,4,True
5543,UnitType_5543,State,7,True
5544,UnitType_5544,District,2,True
5545,UnitType_5545,City,6,True
5546,UnitType_5546,District,7,True
5547,UnitType_5547,City,8,True
5548,UnitType_5548,District,4,True
5549,UnitType_5549,District,1,True
5550,UnitType_5550,State,5,True
5551,UnitType_5551,City,5,True
5552,UnitType_5552,State,8,True
5553,UnitType_5553,District,2,True
5554,UnitType_5554,State,2,False
5555,UnitType_5555,City,6,True
5556,UnitType_5556,District,9,False
5557,UnitType_5557,State,5,True
5558,UnitType_5558,City,8,True
5559,UnitType_5559,State,3,True
5560,UnitType_5560,City,5,False
5561,UnitType_5561,District,8,False
5562,UnitType_5562,District,3,True
5563,UnitType_5563,District,9,True
5564,UnitType_5564,City,5,True
5565,UnitType_5565,State,9,True
5566,UnitType_5566,City,1,True
5567,UnitType_5567,State,6,True
5568,UnitType_5568,State,8,True
5569,UnitType_5569,City,4,True
5570,UnitType_5570,City,8,True
5571,UnitType_5571,State,6,True
5572,UnitType_5572,District,8,True
5573,UnitType_5573,State,5,True
5574,UnitType_5574,District,7,True
5575,UnitType_5575,State,5,True
5576,UnitType_5576,State,3,False
5577,UnitType_5577,State,9,True
5578,UnitType_5578,District,5,True
5579,UnitType_5579,District,1,False
5580,UnitType_5580,District,3,False
5581,UnitType_5581,District,9,True
5582,UnitType_5582,State,1,True
5583,UnitType_5583,District,4,True
5584,UnitType_5584,City,5,True
5585,UnitType_5585,State,8,True
5586,UnitType_5586,District,8,True
5587,UnitType_5587,State,4,True
5588,UnitType_5588,City,5,True
5589,UnitType_5589,District,9,True
5590,UnitType_5590,District,6,True
5591,UnitType_5591,City,3,True
5592,UnitType_5592,City,6,True
5593,UnitType_5593,State,4,False
5594,UnitType_5594,City,4,True
5595,UnitType_5595,District,5,True
5596,UnitType_5596,City,1,True
5597,UnitType_5597,City,2,True
5598,UnitType_5598,State,5,True
5599,UnitType_5599,City,4,True
5600,UnitType_5600,City,6,True
5601,UnitType_5601,District,2,True
5602,UnitType_5602,District,2,False
5603,UnitType_5603,State,7,False
5604,UnitType_5604,City,2,True
5605,UnitType_5605,State,8,True
5606,UnitType_5606,City,4,True
5607,UnitType_5607,City,5,True
5608,UnitType_5608,District,1,False
5609,UnitType_5609,State,4,True
5610,UnitType_5610,City,6,True
5611,UnitType_5611,District,8,True
5612,UnitType_5612,City,5,True
5613,UnitType_5613,District,4,True
5614,UnitType_5614,State,5,True
5615,UnitType_5615,State,8,True
5616,UnitType_5616,City,5,True
5617,UnitType_5617,City,5,True
5618,UnitType_5618,District,6,True
5619,UnitType_5619,City,7,True
5620,UnitType_5620,District,1,True
5621,UnitType_5621,State,8,True
5622,UnitType_5622,State,8,True
5623,UnitType_5623,State,1,True
5624,UnitType_5624,District,2,True
5625,UnitType_5625,District,2,True
5626,UnitType_5626,District,7,True
5627,UnitType_5627,State,8,True
5628,UnitType_5628,City,6,True
5629,UnitType_5629,City,7,True
5630,UnitType_5630,State,3,False
5631,UnitType_5631,District,5,True
5632,UnitType_5632,District,8,True
5633,UnitType_5633,City,2,True
5634,UnitType_5634,City,4,True
5635,UnitType_5635,State,6,True
5636,UnitType_5636,District,7,True
5637,UnitType_5637,State,6,True
5638,UnitType_5638,District,9,True
5639,UnitType_5639,City,4,True
5640,UnitType_5640,State,3,True
5641,UnitType_5641,State,7,True
5642,UnitType_5642,District,6,True
5643,UnitType_5643,District,3,True
5644,UnitType_5644,City,2,True
5645,UnitType_5645,City,7,True
5646,UnitType_5646,District,2,True
5647,UnitType_5647,District,7,True
5648,UnitType_5648,State,3,True
5649,UnitType_5649,City,6,True
5650,UnitType_5650,City,4,True
5651,UnitType_5651,District,1,True
5652,UnitType_5652,State,2,True
5653,UnitType_5653,District,2,True
5654,UnitType_5654,State,8,True
5655,UnitType_5655,State,3,True
5656,UnitType_5656,State,1,True
5657,UnitType_5657,State,3,True
5658,UnitType_5658,City,6,True
5659,UnitType_5659,City,4,True
5660,UnitType_5660,State,3,True
5661,UnitType_5661,City,6,True
5662,UnitType_5662,District,1,True
5663,UnitType_5663,City,6,True
5664,UnitType_5664,City,3,True
5665,UnitType_5665,District,4,True
5666,UnitType_5666,City,2,False
5667,UnitType_5667,State,6,True
5668,UnitType_5668,State,8,True
5669,UnitType_5669,District,9,True
5670,UnitType_5670,City,4,True
5671,UnitType_5671,District,6,True
5672,UnitType_5672,District,8,True
5673,UnitType_5673,City,6,True
5674,UnitType_5674,City,8,True
5675,UnitType_5675,State,6,True
5676,UnitType_5676,City,6,True
5677,UnitType_5677,State,4,True
5678,UnitType_5678,City,1,True
5679,UnitType_5679,District,2,True
5680,UnitType_5680,District,9,True
5681,UnitType_5681,City,1,True
5682,UnitType_5682,City,2,True
5683,UnitType_5683,City,4,True
5684,UnitType_5684,District,3,True
5685,UnitType_5685,City,6,True
5686,UnitType_5686,City,9,True
5687,UnitType_5687,District,4,True
5688,UnitType_5688,State,4,True
5689,UnitType_5689,State,8,True
5690,UnitType_5690,District,5,True
5691,UnitType_5691,District,3,True
5692,UnitType_5692,State,7,True
5693,UnitType_5693,City,2,True
5694,UnitType_5694,City,4,True
5695,UnitType_5695,State,7,True
5696,UnitType_5696,State,2,True
5697,UnitType_5697,District,7,True
5698,UnitType_5698,District,3,True
5699,UnitType_5699,State,8,True
5700,UnitType_5700,State,4,True
5701,UnitType_5701,City,6,True
5702,UnitType_5702,City,7,True
5703,UnitType_5703,State,6,True
5704,UnitType_5704,State,8,True
5705,UnitType_5705,State,3,True
5706,UnitType_5706,State,5,True
5707,UnitType_5707,State,3,True
5708,UnitType_5708,State,2,True
5709,UnitType_5709,District,9,True
5710,UnitType_5710,District,8,True
5711,UnitType_5711,State,2,True
5712,UnitType_5712,District,5,True
5713,UnitType_5713,District,6,True
5714,UnitType_5714,State,5,True
5715,UnitType_5715,District,4,True
5716,UnitType_5716,District,7,True
5717,UnitType_5717,City,7,True
5718,UnitType_5718,City,2,False
5719,UnitType_5719,State,7,True
5720,UnitType_5720,City,7,True
5721,UnitType_5721,City,1,True
5722,UnitType_5722,State,2,True
5723,UnitType_5723,District,3,False
5724,UnitType_5724,District,5,True
5725,UnitType_5725,City,5,True
5726,UnitType_5726,State,8,True
5727,UnitType_5727,State,7,True
5728,UnitType_5728,State,4,True
5729,UnitType_5729,City,4,True
5730,UnitType_5730,State,3,True
5731,UnitType_5731,State,4,True
5732,UnitType_5732,District,3,True
5733,UnitType_5733,City,7,True
5734,UnitType_5734,State,7,True
5735,UnitType_5735,District,1,True
5736,UnitType_5736,District,9,True
5737,UnitType_5737,City,7,True
5738,UnitType_5738,District,4,True
5739,UnitType_5739,City,4,True
5740,UnitType_5740,City,7,True
5741,UnitType_5741,State,9,True
5742,UnitType_5742,State,8,True
5743,UnitType_5743,City,8,True
5744,UnitType_5744,City,8,True
5745,UnitType_5745,City,6,True
5746,UnitType_5746,City,9,True
5747,UnitType_5747,City,5,True
5748,UnitType_5748,City,5,False
5749,UnitType_5749,State,9,True
5750,UnitType_5750,City,5,False
5751,UnitType_5751,City,5,True
5752,UnitType_5752,City,8,True
5753,UnitType_5753,State,7,True
5754,UnitType_5754,City,3,True
5755,UnitType_5755,District,2,True
5756,UnitType_5756,District,4,True
5757,UnitType_5757,State,3,True
5758,UnitType_5758,City,1,True
5759,UnitType_5759,City,3,True
5760,UnitType_5760,City,9,True
5761,UnitType_5761,State,1,True
5762,UnitType_5762,District,7,True
5763,UnitType_5763,State,7,True
5764,UnitType_5764,City,1,True
5765,UnitType_5765,City,5,True
5766,UnitType_5766,District,4,True
5767,UnitType_5767,City,4,True
5768,UnitType_5768,District,1,True
5769,UnitType_5769,City,2,True
5770,UnitType_5770,State,7,True
5771,UnitType_5771,District,9,True
5772,UnitType_5772,District,2,True
5773,UnitType_5773,State,8,True
5774,UnitType_5774,City,3,True
5775,UnitType_5775,State,8,True
5776,UnitType_5776,City,1,True
5777,UnitType_5777,City,1,True
5778,UnitType_5778,City,8,True
5779,UnitType_5779,City,2,True
5780,UnitType_5780,District,6,True
5781,UnitType_5781,State,7,True
5782,UnitType_5782,District,5,True
5783,UnitType_5783,District,8,True
5784,UnitType_5784,State,5,True
5785,UnitType_5785,District,1,True
5786,UnitType_5786,District,3,True
5787,UnitType_5787,State,2,True
5788,UnitType_5788,City,1,True
5789,UnitType_5789,State,5,True
5790,UnitType_5790,State,8,True
5791,UnitType_5791,State,5,True
5792,UnitType_5792,State,1,True
5793,UnitType_5793,District,3,True
5794,UnitType_5794,City,1,True
5795,UnitType_5795,District,7,True
5796,UnitType_5796,City,1,True
5797,UnitType_5797,State,7,True
5798,UnitType_5798,State,1,True
5799,UnitType_5799,District,5,True
5800,UnitType_5800,City,9,True
5801,UnitType_5801,State,8,True
5802,UnitType_5802,State,6,True
5803,UnitType_5803,City,3,True
5804,UnitType_5804,City,9,False
5805,UnitType_5805,District,1,True
5806,UnitType_5806,District,4,True
5807,UnitType_5807,State,1,True
5808,UnitType_5808,District,9,True
5809,UnitType_5809,City,6,True
5810,UnitType_5810,State,5,True
5811,UnitType_5811,State,9,True
5812,UnitType_5812,City,4,True
5813,UnitType_5813,District,2,True
5814,UnitType_5814,State,3,True
5815,UnitType_5815,City,5,True
5816,UnitType_5816,State,1,True
5817,UnitType_5817,City,6,True
5818,UnitType_5818,State,6,True
5819,UnitType_5819,State,7,True
5820,UnitType_5820,City,6,True
5821,UnitType_5821,City,4,True
5822,UnitType_5822,District,8,False
5823,UnitType_5823,State,9,True
5824,UnitType_5824,City,3,True
5825,UnitType_5825,District,9,True
5826,UnitType_5826,State,6,True
5827,UnitType_5827,District,9,True
5828,UnitType_5828,District,5,True
5829,UnitType_5829,State,1,True
5830,UnitType_5830,District,2,True
5831,UnitType_5831,District,1,True
5832,UnitType_5832,State,4,True
5833,UnitType_5833,City,8,True
5834,UnitType_5834,City,8,True
5835,UnitType_5835,City,7,True
5836,UnitType_5836,District,6,True
5837,UnitType_5837,District,4,True
5838,UnitType_5838,District,3,True
5839,UnitType_5839,City,2,True
5840,UnitType_5840,District,9,True
5841,UnitType_5841,City,6,True
5842,UnitType_5842,District,1,True
5843,UnitType_5843,City,4,True
5844,UnitType_5844,State,3,True
5845,UnitType_5845,City,6,True
5846,UnitType_5846,City,1,True
5847,UnitType_5847,District,4,False
5848,UnitType_5848,District,9,True
5849,UnitType_5849,District,2,True
5850,UnitType_5850,State,8,True
5851,UnitType_5851,District,5,True
5852,UnitType_5852,State,3,True
5853,UnitType_5853,State,9,True
5854,UnitType_5854,State,4,True
5855,UnitType_5855,District,1,True
5856,UnitType_5856,State,3,True
5857,UnitType_5857,District,9,True
5858,UnitType_5858,State,3,True
5859,UnitType_5859,District,2,True
5860,UnitType_5860,City,4,True
5861,UnitType_5861,District,3,True
5862,UnitType_5862,District,4,True
5863,UnitType_5863,State,7,True
5864,UnitType_5864,City,6,True
5865,UnitType_5865,State,9,True
5866,UnitType_5866,State,1,True
5867,UnitType_5867,State,3,True
5868,UnitType_5868,District,1,True
5869,UnitType_5869,State,2,True
5870,UnitType_5870,City,1,True
5871,UnitType_5871,State,2,True
5872,UnitType_5872,State,1,True
5873,UnitType_5873,City,7,True
5874,UnitType_5874,City,5,True
5875,UnitType_5875,District,9,True
5876,UnitType_5876,City,2,True
5877,UnitType_5877,City,3,True
5878,UnitType_5878,District,2,True
5879,UnitType_5879,City,6,True
5880,UnitType_5880,State,7,True
5881,UnitType_5881,District,7,True
5882,UnitType_5882,State,6,True
5883,UnitType_5883,State,9,True
5884,UnitType_5884,City,6,True
5885,UnitType_5885,District,3,True
5886,UnitType_5886,City,8,True
5887,UnitType_5887,City,1,False
5888,UnitType_5888,State,3,True
5889,UnitType_5889,City,9,True
5890,UnitType_5890,District,9,True
5891,UnitType_5891,District,4,True
5892,UnitType_5892,District,7,True
5893,UnitType_5893,City,8,True
5894,UnitType_5894,City,2,True
5895,UnitType_5895,State,6,True
5896,UnitType_5896,District,2,True
5897,UnitType_5897,District,3,True
5898,UnitType_5898,District,4,True
5899,UnitType_5899,District,7,False
5900,UnitType_5900,District,7,True
5901,UnitType_5901,State,5,True
5902,UnitType_5902,State,3,False
5903,UnitType_5903,State,9,True
5904,UnitType_5904,District,1,True
5905,UnitType_5905,District,1,True
5906,UnitType_5906,State,7,True
5907,UnitType_5907,District,1,True
5908,UnitType_5908,State,6,False
5909,UnitType_5909,District,2,True
5910,UnitType_5910,City,1,True
5911,UnitType_5911,State,6,True
5912,UnitType_5912,District,1,True
5913,UnitType_5913,State,4,True
5914,UnitType_5914,City,3,True
5915,UnitType_5915,State,6,True
5916,UnitType_5916,District,1,True
5917,UnitType_5917,State,1,True
5918,UnitType_5918,City,7,True
5919,UnitType_5919,State,6,True
5920,UnitType_5920,City,6,True
5921,UnitType_5921,State,2,True
5922,UnitType_5922,State,8,True
5923,UnitType_5923,City,3,True
5924,UnitType_5924,District,4,True
5925,UnitType_5925,City,1,True
5926,UnitType_5926,City,6,True
5927,UnitType_5927,District,5,True
5928,UnitType_5928,State,9,True
5929,UnitType_5929,District,1,True
5930,UnitType_5930,City,7,True
5931,UnitType_5931,State,7,True
5932,UnitType_5932,District,2,True
5933,UnitType_5933,City,3,True
5934,UnitType_5934,City,4,True
5935,UnitType_5935,District,2,True
5936,UnitType_5936,City,5,True
5937,UnitType_5937,District,2,True
5938,UnitType_5938,City,2,True
5939,UnitType_5939,District,1,True
5940,UnitType_5940,District,6,True
5941,UnitType_5941,City,2,True
5942,UnitType_5942,District,6,True
5943,UnitType_5943,District,3,True
5944,UnitType_5944,District,3,True
5945,UnitType_5945,City,3,True
5946,UnitType_5946,District,5,True
5947,UnitType_5947,District,2,False
5948,UnitType_5948,City,4,True
5949,UnitType_5949,District,5,True
5950,UnitType_5950,District,6,True
5951,UnitType_5951,District,9,True
5952,UnitType_5952,City,7,True
5953,UnitType_5953,City,9,True
5954,UnitType_5954,State,7,True
5955,UnitType_5955,City,9,True
5956,UnitType_5956,District,6,True
5957,UnitType_5957,City,1,True
5958,UnitType_5958,District,7,True
5959,UnitType_5959,City,7,True
5960,UnitType_5960,District,9,True
5961,UnitType_5961,City,6,True
5962,UnitType_5962,City,2,True
5963,UnitType_5963,District,8,True
5964,UnitType_5964,State,9,False
5965,UnitType_5965,City,4,True
5966,UnitType_5966,State,2,True
5967,UnitType_5967,City,2,True
5968,UnitType_5968,State,4,True
5969,UnitType_5969,City,8,True
5970,UnitType_5970,State,3,True
5971,UnitType_5971,State,4,True
5972,UnitType_5972,State,3,True
5973,UnitType_5973,State,3,True
5974,UnitType_5974,State,4,True
5975,UnitType_5975,District,1,True
5976,UnitType_5976,City,1,True
5977,UnitType_5977,City,9,True
5978,UnitType_5978,District,9,True
5979,UnitType_5979,State,2,True
5980,UnitType_5980,City,4,True
5981,UnitType_5981,District,7,True
5982,UnitType_5982,District,2,True
5983,UnitType_5983,State,8,True
5984,UnitType_5984,City,3,True
5985,UnitType_5985,District,3,False
5986,UnitType_5986,City,2,True
5987,UnitType_5987,State,5,True
5988,UnitType_5988,District,3,True
5989,UnitType_5989,District,1,True
5990,UnitType_5990,District,7,True
5991,UnitType_5991,State,4,True
5992,UnitType_5992,State,8,True
5993,UnitType_5993,District,3,True
5994,UnitType_5994,District,3,False
5995,UnitType_5995,District,3,True
5996,UnitType_5996,City,4,False
5997,UnitType_5997,State,2,False
5998,UnitType_5998,City,5,True
5999,UnitType_5999,District,1,True
6000,UnitType_6000,City,3,True
6001,UnitType_6001,State,1,True
6002,UnitType_6002,City,7,True
6003,UnitType_6003,District,8,True
6004,UnitType_6004,State,1,True
6005,UnitType_6005,District,4,True
6006,UnitType_6006,City,7,True
6007,UnitType_6007,State,9,True
6008,UnitType_6008,State,6,True
6009,UnitType_6009,District,3,False
6010,UnitType_6010,City,3,True
6011,UnitType_6011,City,9,True
6012,UnitType_6012,City,3,True
6013,UnitType_6013,City,3,True
6014,UnitType_6014,District,1,True
6015,UnitType_6015,District,1,True
6016,UnitType_6016,District,7,True
6017,UnitType_6017,City,2,True
6018,UnitType_6018,City,9,True
6019,UnitType_6019,City,8,True
6020,UnitType_6020,State,4,True
6021,UnitType_6021,State,5,True
6022,UnitType_6022,District,6,True
6023,UnitType_6023,State,4,True
6024,UnitType_6024,District,6,True
6025,UnitType_6025,City,4,True
6026,UnitType_6026,State,9,True
6027,UnitType_6027,State,7,True
6028,UnitType_6028,State,7,True
6029,UnitType_6029,City,9,True
6030,UnitType_6030,City,4,True
6031,UnitType_6031,District,1,True
6032,UnitType_6032,District,7,True
6033,UnitType_6033,State,5,True
6034,UnitType_6034,District,6,True
6035,UnitType_6035,District,2,True
6036,UnitType_6036,State,3,True
6037,UnitType_6037,State,2,True
6038,UnitType_6038,District,1,False
6039,UnitType_6039,City,5,False
6040,UnitType_6040,District,3,True
6041,UnitType_6041,District,4,True
6042,UnitType_6042,District,8,True
6043,UnitType_6043,City,9,True
6044,UnitType_6044,City,6,True
6045,UnitType_6045,City,4,True
6046,UnitType_6046,State,1,True
6047,UnitType_6047,State,8,True
6048,UnitType_6048,State,9,True
6049,UnitType_6049,District,5,True
6050,UnitType_6050,District,2,True
6051,UnitType_6051,State,6,True
6052,UnitType_6052,State,6,True
6053,UnitType_6053,State,9,True
6054,UnitType_6054,State,5,True
6055,UnitType_6055,State,3,True
6056,UnitType_6056,District,7,True
6057,UnitType_6057,State,5,False
6058,UnitType_6058,State,9,True
6059,UnitType_6059,City,7,True
6060,UnitType_6060,District,4,True
6061,UnitType_6061,City,8,True
6062,UnitType_6062,State,7,True
6063,UnitType_6063,City,3,True
6064,UnitType_6064,City,9,True
6065,UnitType_6065,City,6,True
6066,UnitType_6066,State,9,False
6067,UnitType_6067,District,8,True
6068,UnitType_6068,District,4,True
6069,UnitType_6069,District,9,True
6070,UnitType_6070,State,9,True
6071,UnitType_6071,District,2,True
