OccupationID,OccupationName
26252,Farmer_26252
26253,Government Employee_26253
26254,Private Employee_26254
26255,Private Employee_26255
26256,Government Employee_26256
26257,Business_26257
26258,Business_26258
26259,Unemployed_26259
26260,Unemployed_26260
26261,Student_26261
26262,Homemaker_26262
26263,Business_26263
26264,Homemaker_26264
26265,Student_26265
26266,Business_26266
26267,Business_26267
26268,Homemaker_26268
26269,Government Employee_26269
26270,Homemaker_26270
26271,Unemployed_26271
26272,Business_26272
26273,Government Employee_26273
26274,Business_26274
26275,Business_26275
26276,Student_26276
26277,Private Employee_26277
26278,Farmer_26278
26279,Student_26279
26280,Farmer_26280
26281,Student_26281
26282,Student_26282
26283,Unemployed_26283
26284,Unemployed_26284
26285,Student_26285
26286,Farmer_26286
26287,Student_26287
26288,Government Employee_26288
26289,Private Employee_26289
26290,Farmer_26290
26291,Unemployed_26291
26292,Unemployed_26292
26293,Business_26293
26294,Government Employee_26294
26295,Farmer_26295
26296,Farmer_26296
26297,Business_26297
26298,Unemployed_26298
26299,Farmer_26299
26300,Private Employee_26300
26301,Private Employee_26301
26302,Business_26302
26303,Student_26303
26304,Unemployed_26304
26305,Government Employee_26305
26306,Homemaker_26306
26307,Private Employee_26307
26308,Farmer_26308
26309,Homemaker_26309
26310,Government Employee_26310
26311,Business_26311
26312,Government Employee_26312
26313,Student_26313
26314,Business_26314
26315,Student_26315
26316,Farmer_26316
26317,Homemaker_26317
26318,Private Employee_26318
26319,Private Employee_26319
26320,Private Employee_26320
26321,Farmer_26321
26322,Government Employee_26322
26323,Farmer_26323
26324,Private Employee_26324
26325,Private Employee_26325
26326,Student_26326
26327,Homemaker_26327
26328,Business_26328
26329,Farmer_26329
26330,Unemployed_26330
26331,Unemployed_26331
26332,Business_26332
26333,Unemployed_26333
26334,Farmer_26334
26335,Government Employee_26335
26336,Farmer_26336
26337,Student_26337
26338,Business_26338
26339,Farmer_26339
26340,Government Employee_26340
26341,Business_26341
26342,Student_26342
26343,Private Employee_26343
26344,Student_26344
26345,Student_26345
26346,Business_26346
26347,Private Employee_26347
26348,Private Employee_26348
26349,Student_26349
26350,Unemployed_26350
26351,Farmer_26351
26352,Farmer_26352
26353,Business_26353
26354,Business_26354
26355,Business_26355
26356,Homemaker_26356
26357,Farmer_26357
26358,Private Employee_26358
26359,Homemaker_26359
26360,Unemployed_26360
26361,Unemployed_26361
26362,Business_26362
26363,Homemaker_26363
26364,Business_26364
26365,Private Employee_26365
26366,Business_26366
26367,Farmer_26367
26368,Farmer_26368
26369,Farmer_26369
26370,Government Employee_26370
26371,Government Employee_26371
26372,Homemaker_26372
26373,Business_26373
26374,Student_26374
26375,Unemployed_26375
26376,Unemployed_26376
26377,Homemaker_26377
26378,Unemployed_26378
26379,Farmer_26379
26380,Farmer_26380
26381,Farmer_26381
26382,Unemployed_26382
26383,Business_26383
26384,Farmer_26384
26385,Unemployed_26385
26386,Student_26386
26387,Homemaker_26387
26388,Private Employee_26388
26389,Student_26389
26390,Private Employee_26390
26391,Student_26391
26392,Homemaker_26392
26393,Farmer_26393
26394,Student_26394
26395,Government Employee_26395
26396,Homemaker_26396
26397,Unemployed_26397
26398,Business_26398
26399,Student_26399
26400,Government Employee_26400
26401,Unemployed_26401
26402,Student_26402
26403,Farmer_26403
26404,Student_26404
26405,Private Employee_26405
26406,Government Employee_26406
26407,Homemaker_26407
26408,Private Employee_26408
26409,Homemaker_26409
26410,Farmer_26410
26411,Private Employee_26411
26412,Student_26412
26413,Student_26413
26414,Government Employee_26414
26415,Business_26415
26416,Student_26416
26417,Unemployed_26417
26418,Unemployed_26418
26419,Government Employee_26419
26420,Government Employee_26420
26421,Business_26421
26422,Farmer_26422
26423,Government Employee_26423
26424,Unemployed_26424
26425,Private Employee_26425
26426,Homemaker_26426
26427,Farmer_26427
26428,Student_26428
26429,Private Employee_26429
26430,Homemaker_26430
26431,Farmer_26431
26432,Private Employee_26432
26433,Student_26433
26434,Government Employee_26434
26435,Private Employee_26435
26436,Government Employee_26436
26437,Government Employee_26437
26438,Unemployed_26438
26439,Student_26439
26440,Government Employee_26440
26441,Government Employee_26441
26442,Unemployed_26442
26443,Farmer_26443
26444,Unemployed_26444
26445,Private Employee_26445
26446,Private Employee_26446
26447,Private Employee_26447
26448,Business_26448
26449,Unemployed_26449
26450,Government Employee_26450
26451,Private Employee_26451
26452,Student_26452
26453,Business_26453
26454,Farmer_26454
26455,Private Employee_26455
26456,Private Employee_26456
26457,Farmer_26457
26458,Unemployed_26458
26459,Business_26459
26460,Homemaker_26460
26461,Homemaker_26461
26462,Unemployed_26462
26463,Unemployed_26463
26464,Unemployed_26464
26465,Unemployed_26465
26466,Farmer_26466
26467,Business_26467
26468,Homemaker_26468
26469,Business_26469
26470,Business_26470
26471,Private Employee_26471
26472,Government Employee_26472
26473,Business_26473
26474,Farmer_26474
26475,Government Employee_26475
26476,Student_26476
26477,Government Employee_26477
26478,Business_26478
26479,Government Employee_26479
26480,Student_26480
26481,Government Employee_26481
26482,Homemaker_26482
26483,Unemployed_26483
26484,Business_26484
26485,Student_26485
26486,Unemployed_26486
26487,Business_26487
26488,Government Employee_26488
26489,Government Employee_26489
26490,Farmer_26490
26491,Student_26491
26492,Business_26492
26493,Government Employee_26493
26494,Business_26494
26495,Farmer_26495
26496,Government Employee_26496
26497,Business_26497
26498,Farmer_26498
26499,Unemployed_26499
26500,Business_26500
26501,Government Employee_26501
26502,Student_26502
26503,Homemaker_26503
26504,Business_26504
26505,Farmer_26505
26506,Student_26506
26507,Farmer_26507
26508,Business_26508
26509,Student_26509
26510,Private Employee_26510
26511,Private Employee_26511
26512,Business_26512
26513,Private Employee_26513
26514,Business_26514
26515,Homemaker_26515
26516,Farmer_26516
26517,Government Employee_26517
26518,Student_26518
26519,Private Employee_26519
26520,Student_26520
26521,Farmer_26521
26522,Unemployed_26522
26523,Unemployed_26523
26524,Farmer_26524
26525,Farmer_26525
26526,Homemaker_26526
26527,Unemployed_26527
26528,Farmer_26528
26529,Student_26529
26530,Private Employee_26530
26531,Farmer_26531
26532,Business_26532
26533,Government Employee_26533
26534,Student_26534
26535,Unemployed_26535
26536,Unemployed_26536
26537,Homemaker_26537
26538,Farmer_26538
26539,Student_26539
26540,Unemployed_26540
26541,Farmer_26541
26542,Government Employee_26542
26543,Farmer_26543
26544,Student_26544
26545,Unemployed_26545
26546,Student_26546
26547,Unemployed_26547
26548,Business_26548
26549,Farmer_26549
26550,Homemaker_26550
26551,Business_26551
26552,Private Employee_26552
26553,Private Employee_26553
26554,Homemaker_26554
26555,Farmer_26555
26556,Business_26556
26557,Private Employee_26557
26558,Homemaker_26558
26559,Government Employee_26559
26560,Business_26560
26561,Student_26561
26562,Student_26562
26563,Government Employee_26563
26564,Farmer_26564
26565,Homemaker_26565
26566,Unemployed_26566
26567,Business_26567
26568,Unemployed_26568
26569,Business_26569
26570,Student_26570
26571,Student_26571
26572,Unemployed_26572
26573,Student_26573
26574,Homemaker_26574
26575,Business_26575
26576,Student_26576
26577,Business_26577
26578,Private Employee_26578
26579,Student_26579
26580,Government Employee_26580
26581,Homemaker_26581
26582,Farmer_26582
26583,Private Employee_26583
26584,Private Employee_26584
26585,Business_26585
26586,Homemaker_26586
26587,Business_26587
26588,Unemployed_26588
26589,Homemaker_26589
26590,Farmer_26590
26591,Unemployed_26591
26592,Business_26592
26593,Private Employee_26593
26594,Private Employee_26594
26595,Private Employee_26595
26596,Business_26596
26597,Farmer_26597
26598,Farmer_26598
26599,Unemployed_26599
26600,Student_26600
26601,Private Employee_26601
26602,Student_26602
26603,Business_26603
26604,Student_26604
26605,Homemaker_26605
26606,Student_26606
26607,Unemployed_26607
26608,Student_26608
26609,Private Employee_26609
26610,Farmer_26610
26611,Homemaker_26611
26612,Homemaker_26612
26613,Private Employee_26613
26614,Homemaker_26614
26615,Farmer_26615
26616,Unemployed_26616
26617,Unemployed_26617
26618,Student_26618
26619,Private Employee_26619
26620,Unemployed_26620
26621,Business_26621
26622,Homemaker_26622
26623,Business_26623
26624,Farmer_26624
26625,Farmer_26625
26626,Homemaker_26626
26627,Student_26627
26628,Unemployed_26628
26629,Government Employee_26629
26630,Government Employee_26630
26631,Farmer_26631
26632,Unemployed_26632
26633,Business_26633
26634,Business_26634
26635,Homemaker_26635
26636,Homemaker_26636
26637,Student_26637
26638,Homemaker_26638
26639,Business_26639
26640,Homemaker_26640
26641,Private Employee_26641
26642,Government Employee_26642
26643,Student_26643
26644,Government Employee_26644
26645,Homemaker_26645
26646,Private Employee_26646
26647,Student_26647
26648,Government Employee_26648
26649,Student_26649
26650,Farmer_26650
26651,Unemployed_26651
26652,Unemployed_26652
26653,Student_26653
26654,Business_26654
26655,Student_26655
26656,Homemaker_26656
26657,Student_26657
26658,Unemployed_26658
26659,Private Employee_26659
26660,Private Employee_26660
26661,Business_26661
26662,Unemployed_26662
26663,Homemaker_26663
26664,Government Employee_26664
26665,Unemployed_26665
26666,Private Employee_26666
26667,Government Employee_26667
26668,Business_26668
26669,Government Employee_26669
26670,Farmer_26670
26671,Business_26671
26672,Private Employee_26672
26673,Unemployed_26673
26674,Homemaker_26674
26675,Student_26675
26676,Business_26676
26677,Business_26677
26678,Government Employee_26678
26679,Private Employee_26679
26680,Government Employee_26680
26681,Government Employee_26681
26682,Business_26682
26683,Government Employee_26683
26684,Private Employee_26684
26685,Business_26685
26686,Government Employee_26686
26687,Unemployed_26687
26688,Government Employee_26688
26689,Farmer_26689
26690,Private Employee_26690
26691,Government Employee_26691
26692,Farmer_26692
26693,Unemployed_26693
26694,Farmer_26694
26695,Business_26695
26696,Homemaker_26696
26697,Student_26697
26698,Student_26698
26699,Homemaker_26699
26700,Homemaker_26700
26701,Unemployed_26701
26702,Farmer_26702
26703,Unemployed_26703
26704,Student_26704
26705,Private Employee_26705
26706,Student_26706
26707,Business_26707
26708,Unemployed_26708
26709,Homemaker_26709
26710,Private Employee_26710
26711,Farmer_26711
26712,Student_26712
26713,Homemaker_26713
26714,Unemployed_26714
26715,Homemaker_26715
26716,Private Employee_26716
26717,Business_26717
26718,Private Employee_26718
26719,Farmer_26719
26720,Unemployed_26720
26721,Farmer_26721
26722,Unemployed_26722
26723,Student_26723
26724,Student_26724
26725,Homemaker_26725
26726,Farmer_26726
26727,Student_26727
26728,Farmer_26728
26729,Business_26729
26730,Business_26730
26731,Student_26731
26732,Unemployed_26732
26733,Private Employee_26733
26734,Homemaker_26734
26735,Government Employee_26735
26736,Business_26736
26737,Business_26737
26738,Private Employee_26738
26739,Homemaker_26739
26740,Government Employee_26740
26741,Business_26741
26742,Business_26742
26743,Business_26743
26744,Farmer_26744
26745,Farmer_26745
26746,Student_26746
26747,Student_26747
26748,Homemaker_26748
26749,Student_26749
26750,Homemaker_26750
26751,Student_26751
26752,Private Employee_26752
26753,Farmer_26753
26754,Private Employee_26754
26755,Student_26755
26756,Farmer_26756
26757,Unemployed_26757
26758,Homemaker_26758
26759,Business_26759
26760,Unemployed_26760
26761,Business_26761
26762,Private Employee_26762
26763,Homemaker_26763
26764,Farmer_26764
26765,Homemaker_26765
26766,Homemaker_26766
26767,Homemaker_26767
26768,Government Employee_26768
26769,Homemaker_26769
26770,Farmer_26770
26771,Homemaker_26771
26772,Government Employee_26772
26773,Government Employee_26773
26774,Student_26774
26775,Business_26775
26776,Government Employee_26776
26777,Farmer_26777
26778,Business_26778
26779,Student_26779
26780,Farmer_26780
26781,Farmer_26781
26782,Business_26782
26783,Private Employee_26783
26784,Business_26784
26785,Private Employee_26785
26786,Farmer_26786
26787,Business_26787
26788,Business_26788
26789,Student_26789
26790,Farmer_26790
26791,Homemaker_26791
26792,Business_26792
26793,Private Employee_26793
26794,Homemaker_26794
26795,Unemployed_26795
26796,Homemaker_26796
26797,Student_26797
26798,Government Employee_26798
26799,Farmer_26799
26800,Private Employee_26800
26801,Farmer_26801
26802,Student_26802
26803,Private Employee_26803
26804,Student_26804
26805,Homemaker_26805
26806,Farmer_26806
26807,Government Employee_26807
26808,Business_26808
26809,Government Employee_26809
26810,Private Employee_26810
26811,Unemployed_26811
26812,Business_26812
26813,Unemployed_26813
26814,Student_26814
26815,Homemaker_26815
26816,Unemployed_26816
26817,Business_26817
26818,Homemaker_26818
26819,Unemployed_26819
26820,Homemaker_26820
26821,Government Employee_26821
26822,Unemployed_26822
26823,Government Employee_26823
26824,Student_26824
26825,Farmer_26825
26826,Private Employee_26826
26827,Private Employee_26827
26828,Business_26828
26829,Student_26829
26830,Unemployed_26830
26831,Farmer_26831
26832,Farmer_26832
26833,Unemployed_26833
26834,Student_26834
26835,Student_26835
26836,Student_26836
26837,Private Employee_26837
26838,Government Employee_26838
26839,Private Employee_26839
26840,Private Employee_26840
26841,Unemployed_26841
26842,Farmer_26842
26843,Government Employee_26843
26844,Government Employee_26844
26845,Farmer_26845
26846,Unemployed_26846
26847,Unemployed_26847
26848,Homemaker_26848
26849,Business_26849
26850,Business_26850
26851,Student_26851
26852,Unemployed_26852
26853,Homemaker_26853
26854,Business_26854
26855,Homemaker_26855
26856,Farmer_26856
26857,Business_26857
26858,Farmer_26858
26859,Unemployed_26859
26860,Business_26860
26861,Unemployed_26861
26862,Government Employee_26862
26863,Homemaker_26863
26864,Unemployed_26864
26865,Unemployed_26865
26866,Student_26866
26867,Business_26867
26868,Homemaker_26868
26869,Unemployed_26869
26870,Homemaker_26870
26871,Business_26871
26872,Private Employee_26872
26873,Unemployed_26873
26874,Government Employee_26874
26875,Private Employee_26875
26876,Unemployed_26876
26877,Business_26877
26878,Farmer_26878
26879,Farmer_26879
26880,Homemaker_26880
26881,Government Employee_26881
26882,Business_26882
26883,Student_26883
26884,Business_26884
26885,Government Employee_26885
26886,Business_26886
26887,Farmer_26887
26888,Unemployed_26888
26889,Unemployed_26889
26890,Student_26890
26891,Government Employee_26891
26892,Farmer_26892
26893,Farmer_26893
26894,Unemployed_26894
26895,Government Employee_26895
26896,Government Employee_26896
26897,Homemaker_26897
26898,Business_26898
26899,Business_26899
26900,Business_26900
26901,Business_26901
26902,Student_26902
26903,Business_26903
26904,Private Employee_26904
26905,Unemployed_26905
26906,Homemaker_26906
26907,Homemaker_26907
26908,Government Employee_26908
26909,Homemaker_26909
26910,Homemaker_26910
26911,Business_26911
26912,Government Employee_26912
26913,Student_26913
26914,Homemaker_26914
26915,Business_26915
26916,Government Employee_26916
26917,Private Employee_26917
26918,Private Employee_26918
26919,Government Employee_26919
26920,Student_26920
26921,Homemaker_26921
26922,Government Employee_26922
26923,Private Employee_26923
26924,Student_26924
26925,Farmer_26925
26926,Homemaker_26926
26927,Student_26927
26928,Farmer_26928
26929,Unemployed_26929
26930,Unemployed_26930
26931,Business_26931
26932,Unemployed_26932
26933,Student_26933
26934,Government Employee_26934
26935,Business_26935
26936,Farmer_26936
26937,Farmer_26937
26938,Private Employee_26938
26939,Business_26939
26940,Government Employee_26940
26941,Business_26941
26942,Government Employee_26942
26943,Student_26943
26944,Unemployed_26944
26945,Business_26945
26946,Homemaker_26946
26947,Private Employee_26947
26948,Government Employee_26948
26949,Private Employee_26949
26950,Business_26950
26951,Unemployed_26951
26952,Homemaker_26952
26953,Homemaker_26953
26954,Private Employee_26954
26955,Homemaker_26955
26956,Government Employee_26956
26957,Private Employee_26957
26958,Unemployed_26958
26959,Private Employee_26959
26960,Government Employee_26960
26961,Unemployed_26961
26962,Homemaker_26962
26963,Farmer_26963
26964,Government Employee_26964
26965,Business_26965
26966,Homemaker_26966
26967,Private Employee_26967
26968,Government Employee_26968
26969,Private Employee_26969
26970,Government Employee_26970
26971,Unemployed_26971
26972,Government Employee_26972
26973,Unemployed_26973
26974,Business_26974
26975,Homemaker_26975
26976,Student_26976
26977,Government Employee_26977
26978,Private Employee_26978
26979,Private Employee_26979
26980,Private Employee_26980
26981,Business_26981
26982,Student_26982
26983,Private Employee_26983
26984,Unemployed_26984
26985,Government Employee_26985
26986,Farmer_26986
26987,Unemployed_26987
26988,Student_26988
26989,Farmer_26989
26990,Student_26990
26991,Private Employee_26991
26992,Unemployed_26992
26993,Private Employee_26993
26994,Government Employee_26994
26995,Homemaker_26995
26996,Government Employee_26996
26997,Private Employee_26997
26998,Business_26998
26999,Private Employee_26999
27000,Farmer_27000
27001,Student_27001
27002,Business_27002
27003,Homemaker_27003
27004,Private Employee_27004
27005,Government Employee_27005
27006,Business_27006
27007,Farmer_27007
27008,Business_27008
27009,Government Employee_27009
27010,Government Employee_27010
27011,Unemployed_27011
27012,Government Employee_27012
27013,Government Employee_27013
27014,Unemployed_27014
27015,Farmer_27015
27016,Government Employee_27016
27017,Unemployed_27017
27018,Farmer_27018
27019,Student_27019
27020,Private Employee_27020
27021,Private Employee_27021
27022,Government Employee_27022
27023,Student_27023
27024,Student_27024
27025,Business_27025
27026,Unemployed_27026
27027,Business_27027
27028,Business_27028
27029,Private Employee_27029
27030,Government Employee_27030
27031,Business_27031
27032,Student_27032
27033,Private Employee_27033
27034,Government Employee_27034
27035,Homemaker_27035
27036,Business_27036
27037,Unemployed_27037
27038,Student_27038
27039,Business_27039
27040,Unemployed_27040
27041,Private Employee_27041
27042,Homemaker_27042
27043,Government Employee_27043
27044,Unemployed_27044
27045,Farmer_27045
27046,Business_27046
27047,Business_27047
27048,Government Employee_27048
27049,Private Employee_27049
27050,Homemaker_27050
27051,Business_27051
27052,Unemployed_27052
27053,Government Employee_27053
27054,Unemployed_27054
27055,Private Employee_27055
27056,Government Employee_27056
27057,Homemaker_27057
27058,Unemployed_27058
27059,Business_27059
27060,Private Employee_27060
27061,Unemployed_27061
27062,Private Employee_27062
27063,Student_27063
27064,Business_27064
27065,Homemaker_27065
27066,Unemployed_27066
27067,Farmer_27067
27068,Private Employee_27068
27069,Government Employee_27069
27070,Student_27070
27071,Student_27071
27072,Private Employee_27072
27073,Homemaker_27073
27074,Unemployed_27074
27075,Farmer_27075
27076,Business_27076
27077,Student_27077
27078,Homemaker_27078
27079,Farmer_27079
27080,Farmer_27080
27081,Business_27081
27082,Unemployed_27082
27083,Farmer_27083
27084,Homemaker_27084
27085,Business_27085
27086,Unemployed_27086
27087,Private Employee_27087
27088,Homemaker_27088
27089,Farmer_27089
27090,Unemployed_27090
27091,Homemaker_27091
27092,Business_27092
27093,Homemaker_27093
27094,Homemaker_27094
27095,Unemployed_27095
27096,Farmer_27096
27097,Student_27097
27098,Homemaker_27098
27099,Farmer_27099
27100,Student_27100
27101,Homemaker_27101
27102,Private Employee_27102
27103,Private Employee_27103
27104,Business_27104
27105,Farmer_27105
27106,Business_27106
27107,Farmer_27107
27108,Private Employee_27108
27109,Government Employee_27109
27110,Student_27110
27111,Farmer_27111
27112,Government Employee_27112
27113,Government Employee_27113
27114,Government Employee_27114
27115,Unemployed_27115
27116,Government Employee_27116
27117,Homemaker_27117
27118,Government Employee_27118
27119,Unemployed_27119
27120,Private Employee_27120
27121,Student_27121
27122,Unemployed_27122
27123,Farmer_27123
27124,Homemaker_27124
27125,Unemployed_27125
27126,Private Employee_27126
27127,Business_27127
27128,Unemployed_27128
27129,Unemployed_27129
27130,Student_27130
27131,Government Employee_27131
27132,Government Employee_27132
27133,Homemaker_27133
27134,Student_27134
27135,Government Employee_27135
27136,Student_27136
27137,Farmer_27137
27138,Government Employee_27138
27139,Unemployed_27139
27140,Unemployed_27140
27141,Homemaker_27141
27142,Farmer_27142
27143,Farmer_27143
27144,Government Employee_27144
27145,Government Employee_27145
27146,Business_27146
27147,Government Employee_27147
27148,Business_27148
27149,Unemployed_27149
27150,Student_27150
27151,Private Employee_27151
27152,Private Employee_27152
27153,Unemployed_27153
27154,Farmer_27154
27155,Government Employee_27155
27156,Government Employee_27156
27157,Unemployed_27157
27158,Student_27158
27159,Unemployed_27159
27160,Unemployed_27160
27161,Unemployed_27161
27162,Private Employee_27162
27163,Student_27163
27164,Student_27164
27165,Unemployed_27165
27166,Homemaker_27166
27167,Unemployed_27167
27168,Student_27168
27169,Farmer_27169
27170,Private Employee_27170
27171,Private Employee_27171
27172,Farmer_27172
27173,Farmer_27173
27174,Unemployed_27174
27175,Farmer_27175
27176,Government Employee_27176
27177,Private Employee_27177
27178,Homemaker_27178
27179,Government Employee_27179
27180,Student_27180
27181,Unemployed_27181
27182,Farmer_27182
27183,Unemployed_27183
27184,Business_27184
27185,Business_27185
27186,Government Employee_27186
27187,Business_27187
27188,Homemaker_27188
27189,Government Employee_27189
27190,Government Employee_27190
27191,Unemployed_27191
27192,Business_27192
27193,Farmer_27193
27194,Business_27194
27195,Farmer_27195
27196,Government Employee_27196
27197,Homemaker_27197
27198,Farmer_27198
27199,Student_27199
27200,Business_27200
27201,Government Employee_27201
27202,Farmer_27202
27203,Unemployed_27203
27204,Government Employee_27204
27205,Private Employee_27205
27206,Homemaker_27206
27207,Student_27207
27208,Student_27208
27209,Business_27209
27210,Student_27210
27211,Unemployed_27211
27212,Student_27212
27213,Private Employee_27213
27214,Private Employee_27214
27215,Private Employee_27215
27216,Unemployed_27216
27217,Government Employee_27217
27218,Farmer_27218
27219,Farmer_27219
27220,Farmer_27220
27221,Homemaker_27221
27222,Private Employee_27222
27223,Unemployed_27223
27224,Homemaker_27224
27225,Unemployed_27225
27226,Unemployed_27226
27227,Government Employee_27227
27228,Unemployed_27228
27229,Student_27229
27230,Business_27230
27231,Homemaker_27231
27232,Farmer_27232
27233,Business_27233
27234,Business_27234
27235,Student_27235
27236,Farmer_27236
27237,Homemaker_27237
27238,Homemaker_27238
27239,Business_27239
27240,Student_27240
27241,Homemaker_27241
27242,Unemployed_27242
27243,Government Employee_27243
27244,Government Employee_27244
27245,Unemployed_27245
27246,Homemaker_27246
27247,Government Employee_27247
27248,Business_27248
27249,Unemployed_27249
27250,Homemaker_27250
27251,Unemployed_27251
27252,Business_27252
27253,Farmer_27253
27254,Farmer_27254
27255,Student_27255
27256,Government Employee_27256
27257,Government Employee_27257
27258,Unemployed_27258
27259,Farmer_27259
27260,Student_27260
27261,Business_27261
27262,Government Employee_27262
27263,Unemployed_27263
27264,Student_27264
27265,Student_27265
27266,Government Employee_27266
27267,Private Employee_27267
27268,Private Employee_27268
27269,Farmer_27269
27270,Student_27270
27271,Business_27271
27272,Private Employee_27272
27273,Student_27273
27274,Business_27274
27275,Farmer_27275
27276,Government Employee_27276
27277,Business_27277
27278,Government Employee_27278
27279,Government Employee_27279
27280,Government Employee_27280
27281,Farmer_27281
27282,Homemaker_27282
27283,Government Employee_27283
27284,Homemaker_27284
27285,Homemaker_27285
27286,Homemaker_27286
27287,Private Employee_27287
27288,Farmer_27288
27289,Private Employee_27289
27290,Business_27290
27291,Farmer_27291
27292,Unemployed_27292
27293,Homemaker_27293
27294,Business_27294
27295,Private Employee_27295
27296,Student_27296
27297,Business_27297
27298,Government Employee_27298
27299,Unemployed_27299
27300,Private Employee_27300
27301,Unemployed_27301
27302,Farmer_27302
27303,Student_27303
27304,Unemployed_27304
27305,Farmer_27305
27306,Business_27306
27307,Farmer_27307
27308,Farmer_27308
27309,Farmer_27309
27310,Unemployed_27310
27311,Unemployed_27311
27312,Unemployed_27312
27313,Government Employee_27313
27314,Unemployed_27314
27315,Government Employee_27315
27316,Farmer_27316
27317,Homemaker_27317
27318,Homemaker_27318
27319,Private Employee_27319
27320,Unemployed_27320
27321,Business_27321
27322,Unemployed_27322
27323,Government Employee_27323
27324,Unemployed_27324
27325,Farmer_27325
27326,Farmer_27326
27327,Government Employee_27327
27328,Student_27328
27329,Unemployed_27329
27330,Business_27330
27331,Business_27331
27332,Student_27332
27333,Homemaker_27333
27334,Unemployed_27334
27335,Government Employee_27335
27336,Private Employee_27336
27337,Homemaker_27337
27338,Homemaker_27338
27339,Farmer_27339
27340,Business_27340
27341,Private Employee_27341
27342,Business_27342
27343,Farmer_27343
27344,Business_27344
27345,Farmer_27345
27346,Homemaker_27346
27347,Student_27347
27348,Student_27348
27349,Unemployed_27349
27350,Homemaker_27350
27351,Homemaker_27351
27352,Government Employee_27352
27353,Unemployed_27353
27354,Farmer_27354
27355,Homemaker_27355
27356,Unemployed_27356
27357,Farmer_27357
27358,Student_27358
27359,Unemployed_27359
27360,Unemployed_27360
27361,Private Employee_27361
27362,Government Employee_27362
27363,Business_27363
27364,Private Employee_27364
27365,Unemployed_27365
27366,Student_27366
27367,Private Employee_27367
27368,Private Employee_27368
27369,Government Employee_27369
27370,Farmer_27370
27371,Unemployed_27371
27372,Unemployed_27372
27373,Private Employee_27373
27374,Homemaker_27374
27375,Business_27375
27376,Private Employee_27376
27377,Government Employee_27377
27378,Farmer_27378
27379,Student_27379
27380,Government Employee_27380
27381,Business_27381
27382,Student_27382
27383,Unemployed_27383
27384,Homemaker_27384
27385,Student_27385
27386,Government Employee_27386
27387,Private Employee_27387
27388,Student_27388
27389,Government Employee_27389
27390,Homemaker_27390
27391,Unemployed_27391
27392,Government Employee_27392
27393,Farmer_27393
27394,Business_27394
27395,Government Employee_27395
27396,Homemaker_27396
27397,Unemployed_27397
27398,Unemployed_27398
27399,Farmer_27399
27400,Farmer_27400
27401,Unemployed_27401
27402,Private Employee_27402
27403,Private Employee_27403
27404,Homemaker_27404
27405,Homemaker_27405
27406,Homemaker_27406
27407,Private Employee_27407
27408,Unemployed_27408
27409,Student_27409
27410,Student_27410
27411,Business_27411
27412,Private Employee_27412
27413,Unemployed_27413
27414,Government Employee_27414
27415,Homemaker_27415
27416,Unemployed_27416
27417,Farmer_27417
27418,Private Employee_27418
27419,Student_27419
27420,Private Employee_27420
27421,Student_27421
27422,Private Employee_27422
27423,Government Employee_27423
27424,Unemployed_27424
27425,Homemaker_27425
27426,Student_27426
27427,Student_27427
27428,Government Employee_27428
27429,Homemaker_27429
27430,Private Employee_27430
27431,Business_27431
27432,Unemployed_27432
27433,Unemployed_27433
27434,Student_27434
27435,Private Employee_27435
27436,Farmer_27436
27437,Unemployed_27437
27438,Homemaker_27438
27439,Unemployed_27439
27440,Homemaker_27440
27441,Student_27441
27442,Government Employee_27442
27443,Government Employee_27443
27444,Homemaker_27444
27445,Farmer_27445
27446,Farmer_27446
27447,Student_27447
27448,Government Employee_27448
27449,Business_27449
27450,Business_27450
27451,Unemployed_27451
27452,Farmer_27452
27453,Private Employee_27453
27454,Student_27454
27455,Business_27455
27456,Homemaker_27456
27457,Homemaker_27457
27458,Farmer_27458
27459,Student_27459
27460,Private Employee_27460
27461,Homemaker_27461
27462,Farmer_27462
27463,Farmer_27463
27464,Homemaker_27464
27465,Business_27465
27466,Homemaker_27466
27467,Government Employee_27467
27468,Private Employee_27468
27469,Unemployed_27469
27470,Homemaker_27470
27471,Student_27471
27472,Business_27472
27473,Business_27473
27474,Government Employee_27474
27475,Private Employee_27475
27476,Farmer_27476
27477,Farmer_27477
27478,Student_27478
27479,Farmer_27479
27480,Government Employee_27480
27481,Farmer_27481
27482,Student_27482
27483,Student_27483
27484,Farmer_27484
27485,Farmer_27485
27486,Student_27486
27487,Farmer_27487
27488,Student_27488
27489,Private Employee_27489
27490,Student_27490
27491,Student_27491
27492,Farmer_27492
27493,Student_27493
27494,Government Employee_27494
27495,Unemployed_27495
27496,Farmer_27496
27497,Homemaker_27497
27498,Student_27498
27499,Student_27499
27500,Student_27500
27501,Homemaker_27501
27502,Student_27502
27503,Government Employee_27503
27504,Unemployed_27504
27505,Student_27505
27506,Government Employee_27506
27507,Homemaker_27507
27508,Farmer_27508
27509,Farmer_27509
27510,Business_27510
27511,Government Employee_27511
27512,Homemaker_27512
27513,Government Employee_27513
27514,Private Employee_27514
27515,Business_27515
27516,Unemployed_27516
27517,Student_27517
27518,Homemaker_27518
27519,Government Employee_27519
27520,Student_27520
27521,Private Employee_27521
27522,Farmer_27522
27523,Government Employee_27523
27524,Government Employee_27524
27525,Business_27525
27526,Private Employee_27526
