caste_master_id,caste_master_name
12533,OBC_12533
12534,OBC_12534
12535,General_12535
12536,SC_12536
12537,OBC_12537
12538,SC_12538
12539,General_12539
12540,Others_12540
12541,Others_12541
12542,ST_12542
12543,OBC_12543
12544,ST_12544
12545,ST_12545
12546,General_12546
12547,General_12547
12548,ST_12548
12549,SC_12549
12550,ST_12550
12551,Others_12551
12552,OBC_12552
12553,OBC_12553
12554,General_12554
12555,OBC_12555
12556,ST_12556
12557,SC_12557
12558,ST_12558
12559,General_12559
12560,General_12560
12561,SC_12561
12562,Others_12562
12563,OBC_12563
12564,OBC_12564
12565,Others_12565
12566,General_12566
12567,ST_12567
12568,General_12568
12569,SC_12569
12570,Others_12570
12571,Others_12571
12572,ST_12572
12573,SC_12573
12574,Others_12574
12575,General_12575
12576,ST_12576
12577,ST_12577
12578,ST_12578
12579,General_12579
12580,General_12580
12581,General_12581
12582,SC_12582
12583,OBC_12583
12584,OBC_12584
12585,General_12585
12586,General_12586
12587,Others_12587
12588,OBC_12588
12589,SC_12589
12590,OBC_12590
12591,General_12591
12592,Others_12592
12593,SC_12593
12594,ST_12594
12595,ST_12595
12596,General_12596
12597,SC_12597
12598,Others_12598
12599,ST_12599
12600,OBC_12600
12601,Others_12601
12602,ST_12602
12603,ST_12603
12604,General_12604
12605,ST_12605
12606,General_12606
12607,General_12607
12608,General_12608
12609,SC_12609
12610,Others_12610
12611,SC_12611
12612,ST_12612
12613,Others_12613
12614,Others_12614
12615,General_12615
12616,Others_12616
12617,General_12617
12618,Others_12618
12619,OBC_12619
12620,ST_12620
12621,General_12621
12622,ST_12622
12623,ST_12623
12624,Others_12624
12625,Others_12625
12626,Others_12626
12627,ST_12627
12628,ST_12628
12629,General_12629
12630,Others_12630
12631,ST_12631
12632,General_12632
12633,SC_12633
12634,Others_12634
12635,OBC_12635
12636,OBC_12636
12637,General_12637
12638,General_12638
12639,ST_12639
12640,Others_12640
12641,Others_12641
12642,SC_12642
12643,ST_12643
12644,Others_12644
12645,SC_12645
12646,Others_12646
12647,ST_12647
12648,General_12648
12649,Others_12649
12650,Others_12650
12651,ST_12651
12652,General_12652
12653,Others_12653
12654,SC_12654
12655,Others_12655
12656,General_12656
12657,General_12657
12658,Others_12658
12659,SC_12659
12660,General_12660
12661,OBC_12661
12662,General_12662
12663,Others_12663
12664,SC_12664
12665,General_12665
12666,Others_12666
12667,Others_12667
12668,Others_12668
12669,Others_12669
12670,OBC_12670
12671,SC_12671
12672,General_12672
12673,OBC_12673
12674,Others_12674
12675,Others_12675
12676,ST_12676
12677,OBC_12677
12678,General_12678
12679,General_12679
12680,Others_12680
12681,Others_12681
12682,Others_12682
12683,Others_12683
12684,OBC_12684
12685,Others_12685
12686,OBC_12686
12687,Others_12687
12688,ST_12688
12689,Others_12689
12690,ST_12690
12691,SC_12691
12692,OBC_12692
12693,OBC_12693
12694,Others_12694
12695,Others_12695
12696,SC_12696
12697,SC_12697
12698,SC_12698
12699,Others_12699
12700,General_12700
12701,General_12701
12702,Others_12702
12703,Others_12703
12704,Others_12704
12705,General_12705
12706,General_12706
12707,OBC_12707
12708,ST_12708
12709,General_12709
12710,SC_12710
12711,ST_12711
12712,ST_12712
12713,Others_12713
12714,Others_12714
12715,General_12715
12716,SC_12716
12717,SC_12717
12718,ST_12718
12719,OBC_12719
12720,SC_12720
12721,General_12721
12722,General_12722
12723,General_12723
12724,ST_12724
12725,ST_12725
12726,OBC_12726
12727,OBC_12727
12728,OBC_12728
12729,OBC_12729
12730,ST_12730
12731,General_12731
12732,ST_12732
12733,SC_12733
12734,Others_12734
12735,ST_12735
12736,Others_12736
12737,SC_12737
12738,Others_12738
12739,ST_12739
12740,OBC_12740
12741,ST_12741
12742,Others_12742
12743,SC_12743
12744,OBC_12744
12745,General_12745
12746,SC_12746
12747,SC_12747
12748,Others_12748
12749,OBC_12749
12750,SC_12750
12751,Others_12751
12752,Others_12752
12753,ST_12753
12754,Others_12754
12755,General_12755
12756,SC_12756
12757,SC_12757
12758,General_12758
12759,OBC_12759
12760,Others_12760
12761,Others_12761
12762,SC_12762
12763,OBC_12763
12764,General_12764
12765,ST_12765
12766,General_12766
12767,OBC_12767
12768,Others_12768
12769,Others_12769
12770,General_12770
12771,ST_12771
12772,OBC_12772
12773,SC_12773
12774,Others_12774
12775,SC_12775
12776,ST_12776
12777,General_12777
12778,ST_12778
12779,ST_12779
12780,OBC_12780
12781,OBC_12781
12782,ST_12782
12783,ST_12783
12784,General_12784
12785,ST_12785
12786,OBC_12786
12787,Others_12787
12788,Others_12788
12789,Others_12789
12790,SC_12790
12791,SC_12791
12792,General_12792
12793,ST_12793
12794,ST_12794
12795,Others_12795
12796,Others_12796
12797,General_12797
12798,OBC_12798
12799,Others_12799
12800,SC_12800
12801,ST_12801
12802,OBC_12802
12803,ST_12803
12804,Others_12804
12805,SC_12805
12806,General_12806
12807,ST_12807
12808,OBC_12808
12809,OBC_12809
12810,OBC_12810
12811,ST_12811
12812,Others_12812
12813,General_12813
12814,Others_12814
12815,OBC_12815
12816,SC_12816
12817,Others_12817
12818,ST_12818
12819,OBC_12819
12820,OBC_12820
12821,Others_12821
12822,General_12822
12823,ST_12823
12824,General_12824
12825,Others_12825
12826,Others_12826
12827,General_12827
12828,OBC_12828
12829,Others_12829
12830,OBC_12830
12831,SC_12831
12832,SC_12832
12833,General_12833
12834,OBC_12834
12835,Others_12835
12836,Others_12836
12837,OBC_12837
12838,SC_12838
12839,ST_12839
12840,General_12840
12841,OBC_12841
12842,ST_12842
12843,OBC_12843
12844,ST_12844
12845,SC_12845
12846,Others_12846
12847,ST_12847
12848,General_12848
12849,Others_12849
12850,ST_12850
12851,General_12851
12852,ST_12852
12853,Others_12853
12854,ST_12854
12855,SC_12855
12856,ST_12856
12857,General_12857
12858,OBC_12858
12859,ST_12859
12860,SC_12860
12861,ST_12861
12862,ST_12862
12863,ST_12863
12864,SC_12864
12865,SC_12865
12866,ST_12866
12867,SC_12867
12868,ST_12868
12869,SC_12869
12870,OBC_12870
12871,OBC_12871
12872,ST_12872
12873,Others_12873
12874,ST_12874
12875,OBC_12875
12876,General_12876
12877,Others_12877
12878,OBC_12878
12879,SC_12879
12880,OBC_12880
12881,ST_12881
12882,ST_12882
12883,SC_12883
12884,OBC_12884
12885,SC_12885
12886,OBC_12886
12887,SC_12887
12888,ST_12888
12889,SC_12889
12890,Others_12890
12891,SC_12891
12892,Others_12892
12893,ST_12893
12894,General_12894
12895,SC_12895
12896,Others_12896
12897,General_12897
12898,SC_12898
12899,Others_12899
12900,OBC_12900
12901,General_12901
12902,General_12902
12903,SC_12903
12904,ST_12904
12905,General_12905
12906,SC_12906
12907,Others_12907
12908,Others_12908
12909,ST_12909
12910,ST_12910
12911,OBC_12911
12912,ST_12912
12913,General_12913
12914,ST_12914
12915,Others_12915
12916,Others_12916
12917,General_12917
12918,SC_12918
12919,General_12919
12920,SC_12920
12921,General_12921
12922,ST_12922
12923,OBC_12923
12924,SC_12924
12925,General_12925
12926,Others_12926
12927,General_12927
12928,SC_12928
12929,OBC_12929
12930,ST_12930
12931,SC_12931
12932,Others_12932
12933,General_12933
12934,Others_12934
12935,Others_12935
12936,Others_12936
12937,Others_12937
12938,Others_12938
12939,OBC_12939
12940,Others_12940
12941,Others_12941
12942,OBC_12942
12943,Others_12943
12944,General_12944
12945,SC_12945
12946,General_12946
12947,ST_12947
12948,SC_12948
12949,OBC_12949
12950,OBC_12950
12951,Others_12951
12952,ST_12952
12953,ST_12953
12954,General_12954
12955,Others_12955
12956,General_12956
12957,SC_12957
12958,Others_12958
12959,OBC_12959
12960,Others_12960
12961,OBC_12961
12962,ST_12962
12963,SC_12963
12964,SC_12964
12965,General_12965
12966,OBC_12966
12967,Others_12967
12968,ST_12968
12969,SC_12969
12970,Others_12970
12971,ST_12971
12972,General_12972
12973,SC_12973
12974,SC_12974
12975,SC_12975
12976,SC_12976
12977,OBC_12977
12978,ST_12978
12979,Others_12979
12980,General_12980
12981,Others_12981
12982,OBC_12982
12983,SC_12983
12984,OBC_12984
12985,Others_12985
12986,Others_12986
12987,Others_12987
12988,Others_12988
12989,ST_12989
12990,Others_12990
12991,General_12991
12992,SC_12992
12993,General_12993
12994,General_12994
12995,General_12995
12996,Others_12996
12997,OBC_12997
12998,OBC_12998
12999,SC_12999
13000,General_13000
13001,OBC_13001
13002,SC_13002
13003,Others_13003
13004,General_13004
13005,Others_13005
13006,General_13006
13007,SC_13007
13008,General_13008
13009,ST_13009
13010,SC_13010
13011,General_13011
13012,General_13012
13013,Others_13013
13014,General_13014
13015,OBC_13015
13016,ST_13016
13017,General_13017
13018,SC_13018
13019,ST_13019
13020,SC_13020
13021,General_13021
13022,Others_13022
13023,Others_13023
13024,ST_13024
13025,General_13025
13026,OBC_13026
13027,Others_13027
13028,ST_13028
13029,OBC_13029
13030,SC_13030
13031,General_13031
13032,General_13032
13033,Others_13033
13034,Others_13034
13035,OBC_13035
13036,OBC_13036
13037,Others_13037
13038,OBC_13038
13039,ST_13039
13040,SC_13040
13041,ST_13041
13042,ST_13042
13043,ST_13043
13044,Others_13044
13045,ST_13045
13046,ST_13046
13047,OBC_13047
13048,SC_13048
13049,ST_13049
13050,Others_13050
13051,OBC_13051
13052,OBC_13052
13053,OBC_13053
13054,Others_13054
13055,ST_13055
13056,SC_13056
13057,Others_13057
13058,ST_13058
13059,Others_13059
13060,SC_13060
13061,Others_13061
13062,OBC_13062
13063,Others_13063
13064,OBC_13064
13065,Others_13065
13066,SC_13066
13067,General_13067
13068,ST_13068
13069,Others_13069
13070,SC_13070
13071,General_13071
13072,ST_13072
13073,SC_13073
13074,SC_13074
13075,Others_13075
13076,SC_13076
13077,OBC_13077
13078,ST_13078
13079,SC_13079
13080,ST_13080
13081,ST_13081
13082,General_13082
13083,ST_13083
13084,Others_13084
13085,OBC_13085
13086,General_13086
13087,OBC_13087
13088,SC_13088
13089,General_13089
13090,ST_13090
13091,OBC_13091
13092,OBC_13092
13093,OBC_13093
13094,ST_13094
13095,SC_13095
13096,Others_13096
13097,General_13097
13098,Others_13098
13099,ST_13099
13100,Others_13100
13101,General_13101
13102,OBC_13102
13103,ST_13103
13104,ST_13104
13105,SC_13105
13106,General_13106
13107,ST_13107
13108,Others_13108
13109,SC_13109
13110,ST_13110
13111,OBC_13111
13112,Others_13112
13113,General_13113
13114,OBC_13114
13115,OBC_13115
13116,ST_13116
13117,OBC_13117
13118,Others_13118
13119,General_13119
13120,ST_13120
13121,ST_13121
13122,SC_13122
13123,SC_13123
13124,ST_13124
13125,OBC_13125
13126,General_13126
13127,General_13127
13128,General_13128
13129,OBC_13129
13130,General_13130
13131,OBC_13131
13132,OBC_13132
13133,ST_13133
13134,ST_13134
13135,SC_13135
13136,SC_13136
13137,ST_13137
13138,OBC_13138
13139,SC_13139
13140,Others_13140
13141,SC_13141
13142,ST_13142
13143,SC_13143
13144,ST_13144
13145,SC_13145
13146,Others_13146
13147,Others_13147
13148,ST_13148
13149,ST_13149
13150,SC_13150
13151,General_13151
13152,OBC_13152
13153,OBC_13153
13154,Others_13154
13155,OBC_13155
13156,General_13156
13157,SC_13157
13158,Others_13158
13159,Others_13159
13160,SC_13160
13161,ST_13161
13162,OBC_13162
13163,ST_13163
13164,SC_13164
13165,ST_13165
13166,ST_13166
13167,General_13167
13168,SC_13168
13169,OBC_13169
13170,General_13170
13171,OBC_13171
13172,Others_13172
13173,SC_13173
13174,OBC_13174
13175,ST_13175
13176,SC_13176
13177,SC_13177
13178,General_13178
13179,Others_13179
13180,OBC_13180
13181,General_13181
13182,OBC_13182
13183,OBC_13183
13184,OBC_13184
13185,OBC_13185
13186,Others_13186
13187,ST_13187
13188,OBC_13188
13189,ST_13189
13190,ST_13190
13191,General_13191
13192,Others_13192
13193,Others_13193
13194,General_13194
13195,OBC_13195
13196,ST_13196
13197,SC_13197
13198,Others_13198
13199,OBC_13199
13200,Others_13200
13201,SC_13201
13202,Others_13202
13203,SC_13203
13204,SC_13204
13205,OBC_13205
13206,Others_13206
13207,General_13207
13208,Others_13208
13209,Others_13209
13210,OBC_13210
13211,OBC_13211
13212,SC_13212
13213,ST_13213
13214,ST_13214
13215,OBC_13215
13216,OBC_13216
13217,ST_13217
13218,Others_13218
13219,SC_13219
13220,SC_13220
13221,SC_13221
13222,Others_13222
13223,OBC_13223
13224,OBC_13224
13225,SC_13225
13226,Others_13226
13227,OBC_13227
13228,ST_13228
13229,OBC_13229
13230,OBC_13230
13231,SC_13231
13232,SC_13232
13233,OBC_13233
13234,OBC_13234
13235,Others_13235
13236,ST_13236
13237,ST_13237
13238,ST_13238
13239,SC_13239
13240,OBC_13240
13241,ST_13241
13242,General_13242
13243,Others_13243
13244,ST_13244
13245,ST_13245
13246,SC_13246
13247,SC_13247
13248,SC_13248
13249,SC_13249
13250,OBC_13250
13251,General_13251
13252,General_13252
13253,SC_13253
13254,General_13254
13255,Others_13255
13256,General_13256
13257,SC_13257
13258,General_13258
13259,ST_13259
13260,General_13260
13261,Others_13261
13262,General_13262
13263,OBC_13263
13264,OBC_13264
13265,Others_13265
13266,ST_13266
13267,OBC_13267
13268,ST_13268
13269,SC_13269
13270,ST_13270
13271,Others_13271
13272,SC_13272
13273,SC_13273
13274,OBC_13274
13275,Others_13275
13276,General_13276
13277,General_13277
13278,SC_13278
13279,General_13279
13280,ST_13280
13281,OBC_13281
13282,General_13282
13283,SC_13283
13284,Others_13284
13285,OBC_13285
13286,Others_13286
13287,Others_13287
13288,OBC_13288
13289,OBC_13289
13290,ST_13290
13291,OBC_13291
13292,Others_13292
13293,General_13293
13294,ST_13294
13295,SC_13295
13296,General_13296
13297,ST_13297
13298,ST_13298
13299,Others_13299
13300,OBC_13300
13301,ST_13301
13302,General_13302
13303,SC_13303
13304,SC_13304
13305,Others_13305
13306,OBC_13306
13307,SC_13307
13308,ST_13308
13309,Others_13309
13310,Others_13310
13311,OBC_13311
13312,General_13312
13313,ST_13313
13314,SC_13314
13315,OBC_13315
13316,General_13316
13317,OBC_13317
13318,ST_13318
13319,ST_13319
13320,Others_13320
13321,Others_13321
13322,General_13322
13323,Others_13323
13324,ST_13324
13325,General_13325
13326,OBC_13326
13327,General_13327
13328,General_13328
13329,ST_13329
13330,OBC_13330
13331,Others_13331
13332,ST_13332
13333,Others_13333
13334,SC_13334
13335,ST_13335
13336,ST_13336
13337,SC_13337
13338,SC_13338
13339,SC_13339
13340,SC_13340
13341,General_13341
13342,OBC_13342
13343,OBC_13343
13344,ST_13344
13345,Others_13345
13346,SC_13346
13347,Others_13347
13348,General_13348
13349,Others_13349
13350,General_13350
13351,Others_13351
13352,SC_13352
13353,Others_13353
13354,OBC_13354
13355,General_13355
13356,OBC_13356
13357,Others_13357
13358,ST_13358
13359,Others_13359
13360,General_13360
13361,OBC_13361
13362,ST_13362
13363,Others_13363
13364,Others_13364
13365,General_13365
13366,ST_13366
13367,Others_13367
13368,ST_13368
13369,SC_13369
13370,Others_13370
13371,OBC_13371
13372,Others_13372
13373,OBC_13373
13374,OBC_13374
13375,Others_13375
13376,Others_13376
13377,OBC_13377
13378,ST_13378
13379,OBC_13379
13380,SC_13380
13381,SC_13381
13382,Others_13382
13383,OBC_13383
13384,ST_13384
13385,SC_13385
13386,OBC_13386
13387,General_13387
13388,ST_13388
13389,General_13389
13390,Others_13390
13391,ST_13391
13392,SC_13392
13393,SC_13393
13394,OBC_13394
13395,General_13395
13396,SC_13396
13397,Others_13397
13398,SC_13398
13399,OBC_13399
13400,Others_13400
13401,Others_13401
13402,Others_13402
13403,SC_13403
13404,Others_13404
13405,Others_13405
13406,Others_13406
13407,SC_13407
13408,SC_13408
13409,General_13409
13410,Others_13410
13411,SC_13411
13412,OBC_13412
13413,General_13413
13414,OBC_13414
13415,Others_13415
13416,General_13416
13417,Others_13417
13418,ST_13418
13419,OBC_13419
13420,SC_13420
13421,OBC_13421
13422,Others_13422
13423,ST_13423
13424,General_13424
13425,ST_13425
13426,General_13426
13427,ST_13427
13428,Others_13428
13429,ST_13429
13430,SC_13430
13431,General_13431
13432,OBC_13432
13433,SC_13433
13434,SC_13434
13435,ST_13435
13436,Others_13436
13437,General_13437
13438,Others_13438
13439,General_13439
13440,OBC_13440
13441,General_13441
13442,SC_13442
13443,ST_13443
13444,General_13444
13445,OBC_13445
13446,SC_13446
13447,OBC_13447
13448,ST_13448
13449,SC_13449
13450,ST_13450
13451,ST_13451
13452,SC_13452
13453,SC_13453
13454,Others_13454
13455,ST_13455
13456,ST_13456
13457,ST_13457
13458,ST_13458
13459,ST_13459
13460,Others_13460
13461,SC_13461
13462,SC_13462
13463,Others_13463
13464,ST_13464
13465,General_13465
13466,Others_13466
13467,OBC_13467
13468,ST_13468
13469,Others_13469
13470,OBC_13470
13471,SC_13471
13472,OBC_13472
13473,Others_13473
13474,ST_13474
13475,General_13475
13476,Others_13476
13477,General_13477
13478,ST_13478
13479,ST_13479
13480,ST_13480
13481,OBC_13481
13482,SC_13482
13483,General_13483
13484,ST_13484
13485,OBC_13485
13486,Others_13486
13487,SC_13487
13488,ST_13488
13489,Others_13489
13490,General_13490
13491,Others_13491
13492,OBC_13492
13493,Others_13493
13494,General_13494
13495,OBC_13495
13496,OBC_13496
13497,General_13497
13498,Others_13498
13499,OBC_13499
13500,Others_13500
13501,Others_13501
13502,General_13502
13503,ST_13503
13504,Others_13504
13505,SC_13505
13506,ST_13506
13507,General_13507
13508,OBC_13508
13509,SC_13509
13510,SC_13510
13511,General_13511
13512,SC_13512
13513,OBC_13513
13514,General_13514
13515,OBC_13515
13516,OBC_13516
13517,ST_13517
13518,General_13518
13519,OBC_13519
13520,Others_13520
13521,ST_13521
13522,General_13522
13523,Others_13523
13524,OBC_13524
13525,ST_13525
13526,ST_13526
13527,SC_13527
13528,General_13528
13529,OBC_13529
13530,SC_13530
13531,Others_13531
13532,OBC_13532
13533,Others_13533
13534,ST_13534
13535,ST_13535
13536,ST_13536
13537,General_13537
13538,SC_13538
13539,Others_13539
13540,General_13540
13541,General_13541
13542,ST_13542
13543,OBC_13543
13544,General_13544
13545,General_13545
13546,Others_13546
13547,Others_13547
13548,ST_13548
13549,General_13549
13550,OBC_13550
13551,Others_13551
13552,ST_13552
13553,Others_13553
13554,Others_13554
13555,Others_13555
13556,SC_13556
13557,OBC_13557
13558,OBC_13558
13559,SC_13559
13560,OBC_13560
13561,General_13561
13562,General_13562
13563,SC_13563
13564,General_13564
13565,Others_13565
13566,General_13566
13567,OBC_13567
13568,SC_13568
13569,SC_13569
13570,SC_13570
13571,SC_13571
13572,OBC_13572
13573,General_13573
13574,SC_13574
13575,General_13575
13576,ST_13576
13577,General_13577
13578,Others_13578
13579,General_13579
13580,ST_13580
13581,ST_13581
13582,Others_13582
13583,OBC_13583
13584,General_13584
13585,SC_13585
13586,General_13586
13587,Others_13587
13588,SC_13588
13589,OBC_13589
13590,SC_13590
13591,SC_13591
13592,ST_13592
13593,OBC_13593
13594,Others_13594
13595,Others_13595
13596,ST_13596
13597,ST_13597
13598,Others_13598
13599,Others_13599
13600,ST_13600
13601,OBC_13601
13602,General_13602
13603,General_13603
13604,General_13604
13605,SC_13605
13606,SC_13606
13607,Others_13607
13608,OBC_13608
13609,ST_13609
13610,ST_13610
13611,OBC_13611
13612,ST_13612
13613,SC_13613
13614,OBC_13614
13615,ST_13615
13616,SC_13616
13617,General_13617
13618,General_13618
13619,General_13619
13620,Others_13620
13621,ST_13621
13622,Others_13622
13623,ST_13623
13624,SC_13624
13625,General_13625
13626,ST_13626
13627,Others_13627
13628,General_13628
13629,Others_13629
13630,ST_13630
13631,SC_13631
13632,OBC_13632
13633,ST_13633
13634,Others_13634
13635,Others_13635
13636,ST_13636
13637,Others_13637
13638,General_13638
13639,OBC_13639
13640,Others_13640
13641,OBC_13641
13642,SC_13642
13643,OBC_13643
13644,SC_13644
13645,ST_13645
13646,Others_13646
13647,OBC_13647
13648,General_13648
13649,ST_13649
13650,General_13650
13651,Others_13651
13652,SC_13652
13653,ST_13653
13654,ST_13654
13655,OBC_13655
13656,SC_13656
13657,ST_13657
13658,Others_13658
13659,Others_13659
13660,OBC_13660
13661,General_13661
13662,SC_13662
13663,OBC_13663
13664,ST_13664
13665,SC_13665
13666,General_13666
13667,General_13667
13668,OBC_13668
13669,ST_13669
13670,Others_13670
13671,OBC_13671
13672,SC_13672
13673,ST_13673
13674,General_13674
13675,General_13675
13676,OBC_13676
13677,ST_13677
13678,SC_13678
13679,OBC_13679
13680,Others_13680
13681,Others_13681
13682,ST_13682
13683,ST_13683
13684,ST_13684
13685,Others_13685
13686,ST_13686
13687,SC_13687
13688,General_13688
13689,SC_13689
13690,SC_13690
13691,SC_13691
13692,ST_13692
13693,SC_13693
13694,Others_13694
13695,ST_13695
13696,Others_13696
13697,OBC_13697
13698,ST_13698
13699,ST_13699
13700,Others_13700
13701,ST_13701
13702,ST_13702
13703,General_13703
13704,General_13704
13705,Others_13705
13706,SC_13706
13707,General_13707
13708,Others_13708
13709,Others_13709
13710,OBC_13710
13711,OBC_13711
13712,ST_13712
13713,Others_13713
13714,SC_13714
13715,Others_13715
13716,OBC_13716
13717,SC_13717
13718,OBC_13718
13719,ST_13719
13720,SC_13720
13721,General_13721
13722,General_13722
13723,OBC_13723
13724,ST_13724
13725,OBC_13725
13726,ST_13726
13727,OBC_13727
13728,ST_13728
13729,OBC_13729
13730,OBC_13730
13731,ST_13731
13732,SC_13732
13733,Others_13733
13734,OBC_13734
13735,General_13735
13736,OBC_13736
13737,OBC_13737
13738,General_13738
13739,General_13739
13740,Others_13740
13741,Others_13741
13742,General_13742
13743,Others_13743
13744,SC_13744
13745,ST_13745
13746,Others_13746
13747,OBC_13747
13748,Others_13748
13749,ST_13749
13750,SC_13750
13751,OBC_13751
13752,SC_13752
13753,ST_13753
13754,Others_13754
13755,OBC_13755
13756,ST_13756
13757,OBC_13757
13758,ST_13758
13759,Others_13759
13760,ST_13760
13761,ST_13761
13762,Others_13762
13763,General_13763
13764,OBC_13764
13765,Others_13765
13766,General_13766
13767,OBC_13767
13768,OBC_13768
13769,SC_13769
13770,ST_13770
13771,SC_13771
13772,ST_13772
13773,SC_13773
13774,SC_13774
13775,OBC_13775
13776,Others_13776
13777,Others_13777
13778,OBC_13778
13779,General_13779
13780,ST_13780
13781,SC_13781
13782,Others_13782
13783,ST_13783
13784,SC_13784
13785,SC_13785
13786,SC_13786
13787,General_13787
13788,SC_13788
13789,Others_13789
13790,ST_13790
13791,OBC_13791
13792,ST_13792
13793,General_13793
13794,ST_13794
13795,OBC_13795
13796,General_13796
13797,General_13797
13798,OBC_13798
13799,ST_13799
13800,ST_13800
13801,SC_13801
13802,OBC_13802
13803,ST_13803
13804,General_13804
13805,OBC_13805
13806,General_13806
13807,SC_13807
13808,Others_13808
13809,Others_13809
13810,ST_13810
13811,ST_13811
13812,Others_13812
13813,SC_13813
13814,OBC_13814
13815,SC_13815
13816,SC_13816
13817,OBC_13817
13818,OBC_13818
13819,ST_13819
13820,OBC_13820
13821,SC_13821
13822,General_13822
13823,OBC_13823
13824,SC_13824
13825,OBC_13825
13826,SC_13826
13827,OBC_13827
13828,Others_13828
13829,Others_13829
13830,ST_13830
13831,SC_13831
13832,Others_13832
13833,OBC_13833
13834,Others_13834
13835,Others_13835
13836,SC_13836
13837,SC_13837
13838,Others_13838
13839,SC_13839
13840,ST_13840
13841,Others_13841
13842,OBC_13842
13843,Others_13843
13844,Others_13844
13845,ST_13845
13846,OBC_13846
13847,OBC_13847
13848,SC_13848
13849,ST_13849
13850,Others_13850
13851,General_13851
13852,OBC_13852
13853,OBC_13853
13854,ST_13854
13855,OBC_13855
13856,OBC_13856
13857,Others_13857
13858,SC_13858
13859,Others_13859
13860,General_13860
13861,ST_13861
13862,OBC_13862
13863,Others_13863
13864,SC_13864
13865,General_13865
13866,ST_13866
13867,General_13867
13868,General_13868
13869,ST_13869
13870,Others_13870
13871,Others_13871
13872,OBC_13872
13873,General_13873
13874,OBC_13874
13875,General_13875
13876,ST_13876
13877,OBC_13877
13878,SC_13878
13879,Others_13879
13880,ST_13880
13881,Others_13881
13882,ST_13882
13883,ST_13883
13884,SC_13884
13885,ST_13885
13886,General_13886
13887,SC_13887
13888,General_13888
13889,SC_13889
13890,SC_13890
13891,OBC_13891
13892,OBC_13892
13893,SC_13893
13894,OBC_13894
13895,General_13895
13896,SC_13896
13897,OBC_13897
13898,ST_13898
13899,OBC_13899
13900,OBC_13900
13901,Others_13901
13902,ST_13902
13903,General_13903
13904,Others_13904
13905,SC_13905
13906,General_13906
13907,SC_13907
13908,Others_13908
13909,General_13909
13910,SC_13910
13911,Others_13911
13912,SC_13912
13913,SC_13913
13914,ST_13914
13915,ST_13915
13916,ST_13916
13917,SC_13917
13918,General_13918
13919,General_13919
13920,Others_13920
13921,General_13921
13922,General_13922
13923,ST_13923
13924,General_13924
13925,OBC_13925
13926,OBC_13926
13927,General_13927
13928,General_13928
13929,OBC_13929
13930,Others_13930
13931,SC_13931
13932,ST_13932
13933,General_13933
13934,Others_13934
13935,OBC_13935
13936,SC_13936
13937,General_13937
13938,Others_13938
13939,Others_13939
13940,General_13940
13941,Others_13941
13942,OBC_13942
13943,SC_13943
13944,OBC_13944
13945,Others_13945
13946,SC_13946
13947,ST_13947
13948,SC_13948
13949,Others_13949
13950,General_13950
13951,Others_13951
13952,SC_13952
13953,Others_13953
13954,SC_13954
13955,OBC_13955
13956,Others_13956
13957,ST_13957
13958,SC_13958
13959,Others_13959
13960,Others_13960
13961,OBC_13961
13962,General_13962
13963,General_13963
13964,SC_13964
13965,Others_13965
13966,Others_13966
13967,OBC_13967
13968,SC_13968
13969,Others_13969
13970,Others_13970
13971,ST_13971
13972,General_13972
13973,General_13973
13974,General_13974
13975,SC_13975
13976,Others_13976
13977,ST_13977
13978,SC_13978
13979,OBC_13979
13980,OBC_13980
13981,General_13981
13982,SC_13982
13983,OBC_13983
13984,ST_13984
13985,Others_13985
13986,OBC_13986
13987,OBC_13987
13988,General_13988
13989,Others_13989
13990,SC_13990
13991,OBC_13991
13992,General_13992
13993,Others_13993
13994,OBC_13994
13995,General_13995
13996,OBC_13996
13997,General_13997
13998,ST_13998
13999,SC_13999
14000,General_14000
14001,ST_14001
14002,Others_14002
14003,ST_14003
14004,Others_14004
14005,ST_14005
14006,OBC_14006
14007,ST_14007
14008,SC_14008
14009,SC_14009
14010,SC_14010
14011,SC_14011
14012,Others_14012
14013,ST_14013
14014,General_14014
14015,ST_14015
14016,SC_14016
14017,General_14017
14018,ST_14018
14019,SC_14019
14020,SC_14020
14021,ST_14021
14022,ST_14022
14023,Others_14023
14024,General_14024
14025,Others_14025
14026,SC_14026
14027,OBC_14027
14028,General_14028
14029,ST_14029
14030,SC_14030
14031,SC_14031
14032,ST_14032
14033,OBC_14033
14034,OBC_14034
14035,OBC_14035
14036,Others_14036
14037,General_14037
14038,Others_14038
14039,SC_14039
14040,Others_14040
14041,SC_14041
14042,Others_14042
14043,OBC_14043
14044,OBC_14044
14045,SC_14045
14046,OBC_14046
14047,ST_14047
14048,ST_14048
14049,General_14049
14050,General_14050
14051,SC_14051
14052,ST_14052
14053,General_14053
14054,ST_14054
14055,General_14055
14056,ST_14056
14057,SC_14057
14058,SC_14058
14059,SC_14059
14060,ST_14060
14061,SC_14061
14062,ST_14062
14063,General_14063
14064,OBC_14064
14065,ST_14065
14066,General_14066
14067,SC_14067
14068,OBC_14068
14069,OBC_14069
14070,OBC_14070
14071,SC_14071
14072,General_14072
14073,OBC_14073
14074,ST_14074
14075,OBC_14075
14076,ST_14076
14077,Others_14077
14078,ST_14078
14079,OBC_14079
14080,Others_14080
14081,SC_14081
14082,SC_14082
14083,General_14083
