CaseCategoryID,LookupValue
13660,PAR
13661,UDR
13662,Zero FIR
13663,FIR
13664,Zero FIR
13665,Zero FIR
13666,PAR
13667,Zero FIR
13668,FIR
13669,PAR
13670,FIR
13671,Zero FIR
13672,UDR
13673,FIR
13674,PAR
13675,Zero FIR
13676,PAR
13677,Zero FIR
13678,UDR
13679,UDR
13680,FIR
13681,Zero FIR
13682,UDR
13683,FIR
13684,PAR
13685,FIR
13686,Zero FIR
13687,FIR
13688,FIR
13689,FIR
13690,Zero FIR
13691,PAR
13692,FIR
13693,UDR
13694,UDR
13695,FIR
13696,FIR
13697,Zero FIR
13698,UDR
13699,Zero FIR
13700,Zero FIR
13701,PAR
13702,UDR
13703,FIR
13704,UDR
13705,FIR
13706,UDR
13707,UDR
13708,FIR
13709,FIR
13710,FIR
13711,Zero FIR
13712,Zero FIR
13713,PAR
13714,Zero FIR
13715,UDR
13716,Zero FIR
13717,UDR
13718,UDR
13719,UDR
13720,PAR
13721,Zero FIR
13722,UDR
13723,FIR
13724,Zero FIR
13725,PAR
13726,UDR
13727,PAR
13728,PAR
13729,PAR
13730,Zero FIR
13731,UDR
13732,PAR
13733,Zero FIR
13734,Zero FIR
13735,FIR
13736,Zero FIR
13737,PAR
13738,PAR
13739,UDR
13740,PAR
13741,Zero FIR
13742,UDR
13743,FIR
13744,Zero FIR
13745,FIR
13746,Zero FIR
13747,UDR
13748,FIR
13749,FIR
13750,Zero FIR
13751,UDR
13752,UDR
13753,Zero FIR
13754,FIR
13755,UDR
13756,FIR
13757,FIR
13758,UDR
13759,FIR
13760,Zero FIR
13761,UDR
13762,PAR
13763,UDR
13764,UDR
13765,Zero FIR
13766,Zero FIR
13767,Zero FIR
13768,FIR
13769,Zero FIR
13770,FIR
13771,PAR
13772,FIR
13773,PAR
13774,Zero FIR
13775,FIR
13776,UDR
13777,FIR
13778,Zero FIR
13779,PAR
13780,FIR
13781,Zero FIR
13782,FIR
13783,PAR
13784,PAR
13785,Zero FIR
13786,FIR
13787,UDR
13788,PAR
13789,PAR
13790,UDR
13791,Zero FIR
13792,UDR
13793,Zero FIR
13794,Zero FIR
13795,UDR
13796,FIR
13797,Zero FIR
13798,UDR
13799,PAR
13800,UDR
13801,UDR
13802,UDR
13803,Zero FIR
13804,FIR
13805,FIR
13806,FIR
13807,PAR
13808,FIR
13809,PAR
13810,FIR
13811,PAR
13812,UDR
13813,Zero FIR
13814,UDR
13815,UDR
13816,UDR
13817,PAR
13818,Zero FIR
13819,UDR
13820,Zero FIR
13821,Zero FIR
13822,FIR
13823,PAR
13824,Zero FIR
13825,PAR
13826,FIR
13827,UDR
13828,FIR
13829,FIR
13830,Zero FIR
13831,PAR
13832,UDR
13833,Zero FIR
13834,PAR
13835,PAR
13836,PAR
13837,UDR
13838,FIR
13839,Zero FIR
13840,Zero FIR
13841,FIR
13842,UDR
13843,FIR
13844,PAR
13845,Zero FIR
13846,PAR
13847,Zero FIR
13848,UDR
13849,FIR
13850,FIR
13851,UDR
13852,PAR
13853,UDR
13854,UDR
13855,FIR
13856,PAR
13857,Zero FIR
13858,Zero FIR
13859,Zero FIR
13860,Zero FIR
13861,FIR
13862,UDR
13863,UDR
13864,PAR
13865,PAR
13866,PAR
13867,FIR
13868,FIR
13869,Zero FIR
13870,UDR
13871,UDR
13872,Zero FIR
13873,FIR
13874,Zero FIR
13875,PAR
13876,UDR
13877,Zero FIR
13878,FIR
13879,Zero FIR
13880,Zero FIR
13881,PAR
13882,PAR
13883,PAR
13884,Zero FIR
13885,Zero FIR
13886,UDR
13887,Zero FIR
13888,FIR
13889,PAR
13890,PAR
13891,PAR
13892,UDR
13893,FIR
13894,UDR
13895,UDR
13896,PAR
13897,Zero FIR
13898,FIR
13899,UDR
13900,FIR
13901,PAR
13902,Zero FIR
13903,Zero FIR
13904,Zero FIR
13905,UDR
13906,FIR
13907,UDR
13908,Zero FIR
13909,Zero FIR
13910,FIR
13911,FIR
13912,FIR
13913,Zero FIR
13914,FIR
13915,FIR
13916,UDR
13917,Zero FIR
13918,PAR
13919,FIR
13920,UDR
13921,PAR
13922,UDR
13923,UDR
13924,UDR
13925,FIR
13926,Zero FIR
13927,FIR
13928,PAR
13929,PAR
13930,FIR
13931,FIR
13932,UDR
13933,Zero FIR
13934,UDR
13935,UDR
13936,UDR
13937,PAR
13938,PAR
13939,FIR
13940,FIR
13941,Zero FIR
13942,Zero FIR
13943,UDR
13944,UDR
13945,UDR
13946,FIR
13947,UDR
13948,PAR
13949,UDR
13950,PAR
13951,UDR
13952,PAR
13953,Zero FIR
13954,UDR
13955,UDR
13956,PAR
13957,FIR
13958,FIR
13959,FIR
13960,Zero FIR
13961,PAR
13962,UDR
13963,PAR
13964,FIR
13965,FIR
13966,Zero FIR
13967,Zero FIR
13968,UDR
13969,PAR
13970,PAR
13971,FIR
13972,FIR
13973,FIR
13974,FIR
13975,PAR
13976,Zero FIR
13977,Zero FIR
13978,UDR
13979,Zero FIR
13980,FIR
13981,UDR
13982,FIR
13983,PAR
13984,UDR
13985,PAR
13986,UDR
13987,Zero FIR
13988,PAR
13989,Zero FIR
13990,FIR
13991,Zero FIR
13992,FIR
13993,PAR
13994,FIR
13995,UDR
13996,Zero FIR
13997,FIR
13998,UDR
13999,Zero FIR
14000,Zero FIR
14001,PAR
14002,PAR
14003,UDR
14004,PAR
14005,UDR
14006,FIR
14007,Zero FIR
14008,Zero FIR
14009,Zero FIR
14010,Zero FIR
14011,PAR
14012,Zero FIR
14013,UDR
14014,Zero FIR
14015,PAR
14016,FIR
14017,PAR
14018,PAR
14019,FIR
14020,Zero FIR
14021,PAR
14022,UDR
14023,Zero FIR
14024,PAR
14025,UDR
14026,Zero FIR
14027,FIR
14028,Zero FIR
14029,PAR
14030,Zero FIR
14031,UDR
14032,Zero FIR
14033,Zero FIR
14034,PAR
14035,UDR
14036,Zero FIR
14037,Zero FIR
14038,UDR
14039,PAR
14040,UDR
14041,UDR
14042,Zero FIR
14043,Zero FIR
14044,FIR
14045,Zero FIR
14046,FIR
14047,FIR
14048,UDR
14049,UDR
14050,FIR
14051,Zero FIR
14052,Zero FIR
14053,Zero FIR
14054,UDR
14055,UDR
14056,PAR
14057,UDR
14058,PAR
14059,Zero FIR
14060,Zero FIR
14061,UDR
14062,FIR
14063,PAR
14064,PAR
14065,PAR
14066,Zero FIR
14067,Zero FIR
14068,FIR
14069,UDR
14070,Zero FIR
14071,PAR
14072,Zero FIR
14073,PAR
14074,UDR
14075,FIR
14076,UDR
14077,FIR
14078,UDR
14079,UDR
14080,UDR
14081,Zero FIR
14082,UDR
14083,PAR
14084,FIR
14085,Zero FIR
14086,Zero FIR
14087,UDR
14088,PAR
14089,PAR
14090,FIR
14091,UDR
14092,UDR
14093,UDR
14094,PAR
14095,Zero FIR
14096,UDR
14097,Zero FIR
14098,FIR
14099,UDR
14100,PAR
14101,Zero FIR
14102,UDR
14103,FIR
14104,FIR
14105,UDR
14106,FIR
14107,FIR
14108,Zero FIR
14109,PAR
14110,UDR
14111,UDR
14112,UDR
14113,PAR
14114,Zero FIR
14115,FIR
14116,UDR
14117,FIR
14118,PAR
14119,FIR
14120,PAR
14121,FIR
14122,FIR
14123,FIR
14124,FIR
14125,FIR
14126,Zero FIR
14127,UDR
14128,PAR
14129,UDR
14130,UDR
14131,PAR
14132,UDR
14133,PAR
14134,Zero FIR
14135,FIR
14136,FIR
14137,PAR
14138,Zero FIR
14139,UDR
14140,FIR
14141,PAR
14142,PAR
14143,FIR
14144,FIR
14145,PAR
14146,Zero FIR
14147,PAR
14148,FIR
14149,Zero FIR
14150,UDR
14151,Zero FIR
14152,Zero FIR
14153,Zero FIR
14154,UDR
14155,PAR
14156,UDR
14157,FIR
14158,UDR
14159,FIR
14160,FIR
14161,Zero FIR
14162,FIR
14163,UDR
14164,FIR
14165,Zero FIR
14166,FIR
14167,FIR
14168,FIR
14169,UDR
14170,UDR
14171,UDR
14172,FIR
14173,Zero FIR
14174,Zero FIR
14175,FIR
14176,FIR
14177,Zero FIR
14178,Zero FIR
14179,FIR
14180,UDR
14181,FIR
14182,Zero FIR
14183,Zero FIR
14184,Zero FIR
14185,FIR
14186,UDR
14187,FIR
14188,UDR
14189,Zero FIR
14190,FIR
14191,UDR
14192,PAR
14193,PAR
14194,PAR
14195,PAR
14196,FIR
14197,FIR
14198,FIR
14199,UDR
14200,Zero FIR
14201,FIR
14202,UDR
14203,Zero FIR
14204,FIR
14205,UDR
14206,UDR
14207,FIR
14208,PAR
14209,PAR
14210,UDR
14211,UDR
14212,FIR
14213,PAR
14214,FIR
14215,PAR
14216,FIR
14217,UDR
14218,Zero FIR
14219,FIR
14220,FIR
14221,FIR
14222,PAR
14223,FIR
14224,Zero FIR
14225,FIR
14226,UDR
14227,Zero FIR
14228,FIR
14229,Zero FIR
14230,PAR
14231,PAR
14232,UDR
14233,FIR
14234,PAR
14235,PAR
14236,UDR
14237,PAR
14238,Zero FIR
14239,PAR
14240,PAR
14241,FIR
14242,PAR
14243,Zero FIR
14244,Zero FIR
14245,Zero FIR
14246,Zero FIR
14247,UDR
14248,UDR
14249,PAR
14250,FIR
14251,FIR
14252,PAR
14253,FIR
14254,FIR
14255,UDR
14256,UDR
14257,FIR
14258,Zero FIR
14259,Zero FIR
14260,FIR
14261,PAR
14262,UDR
14263,FIR
14264,Zero FIR
14265,FIR
14266,UDR
14267,Zero FIR
14268,UDR
14269,FIR
14270,Zero FIR
14271,FIR
14272,FIR
14273,Zero FIR
14274,UDR
14275,PAR
14276,FIR
14277,Zero FIR
14278,FIR
14279,FIR
14280,UDR
14281,FIR
14282,FIR
14283,Zero FIR
14284,UDR
14285,PAR
14286,Zero FIR
14287,FIR
14288,PAR
14289,UDR
14290,FIR
14291,UDR
14292,Zero FIR
14293,FIR
14294,PAR
14295,UDR
14296,Zero FIR
14297,FIR
14298,FIR
14299,UDR
14300,Zero FIR
14301,Zero FIR
14302,PAR
14303,UDR
14304,Zero FIR
14305,Zero FIR
14306,PAR
14307,FIR
14308,UDR
14309,Zero FIR
14310,Zero FIR
14311,Zero FIR
14312,UDR
14313,PAR
14314,FIR
14315,FIR
14316,Zero FIR
14317,Zero FIR
14318,UDR
14319,Zero FIR
14320,PAR
14321,FIR
14322,Zero FIR
14323,PAR
14324,FIR
14325,UDR
14326,UDR
14327,Zero FIR
14328,FIR
14329,UDR
14330,Zero FIR
14331,FIR
14332,FIR
14333,PAR
14334,Zero FIR
14335,Zero FIR
14336,Zero FIR
14337,FIR
14338,FIR
14339,PAR
14340,UDR
14341,FIR
14342,Zero FIR
14343,PAR
14344,PAR
14345,Zero FIR
14346,FIR
14347,Zero FIR
14348,Zero FIR
14349,UDR
14350,PAR
14351,PAR
14352,Zero FIR
14353,Zero FIR
14354,PAR
14355,PAR
14356,FIR
14357,Zero FIR
14358,UDR
14359,UDR
14360,FIR
14361,UDR
14362,FIR
14363,FIR
14364,UDR
14365,Zero FIR
14366,FIR
14367,PAR
14368,PAR
14369,UDR
14370,FIR
14371,Zero FIR
14372,Zero FIR
14373,PAR
14374,PAR
14375,UDR
14376,FIR
14377,FIR
14378,Zero FIR
14379,PAR
14380,Zero FIR
14381,FIR
14382,UDR
14383,Zero FIR
14384,FIR
14385,UDR
14386,FIR
14387,Zero FIR
14388,FIR
14389,PAR
14390,PAR
14391,PAR
14392,Zero FIR
14393,UDR
14394,Zero FIR
14395,FIR
14396,PAR
14397,UDR
14398,Zero FIR
14399,FIR
14400,Zero FIR
14401,FIR
14402,PAR
14403,Zero FIR
14404,Zero FIR
14405,UDR
14406,UDR
14407,Zero FIR
14408,UDR
14409,PAR
14410,FIR
14411,PAR
14412,Zero FIR
14413,Zero FIR
14414,UDR
14415,Zero FIR
14416,UDR
14417,UDR
14418,PAR
14419,PAR
14420,FIR
14421,Zero FIR
14422,FIR
14423,Zero FIR
14424,Zero FIR
14425,PAR
14426,Zero FIR
14427,PAR
14428,PAR
14429,PAR
14430,PAR
14431,UDR
14432,UDR
14433,UDR
14434,PAR
14435,PAR
14436,Zero FIR
14437,Zero FIR
14438,FIR
14439,Zero FIR
14440,PAR
14441,FIR
14442,FIR
14443,PAR
14444,Zero FIR
14445,UDR
14446,Zero FIR
14447,FIR
14448,UDR
14449,FIR
14450,Zero FIR
14451,UDR
14452,PAR
14453,PAR
14454,Zero FIR
14455,Zero FIR
14456,Zero FIR
14457,UDR
14458,FIR
14459,Zero FIR
14460,PAR
14461,UDR
14462,Zero FIR
14463,UDR
14464,FIR
14465,Zero FIR
14466,UDR
14467,Zero FIR
14468,FIR
14469,UDR
14470,Zero FIR
14471,FIR
14472,FIR
14473,Zero FIR
14474,UDR
14475,PAR
14476,FIR
14477,FIR
14478,UDR
14479,FIR
14480,FIR
14481,PAR
14482,FIR
14483,UDR
14484,PAR
14485,UDR
14486,UDR
14487,FIR
14488,Zero FIR
14489,PAR
14490,FIR
14491,PAR
14492,PAR
14493,Zero FIR
14494,PAR
14495,FIR
14496,UDR
14497,PAR
14498,Zero FIR
14499,PAR
14500,UDR
14501,UDR
14502,FIR
14503,UDR
14504,UDR
14505,Zero FIR
14506,FIR
14507,Zero FIR
14508,Zero FIR
14509,FIR
14510,Zero FIR
14511,PAR
14512,Zero FIR
14513,FIR
14514,UDR
14515,UDR
14516,UDR
14517,Zero FIR
14518,FIR
14519,PAR
14520,FIR
14521,Zero FIR
14522,FIR
14523,Zero FIR
14524,PAR
14525,UDR
14526,PAR
14527,FIR
14528,UDR
14529,FIR
14530,UDR
14531,FIR
14532,Zero FIR
14533,Zero FIR
14534,PAR
14535,FIR
14536,PAR
14537,UDR
14538,FIR
14539,PAR
14540,FIR
14541,Zero FIR
14542,Zero FIR
14543,PAR
14544,Zero FIR
14545,UDR
14546,FIR
14547,Zero FIR
14548,PAR
14549,Zero FIR
14550,FIR
14551,PAR
14552,UDR
14553,UDR
14554,Zero FIR
14555,UDR
14556,Zero FIR
14557,UDR
14558,Zero FIR
14559,UDR
14560,FIR
14561,Zero FIR
14562,PAR
14563,UDR
14564,PAR
14565,UDR
14566,UDR
14567,PAR
14568,UDR
14569,UDR
14570,UDR
14571,Zero FIR
14572,PAR
14573,UDR
14574,FIR
14575,PAR
14576,PAR
14577,FIR
14578,PAR
14579,FIR
14580,PAR
14581,Zero FIR
14582,UDR
14583,UDR
14584,PAR
14585,Zero FIR
14586,PAR
14587,Zero FIR
14588,PAR
14589,PAR
14590,FIR
14591,FIR
14592,FIR
14593,UDR
14594,Zero FIR
14595,PAR
14596,FIR
14597,FIR
14598,PAR
14599,Zero FIR
14600,FIR
14601,UDR
14602,UDR
14603,PAR
14604,FIR
14605,FIR
14606,UDR
14607,Zero FIR
14608,UDR
14609,FIR
14610,Zero FIR
14611,UDR
14612,PAR
14613,UDR
14614,Zero FIR
14615,FIR
14616,UDR
14617,Zero FIR
14618,FIR
14619,PAR
14620,PAR
14621,PAR
14622,PAR
14623,UDR
14624,FIR
14625,PAR
14626,PAR
14627,FIR
14628,PAR
14629,Zero FIR
14630,FIR
14631,PAR
14632,Zero FIR
14633,UDR
14634,PAR
14635,Zero FIR
14636,FIR
14637,UDR
14638,FIR
14639,UDR
14640,PAR
14641,UDR
14642,UDR
14643,PAR
14644,UDR
14645,PAR
14646,PAR
14647,FIR
14648,PAR
14649,UDR
14650,UDR
14651,Zero FIR
14652,PAR
14653,PAR
14654,FIR
14655,PAR
14656,FIR
14657,UDR
14658,UDR
14659,UDR
14660,Zero FIR
14661,UDR
14662,PAR
14663,PAR
14664,PAR
14665,FIR
14666,FIR
14667,Zero FIR
14668,UDR
14669,UDR
14670,FIR
14671,PAR
14672,PAR
14673,PAR
14674,UDR
14675,PAR
14676,UDR
14677,Zero FIR
14678,UDR
14679,Zero FIR
14680,Zero FIR
14681,Zero FIR
14682,Zero FIR
14683,Zero FIR
14684,FIR
14685,Zero FIR
14686,PAR
14687,Zero FIR
14688,Zero FIR
14689,FIR
14690,Zero FIR
14691,FIR
14692,FIR
14693,FIR
14694,FIR
14695,UDR
14696,Zero FIR
14697,UDR
14698,PAR
14699,PAR
14700,FIR
14701,PAR
14702,PAR
14703,FIR
14704,Zero FIR
14705,Zero FIR
14706,PAR
14707,PAR
14708,FIR
14709,UDR
14710,Zero FIR
14711,PAR
14712,FIR
14713,FIR
14714,Zero FIR
14715,UDR
14716,PAR
14717,FIR
14718,PAR
14719,FIR
14720,FIR
14721,Zero FIR
14722,FIR
14723,FIR
14724,UDR
14725,PAR
14726,FIR
14727,UDR
14728,UDR
14729,FIR
14730,PAR
14731,Zero FIR
14732,Zero FIR
14733,UDR
14734,Zero FIR
14735,PAR
14736,FIR
14737,PAR
14738,FIR
14739,UDR
14740,FIR
14741,Zero FIR
14742,Zero FIR
14743,FIR
14744,FIR
14745,UDR
14746,FIR
14747,FIR
14748,PAR
14749,Zero FIR
14750,UDR
14751,PAR
14752,UDR
14753,UDR
14754,FIR
14755,UDR
14756,PAR
14757,UDR
14758,Zero FIR
14759,PAR
14760,Zero FIR
14761,PAR
14762,PAR
14763,FIR
14764,Zero FIR
14765,Zero FIR
14766,UDR
14767,FIR
14768,FIR
14769,FIR
14770,FIR
14771,Zero FIR
14772,FIR
14773,Zero FIR
14774,FIR
14775,PAR
14776,UDR
14777,Zero FIR
14778,Zero FIR
14779,PAR
14780,UDR
14781,UDR
14782,Zero FIR
14783,Zero FIR
14784,PAR
14785,UDR
14786,PAR
14787,UDR
14788,PAR
14789,UDR
14790,PAR
14791,FIR
14792,UDR
14793,FIR
14794,Zero FIR
14795,Zero FIR
14796,UDR
14797,UDR
14798,Zero FIR
14799,UDR
14800,FIR
14801,PAR
14802,FIR
14803,PAR
14804,FIR
14805,UDR
14806,UDR
14807,PAR
14808,UDR
14809,Zero FIR
14810,FIR
14811,PAR
14812,PAR
14813,UDR
14814,PAR
14815,PAR
14816,UDR
14817,PAR
14818,Zero FIR
14819,PAR
14820,FIR
14821,PAR
14822,Zero FIR
14823,FIR
14824,UDR
14825,UDR
14826,Zero FIR
14827,FIR
14828,UDR
14829,PAR
14830,FIR
14831,FIR
14832,Zero FIR
14833,FIR
14834,Zero FIR
14835,UDR
14836,FIR
14837,UDR
14838,FIR
14839,UDR
14840,FIR
14841,UDR
14842,UDR
14843,UDR
14844,PAR
14845,Zero FIR
14846,Zero FIR
14847,UDR
14848,PAR
14849,Zero FIR
14850,PAR
14851,UDR
14852,Zero FIR
14853,PAR
14854,Zero FIR
14855,Zero FIR
14856,Zero FIR
14857,FIR
14858,UDR
14859,UDR
14860,Zero FIR
14861,Zero FIR
14862,UDR
14863,FIR
14864,Zero FIR
14865,PAR
14866,Zero FIR
14867,PAR
14868,Zero FIR
14869,Zero FIR
14870,PAR
14871,FIR
14872,FIR
14873,UDR
14874,PAR
14875,UDR
14876,FIR
14877,PAR
14878,UDR
14879,FIR
14880,UDR
14881,Zero FIR
14882,Zero FIR
14883,FIR
14884,FIR
14885,UDR
14886,FIR
14887,PAR
14888,Zero FIR
14889,FIR
14890,FIR
14891,UDR
14892,Zero FIR
14893,PAR
14894,FIR
14895,Zero FIR
14896,PAR
14897,Zero FIR
14898,UDR
14899,UDR
14900,Zero FIR
14901,Zero FIR
14902,Zero FIR
14903,UDR
14904,PAR
14905,Zero FIR
14906,Zero FIR
14907,UDR
14908,FIR
14909,UDR
14910,Zero FIR
14911,FIR
14912,UDR
14913,Zero FIR
14914,FIR
14915,PAR
14916,UDR
14917,PAR
14918,UDR
14919,UDR
14920,PAR
14921,Zero FIR
14922,UDR
14923,PAR
14924,PAR
14925,PAR
14926,PAR
14927,PAR
14928,FIR
14929,FIR
14930,UDR
14931,PAR
14932,UDR
14933,PAR
14934,Zero FIR
14935,UDR
14936,FIR
14937,PAR
14938,UDR
14939,PAR
14940,FIR
14941,Zero FIR
14942,PAR
14943,UDR
14944,Zero FIR
14945,UDR
14946,PAR
14947,Zero FIR
14948,PAR
14949,UDR
14950,Zero FIR
14951,FIR
14952,UDR
14953,UDR
14954,UDR
14955,FIR
14956,UDR
14957,Zero FIR
14958,UDR
14959,PAR
14960,FIR
14961,Zero FIR
14962,FIR
14963,PAR
14964,PAR
14965,UDR
14966,FIR
14967,PAR
14968,FIR
14969,FIR
14970,FIR
14971,PAR
14972,PAR
14973,FIR
14974,PAR
14975,FIR
14976,FIR
14977,PAR
14978,FIR
14979,UDR
14980,Zero FIR
14981,Zero FIR
14982,Zero FIR
14983,FIR
14984,PAR
14985,FIR
14986,FIR
14987,Zero FIR
14988,UDR
14989,Zero FIR
14990,UDR
14991,FIR
14992,FIR
14993,PAR
14994,Zero FIR
14995,Zero FIR
14996,UDR
14997,FIR
14998,UDR
14999,UDR
15000,FIR
15001,PAR
15002,Zero FIR
15003,UDR
15004,UDR
15005,FIR
15006,Zero FIR
15007,Zero FIR
15008,Zero FIR
15009,PAR
15010,UDR
15011,FIR
15012,FIR
15013,UDR
15014,PAR
15015,UDR
15016,PAR
15017,UDR
15018,FIR
15019,PAR
15020,Zero FIR
15021,Zero FIR
15022,Zero FIR
15023,UDR
15024,FIR
15025,FIR
15026,UDR
15027,FIR
15028,FIR
15029,Zero FIR
15030,Zero FIR
15031,PAR
15032,UDR
15033,FIR
15034,Zero FIR
15035,PAR
15036,PAR
15037,UDR
15038,FIR
15039,PAR
15040,PAR
15041,FIR
15042,UDR
15043,UDR
15044,PAR
15045,FIR
15046,FIR
15047,Zero FIR
15048,FIR
15049,PAR
15050,PAR
15051,Zero FIR
15052,Zero FIR
15053,PAR
15054,UDR
15055,FIR
15056,Zero FIR
15057,FIR
15058,PAR
15059,Zero FIR
15060,UDR
15061,UDR
15062,Zero FIR
15063,FIR
15064,Zero FIR
15065,Zero FIR
15066,FIR
15067,PAR
15068,FIR
15069,PAR
15070,Zero FIR
15071,PAR
15072,UDR
15073,PAR
15074,UDR
15075,UDR
15076,UDR
15077,FIR
15078,FIR
15079,PAR
15080,PAR
15081,Zero FIR
15082,FIR
15083,PAR
15084,UDR
15085,FIR
15086,Zero FIR
15087,PAR
15088,PAR
15089,UDR
15090,PAR
15091,Zero FIR
15092,Zero FIR
15093,UDR
15094,UDR
15095,FIR
15096,PAR
15097,PAR
15098,UDR
15099,UDR
15100,PAR
15101,UDR
15102,FIR
15103,UDR
15104,PAR
15105,PAR
15106,FIR
15107,PAR
15108,FIR
15109,PAR
15110,UDR
15111,PAR
15112,PAR
15113,Zero FIR
15114,UDR
15115,Zero FIR
15116,PAR
15117,FIR
15118,Zero FIR
15119,PAR
15120,FIR
15121,FIR
15122,Zero FIR
15123,FIR
15124,Zero FIR
15125,FIR
15126,UDR
15127,FIR
15128,UDR
15129,FIR
15130,FIR
15131,FIR
15132,PAR
15133,UDR
15134,PAR
15135,PAR
15136,Zero FIR
15137,Zero FIR
15138,Zero FIR
15139,PAR
15140,PAR
15141,Zero FIR
15142,UDR
15143,UDR
15144,FIR
15145,PAR
15146,UDR
15147,Zero FIR
15148,UDR
15149,FIR
15150,UDR
15151,FIR
15152,Zero FIR
15153,Zero FIR
15154,Zero FIR
15155,PAR
15156,Zero FIR
15157,PAR
15158,UDR
15159,FIR
15160,FIR
15161,PAR
15162,PAR
15163,PAR
15164,UDR
15165,FIR
15166,PAR
15167,FIR
15168,UDR
15169,UDR
15170,PAR
15171,PAR
15172,PAR
15173,UDR
15174,Zero FIR
15175,FIR
15176,FIR
15177,FIR
15178,FIR
15179,PAR
15180,UDR
15181,PAR
15182,FIR
15183,Zero FIR
15184,UDR
15185,PAR
15186,Zero FIR
15187,UDR
15188,Zero FIR
15189,PAR
15190,UDR
15191,UDR
15192,Zero FIR
15193,Zero FIR
15194,UDR
15195,UDR
15196,FIR
15197,FIR
15198,PAR
15199,PAR
15200,Zero FIR
15201,UDR
15202,PAR
15203,Zero FIR
15204,FIR
15205,PAR
15206,FIR
15207,PAR
15208,FIR
15209,UDR
15210,UDR
15211,FIR
15212,UDR
15213,PAR
15214,PAR
15215,PAR
15216,UDR
15217,PAR
15218,PAR
15219,UDR
15220,Zero FIR
15221,FIR
15222,UDR
15223,UDR
15224,PAR
15225,UDR
15226,FIR
15227,UDR
15228,Zero FIR
15229,PAR
15230,FIR
15231,PAR
15232,FIR
15233,PAR
15234,PAR
15235,PAR
15236,FIR
15237,UDR
15238,FIR
15239,PAR
15240,Zero FIR
15241,PAR
15242,PAR
15243,FIR
15244,UDR
15245,UDR
15246,UDR
15247,Zero FIR
15248,Zero FIR
15249,Zero FIR
15250,UDR
15251,PAR
15252,PAR
15253,FIR
15254,FIR
15255,PAR
15256,UDR
15257,UDR
15258,Zero FIR
15259,UDR
15260,FIR
15261,PAR
15262,UDR
15263,UDR
15264,PAR
15265,PAR
15266,PAR
15267,FIR
15268,Zero FIR
15269,FIR
15270,Zero FIR
15271,PAR
15272,FIR
15273,Zero FIR
15274,FIR
15275,PAR
15276,PAR
15277,UDR
15278,Zero FIR
15279,UDR
15280,PAR
15281,Zero FIR
15282,PAR
15283,Zero FIR
15284,FIR
15285,PAR
15286,PAR
15287,PAR
15288,UDR
15289,PAR
15290,UDR
15291,PAR
15292,Zero FIR
15293,UDR
15294,PAR
15295,FIR
15296,Zero FIR
15297,UDR
15298,UDR
15299,PAR
15300,FIR
15301,FIR
15302,PAR
15303,Zero FIR
15304,UDR
15305,FIR
15306,Zero FIR
15307,Zero FIR
15308,UDR
15309,Zero FIR
15310,PAR
15311,UDR
15312,UDR
15313,UDR
15314,FIR
15315,PAR
15316,Zero FIR
15317,FIR
15318,FIR
15319,FIR
15320,Zero FIR
15321,Zero FIR
15322,FIR
15323,PAR
15324,UDR
15325,Zero FIR
15326,UDR
15327,FIR
15328,UDR
15329,PAR
15330,PAR
15331,UDR
15332,Zero FIR
15333,Zero FIR
15334,UDR
15335,FIR
15336,Zero FIR
15337,UDR
15338,PAR
15339,UDR
15340,UDR
15341,PAR
15342,Zero FIR
15343,PAR
15344,Zero FIR
15345,FIR
15346,FIR
15347,Zero FIR
15348,UDR
15349,UDR
15350,FIR
15351,PAR
15352,FIR
15353,PAR
15354,UDR
15355,UDR
15356,Zero FIR
15357,FIR
15358,PAR
15359,UDR
15360,PAR
15361,FIR
15362,PAR
15363,UDR
15364,FIR
15365,Zero FIR
15366,Zero FIR
15367,PAR
15368,UDR
15369,UDR
15370,FIR
15371,UDR
15372,Zero FIR
15373,Zero FIR
15374,FIR
15375,UDR
15376,PAR
15377,UDR
15378,UDR
15379,PAR
15380,UDR
15381,PAR
15382,PAR
15383,Zero FIR
15384,PAR
15385,PAR
15386,UDR
15387,FIR
15388,UDR
15389,UDR
15390,Zero FIR
15391,PAR
15392,UDR
15393,FIR
15394,FIR
15395,Zero FIR
15396,PAR
15397,Zero FIR
15398,Zero FIR
15399,Zero FIR
15400,Zero FIR
15401,Zero FIR
15402,UDR
15403,PAR
15404,UDR
15405,PAR
15406,UDR
15407,Zero FIR
15408,UDR
15409,Zero FIR
15410,FIR
15411,FIR
15412,FIR
15413,PAR
15414,FIR
15415,FIR
15416,PAR
15417,FIR
15418,FIR
15419,PAR
15420,UDR
15421,FIR
15422,Zero FIR
15423,PAR
15424,PAR
15425,FIR
15426,PAR
15427,UDR
15428,Zero FIR
15429,PAR
15430,Zero FIR
15431,FIR
15432,Zero FIR
15433,PAR
15434,UDR
15435,PAR
15436,Zero FIR
15437,Zero FIR
15438,FIR
15439,UDR
15440,FIR
15441,PAR
15442,UDR
15443,UDR
15444,FIR
15445,PAR
15446,PAR
15447,UDR
15448,FIR
15449,Zero FIR
15450,FIR
15451,PAR
15452,UDR
15453,FIR
15454,FIR
15455,PAR
15456,FIR
15457,UDR
15458,FIR
15459,PAR
15460,FIR
15461,PAR
15462,PAR
15463,UDR
15464,UDR
15465,FIR
15466,Zero FIR
15467,FIR
