RankID,RankName,Hierarchy,Active
14256,DIG_14256,8,True
14257,SP_14257,2,True
14258,IG_14258,3,True
14259,DIG_14259,4,True
14260,Head Constable_14260,3,False
14261,IG_14261,9,True
14262,SP_14262,2,True
14263,ASI_14263,1,True
14264,ADGP_14264,7,False
14265,Constable_14265,7,True
14266,ASI_14266,8,True
14267,SP_14267,8,True
14268,DSP_14268,6,True
14269,ASI_14269,6,True
14270,Inspector_14270,9,True
14271,ADGP_14271,2,True
14272,DIG_14272,8,True
14273,Constable_14273,8,True
14274,Constable_14274,6,True
14275,DIG_14275,5,True
14276,IG_14276,5,True
14277,Head Constable_14277,9,True
14278,SI_14278,7,True
14279,IG_14279,6,True
14280,Head Constable_14280,7,True
14281,SP_14281,1,True
14282,Constable_14282,4,True
14283,DIG_14283,3,True
14284,Constable_14284,2,True
14285,SI_14285,9,True
14286,Head Constable_14286,2,False
14287,Constable_14287,7,True
14288,DSP_14288,8,True
14289,SI_14289,6,True
14290,IG_14290,7,True
14291,SI_14291,3,False
14292,DIG_14292,1,True
14293,Constable_14293,4,True
14294,ADGP_14294,1,True
14295,Constable_14295,1,True
14296,ADGP_14296,5,True
14297,DIG_14297,5,True
14298,ASI_14298,1,True
14299,Constable_14299,5,True
14300,SI_14300,8,True
14301,ADGP_14301,4,True
14302,DSP_14302,5,True
14303,DSP_14303,9,True
14304,Head Constable_14304,7,True
14305,SP_14305,2,True
14306,DIG_14306,6,False
14307,Inspector_14307,6,True
14308,Inspector_14308,5,False
14309,DSP_14309,3,True
14310,DIG_14310,8,True
14311,SI_14311,4,False
14312,SI_14312,2,True
14313,DSP_14313,1,True
14314,DIG_14314,3,True
14315,DIG_14315,3,True
14316,DSP_14316,7,True
14317,DSP_14317,8,True
14318,DSP_14318,7,True
14319,ASI_14319,2,True
14320,SP_14320,6,True
14321,ASI_14321,5,True
14322,SI_14322,2,True
14323,DIG_14323,7,True
14324,Inspector_14324,3,True
14325,SI_14325,4,True
14326,Constable_14326,9,True
14327,ASI_14327,4,True
14328,DIG_14328,9,True
14329,Head Constable_14329,3,True
14330,ASI_14330,6,True
14331,ASI_14331,7,True
14332,IG_14332,9,True
14333,ASI_14333,7,True
14334,ADGP_14334,1,True
14335,Constable_14335,4,True
14336,ADGP_14336,1,True
14337,ASI_14337,8,True
14338,SI_14338,3,True
14339,ADGP_14339,3,True
14340,DSP_14340,1,True
14341,DSP_14341,9,True
14342,DSP_14342,5,True
14343,Inspector_14343,8,False
14344,DIG_14344,9,True
14345,Constable_14345,5,True
14346,SP_14346,1,True
14347,ASI_14347,8,False
14348,Constable_14348,3,True
14349,Head Constable_14349,7,True
14350,SI_14350,3,True
14351,ADGP_14351,1,True
14352,SP_14352,4,True
14353,Head Constable_14353,7,True
14354,ADGP_14354,9,True
14355,IG_14355,9,True
14356,DIG_14356,6,True
14357,Constable_14357,5,True
14358,SP_14358,6,True
14359,Constable_14359,2,True
14360,DSP_14360,5,True
14361,Head Constable_14361,8,True
14362,SP_14362,7,True
14363,IG_14363,1,False
14364,Inspector_14364,2,True
14365,DSP_14365,6,True
14366,ADGP_14366,1,True
14367,SI_14367,5,True
14368,Head Constable_14368,7,True
14369,Head Constable_14369,9,True
14370,DIG_14370,3,True
14371,ADGP_14371,7,True
14372,DSP_14372,4,True
14373,SI_14373,9,True
14374,Constable_14374,8,True
14375,SI_14375,5,True
14376,Head Constable_14376,7,True
14377,Head Constable_14377,5,True
14378,SI_14378,9,True
14379,SP_14379,4,True
14380,IG_14380,1,True
14381,ADGP_14381,7,True
14382,DSP_14382,8,True
14383,IG_14383,7,True
14384,Head Constable_14384,8,True
14385,ADGP_14385,1,True
14386,DIG_14386,7,True
14387,SP_14387,6,True
14388,DIG_14388,8,True
14389,IG_14389,3,True
14390,SP_14390,8,True
14391,IG_14391,9,True
14392,Constable_14392,5,True
14393,Head Constable_14393,2,True
14394,Constable_14394,9,True
14395,IG_14395,9,True
14396,Constable_14396,5,True
14397,Constable_14397,4,True
14398,ASI_14398,1,True
14399,SP_14399,2,True
14400,Head Constable_14400,5,True
14401,Constable_14401,2,True
14402,Constable_14402,3,True
14403,Head Constable_14403,4,True
14404,SP_14404,8,True
14405,SP_14405,3,True
14406,DSP_14406,3,True
14407,Head Constable_14407,4,True
14408,Head Constable_14408,4,True
14409,Inspector_14409,2,True
14410,ASI_14410,6,True
14411,SP_14411,9,True
14412,ASI_14412,2,True
14413,Inspector_14413,3,True
14414,Inspector_14414,2,True
14415,Inspector_14415,3,True
14416,ASI_14416,3,True
14417,Inspector_14417,6,True
14418,DIG_14418,6,True
14419,Constable_14419,5,True
14420,ASI_14420,3,True
14421,DIG_14421,9,True
14422,IG_14422,1,True
14423,Inspector_14423,1,True
14424,Head Constable_14424,1,True
14425,SP_14425,9,False
14426,DIG_14426,1,True
14427,ADGP_14427,5,True
14428,Head Constable_14428,3,True
14429,SI_14429,2,True
14430,DSP_14430,1,True
14431,Inspector_14431,1,True
14432,SP_14432,7,True
14433,SP_14433,8,True
14434,DSP_14434,7,True
14435,SP_14435,2,True
14436,Head Constable_14436,1,False
14437,Constable_14437,3,True
14438,DSP_14438,2,True
14439,IG_14439,1,True
14440,SP_14440,5,True
14441,Head Constable_14441,5,True
14442,Head Constable_14442,8,True
14443,Constable_14443,7,True
14444,Head Constable_14444,6,True
14445,SP_14445,9,False
14446,SI_14446,6,True
14447,SI_14447,8,True
14448,Inspector_14448,9,True
14449,Inspector_14449,6,True
14450,Inspector_14450,9,True
14451,IG_14451,2,False
14452,Inspector_14452,9,True
14453,DSP_14453,4,True
14454,ADGP_14454,6,True
14455,SI_14455,1,False
14456,ASI_14456,1,False
14457,Head Constable_14457,4,True
14458,DSP_14458,9,True
14459,Inspector_14459,5,True
14460,Constable_14460,6,True
14461,DSP_14461,5,True
14462,IG_14462,2,True
14463,ADGP_14463,5,True
14464,DSP_14464,4,True
14465,Inspector_14465,5,True
14466,SP_14466,2,True
14467,Head Constable_14467,4,True
14468,ADGP_14468,6,True
14469,SI_14469,6,True
14470,SP_14470,9,True
14471,DIG_14471,4,True
14472,DIG_14472,1,True
14473,SI_14473,6,True
14474,DIG_14474,9,True
14475,Inspector_14475,8,True
14476,Constable_14476,7,True
14477,DSP_14477,3,True
14478,ADGP_14478,4,True
14479,DIG_14479,8,True
14480,SP_14480,7,False
14481,SP_14481,4,False
14482,DIG_14482,3,True
14483,DSP_14483,1,True
14484,SP_14484,2,True
14485,SP_14485,2,True
14486,Constable_14486,2,True
14487,ADGP_14487,3,True
14488,Inspector_14488,9,True
14489,ADGP_14489,7,True
14490,Head Constable_14490,7,True
14491,Inspector_14491,1,True
14492,SI_14492,4,True
14493,IG_14493,9,True
14494,IG_14494,7,True
14495,DIG_14495,3,True
14496,ADGP_14496,1,True
14497,ADGP_14497,6,True
14498,Inspector_14498,6,True
14499,SP_14499,1,True
14500,Constable_14500,3,True
14501,DIG_14501,5,True
14502,ASI_14502,1,True
14503,DIG_14503,4,True
14504,Head Constable_14504,5,True
14505,Head Constable_14505,7,True
14506,SP_14506,2,True
14507,Inspector_14507,5,True
14508,Constable_14508,3,True
14509,ASI_14509,1,True
14510,SP_14510,3,True
14511,SP_14511,3,True
14512,SI_14512,3,False
14513,IG_14513,3,True
14514,ADGP_14514,5,True
14515,IG_14515,4,True
14516,IG_14516,1,True
14517,Inspector_14517,4,True
14518,DSP_14518,8,True
14519,SP_14519,6,True
14520,ADGP_14520,1,True
14521,IG_14521,4,True
14522,Head Constable_14522,2,False
14523,SI_14523,6,True
14524,DIG_14524,7,True
14525,DSP_14525,8,True
14526,Inspector_14526,3,True
14527,Head Constable_14527,9,True
14528,IG_14528,8,True
14529,Constable_14529,6,True
14530,DIG_14530,3,True
14531,SI_14531,2,True
14532,DSP_14532,3,True
14533,SP_14533,3,False
14534,IG_14534,7,False
14535,Inspector_14535,3,False
14536,SP_14536,4,True
14537,IG_14537,1,True
14538,SI_14538,4,True
14539,Constable_14539,4,True
14540,Head Constable_14540,4,True
14541,Head Constable_14541,9,True
14542,Head Constable_14542,7,True
14543,ASI_14543,4,True
14544,IG_14544,2,True
14545,IG_14545,5,True
14546,IG_14546,7,True
14547,ASI_14547,5,True
14548,SI_14548,1,True
14549,DIG_14549,6,True
14550,SP_14550,8,True
14551,DSP_14551,1,False
14552,ASI_14552,3,True
14553,SI_14553,9,True
14554,DSP_14554,3,True
14555,DSP_14555,3,True
14556,Constable_14556,1,True
14557,Inspector_14557,6,True
14558,Head Constable_14558,9,True
14559,IG_14559,9,True
14560,ASI_14560,5,True
14561,SP_14561,4,True
14562,DIG_14562,7,True
14563,Constable_14563,5,True
14564,IG_14564,9,True
14565,ADGP_14565,4,True
14566,Inspector_14566,9,True
14567,SI_14567,5,True
14568,Inspector_14568,8,True
14569,Constable_14569,8,False
14570,IG_14570,2,True
14571,DIG_14571,3,True
14572,ASI_14572,8,True
14573,Inspector_14573,3,True
14574,ADGP_14574,8,True
14575,DIG_14575,5,True
14576,SP_14576,7,True
14577,DIG_14577,8,True
14578,ADGP_14578,6,True
14579,Constable_14579,5,True
14580,ASI_14580,8,True
14581,Constable_14581,8,True
14582,DSP_14582,1,True
14583,ADGP_14583,2,True
14584,SI_14584,5,True
14585,SP_14585,8,True
14586,IG_14586,5,True
14587,ADGP_14587,3,True
14588,IG_14588,4,True
14589,SI_14589,7,True
14590,DSP_14590,4,True
14591,DSP_14591,1,True
14592,ADGP_14592,3,True
14593,SP_14593,9,False
14594,ADGP_14594,5,True
14595,Constable_14595,6,True
14596,ADGP_14596,5,True
14597,Constable_14597,6,True
14598,Constable_14598,7,True
14599,DSP_14599,2,True
14600,SP_14600,3,True
14601,SP_14601,5,True
14602,ASI_14602,2,True
14603,SI_14603,7,True
14604,SI_14604,6,True
14605,ADGP_14605,8,True
14606,IG_14606,4,True
14607,ADGP_14607,6,True
14608,DSP_14608,1,True
14609,ADGP_14609,9,True
14610,Constable_14610,7,True
14611,SP_14611,9,True
14612,ADGP_14612,4,True
14613,IG_14613,2,True
14614,DIG_14614,8,True
14615,DSP_14615,3,True
14616,DIG_14616,9,True
14617,ADGP_14617,6,True
14618,DSP_14618,8,True
14619,Inspector_14619,2,True
14620,SP_14620,2,True
14621,Head Constable_14621,8,True
14622,Constable_14622,7,False
14623,DSP_14623,9,True
14624,Inspector_14624,1,True
14625,ADGP_14625,5,True
14626,Inspector_14626,8,True
14627,SI_14627,3,True
14628,ASI_14628,8,True
14629,DIG_14629,1,True
14630,SP_14630,7,True
14631,Constable_14631,8,False
14632,ADGP_14632,8,True
14633,Constable_14633,1,True
14634,Inspector_14634,1,True
14635,Constable_14635,1,True
14636,DIG_14636,5,True
14637,IG_14637,7,True
14638,DIG_14638,2,True
14639,SI_14639,8,True
14640,DSP_14640,7,True
14641,SP_14641,8,True
14642,ADGP_14642,8,True
14643,DSP_14643,2,True
14644,IG_14644,6,True
14645,DIG_14645,2,True
14646,DSP_14646,8,True
14647,Inspector_14647,1,True
14648,IG_14648,4,True
14649,ASI_14649,1,True
14650,SI_14650,1,True
14651,Constable_14651,5,True
14652,SP_14652,1,True
14653,DSP_14653,1,True
14654,Constable_14654,6,True
14655,SP_14655,6,True
14656,DSP_14656,2,True
14657,DIG_14657,7,False
14658,Inspector_14658,6,True
14659,ADGP_14659,8,True
14660,ASI_14660,1,True
14661,ADGP_14661,1,True
14662,SI_14662,6,True
14663,Head Constable_14663,3,True
14664,DIG_14664,7,True
14665,IG_14665,7,True
14666,ADGP_14666,2,True
14667,ASI_14667,9,True
14668,DIG_14668,2,True
14669,IG_14669,6,True
14670,DSP_14670,5,True
14671,Inspector_14671,9,True
14672,DSP_14672,3,True
14673,ADGP_14673,9,True
14674,DSP_14674,7,True
14675,ASI_14675,3,True
14676,DSP_14676,7,True
14677,IG_14677,8,True
14678,ASI_14678,6,False
14679,DIG_14679,4,True
14680,IG_14680,9,False
14681,SI_14681,5,True
14682,SI_14682,4,True
14683,Constable_14683,2,True
14684,ASI_14684,2,True
14685,ADGP_14685,2,True
14686,IG_14686,3,True
14687,DIG_14687,9,True
14688,Head Constable_14688,1,True
14689,Inspector_14689,3,True
14690,DIG_14690,6,True
14691,DIG_14691,7,True
14692,DSP_14692,7,False
14693,Constable_14693,1,True
14694,Constable_14694,5,True
14695,Constable_14695,1,True
14696,SP_14696,2,True
14697,Head Constable_14697,5,True
14698,SI_14698,7,False
14699,SI_14699,2,True
14700,ADGP_14700,4,True
14701,SI_14701,6,True
14702,SP_14702,2,True
14703,Constable_14703,2,True
14704,SI_14704,5,True
14705,ASI_14705,7,True
14706,DIG_14706,1,False
14707,Head Constable_14707,8,True
14708,ASI_14708,2,True
14709,SP_14709,8,True
14710,ADGP_14710,9,True
14711,Head Constable_14711,4,False
14712,DIG_14712,3,True
14713,ASI_14713,4,True
14714,Constable_14714,9,True
14715,SP_14715,2,True
14716,DSP_14716,8,True
14717,ASI_14717,4,True
14718,DIG_14718,1,True
14719,Constable_14719,5,True
14720,IG_14720,2,True
14721,Inspector_14721,6,False
14722,Head Constable_14722,4,True
14723,SP_14723,4,True
14724,Inspector_14724,7,True
14725,DSP_14725,7,True
14726,ADGP_14726,9,True
14727,ADGP_14727,8,True
14728,Inspector_14728,9,True
14729,IG_14729,9,True
14730,Head Constable_14730,9,True
14731,Constable_14731,1,True
14732,Head Constable_14732,3,True
14733,Inspector_14733,4,True
14734,DSP_14734,7,True
14735,Head Constable_14735,5,True
14736,Inspector_14736,4,True
14737,DSP_14737,1,True
14738,SP_14738,7,True
14739,SI_14739,1,True
14740,Constable_14740,7,True
14741,DIG_14741,1,True
14742,DSP_14742,2,True
14743,DIG_14743,8,True
14744,DSP_14744,4,True
14745,DSP_14745,5,True
14746,Inspector_14746,1,True
14747,Constable_14747,7,True
14748,ASI_14748,4,True
14749,DSP_14749,9,True
14750,SP_14750,5,True
14751,ADGP_14751,3,True
14752,Inspector_14752,9,True
14753,DIG_14753,2,True
14754,Inspector_14754,2,True
14755,DIG_14755,1,True
14756,IG_14756,1,True
14757,DIG_14757,7,True
14758,SP_14758,7,True
14759,Head Constable_14759,1,True
14760,Head Constable_14760,9,False
14761,Inspector_14761,7,True
14762,SP_14762,6,True
14763,ASI_14763,3,False
14764,Inspector_14764,4,True
14765,Constable_14765,3,True
14766,ADGP_14766,9,True
14767,SI_14767,4,True
14768,ASI_14768,8,True
14769,DSP_14769,9,True
14770,SP_14770,8,True
14771,Constable_14771,3,True
14772,ADGP_14772,7,True
14773,Head Constable_14773,3,True
14774,DIG_14774,9,True
14775,ADGP_14775,8,True
14776,DSP_14776,7,True
14777,DSP_14777,6,True
14778,Inspector_14778,5,True
14779,SP_14779,9,True
14780,Inspector_14780,9,True
14781,Constable_14781,8,True
14782,DIG_14782,5,True
14783,DIG_14783,2,True
14784,DIG_14784,6,True
14785,DIG_14785,1,True
14786,IG_14786,8,True
14787,Inspector_14787,6,True
14788,DIG_14788,3,True
14789,IG_14789,4,True
14790,Head Constable_14790,7,True
14791,Head Constable_14791,2,True
14792,SI_14792,9,True
14793,Constable_14793,4,False
14794,DIG_14794,6,True
14795,SP_14795,4,True
14796,SI_14796,2,False
14797,DIG_14797,4,True
14798,ASI_14798,9,True
14799,DIG_14799,5,True
14800,Inspector_14800,4,True
14801,Inspector_14801,7,True
14802,SP_14802,2,True
14803,Head Constable_14803,5,True
14804,DSP_14804,7,True
14805,DSP_14805,2,True
14806,IG_14806,9,True
14807,Head Constable_14807,8,True
14808,Constable_14808,6,True
14809,DIG_14809,1,True
14810,DSP_14810,4,True
14811,Constable_14811,1,False
14812,ASI_14812,1,True
14813,Head Constable_14813,5,True
14814,SI_14814,5,True
14815,Inspector_14815,5,True
14816,IG_14816,5,True
14817,SP_14817,5,False
14818,DIG_14818,2,True
14819,IG_14819,6,True
14820,DSP_14820,1,True
14821,IG_14821,4,True
14822,DIG_14822,5,True
14823,ASI_14823,2,True
14824,ADGP_14824,1,True
14825,DSP_14825,6,True
14826,ADGP_14826,9,False
14827,SI_14827,6,True
14828,Head Constable_14828,4,True
14829,DIG_14829,9,True
14830,ADGP_14830,5,True
14831,ASI_14831,7,True
14832,Constable_14832,6,True
14833,Head Constable_14833,2,True
14834,DIG_14834,1,True
14835,Head Constable_14835,5,True
14836,DSP_14836,4,True
14837,ADGP_14837,1,True
14838,Constable_14838,5,False
14839,ASI_14839,9,True
14840,Inspector_14840,4,True
14841,SP_14841,2,True
14842,SP_14842,1,True
14843,SI_14843,6,True
14844,Constable_14844,2,True
14845,SP_14845,7,True
14846,ASI_14846,5,True
14847,SP_14847,6,True
14848,SP_14848,1,True
14849,IG_14849,5,True
14850,ADGP_14850,7,True
14851,ASI_14851,4,True
14852,IG_14852,2,True
14853,SI_14853,6,True
14854,ASI_14854,1,True
14855,ADGP_14855,9,True
14856,IG_14856,5,True
14857,Constable_14857,6,True
14858,ASI_14858,9,True
14859,DIG_14859,7,True
14860,ASI_14860,7,True
14861,Head Constable_14861,8,True
14862,SP_14862,6,True
14863,DIG_14863,7,False
14864,ADGP_14864,9,True
14865,ADGP_14865,4,True
14866,DSP_14866,4,True
14867,DSP_14867,9,True
14868,Inspector_14868,5,True
14869,Constable_14869,5,True
14870,Head Constable_14870,4,True
14871,SI_14871,6,False
14872,DSP_14872,2,True
14873,ADGP_14873,5,True
14874,Inspector_14874,5,True
14875,Inspector_14875,6,True
14876,ASI_14876,5,False
14877,ADGP_14877,3,True
14878,ASI_14878,3,True
14879,SI_14879,1,True
14880,Inspector_14880,9,True
14881,SI_14881,4,True
14882,IG_14882,3,True
14883,SP_14883,4,True
14884,DSP_14884,4,True
14885,Constable_14885,1,True
14886,Head Constable_14886,2,True
14887,DIG_14887,8,True
14888,Head Constable_14888,2,True
14889,IG_14889,6,True
14890,SI_14890,9,True
14891,DSP_14891,8,True
14892,IG_14892,7,True
14893,Constable_14893,7,True
14894,DIG_14894,9,True
14895,SI_14895,9,False
14896,Constable_14896,9,True
14897,IG_14897,8,True
14898,DSP_14898,3,True
14899,Constable_14899,4,True
14900,SP_14900,4,True
14901,ADGP_14901,7,True
14902,ADGP_14902,7,True
14903,IG_14903,6,True
14904,ADGP_14904,3,True
14905,Constable_14905,7,True
14906,ADGP_14906,5,True
14907,ADGP_14907,9,False
14908,SI_14908,5,True
14909,Head Constable_14909,2,True
14910,DSP_14910,7,True
14911,SI_14911,3,True
14912,DSP_14912,8,True
14913,ASI_14913,4,True
14914,ADGP_14914,9,True
14915,Constable_14915,9,True
14916,Head Constable_14916,5,True
14917,ADGP_14917,6,True
14918,DIG_14918,6,True
14919,ASI_14919,2,True
14920,Head Constable_14920,2,True
14921,Constable_14921,1,True
14922,Inspector_14922,1,False
14923,ADGP_14923,4,True
14924,Constable_14924,4,True
14925,ASI_14925,2,True
14926,Head Constable_14926,7,False
14927,DIG_14927,3,True
14928,IG_14928,5,True
14929,DSP_14929,4,True
14930,Constable_14930,2,True
14931,SI_14931,8,True
14932,Inspector_14932,3,True
14933,SI_14933,2,True
14934,SI_14934,5,False
14935,IG_14935,3,True
14936,ADGP_14936,1,True
14937,Constable_14937,8,True
14938,DIG_14938,1,False
14939,Inspector_14939,7,False
14940,IG_14940,4,True
14941,Inspector_14941,7,False
14942,SP_14942,7,True
14943,Head Constable_14943,2,False
14944,IG_14944,8,True
14945,DSP_14945,2,True
14946,SP_14946,7,True
14947,SP_14947,8,True
14948,ASI_14948,9,True
14949,ADGP_14949,4,True
14950,Head Constable_14950,3,True
14951,Head Constable_14951,1,True
14952,ADGP_14952,3,True
14953,Inspector_14953,9,True
14954,Constable_14954,8,True
14955,DIG_14955,4,True
14956,DSP_14956,9,True
14957,ADGP_14957,9,True
14958,ASI_14958,4,True
14959,Inspector_14959,2,True
14960,SP_14960,1,True
14961,DIG_14961,7,True
14962,DSP_14962,7,True
14963,Head Constable_14963,6,True
14964,ASI_14964,9,True
14965,ADGP_14965,4,True
14966,Head Constable_14966,4,True
14967,DIG_14967,3,True
14968,Constable_14968,6,True
14969,Inspector_14969,8,True
14970,ADGP_14970,2,True
14971,ADGP_14971,9,True
14972,SI_14972,4,True
14973,DSP_14973,9,True
14974,ADGP_14974,2,True
14975,ASI_14975,9,True
14976,Inspector_14976,3,True
14977,SP_14977,1,True
14978,DIG_14978,8,True
14979,SI_14979,6,True
14980,DIG_14980,2,True
14981,DIG_14981,1,True
14982,DSP_14982,4,True
14983,SP_14983,6,True
14984,SP_14984,8,True
14985,ASI_14985,3,False
14986,IG_14986,8,True
14987,Constable_14987,9,True
14988,IG_14988,5,True
14989,ADGP_14989,8,True
14990,Constable_14990,1,True
14991,SI_14991,7,True
14992,Inspector_14992,3,True
14993,DIG_14993,6,True
14994,ASI_14994,4,True
14995,Head Constable_14995,8,True
14996,SP_14996,7,True
14997,SP_14997,9,True
14998,DSP_14998,7,True
14999,Constable_14999,4,False
15000,SP_15000,1,True
15001,DSP_15001,4,True
15002,ADGP_15002,1,True
15003,ASI_15003,9,False
15004,SI_15004,1,False
15005,Constable_15005,3,True
15006,Constable_15006,6,True
15007,IG_15007,5,True
15008,DSP_15008,8,True
15009,SI_15009,9,True
15010,DIG_15010,2,True
15011,SI_15011,6,False
15012,IG_15012,1,True
15013,Inspector_15013,3,True
15014,DSP_15014,1,True
15015,ADGP_15015,8,True
15016,Inspector_15016,8,True
15017,SP_15017,5,True
15018,Inspector_15018,6,True
15019,DIG_15019,3,False
15020,IG_15020,6,True
15021,Head Constable_15021,8,True
15022,DIG_15022,6,True
15023,Head Constable_15023,9,True
15024,Head Constable_15024,8,True
15025,DIG_15025,3,True
15026,ASI_15026,6,True
15027,DIG_15027,4,True
15028,DSP_15028,4,True
15029,Constable_15029,7,True
15030,DIG_15030,4,True
15031,ASI_15031,7,True
15032,SI_15032,8,True
15033,Head Constable_15033,1,True
15034,SP_15034,5,True
15035,ASI_15035,2,False
15036,DSP_15036,7,True
15037,Head Constable_15037,4,True
15038,Inspector_15038,7,True
15039,SI_15039,6,True
15040,ASI_15040,9,True
15041,Head Constable_15041,3,True
15042,ASI_15042,1,True
15043,ADGP_15043,7,True
15044,Inspector_15044,7,True
15045,ASI_15045,3,True
15046,SP_15046,3,True
15047,Head Constable_15047,7,True
15048,ASI_15048,4,True
15049,IG_15049,1,True
15050,SP_15050,1,True
15051,Constable_15051,2,True
15052,SI_15052,9,True
15053,SI_15053,6,True
15054,Constable_15054,3,True
15055,IG_15055,7,True
15056,Constable_15056,7,False
15057,IG_15057,5,True
15058,Constable_15058,2,True
15059,Constable_15059,6,True
15060,SI_15060,6,True
15061,Head Constable_15061,2,True
15062,ADGP_15062,8,True
15063,Inspector_15063,4,True
15064,Head Constable_15064,2,True
15065,SI_15065,3,True
15066,DSP_15066,9,True
15067,Head Constable_15067,6,True
15068,Head Constable_15068,7,True
15069,SP_15069,5,True
15070,Inspector_15070,5,False
15071,SI_15071,6,True
15072,SI_15072,8,True
15073,DIG_15073,6,True
15074,DIG_15074,5,True
15075,ADGP_15075,7,True
15076,ADGP_15076,2,True
15077,DIG_15077,7,True
15078,ASI_15078,5,True
15079,DIG_15079,1,True
15080,Inspector_15080,6,True
15081,ADGP_15081,5,True
15082,ASI_15082,1,True
15083,SP_15083,8,True
15084,ASI_15084,1,True
15085,Inspector_15085,2,True
15086,Inspector_15086,6,True
15087,DIG_15087,9,True
15088,Head Constable_15088,9,True
15089,SP_15089,6,True
15090,ADGP_15090,2,True
15091,ADGP_15091,6,False
15092,SI_15092,8,True
15093,Constable_15093,6,True
15094,Head Constable_15094,3,True
15095,IG_15095,6,True
15096,ASI_15096,6,True
15097,Head Constable_15097,9,True
15098,SI_15098,2,False
15099,Constable_15099,6,True
15100,Head Constable_15100,8,True
15101,ADGP_15101,2,True
15102,IG_15102,6,True
15103,IG_15103,2,True
15104,Inspector_15104,2,True
15105,SP_15105,6,True
15106,ASI_15106,6,False
15107,IG_15107,3,False
15108,Constable_15108,5,True
15109,SP_15109,2,True
15110,Constable_15110,8,False
15111,SI_15111,7,True
15112,ADGP_15112,9,True
15113,DIG_15113,8,True
15114,SI_15114,8,True
15115,Constable_15115,7,True
15116,ASI_15116,8,True
15117,ADGP_15117,3,True
15118,IG_15118,7,True
15119,DIG_15119,9,True
15120,ADGP_15120,7,True
15121,DIG_15121,9,True
15122,IG_15122,5,False
15123,SP_15123,1,True
15124,ADGP_15124,3,True
15125,Inspector_15125,5,True
15126,ADGP_15126,8,True
15127,ADGP_15127,1,True
15128,ASI_15128,2,True
15129,Inspector_15129,2,True
15130,SI_15130,1,True
15131,SI_15131,9,True
15132,ASI_15132,2,True
15133,ASI_15133,4,True
15134,DSP_15134,9,True
15135,DIG_15135,4,True
15136,ADGP_15136,6,True
15137,ADGP_15137,7,True
15138,Constable_15138,5,True
15139,Head Constable_15139,6,True
15140,IG_15140,9,True
15141,Constable_15141,1,True
15142,Inspector_15142,6,True
15143,DSP_15143,7,True
15144,ASI_15144,5,True
15145,Constable_15145,1,True
15146,ADGP_15146,1,True
15147,ASI_15147,1,True
15148,ADGP_15148,3,True
15149,Constable_15149,6,True
15150,DIG_15150,1,True
15151,IG_15151,2,True
15152,SI_15152,2,True
15153,DSP_15153,9,True
15154,IG_15154,7,True
15155,IG_15155,6,True
15156,Constable_15156,4,True
15157,Inspector_15157,8,True
15158,DSP_15158,6,True
15159,Head Constable_15159,3,True
15160,DIG_15160,2,True
15161,Inspector_15161,1,True
15162,SP_15162,7,True
15163,ADGP_15163,8,True
15164,DIG_15164,7,True
15165,SP_15165,6,True
15166,Head Constable_15166,4,True
15167,Head Constable_15167,2,True
15168,Inspector_15168,4,False
15169,ADGP_15169,9,True
15170,ASI_15170,4,True
15171,DIG_15171,3,True
15172,ASI_15172,1,True
15173,IG_15173,9,True
15174,ASI_15174,7,True
15175,DSP_15175,2,True
15176,ADGP_15176,6,True
15177,Head Constable_15177,9,True
15178,ASI_15178,1,True
15179,DSP_15179,9,True
15180,Inspector_15180,5,True
15181,Constable_15181,8,True
15182,Constable_15182,8,True
15183,IG_15183,5,True
15184,Constable_15184,4,True
15185,ASI_15185,8,True
15186,IG_15186,2,True
15187,ASI_15187,2,True
15188,SI_15188,2,True
15189,DIG_15189,8,True
15190,Head Constable_15190,7,False
15191,DSP_15191,3,True
15192,Constable_15192,8,True
15193,Constable_15193,4,True
15194,SP_15194,7,False
15195,ASI_15195,9,True
15196,Constable_15196,3,True
15197,Constable_15197,6,False
15198,DIG_15198,8,True
15199,IG_15199,8,True
15200,Inspector_15200,3,True
15201,DIG_15201,2,True
15202,Inspector_15202,4,True
15203,IG_15203,7,True
15204,DIG_15204,4,True
15205,Inspector_15205,8,True
15206,SP_15206,5,True
15207,SI_15207,9,True
15208,IG_15208,8,True
15209,ADGP_15209,2,True
15210,Head Constable_15210,8,True
15211,DIG_15211,1,True
15212,DIG_15212,2,True
15213,Inspector_15213,9,True
15214,IG_15214,6,True
15215,SP_15215,3,True
15216,Head Constable_15216,5,True
15217,IG_15217,8,True
15218,DIG_15218,7,True
15219,DSP_15219,8,True
15220,Inspector_15220,4,True
15221,ADGP_15221,4,True
15222,Inspector_15222,4,True
15223,Constable_15223,4,True
15224,DIG_15224,5,True
15225,DSP_15225,4,True
15226,DSP_15226,6,True
15227,SI_15227,5,True
15228,SP_15228,7,True
15229,ASI_15229,9,True
15230,IG_15230,1,True
15231,DSP_15231,8,True
15232,IG_15232,6,True
15233,DSP_15233,9,True
15234,DSP_15234,7,True
15235,Head Constable_15235,4,True
15236,DSP_15236,5,True
15237,DSP_15237,6,True
15238,ADGP_15238,4,True
15239,SP_15239,9,True
15240,DIG_15240,9,True
15241,DSP_15241,1,True
15242,SP_15242,2,True
15243,ADGP_15243,9,True
15244,DIG_15244,9,True
15245,SI_15245,9,True
