CaseStatusID,CaseStatusName
31904,Closed
31905,Undetected
31906,Under Investigation
31907,Under Investigation
31908,Charge Sheeted
31909,Under Investigation
31910,Under Investigation
31911,Undetected
31912,Closed
31913,Under Investigation
31914,Under Investigation
31915,Charge Sheeted
31916,Under Investigation
31917,Charge Sheeted
31918,Undetected
31919,Undetected
31920,Charge Sheeted
31921,Charge Sheeted
31922,Undetected
31923,Closed
31924,Closed
31925,Undetected
31926,Undetected
31927,Undetected
31928,Charge Sheeted
31929,Charge Sheeted
31930,Under Investigation
31931,Under Investigation
31932,Under Investigation
31933,Closed
31934,Undetected
31935,Under Investigation
31936,Charge Sheeted
31937,Undetected
31938,Under Investigation
31939,Under Investigation
31940,Charge Sheeted
31941,Closed
31942,Charge Sheeted
31943,Closed
31944,Under Investigation
31945,Closed
31946,Charge Sheeted
31947,Under Investigation
31948,Closed
31949,Under Investigation
31950,Undetected
31951,Under Investigation
31952,Closed
31953,Closed
31954,Under Investigation
31955,Charge Sheeted
31956,Undetected
31957,Under Investigation
31958,Charge Sheeted
31959,Closed
31960,Under Investigation
31961,Under Investigation
31962,Under Investigation
31963,Closed
31964,Closed
31965,Charge Sheeted
31966,Charge Sheeted
31967,Charge Sheeted
31968,Undetected
31969,Undetected
31970,Undetected
31971,Charge Sheeted
31972,Closed
31973,Undetected
31974,Under Investigation
31975,Under Investigation
31976,Closed
31977,Undetected
31978,Under Investigation
31979,Charge Sheeted
31980,Undetected
31981,Undetected
31982,Under Investigation
31983,Charge Sheeted
31984,Undetected
31985,Under Investigation
31986,Closed
31987,Under Investigation
31988,Under Investigation
31989,Closed
31990,Under Investigation
31991,Charge Sheeted
31992,Undetected
31993,Undetected
31994,Charge Sheeted
31995,Undetected
31996,Closed
31997,Charge Sheeted
31998,Closed
31999,Charge Sheeted
32000,Closed
32001,Undetected
32002,Charge Sheeted
32003,Undetected
32004,Charge Sheeted
32005,Charge Sheeted
32006,Closed
32007,Charge Sheeted
32008,Undetected
32009,Undetected
32010,Undetected
32011,Under Investigation
32012,Undetected
32013,Undetected
32014,Under Investigation
32015,Undetected
32016,Undetected
32017,Closed
32018,Closed
32019,Closed
32020,Undetected
32021,Under Investigation
32022,Under Investigation
32023,Closed
32024,Undetected
32025,Undetected
32026,Charge Sheeted
32027,Under Investigation
32028,Under Investigation
32029,Charge Sheeted
32030,Undetected
32031,Closed
32032,Charge Sheeted
32033,Under Investigation
32034,Closed
32035,Undetected
32036,Charge Sheeted
32037,Under Investigation
32038,Undetected
32039,Closed
32040,Undetected
32041,Charge Sheeted
32042,Closed
32043,Charge Sheeted
32044,Closed
32045,Under Investigation
32046,Undetected
32047,Closed
32048,Under Investigation
32049,Under Investigation
32050,Undetected
32051,Under Investigation
32052,Under Investigation
32053,Undetected
32054,Undetected
32055,Undetected
32056,Under Investigation
32057,Under Investigation
32058,Under Investigation
32059,Undetected
32060,Charge Sheeted
32061,Undetected
32062,Undetected
32063,Closed
32064,Charge Sheeted
32065,Under Investigation
32066,Charge Sheeted
32067,Closed
32068,Undetected
32069,Undetected
32070,Charge Sheeted
32071,Charge Sheeted
32072,Under Investigation
32073,Undetected
32074,Undetected
32075,Closed
32076,Closed
32077,Undetected
32078,Undetected
32079,Undetected
32080,Undetected
32081,Under Investigation
32082,Undetected
32083,Closed
32084,Undetected
32085,Closed
32086,Charge Sheeted
32087,Closed
32088,Under Investigation
32089,Undetected
32090,Charge Sheeted
32091,Closed
32092,Under Investigation
32093,Closed
32094,Undetected
32095,Undetected
32096,Under Investigation
32097,Closed
32098,Closed
32099,Charge Sheeted
32100,Under Investigation
32101,Undetected
32102,Closed
32103,Charge Sheeted
32104,Closed
32105,Under Investigation
32106,Closed
32107,Undetected
32108,Closed
32109,Closed
32110,Under Investigation
32111,Under Investigation
32112,Charge Sheeted
32113,Under Investigation
32114,Closed
32115,Undetected
32116,Closed
32117,Under Investigation
32118,Under Investigation
32119,Under Investigation
32120,Undetected
32121,Charge Sheeted
32122,Undetected
32123,Under Investigation
32124,Charge Sheeted
32125,Under Investigation
32126,Under Investigation
32127,Closed
32128,Closed
32129,Undetected
32130,Undetected
32131,Charge Sheeted
32132,Undetected
32133,Charge Sheeted
32134,Charge Sheeted
32135,Undetected
32136,Undetected
32137,Charge Sheeted
32138,Under Investigation
32139,Closed
32140,Under Investigation
32141,Under Investigation
32142,Charge Sheeted
32143,Undetected
32144,Under Investigation
32145,Closed
32146,Charge Sheeted
32147,Undetected
32148,Undetected
32149,Undetected
32150,Under Investigation
32151,Undetected
32152,Closed
32153,Under Investigation
32154,Under Investigation
32155,Under Investigation
32156,Undetected
32157,Under Investigation
32158,Closed
32159,Charge Sheeted
32160,Undetected
32161,Undetected
32162,Under Investigation
32163,Undetected
32164,Undetected
32165,Charge Sheeted
32166,Under Investigation
32167,Under Investigation
32168,Undetected
32169,Closed
32170,Undetected
32171,Undetected
32172,Charge Sheeted
32173,Charge Sheeted
32174,Under Investigation
32175,Charge Sheeted
32176,Closed
32177,Charge Sheeted
32178,Closed
32179,Under Investigation
32180,Under Investigation
32181,Under Investigation
32182,Closed
32183,Closed
32184,Undetected
32185,Undetected
32186,Charge Sheeted
32187,Charge Sheeted
32188,Undetected
32189,Undetected
32190,Charge Sheeted
32191,Under Investigation
32192,Under Investigation
32193,Under Investigation
32194,Charge Sheeted
32195,Closed
32196,Closed
32197,Closed
32198,Charge Sheeted
32199,Undetected
32200,Undetected
32201,Closed
32202,Under Investigation
32203,Closed
32204,Undetected
32205,Undetected
32206,Undetected
32207,Undetected
32208,Under Investigation
32209,Under Investigation
32210,Under Investigation
32211,Closed
32212,Closed
32213,Charge Sheeted
32214,Closed
32215,Closed
32216,Closed
32217,Charge Sheeted
32218,Under Investigation
32219,Closed
32220,Charge Sheeted
32221,Undetected
32222,Under Investigation
32223,Closed
32224,Charge Sheeted
32225,Closed
32226,Undetected
32227,Under Investigation
32228,Charge Sheeted
32229,Undetected
32230,Charge Sheeted
32231,Closed
32232,Undetected
32233,Charge Sheeted
32234,Charge Sheeted
32235,Under Investigation
32236,Under Investigation
32237,Closed
32238,Charge Sheeted
32239,Under Investigation
32240,Under Investigation
32241,Charge Sheeted
32242,Under Investigation
32243,Under Investigation
32244,Under Investigation
32245,Closed
32246,Undetected
32247,Closed
32248,Undetected
32249,Charge Sheeted
32250,Charge Sheeted
32251,Closed
32252,Under Investigation
32253,Undetected
32254,Undetected
32255,Charge Sheeted
32256,Under Investigation
32257,Undetected
32258,Under Investigation
32259,Charge Sheeted
32260,Charge Sheeted
32261,Closed
32262,Under Investigation
32263,Charge Sheeted
32264,Under Investigation
32265,Undetected
32266,Under Investigation
32267,Under Investigation
32268,Undetected
32269,Under Investigation
32270,Charge Sheeted
32271,Under Investigation
32272,Undetected
32273,Charge Sheeted
32274,Closed
32275,Undetected
32276,Closed
32277,Undetected
32278,Closed
32279,Under Investigation
32280,Undetected
32281,Undetected
32282,Undetected
32283,Closed
32284,Closed
32285,Undetected
32286,Charge Sheeted
32287,Undetected
32288,Closed
32289,Undetected
32290,Charge Sheeted
32291,Under Investigation
32292,Under Investigation
32293,Under Investigation
32294,Undetected
32295,Under Investigation
32296,Under Investigation
32297,Charge Sheeted
32298,Charge Sheeted
32299,Closed
32300,Closed
32301,Charge Sheeted
32302,Under Investigation
32303,Undetected
32304,Undetected
32305,Closed
32306,Undetected
32307,Charge Sheeted
32308,Undetected
32309,Under Investigation
32310,Charge Sheeted
32311,Under Investigation
32312,Charge Sheeted
32313,Charge Sheeted
32314,Under Investigation
32315,Charge Sheeted
32316,Under Investigation
32317,Closed
32318,Closed
32319,Closed
32320,Under Investigation
32321,Undetected
32322,Undetected
32323,Under Investigation
32324,Charge Sheeted
32325,Undetected
32326,Closed
32327,Undetected
32328,Undetected
32329,Undetected
32330,Charge Sheeted
32331,Closed
32332,Under Investigation
32333,Charge Sheeted
32334,Closed
32335,Charge Sheeted
32336,Undetected
32337,Under Investigation
32338,Charge Sheeted
32339,Under Investigation
32340,Closed
32341,Charge Sheeted
32342,Closed
32343,Charge Sheeted
32344,Undetected
32345,Closed
32346,Undetected
32347,Undetected
32348,Closed
32349,Under Investigation
32350,Charge Sheeted
32351,Under Investigation
32352,Undetected
32353,Under Investigation
32354,Charge Sheeted
32355,Undetected
32356,Undetected
32357,Under Investigation
32358,Closed
32359,Charge Sheeted
32360,Undetected
32361,Charge Sheeted
32362,Under Investigation
32363,Undetected
32364,Charge Sheeted
32365,Under Investigation
32366,Closed
32367,Undetected
32368,Charge Sheeted
32369,Charge Sheeted
32370,Charge Sheeted
32371,Under Investigation
32372,Charge Sheeted
32373,Under Investigation
32374,Closed
32375,Undetected
32376,Undetected
32377,Closed
32378,Under Investigation
32379,Under Investigation
32380,Undetected
32381,Charge Sheeted
32382,Undetected
32383,Under Investigation
32384,Closed
32385,Charge Sheeted
32386,Closed
32387,Under Investigation
32388,Charge Sheeted
32389,Undetected
32390,Under Investigation
32391,Undetected
32392,Charge Sheeted
32393,Closed
32394,Undetected
32395,Charge Sheeted
32396,Charge Sheeted
32397,Closed
32398,Undetected
32399,Under Investigation
32400,Closed
32401,Closed
32402,Undetected
32403,Closed
32404,Undetected
32405,Closed
32406,Charge Sheeted
32407,Undetected
32408,Undetected
32409,Charge Sheeted
32410,Charge Sheeted
32411,Closed
32412,Charge Sheeted
32413,Under Investigation
32414,Closed
32415,Under Investigation
32416,Under Investigation
32417,Undetected
32418,Under Investigation
32419,Charge Sheeted
32420,Under Investigation
32421,Undetected
32422,Closed
32423,Undetected
32424,Under Investigation
32425,Under Investigation
32426,Closed
32427,Undetected
32428,Closed
32429,Closed
32430,Undetected
32431,Closed
32432,Under Investigation
32433,Charge Sheeted
32434,Charge Sheeted
32435,Charge Sheeted
32436,Under Investigation
32437,Charge Sheeted
32438,Undetected
32439,Under Investigation
32440,Charge Sheeted
32441,Undetected
32442,Undetected
32443,Under Investigation
32444,Charge Sheeted
32445,Under Investigation
32446,Undetected
32447,Under Investigation
32448,Closed
32449,Closed
32450,Under Investigation
32451,Under Investigation
32452,Under Investigation
32453,Undetected
32454,Undetected
32455,Closed
32456,Undetected
32457,Undetected
32458,Charge Sheeted
32459,Charge Sheeted
32460,Closed
32461,Under Investigation
32462,Undetected
32463,Closed
32464,Under Investigation
32465,Under Investigation
32466,Undetected
32467,Undetected
32468,Undetected
32469,Closed
32470,Charge Sheeted
32471,Undetected
32472,Closed
32473,Closed
32474,Closed
32475,Closed
32476,Charge Sheeted
32477,Closed
32478,Charge Sheeted
32479,Under Investigation
32480,Undetected
32481,Under Investigation
32482,Undetected
32483,Undetected
32484,Closed
32485,Under Investigation
32486,Undetected
32487,Charge Sheeted
32488,Closed
32489,Charge Sheeted
32490,Under Investigation
32491,Undetected
32492,Under Investigation
32493,Undetected
32494,Undetected
32495,Charge Sheeted
32496,Undetected
32497,Charge Sheeted
32498,Closed
32499,Undetected
32500,Closed
32501,Charge Sheeted
32502,Undetected
32503,Undetected
32504,Closed
32505,Under Investigation
32506,Under Investigation
32507,Charge Sheeted
32508,Closed
32509,Closed
32510,Undetected
32511,Under Investigation
32512,Closed
32513,Closed
32514,Charge Sheeted
32515,Closed
32516,Closed
32517,Under Investigation
32518,Closed
32519,Closed
32520,Under Investigation
32521,Charge Sheeted
32522,Undetected
32523,Undetected
32524,Undetected
32525,Under Investigation
32526,Charge Sheeted
32527,Undetected
32528,Undetected
32529,Under Investigation
32530,Charge Sheeted
32531,Undetected
32532,Under Investigation
32533,Charge Sheeted
32534,Under Investigation
32535,Charge Sheeted
32536,Under Investigation
32537,Closed
32538,Closed
32539,Under Investigation
32540,Undetected
32541,Under Investigation
32542,Closed
32543,Under Investigation
32544,Under Investigation
32545,Under Investigation
32546,Charge Sheeted
32547,Undetected
32548,Closed
32549,Charge Sheeted
32550,Charge Sheeted
32551,Closed
32552,Undetected
32553,Charge Sheeted
32554,Undetected
32555,Closed
32556,Under Investigation
32557,Under Investigation
32558,Undetected
32559,Charge Sheeted
32560,Undetected
32561,Under Investigation
32562,Closed
32563,Charge Sheeted
32564,Undetected
32565,Under Investigation
32566,Undetected
32567,Undetected
32568,Charge Sheeted
32569,Closed
32570,Under Investigation
32571,Closed
32572,Under Investigation
32573,Charge Sheeted
32574,Charge Sheeted
32575,Under Investigation
32576,Undetected
32577,Undetected
32578,Undetected
32579,Undetected
32580,Under Investigation
32581,Closed
32582,Charge Sheeted
32583,Under Investigation
32584,Closed
32585,Closed
32586,Undetected
32587,Closed
32588,Closed
32589,Under Investigation
32590,Undetected
32591,Closed
32592,Closed
32593,Undetected
32594,Undetected
32595,Closed
32596,Charge Sheeted
32597,Undetected
32598,Closed
32599,Undetected
32600,Under Investigation
32601,Closed
32602,Undetected
32603,Charge Sheeted
32604,Undetected
32605,Charge Sheeted
32606,Undetected
32607,Charge Sheeted
32608,Undetected
32609,Closed
32610,Charge Sheeted
32611,Closed
32612,Under Investigation
32613,Undetected
32614,Charge Sheeted
32615,Under Investigation
32616,Undetected
32617,Undetected
32618,Undetected
32619,Charge Sheeted
32620,Closed
32621,Under Investigation
32622,Under Investigation
32623,Undetected
32624,Under Investigation
32625,Under Investigation
32626,Charge Sheeted
32627,Closed
32628,Under Investigation
32629,Closed
32630,Under Investigation
32631,Undetected
32632,Under Investigation
32633,Closed
32634,Under Investigation
32635,Under Investigation
32636,Undetected
32637,Closed
32638,Charge Sheeted
32639,Closed
32640,Charge Sheeted
32641,Closed
32642,Under Investigation
32643,Closed
32644,Under Investigation
32645,Closed
32646,Closed
32647,Closed
32648,Undetected
32649,Under Investigation
32650,Undetected
32651,Under Investigation
32652,Undetected
32653,Charge Sheeted
32654,Charge Sheeted
32655,Charge Sheeted
32656,Charge Sheeted
32657,Under Investigation
32658,Undetected
32659,Charge Sheeted
32660,Closed
32661,Under Investigation
32662,Under Investigation
32663,Closed
32664,Closed
32665,Closed
32666,Under Investigation
32667,Under Investigation
32668,Charge Sheeted
32669,Closed
32670,Undetected
32671,Closed
32672,Under Investigation
32673,Undetected
32674,Undetected
32675,Charge Sheeted
32676,Charge Sheeted
32677,Charge Sheeted
32678,Undetected
32679,Under Investigation
32680,Closed
32681,Closed
32682,Charge Sheeted
32683,Undetected
32684,Charge Sheeted
32685,Under Investigation
32686,Closed
32687,Under Investigation
32688,Closed
32689,Undetected
32690,Charge Sheeted
32691,Closed
32692,Under Investigation
32693,Undetected
32694,Closed
32695,Charge Sheeted
32696,Under Investigation
32697,Undetected
32698,Charge Sheeted
32699,Charge Sheeted
32700,Charge Sheeted
32701,Closed
32702,Undetected
32703,Under Investigation
32704,Charge Sheeted
32705,Undetected
32706,Closed
32707,Under Investigation
32708,Closed
32709,Under Investigation
32710,Under Investigation
32711,Undetected
32712,Closed
32713,Closed
32714,Closed
32715,Charge Sheeted
32716,Undetected
32717,Closed
32718,Closed
32719,Undetected
32720,Charge Sheeted
32721,Closed
32722,Under Investigation
32723,Under Investigation
32724,Charge Sheeted
32725,Charge Sheeted
32726,Undetected
32727,Closed
32728,Undetected
32729,Closed
32730,Undetected
32731,Charge Sheeted
32732,Closed
32733,Closed
32734,Under Investigation
32735,Undetected
32736,Under Investigation
32737,Undetected
32738,Under Investigation
32739,Charge Sheeted
32740,Undetected
32741,Undetected
32742,Under Investigation
32743,Charge Sheeted
32744,Under Investigation
32745,Under Investigation
32746,Undetected
32747,Under Investigation
32748,Charge Sheeted
32749,Under Investigation
32750,Closed
32751,Under Investigation
32752,Charge Sheeted
32753,Closed
32754,Under Investigation
32755,Closed
32756,Undetected
32757,Under Investigation
32758,Charge Sheeted
32759,Charge Sheeted
32760,Undetected
32761,Under Investigation
32762,Undetected
32763,Closed
32764,Closed
32765,Under Investigation
32766,Undetected
32767,Closed
32768,Charge Sheeted
32769,Undetected
32770,Charge Sheeted
32771,Undetected
32772,Charge Sheeted
32773,Undetected
32774,Charge Sheeted
32775,Charge Sheeted
32776,Under Investigation
32777,Undetected
32778,Undetected
32779,Under Investigation
32780,Undetected
32781,Undetected
32782,Closed
32783,Charge Sheeted
32784,Charge Sheeted
32785,Closed
32786,Charge Sheeted
32787,Closed
32788,Undetected
32789,Under Investigation
32790,Undetected
32791,Closed
32792,Undetected
32793,Under Investigation
32794,Closed
32795,Under Investigation
32796,Undetected
32797,Charge Sheeted
32798,Charge Sheeted
32799,Charge Sheeted
32800,Closed
32801,Closed
32802,Charge Sheeted
32803,Charge Sheeted
32804,Closed
32805,Closed
32806,Closed
32807,Under Investigation
32808,Undetected
32809,Charge Sheeted
32810,Closed
32811,Undetected
32812,Charge Sheeted
32813,Closed
32814,Charge Sheeted
32815,Undetected
32816,Closed
32817,Under Investigation
32818,Charge Sheeted
32819,Charge Sheeted
32820,Undetected
32821,Closed
32822,Under Investigation
32823,Under Investigation
32824,Under Investigation
32825,Closed
32826,Undetected
32827,Undetected
32828,Closed
32829,Closed
32830,Under Investigation
32831,Undetected
32832,Closed
32833,Undetected
32834,Under Investigation
32835,Under Investigation
32836,Closed
32837,Charge Sheeted
32838,Closed
32839,Under Investigation
32840,Undetected
32841,Charge Sheeted
32842,Undetected
32843,Under Investigation
32844,Charge Sheeted
32845,Undetected
32846,Charge Sheeted
32847,Under Investigation
32848,Under Investigation
32849,Closed
32850,Undetected
32851,Under Investigation
32852,Under Investigation
32853,Undetected
32854,Undetected
32855,Under Investigation
32856,Undetected
32857,Undetected
32858,Undetected
32859,Charge Sheeted
32860,Under Investigation
32861,Undetected
32862,Under Investigation
32863,Closed
32864,Closed
32865,Under Investigation
32866,Closed
32867,Charge Sheeted
32868,Undetected
32869,Undetected
32870,Charge Sheeted
32871,Undetected
32872,Charge Sheeted
32873,Undetected
32874,Charge Sheeted
32875,Under Investigation
32876,Undetected
32877,Under Investigation
32878,Undetected
32879,Charge Sheeted
32880,Undetected
32881,Under Investigation
32882,Charge Sheeted
32883,Undetected
32884,Closed
32885,Under Investigation
32886,Under Investigation
32887,Undetected
32888,Closed
32889,Closed
32890,Charge Sheeted
32891,Charge Sheeted
32892,Under Investigation
32893,Under Investigation
32894,Undetected
32895,Charge Sheeted
32896,Under Investigation
32897,Closed
32898,Charge Sheeted
32899,Undetected
32900,Undetected
32901,Undetected
32902,Undetected
32903,Undetected
32904,Under Investigation
32905,Closed
32906,Closed
32907,Charge Sheeted
32908,Closed
32909,Undetected
32910,Charge Sheeted
32911,Undetected
32912,Closed
32913,Charge Sheeted
32914,Charge Sheeted
32915,Charge Sheeted
32916,Undetected
32917,Charge Sheeted
32918,Charge Sheeted
32919,Under Investigation
32920,Undetected
32921,Charge Sheeted
32922,Charge Sheeted
32923,Under Investigation
32924,Closed
32925,Undetected
32926,Undetected
32927,Under Investigation
32928,Under Investigation
32929,Undetected
32930,Undetected
32931,Closed
32932,Under Investigation
32933,Under Investigation
32934,Under Investigation
32935,Under Investigation
32936,Under Investigation
32937,Closed
32938,Undetected
32939,Undetected
32940,Closed
32941,Closed
32942,Under Investigation
32943,Undetected
32944,Under Investigation
32945,Undetected
32946,Charge Sheeted
32947,Charge Sheeted
32948,Closed
32949,Charge Sheeted
32950,Under Investigation
32951,Under Investigation
32952,Under Investigation
32953,Closed
32954,Under Investigation
32955,Closed
32956,Charge Sheeted
32957,Under Investigation
32958,Charge Sheeted
32959,Under Investigation
32960,Under Investigation
32961,Under Investigation
32962,Charge Sheeted
32963,Closed
32964,Under Investigation
32965,Closed
32966,Under Investigation
32967,Undetected
32968,Undetected
32969,Closed
32970,Closed
32971,Closed
32972,Closed
32973,Closed
32974,Charge Sheeted
32975,Charge Sheeted
32976,Charge Sheeted
32977,Undetected
32978,Undetected
32979,Under Investigation
32980,Under Investigation
32981,Charge Sheeted
32982,Charge Sheeted
32983,Under Investigation
32984,Charge Sheeted
32985,Closed
32986,Undetected
32987,Undetected
32988,Charge Sheeted
32989,Charge Sheeted
32990,Undetected
32991,Closed
32992,Charge Sheeted
32993,Undetected
32994,Charge Sheeted
32995,Closed
32996,Under Investigation
32997,Closed
32998,Undetected
32999,Undetected
33000,Undetected
33001,Under Investigation
33002,Under Investigation
33003,Undetected
33004,Charge Sheeted
33005,Under Investigation
33006,Undetected
33007,Undetected
33008,Charge Sheeted
33009,Undetected
33010,Undetected
33011,Undetected
33012,Undetected
33013,Under Investigation
33014,Undetected
33015,Closed
33016,Charge Sheeted
33017,Charge Sheeted
33018,Closed
33019,Closed
33020,Undetected
33021,Charge Sheeted
33022,Undetected
33023,Charge Sheeted
33024,Undetected
33025,Under Investigation
33026,Undetected
33027,Closed
33028,Undetected
33029,Under Investigation
33030,Charge Sheeted
33031,Under Investigation
33032,Charge Sheeted
33033,Under Investigation
33034,Charge Sheeted
33035,Undetected
33036,Closed
33037,Closed
33038,Undetected
33039,Under Investigation
33040,Charge Sheeted
33041,Under Investigation
33042,Undetected
33043,Charge Sheeted
33044,Undetected
33045,Charge Sheeted
33046,Undetected
33047,Undetected
33048,Charge Sheeted
33049,Undetected
33050,Undetected
33051,Under Investigation
33052,Under Investigation
33053,Closed
33054,Closed
33055,Under Investigation
33056,Under Investigation
33057,Closed
33058,Closed
33059,Under Investigation
33060,Closed
33061,Closed
33062,Charge Sheeted
33063,Closed
33064,Charge Sheeted
33065,Under Investigation
33066,Charge Sheeted
33067,Under Investigation
33068,Undetected
33069,Closed
33070,Closed
33071,Undetected
33072,Under Investigation
33073,Charge Sheeted
33074,Undetected
33075,Closed
33076,Closed
33077,Charge Sheeted
33078,Under Investigation
33079,Under Investigation
33080,Charge Sheeted
33081,Undetected
33082,Undetected
33083,Charge Sheeted
33084,Under Investigation
33085,Closed
33086,Undetected
33087,Closed
33088,Charge Sheeted
33089,Under Investigation
33090,Undetected
33091,Closed
33092,Charge Sheeted
33093,Under Investigation
33094,Under Investigation
33095,Undetected
33096,Undetected
33097,Charge Sheeted
33098,Charge Sheeted
33099,Charge Sheeted
33100,Undetected
33101,Under Investigation
33102,Under Investigation
33103,Charge Sheeted
33104,Charge Sheeted
33105,Closed
33106,Closed
33107,Under Investigation
33108,Undetected
33109,Undetected
33110,Undetected
33111,Charge Sheeted
33112,Under Investigation
33113,Closed
33114,Undetected
33115,Under Investigation
33116,Closed
33117,Undetected
33118,Undetected
33119,Closed
33120,Under Investigation
33121,Under Investigation
33122,Closed
33123,Closed
33124,Under Investigation
33125,Closed
33126,Undetected
33127,Closed
33128,Undetected
33129,Under Investigation
33130,Undetected
33131,Charge Sheeted
33132,Charge Sheeted
33133,Under Investigation
33134,Charge Sheeted
33135,Closed
33136,Undetected
33137,Charge Sheeted
33138,Under Investigation
33139,Closed
33140,Closed
33141,Under Investigation
33142,Undetected
33143,Charge Sheeted
33144,Charge Sheeted
33145,Under Investigation
33146,Under Investigation
33147,Closed
33148,Under Investigation
33149,Under Investigation
33150,Closed
33151,Under Investigation
33152,Under Investigation
33153,Undetected
33154,Closed
33155,Closed
33156,Undetected
33157,Closed
33158,Charge Sheeted
33159,Closed
33160,Under Investigation
33161,Under Investigation
33162,Closed
33163,Closed
33164,Closed
33165,Undetected
33166,Under Investigation
33167,Charge Sheeted
33168,Closed
33169,Undetected
33170,Under Investigation
33171,Under Investigation
33172,Under Investigation
33173,Closed
33174,Under Investigation
33175,Closed
33176,Charge Sheeted
33177,Closed
33178,Under Investigation
33179,Closed
33180,Closed
33181,Undetected
33182,Closed
33183,Charge Sheeted
33184,Undetected
33185,Undetected
33186,Undetected
33187,Closed
33188,Charge Sheeted
33189,Closed
33190,Charge Sheeted
33191,Charge Sheeted
33192,Closed
33193,Charge Sheeted
33194,Undetected
33195,Closed
33196,Closed
33197,Undetected
33198,Undetected
33199,Closed
33200,Undetected
33201,Closed
33202,Under Investigation
33203,Closed
33204,Closed
33205,Under Investigation
33206,Undetected
33207,Charge Sheeted
33208,Under Investigation
33209,Under Investigation
33210,Under Investigation
33211,Undetected
33212,Undetected
33213,Under Investigation
33214,Undetected
33215,Charge Sheeted
33216,Closed
33217,Undetected
33218,Charge Sheeted
33219,Charge Sheeted
33220,Under Investigation
33221,Undetected
33222,Closed
33223,Under Investigation
33224,Undetected
33225,Charge Sheeted
33226,Under Investigation
33227,Undetected
33228,Charge Sheeted
33229,Closed
33230,Closed
33231,Under Investigation
33232,Under Investigation
33233,Under Investigation
33234,Under Investigation
33235,Closed
33236,Closed
33237,Under Investigation
33238,Undetected
33239,Closed
33240,Undetected
33241,Undetected
33242,Undetected
33243,Closed
33244,Closed
33245,Closed
33246,Under Investigation
33247,Closed
33248,Charge Sheeted
33249,Charge Sheeted
33250,Charge Sheeted
33251,Undetected
33252,Undetected
33253,Undetected
33254,Undetected
33255,Undetected
33256,Undetected
33257,Closed
33258,Closed
33259,Charge Sheeted
33260,Under Investigation
33261,Under Investigation
33262,Charge Sheeted
33263,Under Investigation
33264,Under Investigation
33265,Charge Sheeted
33266,Undetected
33267,Under Investigation
33268,Closed
33269,Closed
33270,Closed
33271,Under Investigation
33272,Charge Sheeted
33273,Charge Sheeted
33274,Under Investigation
33275,Charge Sheeted
33276,Charge Sheeted
33277,Closed
33278,Under Investigation
33279,Under Investigation
33280,Charge Sheeted
33281,Undetected
33282,Charge Sheeted
33283,Under Investigation
33284,Closed
33285,Under Investigation
33286,Charge Sheeted
33287,Under Investigation
33288,Under Investigation
33289,Charge Sheeted
33290,Under Investigation
33291,Under Investigation
33292,Undetected
33293,Closed
33294,Under Investigation
33295,Under Investigation
33296,Undetected
33297,Closed
33298,Closed
33299,Undetected
33300,Closed
33301,Under Investigation
33302,Closed
33303,Undetected
33304,Closed
33305,Under Investigation
33306,Undetected
33307,Closed
33308,Under Investigation
33309,Charge Sheeted
33310,Undetected
33311,Under Investigation
33312,Charge Sheeted
33313,Closed
33314,Undetected
33315,Under Investigation
33316,Charge Sheeted
33317,Undetected
33318,Charge Sheeted
33319,Undetected
33320,Closed
33321,Undetected
33322,Undetected
33323,Undetected
33324,Under Investigation
33325,Undetected
33326,Under Investigation
33327,Undetected
33328,Undetected
33329,Under Investigation
33330,Charge Sheeted
33331,Undetected
33332,Undetected
33333,Closed
33334,Undetected
33335,Charge Sheeted
33336,Charge Sheeted
33337,Closed
33338,Charge Sheeted
33339,Under Investigation
33340,Closed
33341,Charge Sheeted
33342,Under Investigation
33343,Charge Sheeted
33344,Closed
33345,Closed
33346,Undetected
33347,Under Investigation
33348,Under Investigation
33349,Closed
33350,Undetected
33351,Under Investigation
33352,Charge Sheeted
33353,Charge Sheeted
33354,Closed
33355,Closed
33356,Closed
33357,Undetected
33358,Closed
33359,Under Investigation
33360,Undetected
33361,Closed
33362,Undetected
33363,Closed
33364,Closed
33365,Charge Sheeted
33366,Charge Sheeted
33367,Closed
33368,Charge Sheeted
33369,Charge Sheeted
33370,Closed
33371,Under Investigation
33372,Under Investigation
33373,Under Investigation
33374,Under Investigation
33375,Undetected
33376,Closed
33377,Under Investigation
33378,Charge Sheeted
33379,Closed
33380,Under Investigation
33381,Closed
33382,Closed
33383,Undetected
33384,Closed
33385,Charge Sheeted
33386,Charge Sheeted
33387,Charge Sheeted
33388,Charge Sheeted
33389,Charge Sheeted
33390,Undetected
33391,Charge Sheeted
33392,Charge Sheeted
33393,Undetected
33394,Closed
33395,Undetected
33396,Charge Sheeted
33397,Charge Sheeted
33398,Closed
33399,Charge Sheeted
33400,Undetected
33401,Closed
33402,Under Investigation
33403,Undetected
33404,Undetected
33405,Closed
33406,Undetected
33407,Closed
33408,Closed
33409,Undetected
33410,Charge Sheeted
33411,Undetected
33412,Undetected
33413,Undetected
33414,Under Investigation
33415,Closed
33416,Closed
33417,Closed
33418,Charge Sheeted
33419,Closed
33420,Closed
33421,Charge Sheeted
33422,Under Investigation
33423,Closed
33424,Charge Sheeted
33425,Under Investigation
33426,Charge Sheeted
33427,Under Investigation
33428,Undetected
33429,Closed
