CrimeHeadID,ActCode,SectionCode
99718,A52884,15288
36825,A9964,15289
79583,A58023,15290
89769,A23504,15291
17626,A790,15292
90754,A12290,15293
61587,A20282,15294
57934,A42165,15295
40350,A93408,15296
12215,A22155,15297
25445,A57579,15298
92459,A49913,15299
42167,A9913,15300
39938,A68544,15301
31429,A69777,15302
2635,A70846,15303
34685,A57709,15304
55330,A34777,15305
64148,A59182,15306
95626,A90003,15307
36568,A19021,15308
19581,A30086,15309
82052,A29227,15310
94426,A91093,15311
59076,A8097,15312
19691,A26662,15313
80474,A84249,15314
4247,A14383,15315
88935,A31639,15316
70958,A10524,15317
77456,A32269,15318
53885,A19641,15319
41680,A39539,15320
51406,A37893,15321
56660,A15275,15322
98500,A87990,15323
84709,A72976,15324
56281,A10182,15325
29215,A54189,15326
48576,A94550,15327
51434,A85199,15328
94337,A99387,15329
27618,A25549,15330
12332,A63418,15331
38885,A56097,15332
67747,A90183,15333
8231,A61920,15334
70773,A40575,15335
40583,A97013,15336
41709,A4970,15337
42594,A81135,15338
64179,A32650,15339
83377,A49830,15340
88844,A86917,15341
32004,A3334,15342
10844,A16537,15343
51456,A50743,15344
13804,A60334,15345
59126,A399,15346
42660,A59700,15347
82544,A19892,15348
18709,A63364,15349
61710,A9071,15350
63957,A41705,15351
61774,A13196,15352
145,A65859,15353
70211,A38091,15354
27073,A13507,15355
43573,A25211,15356
77603,A45796,15357
15612,A93510,15358
75205,A8081,15359
11938,A93421,15360
63627,A23546,15361
20734,A6963,15362
80040,A30364,15363
38349,A29721,15364
10940,A23503,15365
3990,A87208,15366
95763,A63344,15367
34298,A60240,15368
99346,A89106,15369
15339,A47958,15370
80758,A98509,15371
18176,A48099,15372
83724,A35624,15373
23736,A83339,15374
64654,A72549,15375
6348,A93539,15376
5207,A34464,15377
16891,A92682,15378
51139,A41860,15379
21489,A92928,15380
86429,A57975,15381
30482,A7691,15382
37122,A31015,15383
10097,A45082,15384
93970,A96149,15385
3904,A3841,15386
28687,A97606,15387
50023,A52365,15388
78924,A24100,15389
83446,A43807,15390
65455,A2537,15391
84362,A62513,15392
3521,A69197,15393
71088,A97232,15394
7374,A66512,15395
20844,A46213,15396
80756,A85862,15397
28915,A52881,15398
26536,A89376,15399
38683,A51906,15400
47244,A61155,15401
47305,A24515,15402
95354,A71006,15403
98782,A47724,15404
42862,A74959,15405
80096,A52871,15406
83547,A19831,15407
54269,A68315,15408
65473,A40240,15409
14552,A49385,15410
7658,A72028,15411
86321,A44658,15412
87686,A21696,15413
10970,A29246,15414
37056,A35439,15415
40983,A46118,15416
85505,A28339,15417
20463,A61662,15418
91885,A87587,15419
32153,A40316,15420
24924,A8938,15421
3743,A53666,15422
58371,A62193,15423
64609,A57800,15424
84943,A99934,15425
80676,A17178,15426
81598,A98131,15427
43583,A25694,15428
13839,A81700,15429
80405,A72358,15430
247,A90635,15431
70832,A27691,15432
85378,A67883,15433
27159,A97323,15434
4460,A66713,15435
28050,A28244,15436
64838,A7535,15437
69412,A73015,15438
74256,A30488,15439
92508,A18339,15440
23417,A22440,15441
14924,A55387,15442
74177,A92490,15443
62780,A92570,15444
84438,A48403,15445
74204,A56307,15446
87870,A54039,15447
71424,A52938,15448
13814,A73831,15449
69459,A40716,15450
29171,A76139,15451
62542,A21448,15452
71016,A85481,15453
53710,A94047,15454
99536,A2255,15455
4457,A74004,15456
26359,A27862,15457
5737,A90314,15458
63372,A42466,15459
98703,A21927,15460
6198,A87519,15461
80224,A45276,15462
50905,A88881,15463
65862,A39935,15464
60041,A14661,15465
81279,A24487,15466
70624,A7946,15467
89788,A88187,15468
60841,A24755,15469
56010,A12817,15470
51227,A48371,15471
46314,A31759,15472
6656,A56042,15473
93451,A44388,15474
35026,A75815,15475
7941,A83576,15476
37851,A35331,15477
16893,A83577,15478
73545,A59628,15479
21926,A60528,15480
49243,A53355,15481
19395,A6188,15482
66109,A53426,15483
39613,A59630,15484
99239,A77025,15485
4290,A75047,15486
54111,A2585,15487
22655,A43452,15488
33853,A99659,15489
20917,A73371,15490
12914,A65733,15491
39426,A3153,15492
5142,A45904,15493
65799,A51935,15494
36843,A81219,15495
7196,A8636,15496
24515,A33815,15497
44555,A40112,15498
38676,A74637,15499
37889,A12017,15500
79713,A90754,15501
29645,A3482,15502
32589,A46819,15503
19654,A21694,15504
10564,A38121,15505
82760,A64166,15506
49825,A93049,15507
33883,A73749,15508
65753,A69661,15509
41353,A99234,15510
30103,A10345,15511
9172,A91901,15512
87774,A27225,15513
41422,A20888,15514
29948,A18416,15515
16463,A25055,15516
62601,A44476,15517
67207,A93440,15518
83480,A91673,15519
31172,A62449,15520
31942,A66952,15521
65454,A29851,15522
83313,A71641,15523
48016,A51936,15524
34270,A67246,15525
56969,A43061,15526
19023,A4248,15527
76932,A35081,15528
55558,A47985,15529
48417,A95739,15530
8594,A34446,15531
26990,A8423,15532
2184,A79194,15533
86823,A7624,15534
71088,A99457,15535
42178,A59198,15536
62788,A42762,15537
1183,A8596,15538
1814,A36589,15539
40360,A34466,15540
46409,A54431,15541
49919,A57101,15542
1235,A46531,15543
90725,A1914,15544
65347,A83763,15545
34927,A75145,15546
67482,A42499,15547
67467,A74270,15548
85286,A78733,15549
31459,A76397,15550
4246,A63603,15551
79272,A40969,15552
14132,A16482,15553
73764,A41299,15554
7083,A28897,15555
62589,A18493,15556
32378,A62781,15557
80099,A36905,15558
55521,A45202,15559
3817,A4226,15560
55680,A63080,15561
14965,A43014,15562
67334,A67707,15563
54048,A72272,15564
33805,A48398,15565
4068,A42557,15566
92630,A53140,15567
54066,A60907,15568
72750,A36633,15569
75920,A77681,15570
56972,A70565,15571
17068,A97269,15572
56756,A97656,15573
38105,A45721,15574
2412,A48084,15575
91871,A67253,15576
19902,A79667,15577
32909,A87110,15578
31908,A4672,15579
96889,A8037,15580
46060,A18734,15581
39061,A47097,15582
92213,A60394,15583
31470,A48788,15584
57239,A30170,15585
29151,A23694,15586
11138,A17557,15587
70819,A69758,15588
24295,A95925,15589
91059,A20078,15590
50199,A88227,15591
22268,A83916,15592
72517,A62122,15593
26589,A81596,15594
10154,A11588,15595
27392,A7725,15596
80456,A2153,15597
4656,A19723,15598
66484,A24867,15599
91864,A47835,15600
68321,A70567,15601
63620,A12399,15602
26132,A92717,15603
90791,A41353,15604
37649,A38649,15605
38969,A26752,15606
94805,A38755,15607
23770,A39075,15608
3735,A21631,15609
58171,A25909,15610
95533,A47621,15611
44976,A62130,15612
34100,A6040,15613
32722,A31945,15614
97212,A64677,15615
15608,A84739,15616
34165,A77419,15617
95954,A40247,15618
41162,A97507,15619
93673,A55282,15620
90960,A13173,15621
53768,A32362,15622
64476,A67971,15623
39110,A83037,15624
13157,A72066,15625
55856,A82213,15626
15537,A19166,15627
87715,A49815,15628
22128,A65977,15629
49438,A41560,15630
66115,A24566,15631
28096,A25384,15632
81312,A9858,15633
49848,A68179,15634
61913,A43052,15635
56246,A35511,15636
99449,A11316,15637
44916,A67247,15638
42459,A79813,15639
73374,A4811,15640
40002,A27572,15641
91622,A77823,15642
60460,A333,15643
94994,A21338,15644
41237,A81773,15645
21857,A50291,15646
28165,A6794,15647
98238,A30427,15648
795,A3619,15649
86661,A18674,15650
7415,A62732,15651
5968,A5936,15652
9605,A39090,15653
30373,A46909,15654
29960,A96048,15655
88590,A22866,15656
33226,A10623,15657
64039,A81522,15658
76686,A7296,15659
41531,A7264,15660
57497,A24620,15661
61779,A98625,15662
52841,A26622,15663
96966,A70533,15664
8198,A47615,15665
69220,A61365,15666
56445,A79971,15667
49816,A36937,15668
61650,A74839,15669
38007,A36308,15670
88222,A26901,15671
19350,A48106,15672
52560,A45435,15673
49534,A97555,15674
9591,A7642,15675
27965,A59867,15676
19352,A77099,15677
64674,A37494,15678
89346,A99806,15679
35742,A3967,15680
99493,A2116,15681
98158,A57180,15682
39708,A17787,15683
25601,A14215,15684
14904,A45321,15685
30987,A46054,15686
99308,A54143,15687
2650,A32878,15688
77739,A36174,15689
38530,A96619,15690
25891,A30166,15691
17422,A49605,15692
35632,A19538,15693
89860,A73157,15694
51282,A28401,15695
43517,A4692,15696
14997,A76693,15697
42317,A33472,15698
73079,A47873,15699
28873,A99957,15700
83184,A40282,15701
68820,A13752,15702
11162,A33835,15703
41279,A38558,15704
28693,A45996,15705
33764,A10687,15706
69690,A80765,15707
26148,A71369,15708
40714,A7129,15709
3234,A86904,15710
25814,A84571,15711
21944,A22960,15712
74966,A87824,15713
18540,A22195,15714
6449,A55718,15715
5469,A75803,15716
65506,A1200,15717
51861,A22990,15718
92843,A44968,15719
23843,A14688,15720
99328,A84289,15721
85655,A19698,15722
70368,A72014,15723
5080,A45044,15724
60367,A36776,15725
99307,A73005,15726
14423,A31862,15727
18584,A3583,15728
90533,A49310,15729
87996,A25723,15730
12112,A16923,15731
5577,A49144,15732
1081,A50738,15733
85060,A7343,15734
91485,A49897,15735
10402,A79324,15736
80228,A95647,15737
49512,A99627,15738
97978,A35177,15739
70196,A86790,15740
71287,A7620,15741
99916,A30573,15742
57929,A33120,15743
73780,A32266,15744
36568,A59022,15745
49875,A8586,15746
3595,A64262,15747
18772,A76984,15748
46089,A53716,15749
41835,A60829,15750
54348,A42782,15751
24406,A31834,15752
14682,A89725,15753
88730,A46173,15754
56873,A66444,15755
19709,A89465,15756
15671,A77140,15757
49449,A71728,15758
42386,A18035,15759
60723,A5814,15760
35018,A37,15761
12458,A302,15762
84287,A43866,15763
30704,A66781,15764
15223,A74081,15765
10834,A85911,15766
71484,A10319,15767
72095,A26836,15768
24733,A96800,15769
10446,A59985,15770
24268,A21100,15771
12687,A83000,15772
17354,A95724,15773
54338,A82388,15774
10597,A23771,15775
49633,A64122,15776
80864,A26365,15777
18226,A78857,15778
51110,A3201,15779
61518,A76209,15780
26930,A15300,15781
58429,A42365,15782
52329,A89701,15783
49546,A59429,15784
30000,A97938,15785
47699,A9579,15786
5016,A34921,15787
27700,A39359,15788
95258,A64478,15789
77808,A2662,15790
62340,A66230,15791
10189,A25075,15792
93951,A97491,15793
51021,A69228,15794
67600,A56353,15795
47502,A72718,15796
87092,A29817,15797
14318,A85922,15798
22765,A82715,15799
30413,A83518,15800
88108,A60766,15801
87508,A55088,15802
21290,A41741,15803
41984,A94615,15804
15452,A6319,15805
10761,A49524,15806
87444,A24069,15807
21734,A62827,15808
26645,A66225,15809
76553,A53393,15810
61157,A10740,15811
7292,A85312,15812
1218,A34245,15813
26392,A71305,15814
4241,A59077,15815
54193,A55522,15816
54064,A66794,15817
47338,A80552,15818
64889,A57853,15819
84839,A27794,15820
83402,A54899,15821
44991,A17802,15822
85638,A36229,15823
44244,A51262,15824
53941,A8736,15825
18381,A84377,15826
31335,A68778,15827
45583,A47506,15828
66379,A86797,15829
30627,A46746,15830
1068,A98980,15831
87203,A90741,15832
71470,A16038,15833
8141,A55932,15834
49141,A95411,15835
12685,A60601,15836
70448,A3343,15837
82724,A94417,15838
45865,A60372,15839
54485,A77570,15840
82321,A600,15841
24690,A70246,15842
28328,A93377,15843
80328,A65017,15844
1042,A55148,15845
29392,A56559,15846
85609,A8815,15847
17056,A27825,15848
27367,A64107,15849
84125,A75213,15850
5692,A55596,15851
81985,A34259,15852
5090,A37102,15853
43234,A80755,15854
99308,A34919,15855
96528,A98974,15856
46244,A60280,15857
896,A59920,15858
60344,A41041,15859
13237,A64268,15860
11961,A32,15861
89587,A24494,15862
86323,A57579,15863
46029,A64195,15864
35345,A53964,15865
71732,A263,15866
26662,A76530,15867
93655,A2552,15868
6473,A7845,15869
77992,A26644,15870
13339,A53224,15871
80397,A86077,15872
50252,A56550,15873
18321,A48621,15874
72102,A75617,15875
21185,A92698,15876
12188,A84135,15877
96195,A4495,15878
85130,A60987,15879
63348,A7274,15880
92951,A47205,15881
82478,A39208,15882
31898,A30672,15883
41401,A68030,15884
95267,A1798,15885
37626,A56975,15886
44257,A31112,15887
83274,A41258,15888
31697,A67773,15889
81498,A43301,15890
96632,A21380,15891
83929,A42513,15892
43965,A62254,15893
59517,A18793,15894
19437,A55340,15895
36126,A45934,15896
95494,A82360,15897
26849,A40406,15898
72831,A44791,15899
11149,A45736,15900
32264,A31421,15901
32554,A34210,15902
89903,A66145,15903
54872,A65576,15904
7961,A66968,15905
68669,A2695,15906
18273,A19475,15907
80532,A10614,15908
68519,A40419,15909
64255,A69314,15910
27397,A26565,15911
11283,A87160,15912
19658,A76977,15913
6211,A5273,15914
87672,A6864,15915
60804,A31465,15916
37175,A17250,15917
56286,A3001,15918
5529,A25468,15919
19605,A4799,15920
49005,A22702,15921
35643,A60037,15922
88117,A2901,15923
20930,A7112,15924
56029,A78762,15925
65882,A3134,15926
57837,A28876,15927
86353,A8893,15928
23838,A63728,15929
89821,A83530,15930
41537,A90451,15931
42042,A26463,15932
35987,A48686,15933
10259,A27029,15934
91699,A76564,15935
17794,A48886,15936
58266,A7789,15937
94536,A12833,15938
38063,A57099,15939
10209,A43487,15940
73443,A27559,15941
319,A39995,15942
71792,A31228,15943
92709,A13499,15944
12353,A85026,15945
13682,A76761,15946
21049,A13519,15947
16950,A80312,15948
229,A48539,15949
99012,A64153,15950
82595,A22620,15951
32988,A85245,15952
28198,A91835,15953
21199,A76724,15954
52556,A96658,15955
62174,A99754,15956
59637,A50396,15957
4776,A24154,15958
74262,A91918,15959
2326,A85449,15960
63333,A94256,15961
70320,A28098,15962
69248,A20206,15963
60448,A12068,15964
3371,A30408,15965
6110,A92490,15966
90031,A16429,15967
72507,A38739,15968
91955,A71902,15969
55769,A67808,15970
13004,A50697,15971
33743,A32796,15972
29207,A70018,15973
92022,A1283,15974
79053,A20428,15975
33324,A36608,15976
46196,A33960,15977
67967,A39657,15978
63534,A22690,15979
56234,A5781,15980
53074,A43688,15981
43631,A27829,15982
2720,A12110,15983
28670,A51100,15984
39077,A50788,15985
26491,A59805,15986
83192,A38930,15987
9125,A50871,15988
94254,A75332,15989
90355,A61544,15990
54912,A67594,15991
63587,A16683,15992
84935,A21871,15993
87566,A25470,15994
68069,A20578,15995
59672,A43683,15996
4568,A66682,15997
70085,A55130,15998
85647,A13821,15999
93308,A12873,16000
46341,A59876,16001
93881,A67174,16002
98487,A78726,16003
11234,A78411,16004
66265,A15546,16005
96831,A32095,16006
20225,A85278,16007
25148,A43376,16008
12105,A3891,16009
84691,A81282,16010
15969,A62641,16011
36689,A46342,16012
42772,A26607,16013
60213,A34877,16014
37603,A39677,16015
82278,A7944,16016
25089,A10567,16017
14541,A65583,16018
50290,A65778,16019
33376,A762,16020
4818,A14568,16021
11019,A37065,16022
21031,A71112,16023
12973,A87830,16024
86655,A20081,16025
61646,A79833,16026
30758,A29021,16027
9677,A46910,16028
25444,A53520,16029
6241,A97980,16030
77031,A48081,16031
33995,A91656,16032
25428,A14676,16033
41190,A9131,16034
87811,A6000,16035
99814,A19345,16036
86197,A24837,16037
62897,A95200,16038
49545,A57923,16039
12009,A87818,16040
48993,A59444,16041
48770,A23693,16042
75292,A9941,16043
77527,A28704,16044
92855,A73668,16045
93194,A55276,16046
78636,A48142,16047
34493,A60580,16048
68121,A60569,16049
33218,A67163,16050
8234,A33640,16051
36044,A90184,16052
21047,A79314,16053
21688,A87997,16054
43195,A70026,16055
42412,A85536,16056
75732,A90276,16057
9750,A90237,16058
52044,A69405,16059
39349,A31798,16060
61571,A71342,16061
22191,A87764,16062
97100,A19246,16063
97332,A80865,16064
77245,A26745,16065
35134,A96662,16066
49384,A66152,16067
19703,A51681,16068
18622,A95312,16069
26314,A73730,16070
93601,A41334,16071
96300,A96584,16072
61970,A77755,16073
74309,A21099,16074
50341,A74853,16075
20940,A99548,16076
28270,A51880,16077
66993,A19147,16078
50045,A55084,16079
90796,A54330,16080
83819,A84956,16081
71848,A99556,16082
23874,A84548,16083
90037,A403,16084
390,A15315,16085
60076,A26131,16086
33588,A5453,16087
20768,A50105,16088
18348,A95204,16089
50033,A4857,16090
94718,A64235,16091
48374,A95707,16092
71919,A18459,16093
26270,A4174,16094
65130,A40626,16095
87739,A64865,16096
91709,A20007,16097
97676,A12545,16098
99196,A42429,16099
43651,A31225,16100
23671,A40930,16101
72779,A25869,16102
53382,A17533,16103
54575,A28524,16104
19958,A86085,16105
45570,A27489,16106
90770,A37546,16107
41872,A57835,16108
45923,A35537,16109
16394,A9452,16110
63624,A31728,16111
40144,A53420,16112
69456,A536,16113
57571,A93276,16114
95722,A84130,16115
37458,A66655,16116
71216,A52441,16117
40661,A28158,16118
38931,A56492,16119
48441,A44637,16120
44374,A55527,16121
54963,A43446,16122
8357,A76958,16123
87994,A56888,16124
24283,A19009,16125
79625,A30028,16126
79581,A26798,16127
37229,A41621,16128
90640,A33608,16129
27555,A53505,16130
2463,A33290,16131
81432,A26299,16132
68006,A14882,16133
94572,A81007,16134
35794,A25239,16135
50383,A92290,16136
94641,A34526,16137
50475,A32095,16138
25153,A86877,16139
83647,A86011,16140
38769,A40634,16141
52173,A26436,16142
765,A55913,16143
89239,A84331,16144
96478,A24184,16145
61541,A79390,16146
61815,A44565,16147
96350,A58859,16148
64059,A69915,16149
76028,A78073,16150
42506,A96226,16151
4816,A41155,16152
66046,A78802,16153
16560,A34842,16154
77518,A16960,16155
86469,A13781,16156
84015,A4904,16157
42721,A32886,16158
87729,A32123,16159
6745,A82008,16160
69063,A54072,16161
40110,A5516,16162
83302,A57688,16163
10348,A78193,16164
55983,A68355,16165
70804,A93642,16166
10245,A52243,16167
94745,A37323,16168
13754,A20497,16169
56171,A16733,16170
71236,A75477,16171
48178,A62092,16172
97226,A76306,16173
82584,A39238,16174
40944,A36260,16175
7963,A60134,16176
16385,A903,16177
92934,A94774,16178
1286,A82167,16179
24835,A92694,16180
97748,A1213,16181
34728,A12116,16182
446,A44875,16183
24278,A10674,16184
80809,A74434,16185
36811,A67455,16186
81541,A92115,16187
83747,A10102,16188
29476,A34403,16189
31822,A57742,16190
70834,A82664,16191
20509,A55213,16192
89309,A66819,16193
7239,A46245,16194
249,A25454,16195
26898,A81542,16196
46753,A11641,16197
55032,A46427,16198
18928,A22149,16199
19209,A20943,16200
91254,A58301,16201
75649,A42349,16202
796,A71907,16203
21159,A82324,16204
18964,A11324,16205
21477,A78882,16206
48762,A63782,16207
15503,A18647,16208
21059,A97204,16209
93531,A33854,16210
52768,A93496,16211
54890,A79298,16212
14523,A23028,16213
48357,A60548,16214
5416,A13805,16215
16961,A66829,16216
35538,A94978,16217
6194,A74635,16218
96011,A42598,16219
56007,A89782,16220
26241,A66284,16221
12341,A71964,16222
53723,A59517,16223
40950,A82232,16224
24928,A90215,16225
25305,A49704,16226
22401,A8865,16227
12899,A96122,16228
54637,A47926,16229
78750,A80441,16230
71165,A50331,16231
2314,A51907,16232
85641,A60920,16233
11452,A31102,16234
96729,A87079,16235
19429,A32811,16236
33105,A14900,16237
35298,A70876,16238
70147,A84671,16239
49998,A12028,16240
49066,A50506,16241
4784,A98975,16242
96586,A64963,16243
20818,A3099,16244
65193,A98004,16245
23229,A99000,16246
2418,A15954,16247
87768,A71059,16248
89091,A37541,16249
17997,A62524,16250
75065,A53708,16251
85335,A76819,16252
31825,A52323,16253
19650,A37243,16254
68696,A13943,16255
11022,A8779,16256
65841,A18543,16257
46709,A79210,16258
68546,A98615,16259
4160,A45017,16260
53369,A60406,16261
62908,A43051,16262
45404,A76011,16263
63092,A86605,16264
8747,A70415,16265
6136,A38767,16266
73129,A59008,16267
16039,A15305,16268
56630,A22170,16269
67522,A36436,16270
2787,A89078,16271
88981,A77934,16272
96102,A46521,16273
6658,A71133,16274
3585,A13815,16275
64887,A29491,16276
32088,A92643,16277
88151,A98450,16278
46079,A73189,16279
72345,A92146,16280
19042,A17327,16281
61009,A71636,16282
76328,A10876,16283
13776,A73838,16284
24481,A63549,16285
44828,A56336,16286
10955,A49719,16287
51939,A79868,16288
87379,A12044,16289
18826,A49638,16290
74010,A28307,16291
6457,A84662,16292
61359,A8687,16293
95241,A88035,16294
40599,A74221,16295
95163,A29884,16296
92292,A46006,16297
9355,A84683,16298
71056,A46381,16299
8382,A97830,16300
79635,A77727,16301
33628,A89537,16302
44239,A94963,16303
96073,A91781,16304
80272,A19989,16305
31239,A76408,16306
16464,A7223,16307
50894,A39594,16308
53034,A97111,16309
80715,A28873,16310
98303,A84564,16311
55937,A45856,16312
51777,A30621,16313
29105,A21081,16314
24602,A48565,16315
23963,A21550,16316
35769,A67475,16317
57175,A88567,16318
76103,A58469,16319
42744,A86499,16320
67010,A3314,16321
50533,A21735,16322
4524,A16519,16323
80569,A80332,16324
79903,A476,16325
85745,A12236,16326
90302,A4453,16327
23932,A54772,16328
19855,A30055,16329
64527,A96040,16330
1491,A79759,16331
62689,A94139,16332
53551,A28556,16333
12697,A1122,16334
7748,A30266,16335
92890,A92335,16336
92430,A59822,16337
39967,A62237,16338
76671,A17281,16339
97894,A82774,16340
23042,A25887,16341
19477,A60275,16342
27641,A60029,16343
25237,A7766,16344
27183,A98803,16345
75779,A63574,16346
62478,A13721,16347
92885,A74238,16348
61336,A819,16349
40358,A65726,16350
67578,A35537,16351
6726,A23440,16352
26477,A91771,16353
63775,A9349,16354
11999,A51351,16355
22584,A10558,16356
80114,A56743,16357
63047,A43482,16358
68948,A68418,16359
67929,A6129,16360
9821,A42801,16361
29229,A28827,16362
37751,A66637,16363
21065,A59482,16364
34809,A18633,16365
69164,A97161,16366
11843,A53087,16367
87025,A93270,16368
89929,A10023,16369
10446,A46228,16370
3664,A60552,16371
93889,A94218,16372
99486,A6005,16373
11927,A54190,16374
88175,A17290,16375
3817,A13745,16376
44082,A72474,16377
72658,A15748,16378
70297,A7264,16379
11609,A97280,16380
79883,A78804,16381
71046,A45152,16382
21690,A86399,16383
46977,A53793,16384
92151,A51491,16385
39369,A98601,16386
32354,A71041,16387
75100,A37616,16388
27927,A26559,16389
57762,A30187,16390
47833,A63236,16391
94242,A16243,16392
86739,A11680,16393
84277,A18738,16394
28510,A60826,16395
86011,A99127,16396
32922,A83151,16397
51384,A37,16398
17095,A10706,16399
3834,A18286,16400
59638,A95516,16401
81949,A59552,16402
37905,A8191,16403
61061,A19560,16404
21880,A19524,16405
27286,A14324,16406
66357,A70011,16407
46033,A15165,16408
47865,A31555,16409
31032,A56352,16410
34610,A44392,16411
28291,A42637,16412
25811,A2309,16413
53500,A44789,16414
31692,A1977,16415
49768,A79744,16416
70653,A96607,16417
57045,A16176,16418
55286,A77330,16419
79217,A4405,16420
24056,A93856,16421
57976,A54454,16422
81182,A25041,16423
24377,A37778,16424
59340,A67675,16425
39778,A53472,16426
81807,A10461,16427
50070,A48637,16428
38332,A78097,16429
63517,A53819,16430
3921,A3425,16431
30293,A301,16432
81893,A74657,16433
38412,A24467,16434
26442,A37346,16435
16438,A70153,16436
302,A47898,16437
2370,A59976,16438
69480,A10076,16439
93867,A29157,16440
26726,A57,16441
40041,A92983,16442
93209,A87824,16443
38210,A23883,16444
54967,A30575,16445
4907,A72308,16446
34065,A56741,16447
75808,A51917,16448
78881,A45764,16449
88621,A36188,16450
58244,A99749,16451
31489,A66560,16452
49364,A79118,16453
33740,A15675,16454
38283,A54288,16455
8881,A89818,16456
15784,A4883,16457
3568,A27260,16458
60269,A79424,16459
16853,A64420,16460
18100,A13953,16461
46615,A82499,16462
12116,A75223,16463
55220,A89204,16464
25178,A55433,16465
3711,A98237,16466
45789,A70243,16467
41920,A3533,16468
94593,A58016,16469
4721,A62946,16470
87699,A86117,16471
95756,A92986,16472
27039,A37343,16473
3352,A7396,16474
15311,A99747,16475
27078,A4300,16476
47042,A82540,16477
98944,A80227,16478
10381,A10423,16479
2509,A42594,16480
65830,A24264,16481
89252,A68636,16482
43215,A6452,16483
60493,A49287,16484
20851,A70901,16485
62773,A62146,16486
9302,A23330,16487
13058,A19257,16488
8132,A18864,16489
32055,A79387,16490
65940,A69643,16491
73872,A27773,16492
82832,A5664,16493
26295,A45859,16494
72765,A22925,16495
16867,A95032,16496
66724,A39829,16497
36309,A45507,16498
21100,A66706,16499
21962,A20625,16500
85144,A23713,16501
64268,A53348,16502
9069,A55725,16503
12209,A3660,16504
42861,A67405,16505
92155,A41099,16506
70389,A25301,16507
14066,A24088,16508
87608,A45910,16509
90507,A31486,16510
58703,A16465,16511
33008,A45083,16512
71220,A50195,16513
21415,A15066,16514
57482,A21343,16515
71074,A21854,16516
143,A23566,16517
73968,A47493,16518
12829,A77354,16519
1552,A28172,16520
80228,A38273,16521
30186,A31655,16522
9554,A78241,16523
64779,A93320,16524
70220,A32125,16525
11991,A25644,16526
66242,A53318,16527
38192,A52180,16528
98036,A3953,16529
21756,A56607,16530
52082,A45712,16531
58641,A59484,16532
7063,A86500,16533
4005,A96673,16534
76862,A24053,16535
33349,A71739,16536
21786,A23599,16537
17291,A79066,16538
92765,A36570,16539
48250,A86395,16540
55973,A40145,16541
94339,A8726,16542
80145,A51272,16543
24254,A42773,16544
62009,A3224,16545
86033,A74135,16546
4770,A4549,16547
56725,A4750,16548
26531,A39787,16549
8726,A33586,16550
33828,A17164,16551
75733,A11874,16552
1421,A54758,16553
29914,A58843,16554
19932,A34036,16555
47549,A7771,16556
25980,A72622,16557
19207,A20907,16558
94040,A11770,16559
7763,A56560,16560
60551,A55573,16561
47740,A3475,16562
5225,A62359,16563
34786,A11018,16564
70943,A49098,16565
55329,A70840,16566
50847,A38774,16567
73277,A19727,16568
37382,A19605,16569
98432,A42914,16570
91155,A26741,16571
54572,A69622,16572
96373,A8396,16573
34453,A74339,16574
9573,A5457,16575
76025,A49448,16576
35270,A7898,16577
1628,A50179,16578
59240,A59904,16579
49564,A89515,16580
81156,A23483,16581
2387,A19250,16582
60704,A77907,16583
14264,A59918,16584
52944,A58071,16585
87320,A98118,16586
37013,A87607,16587
72585,A23386,16588
5872,A87470,16589
11887,A93425,16590
62339,A17619,16591
43102,A64123,16592
43347,A51642,16593
49630,A48253,16594
46972,A40940,16595
67952,A58523,16596
90926,A37549,16597
39241,A67232,16598
67659,A7396,16599
41309,A62197,16600
46005,A94190,16601
71571,A70554,16602
23650,A13030,16603
76004,A30075,16604
53626,A85750,16605
95287,A96619,16606
35106,A39602,16607
69144,A6001,16608
76693,A50375,16609
21255,A31014,16610
51143,A16712,16611
1281,A28432,16612
29461,A10426,16613
32675,A68340,16614
62689,A24186,16615
69694,A84991,16616
12767,A89614,16617
43159,A12504,16618
10148,A86086,16619
60439,A85921,16620
27389,A50971,16621
96856,A70666,16622
38692,A53829,16623
26153,A99455,16624
50218,A19352,16625
14856,A82379,16626
58303,A33804,16627
5629,A73858,16628
33224,A12789,16629
68997,A99623,16630
32489,A97213,16631
57834,A56600,16632
52085,A11821,16633
56111,A84842,16634
41759,A75636,16635
5783,A22136,16636
45500,A8559,16637
91403,A62595,16638
55262,A37358,16639
54325,A29106,16640
80980,A84906,16641
70568,A51487,16642
79938,A59981,16643
85451,A57310,16644
69971,A68592,16645
74390,A87467,16646
91746,A82309,16647
51271,A51879,16648
29021,A57656,16649
93848,A97616,16650
97468,A61212,16651
84791,A80675,16652
14446,A38780,16653
85614,A28287,16654
62967,A42984,16655
9585,A18381,16656
31663,A2893,16657
75200,A72896,16658
36703,A72295,16659
3770,A72303,16660
79301,A27081,16661
71986,A36631,16662
35841,A76422,16663
20130,A43412,16664
69913,A70045,16665
89882,A52898,16666
61734,A61795,16667
73597,A37941,16668
76514,A66733,16669
58947,A43629,16670
9992,A39577,16671
92475,A81277,16672
55826,A83838,16673
15360,A39732,16674
88885,A30237,16675
9488,A92292,16676
71254,A79694,16677
9021,A18740,16678
86827,A76361,16679
59720,A99169,16680
41934,A18762,16681
69507,A75176,16682
71199,A31998,16683
33269,A10447,16684
29592,A20258,16685
78871,A4293,16686
23778,A39502,16687
22490,A21868,16688
