ActCode,ActDescription,ShortName,Active
A19184,"Indian Penal Code, 1860",IPC,True
A19185,"Indian Penal Code, 1860",IPC,True
A19186,POCSO Act,POCSO,True
A19187,"Indian Penal Code, 1860",IPC,True
A19188,"Motor Vehicles Act, 1988",MV Act,True
A19189,"Motor Vehicles Act, 1988",MV Act,True
A19190,Arms Act,Arms Act,True
A19191,"Information Technology Act, 2000",IT Act,True
A19192,"Indian Penal Code, 1860",IPC,True
A19193,POCSO Act,POCSO,True
A19194,"Information Technology Act, 2000",IT Act,True
A19195,POCSO Act,POCSO,True
A19196,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19197,POCSO Act,POCSO,True
A19198,Arms Act,Arms Act,True
A19199,"Information Technology Act, 2000",IT Act,True
A19200,"Motor Vehicles Act, 1988",MV Act,False
A19201,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19202,NDPS Act,NDPS,True
A19203,"Indian Penal Code, 1860",IPC,True
A19204,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19205,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19206,POCSO Act,POCSO,True
A19207,"Motor Vehicles Act, 1988",MV Act,True
A19208,"Information Technology Act, 2000",IT Act,True
A19209,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19210,Arms Act,Arms Act,True
A19211,"Indian Penal Code, 1860",IPC,True
A19212,NDPS Act,NDPS,True
A19213,Arms Act,Arms Act,True
A19214,"Indian Penal Code, 1860",IPC,False
A19215,NDPS Act,NDPS,True
A19216,"Indian Penal Code, 1860",IPC,True
A19217,"Information Technology Act, 2000",IT Act,True
A19218,"Motor Vehicles Act, 1988",MV Act,True
A19219,NDPS Act,NDPS,False
A19220,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19221,Arms Act,Arms Act,True
A19222,POCSO Act,POCSO,True
A19223,"Information Technology Act, 2000",IT Act,True
A19224,POCSO Act,POCSO,True
A19225,Arms Act,Arms Act,True
A19226,"Motor Vehicles Act, 1988",MV Act,True
A19227,POCSO Act,POCSO,True
A19228,"Motor Vehicles Act, 1988",MV Act,True
A19229,NDPS Act,NDPS,True
A19230,POCSO Act,POCSO,True
A19231,"Motor Vehicles Act, 1988",MV Act,True
A19232,POCSO Act,POCSO,True
A19233,"Indian Penal Code, 1860",IPC,True
A19234,Arms Act,Arms Act,True
A19235,POCSO Act,POCSO,True
A19236,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19237,"Motor Vehicles Act, 1988",MV Act,True
A19238,"Information Technology Act, 2000",IT Act,True
A19239,"Indian Penal Code, 1860",IPC,True
A19240,"Indian Penal Code, 1860",IPC,True
A19241,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19242,POCSO Act,POCSO,True
A19243,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19244,Arms Act,Arms Act,True
A19245,NDPS Act,NDPS,True
A19246,"Motor Vehicles Act, 1988",MV Act,True
A19247,NDPS Act,NDPS,False
A19248,Arms Act,Arms Act,True
A19249,POCSO Act,POCSO,True
A19250,NDPS Act,NDPS,True
A19251,"Motor Vehicles Act, 1988",MV Act,True
A19252,NDPS Act,NDPS,True
A19253,NDPS Act,NDPS,True
A19254,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19255,"Motor Vehicles Act, 1988",MV Act,True
A19256,Arms Act,Arms Act,True
A19257,POCSO Act,POCSO,True
A19258,"Indian Penal Code, 1860",IPC,True
A19259,POCSO Act,POCSO,True
A19260,POCSO Act,POCSO,True
A19261,"Motor Vehicles Act, 1988",MV Act,True
A19262,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19263,POCSO Act,POCSO,True
A19264,"Indian Penal Code, 1860",IPC,True
A19265,Arms Act,Arms Act,True
A19266,"Motor Vehicles Act, 1988",MV Act,True
A19267,NDPS Act,NDPS,True
A19268,POCSO Act,POCSO,True
A19269,"Information Technology Act, 2000",IT Act,True
A19270,"Indian Penal Code, 1860",IPC,True
A19271,POCSO Act,POCSO,True
A19272,"Information Technology Act, 2000",IT Act,True
A19273,"Indian Penal Code, 1860",IPC,True
A19274,POCSO Act,POCSO,True
A19275,POCSO Act,POCSO,True
A19276,"Motor Vehicles Act, 1988",MV Act,True
A19277,Arms Act,Arms Act,True
A19278,Arms Act,Arms Act,False
A19279,NDPS Act,NDPS,True
A19280,"Motor Vehicles Act, 1988",MV Act,True
A19281,POCSO Act,POCSO,True
A19282,"Indian Penal Code, 1860",IPC,True
A19283,NDPS Act,NDPS,True
A19284,"Indian Penal Code, 1860",IPC,True
A19285,NDPS Act,NDPS,True
A19286,Arms Act,Arms Act,True
A19287,POCSO Act,POCSO,True
A19288,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19289,"Motor Vehicles Act, 1988",MV Act,False
A19290,Arms Act,Arms Act,True
A19291,"Motor Vehicles Act, 1988",MV Act,True
A19292,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19293,Arms Act,Arms Act,True
A19294,"Indian Penal Code, 1860",IPC,True
A19295,"Information Technology Act, 2000",IT Act,True
A19296,"Motor Vehicles Act, 1988",MV Act,True
A19297,"Information Technology Act, 2000",IT Act,True
A19298,"Indian Penal Code, 1860",IPC,True
A19299,"Indian Penal Code, 1860",IPC,True
A19300,"Information Technology Act, 2000",IT Act,True
A19301,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19302,Arms Act,Arms Act,True
A19303,POCSO Act,POCSO,True
A19304,NDPS Act,NDPS,True
A19305,POCSO Act,POCSO,True
A19306,POCSO Act,POCSO,True
A19307,"Motor Vehicles Act, 1988",MV Act,True
A19308,"Motor Vehicles Act, 1988",MV Act,False
A19309,Arms Act,Arms Act,True
A19310,NDPS Act,NDPS,True
A19311,Arms Act,Arms Act,True
A19312,Arms Act,Arms Act,True
A19313,"Motor Vehicles Act, 1988",MV Act,True
A19314,"Motor Vehicles Act, 1988",MV Act,True
A19315,"Indian Penal Code, 1860",IPC,True
A19316,"Information Technology Act, 2000",IT Act,True
A19317,POCSO Act,POCSO,False
A19318,Arms Act,Arms Act,True
A19319,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19320,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19321,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19322,POCSO Act,POCSO,True
A19323,"Motor Vehicles Act, 1988",MV Act,True
A19324,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19325,Arms Act,Arms Act,True
A19326,"Indian Penal Code, 1860",IPC,True
A19327,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19328,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19329,Arms Act,Arms Act,True
A19330,"Motor Vehicles Act, 1988",MV Act,True
A19331,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19332,"Information Technology Act, 2000",IT Act,True
A19333,"Indian Penal Code, 1860",IPC,True
A19334,"Motor Vehicles Act, 1988",MV Act,True
A19335,NDPS Act,NDPS,True
A19336,POCSO Act,POCSO,True
A19337,"Motor Vehicles Act, 1988",MV Act,True
A19338,"Information Technology Act, 2000",IT Act,True
A19339,NDPS Act,NDPS,False
A19340,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19341,POCSO Act,POCSO,True
A19342,"Indian Penal Code, 1860",IPC,False
A19343,POCSO Act,POCSO,True
A19344,Arms Act,Arms Act,True
A19345,POCSO Act,POCSO,True
A19346,POCSO Act,POCSO,True
A19347,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19348,"Indian Penal Code, 1860",IPC,False
A19349,"Motor Vehicles Act, 1988",MV Act,True
A19350,NDPS Act,NDPS,True
A19351,POCSO Act,POCSO,True
A19352,"Information Technology Act, 2000",IT Act,True
A19353,POCSO Act,POCSO,True
A19354,POCSO Act,POCSO,True
A19355,"Motor Vehicles Act, 1988",MV Act,True
A19356,"Motor Vehicles Act, 1988",MV Act,True
A19357,Arms Act,Arms Act,True
A19358,"Indian Penal Code, 1860",IPC,False
A19359,"Indian Penal Code, 1860",IPC,True
A19360,Arms Act,Arms Act,True
A19361,"Information Technology Act, 2000",IT Act,True
A19362,POCSO Act,POCSO,True
A19363,POCSO Act,POCSO,True
A19364,Arms Act,Arms Act,True
A19365,"Information Technology Act, 2000",IT Act,True
A19366,"Information Technology Act, 2000",IT Act,True
A19367,"Information Technology Act, 2000",IT Act,True
A19368,POCSO Act,POCSO,True
A19369,"Motor Vehicles Act, 1988",MV Act,True
A19370,"Indian Penal Code, 1860",IPC,True
A19371,"Motor Vehicles Act, 1988",MV Act,True
A19372,NDPS Act,NDPS,True
A19373,"Indian Penal Code, 1860",IPC,False
A19374,"Indian Penal Code, 1860",IPC,True
A19375,"Information Technology Act, 2000",IT Act,True
A19376,"Information Technology Act, 2000",IT Act,True
A19377,NDPS Act,NDPS,True
A19378,POCSO Act,POCSO,True
A19379,POCSO Act,POCSO,True
A19380,"Motor Vehicles Act, 1988",MV Act,True
A19381,POCSO Act,POCSO,True
A19382,Arms Act,Arms Act,True
A19383,"Indian Penal Code, 1860",IPC,True
A19384,"Information Technology Act, 2000",IT Act,True
A19385,"Motor Vehicles Act, 1988",MV Act,False
A19386,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19387,"Motor Vehicles Act, 1988",MV Act,True
A19388,NDPS Act,NDPS,True
A19389,"Motor Vehicles Act, 1988",MV Act,True
A19390,"Indian Penal Code, 1860",IPC,True
A19391,"Information Technology Act, 2000",IT Act,True
A19392,POCSO Act,POCSO,True
A19393,"Indian Penal Code, 1860",IPC,True
A19394,"Information Technology Act, 2000",IT Act,True
A19395,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19396,"Indian Penal Code, 1860",IPC,True
A19397,Arms Act,Arms Act,True
A19398,"Motor Vehicles Act, 1988",MV Act,True
A19399,"Indian Penal Code, 1860",IPC,True
A19400,"Motor Vehicles Act, 1988",MV Act,True
A19401,"Information Technology Act, 2000",IT Act,True
A19402,POCSO Act,POCSO,True
A19403,"Motor Vehicles Act, 1988",MV Act,True
A19404,"Motor Vehicles Act, 1988",MV Act,True
A19405,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19406,"Information Technology Act, 2000",IT Act,False
A19407,POCSO Act,POCSO,True
A19408,"Information Technology Act, 2000",IT Act,True
A19409,Arms Act,Arms Act,True
A19410,"Information Technology Act, 2000",IT Act,True
A19411,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19412,POCSO Act,POCSO,False
A19413,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19414,"Information Technology Act, 2000",IT Act,True
A19415,NDPS Act,NDPS,True
A19416,"Indian Penal Code, 1860",IPC,True
A19417,"Indian Penal Code, 1860",IPC,True
A19418,"Information Technology Act, 2000",IT Act,True
A19419,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19420,"Information Technology Act, 2000",IT Act,True
A19421,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19422,POCSO Act,POCSO,True
A19423,POCSO Act,POCSO,True
A19424,"Indian Penal Code, 1860",IPC,True
A19425,Arms Act,Arms Act,True
A19426,NDPS Act,NDPS,True
A19427,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19428,NDPS Act,NDPS,True
A19429,NDPS Act,NDPS,True
A19430,"Information Technology Act, 2000",IT Act,True
A19431,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19432,"Information Technology Act, 2000",IT Act,True
A19433,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19434,"Indian Penal Code, 1860",IPC,True
A19435,Arms Act,Arms Act,True
A19436,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19437,"Information Technology Act, 2000",IT Act,True
A19438,"Indian Penal Code, 1860",IPC,True
A19439,"Indian Penal Code, 1860",IPC,True
A19440,Arms Act,Arms Act,True
A19441,"Indian Penal Code, 1860",IPC,True
A19442,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19443,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19444,"Indian Penal Code, 1860",IPC,True
A19445,POCSO Act,POCSO,True
A19446,"Information Technology Act, 2000",IT Act,True
A19447,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19448,POCSO Act,POCSO,True
A19449,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19450,"Motor Vehicles Act, 1988",MV Act,True
A19451,"Information Technology Act, 2000",IT Act,True
A19452,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19453,POCSO Act,POCSO,True
A19454,NDPS Act,NDPS,True
A19455,"Motor Vehicles Act, 1988",MV Act,True
A19456,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19457,POCSO Act,POCSO,True
A19458,NDPS Act,NDPS,True
A19459,NDPS Act,NDPS,True
A19460,"Motor Vehicles Act, 1988",MV Act,True
A19461,Arms Act,Arms Act,True
A19462,Arms Act,Arms Act,True
A19463,Arms Act,Arms Act,True
A19464,"Motor Vehicles Act, 1988",MV Act,True
A19465,POCSO Act,POCSO,True
A19466,"Motor Vehicles Act, 1988",MV Act,True
A19467,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19468,"Information Technology Act, 2000",IT Act,True
A19469,NDPS Act,NDPS,False
A19470,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19471,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19472,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19473,Arms Act,Arms Act,True
A19474,NDPS Act,NDPS,False
A19475,"Indian Penal Code, 1860",IPC,True
A19476,Arms Act,Arms Act,True
A19477,"Motor Vehicles Act, 1988",MV Act,True
A19478,"Motor Vehicles Act, 1988",MV Act,True
A19479,"Indian Penal Code, 1860",IPC,True
A19480,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19481,NDPS Act,NDPS,True
A19482,POCSO Act,POCSO,True
A19483,POCSO Act,POCSO,True
A19484,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19485,POCSO Act,POCSO,True
A19486,Arms Act,Arms Act,True
A19487,"Motor Vehicles Act, 1988",MV Act,True
A19488,POCSO Act,POCSO,True
A19489,"Information Technology Act, 2000",IT Act,True
A19490,NDPS Act,NDPS,True
A19491,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19492,"Information Technology Act, 2000",IT Act,True
A19493,POCSO Act,POCSO,True
A19494,Arms Act,Arms Act,False
A19495,NDPS Act,NDPS,True
A19496,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19497,NDPS Act,NDPS,True
A19498,Arms Act,Arms Act,True
A19499,"Information Technology Act, 2000",IT Act,True
A19500,"Indian Penal Code, 1860",IPC,True
A19501,POCSO Act,POCSO,True
A19502,"Motor Vehicles Act, 1988",MV Act,True
A19503,"Motor Vehicles Act, 1988",MV Act,True
A19504,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19505,POCSO Act,POCSO,True
A19506,POCSO Act,POCSO,True
A19507,"Motor Vehicles Act, 1988",MV Act,True
A19508,NDPS Act,NDPS,True
A19509,"Motor Vehicles Act, 1988",MV Act,True
A19510,NDPS Act,NDPS,True
A19511,"Indian Penal Code, 1860",IPC,True
A19512,"Indian Penal Code, 1860",IPC,False
A19513,"Motor Vehicles Act, 1988",MV Act,True
A19514,"Information Technology Act, 2000",IT Act,True
A19515,"Information Technology Act, 2000",IT Act,True
A19516,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19517,"Information Technology Act, 2000",IT Act,True
A19518,NDPS Act,NDPS,True
A19519,"Indian Penal Code, 1860",IPC,True
A19520,"Motor Vehicles Act, 1988",MV Act,False
A19521,POCSO Act,POCSO,True
A19522,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19523,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19524,POCSO Act,POCSO,True
A19525,"Indian Penal Code, 1860",IPC,True
A19526,"Indian Penal Code, 1860",IPC,True
A19527,Arms Act,Arms Act,True
A19528,"Motor Vehicles Act, 1988",MV Act,True
A19529,NDPS Act,NDPS,True
A19530,"Information Technology Act, 2000",IT Act,True
A19531,POCSO Act,POCSO,True
A19532,"Information Technology Act, 2000",IT Act,True
A19533,POCSO Act,POCSO,True
A19534,"Motor Vehicles Act, 1988",MV Act,True
A19535,NDPS Act,NDPS,True
A19536,"Indian Penal Code, 1860",IPC,True
A19537,"Indian Penal Code, 1860",IPC,True
A19538,POCSO Act,POCSO,True
A19539,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19540,POCSO Act,POCSO,True
A19541,NDPS Act,NDPS,True
A19542,Arms Act,Arms Act,True
A19543,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19544,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19545,"Indian Penal Code, 1860",IPC,True
A19546,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19547,"Information Technology Act, 2000",IT Act,True
A19548,"Motor Vehicles Act, 1988",MV Act,True
A19549,"Motor Vehicles Act, 1988",MV Act,True
A19550,"Motor Vehicles Act, 1988",MV Act,True
A19551,"Motor Vehicles Act, 1988",MV Act,True
A19552,"Information Technology Act, 2000",IT Act,True
A19553,"Motor Vehicles Act, 1988",MV Act,True
A19554,POCSO Act,POCSO,True
A19555,POCSO Act,POCSO,True
A19556,"Indian Penal Code, 1860",IPC,True
A19557,"Motor Vehicles Act, 1988",MV Act,True
A19558,NDPS Act,NDPS,True
A19559,"Motor Vehicles Act, 1988",MV Act,True
A19560,"Indian Penal Code, 1860",IPC,True
A19561,NDPS Act,NDPS,True
A19562,Arms Act,Arms Act,True
A19563,"Indian Penal Code, 1860",IPC,True
A19564,Arms Act,Arms Act,True
A19565,POCSO Act,POCSO,True
A19566,POCSO Act,POCSO,True
A19567,Arms Act,Arms Act,True
A19568,Arms Act,Arms Act,True
A19569,Arms Act,Arms Act,True
A19570,Arms Act,Arms Act,False
A19571,Arms Act,Arms Act,True
A19572,"Information Technology Act, 2000",IT Act,True
A19573,"Motor Vehicles Act, 1988",MV Act,True
A19574,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19575,NDPS Act,NDPS,True
A19576,NDPS Act,NDPS,True
A19577,NDPS Act,NDPS,True
A19578,Arms Act,Arms Act,True
A19579,"Motor Vehicles Act, 1988",MV Act,True
A19580,POCSO Act,POCSO,True
A19581,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19582,Arms Act,Arms Act,True
A19583,"Indian Penal Code, 1860",IPC,True
A19584,NDPS Act,NDPS,False
A19585,"Indian Penal Code, 1860",IPC,True
A19586,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19587,"Motor Vehicles Act, 1988",MV Act,True
A19588,"Information Technology Act, 2000",IT Act,True
A19589,POCSO Act,POCSO,True
A19590,"Motor Vehicles Act, 1988",MV Act,True
A19591,POCSO Act,POCSO,True
A19592,Arms Act,Arms Act,True
A19593,POCSO Act,POCSO,True
A19594,POCSO Act,POCSO,True
A19595,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19596,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19597,NDPS Act,NDPS,True
A19598,"Motor Vehicles Act, 1988",MV Act,True
A19599,"Information Technology Act, 2000",IT Act,True
A19600,"Information Technology Act, 2000",IT Act,True
A19601,"Information Technology Act, 2000",IT Act,True
A19602,"Indian Penal Code, 1860",IPC,True
A19603,POCSO Act,POCSO,True
A19604,POCSO Act,POCSO,True
A19605,"Motor Vehicles Act, 1988",MV Act,True
A19606,POCSO Act,POCSO,True
A19607,"Information Technology Act, 2000",IT Act,True
A19608,POCSO Act,POCSO,True
A19609,"Motor Vehicles Act, 1988",MV Act,True
A19610,NDPS Act,NDPS,True
A19611,POCSO Act,POCSO,True
A19612,"Indian Penal Code, 1860",IPC,True
A19613,NDPS Act,NDPS,True
A19614,Arms Act,Arms Act,True
A19615,"Motor Vehicles Act, 1988",MV Act,True
A19616,Arms Act,Arms Act,True
A19617,"Motor Vehicles Act, 1988",MV Act,True
A19618,Arms Act,Arms Act,True
A19619,"Motor Vehicles Act, 1988",MV Act,True
A19620,"Information Technology Act, 2000",IT Act,True
A19621,"Indian Penal Code, 1860",IPC,True
A19622,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19623,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19624,"Information Technology Act, 2000",IT Act,True
A19625,NDPS Act,NDPS,True
A19626,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19627,"Information Technology Act, 2000",IT Act,True
A19628,POCSO Act,POCSO,True
A19629,NDPS Act,NDPS,True
A19630,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19631,"Indian Penal Code, 1860",IPC,True
A19632,"Information Technology Act, 2000",IT Act,True
A19633,"Information Technology Act, 2000",IT Act,True
A19634,"Motor Vehicles Act, 1988",MV Act,False
A19635,"Information Technology Act, 2000",IT Act,True
A19636,NDPS Act,NDPS,True
A19637,NDPS Act,NDPS,True
A19638,Arms Act,Arms Act,True
A19639,"Information Technology Act, 2000",IT Act,True
A19640,"Indian Penal Code, 1860",IPC,True
A19641,"Indian Penal Code, 1860",IPC,True
A19642,POCSO Act,POCSO,True
A19643,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19644,POCSO Act,POCSO,True
A19645,"Information Technology Act, 2000",IT Act,True
A19646,Arms Act,Arms Act,True
A19647,"Indian Penal Code, 1860",IPC,True
A19648,"Information Technology Act, 2000",IT Act,False
A19649,Arms Act,Arms Act,True
A19650,NDPS Act,NDPS,True
A19651,NDPS Act,NDPS,True
A19652,POCSO Act,POCSO,True
A19653,"Indian Penal Code, 1860",IPC,True
A19654,"Motor Vehicles Act, 1988",MV Act,True
A19655,Arms Act,Arms Act,True
A19656,NDPS Act,NDPS,True
A19657,POCSO Act,POCSO,True
A19658,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19659,Arms Act,Arms Act,True
A19660,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19661,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19662,"Motor Vehicles Act, 1988",MV Act,True
A19663,POCSO Act,POCSO,True
A19664,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19665,"Information Technology Act, 2000",IT Act,True
A19666,POCSO Act,POCSO,True
A19667,POCSO Act,POCSO,True
A19668,"Information Technology Act, 2000",IT Act,True
A19669,NDPS Act,NDPS,True
A19670,Arms Act,Arms Act,True
A19671,Arms Act,Arms Act,True
A19672,"Indian Penal Code, 1860",IPC,True
A19673,"Indian Penal Code, 1860",IPC,False
A19674,"Motor Vehicles Act, 1988",MV Act,True
A19675,Arms Act,Arms Act,True
A19676,NDPS Act,NDPS,True
A19677,"Information Technology Act, 2000",IT Act,True
A19678,NDPS Act,NDPS,True
A19679,NDPS Act,NDPS,True
A19680,NDPS Act,NDPS,True
A19681,"Information Technology Act, 2000",IT Act,True
A19682,Arms Act,Arms Act,True
A19683,NDPS Act,NDPS,True
A19684,Arms Act,Arms Act,True
A19685,POCSO Act,POCSO,True
A19686,Arms Act,Arms Act,True
A19687,"Indian Penal Code, 1860",IPC,True
A19688,POCSO Act,POCSO,False
A19689,"Indian Penal Code, 1860",IPC,True
A19690,"Indian Penal Code, 1860",IPC,False
A19691,"Motor Vehicles Act, 1988",MV Act,True
A19692,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19693,POCSO Act,POCSO,True
A19694,"Information Technology Act, 2000",IT Act,True
A19695,Arms Act,Arms Act,True
A19696,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19697,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19698,POCSO Act,POCSO,True
A19699,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19700,POCSO Act,POCSO,True
A19701,"Indian Penal Code, 1860",IPC,True
A19702,POCSO Act,POCSO,True
A19703,NDPS Act,NDPS,True
A19704,"Motor Vehicles Act, 1988",MV Act,True
A19705,"Information Technology Act, 2000",IT Act,True
A19706,"Indian Penal Code, 1860",IPC,True
A19707,"Information Technology Act, 2000",IT Act,True
A19708,NDPS Act,NDPS,True
A19709,"Information Technology Act, 2000",IT Act,True
A19710,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19711,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19712,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19713,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19714,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19715,"Information Technology Act, 2000",IT Act,True
A19716,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19717,"Indian Penal Code, 1860",IPC,True
A19718,"Indian Penal Code, 1860",IPC,True
A19719,"Information Technology Act, 2000",IT Act,True
A19720,POCSO Act,POCSO,True
A19721,"Indian Penal Code, 1860",IPC,True
A19722,"Information Technology Act, 2000",IT Act,True
A19723,"Indian Penal Code, 1860",IPC,True
A19724,"Indian Penal Code, 1860",IPC,True
A19725,"Indian Penal Code, 1860",IPC,True
A19726,POCSO Act,POCSO,True
A19727,"Motor Vehicles Act, 1988",MV Act,True
A19728,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19729,"Indian Penal Code, 1860",IPC,True
A19730,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A19731,"Motor Vehicles Act, 1988",MV Act,True
A19732,"Motor Vehicles Act, 1988",MV Act,False
A19733,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19734,NDPS Act,NDPS,True
A19735,"Information Technology Act, 2000",IT Act,True
A19736,"Information Technology Act, 2000",IT Act,True
A19737,"Information Technology Act, 2000",IT Act,True
A19738,POCSO Act,POCSO,True
A19739,"Information Technology Act, 2000",IT Act,True
A19740,POCSO Act,POCSO,True
A19741,"Information Technology Act, 2000",IT Act,True
A19742,"Information Technology Act, 2000",IT Act,True
A19743,NDPS Act,NDPS,True
A19744,NDPS Act,NDPS,True
A19745,"Information Technology Act, 2000",IT Act,True
A19746,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19747,POCSO Act,POCSO,True
A19748,"Indian Penal Code, 1860",IPC,True
A19749,"Motor Vehicles Act, 1988",MV Act,True
A19750,Arms Act,Arms Act,True
A19751,"Information Technology Act, 2000",IT Act,True
A19752,"Motor Vehicles Act, 1988",MV Act,True
A19753,NDPS Act,NDPS,True
A19754,POCSO Act,POCSO,True
A19755,POCSO Act,POCSO,True
A19756,"Indian Penal Code, 1860",IPC,True
A19757,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19758,"Indian Penal Code, 1860",IPC,True
A19759,"Information Technology Act, 2000",IT Act,True
A19760,"Motor Vehicles Act, 1988",MV Act,False
A19761,POCSO Act,POCSO,True
A19762,NDPS Act,NDPS,True
A19763,"Information Technology Act, 2000",IT Act,True
A19764,Arms Act,Arms Act,False
A19765,Arms Act,Arms Act,True
A19766,"Indian Penal Code, 1860",IPC,True
A19767,NDPS Act,NDPS,True
A19768,NDPS Act,NDPS,True
A19769,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19770,"Indian Penal Code, 1860",IPC,False
A19771,POCSO Act,POCSO,True
A19772,"Motor Vehicles Act, 1988",MV Act,True
A19773,"Indian Penal Code, 1860",IPC,True
A19774,NDPS Act,NDPS,True
A19775,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19776,"Motor Vehicles Act, 1988",MV Act,True
A19777,NDPS Act,NDPS,True
A19778,Arms Act,Arms Act,True
A19779,POCSO Act,POCSO,True
A19780,"Indian Penal Code, 1860",IPC,True
A19781,NDPS Act,NDPS,True
A19782,NDPS Act,NDPS,True
A19783,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19784,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A19785,POCSO Act,POCSO,True
A19786,Arms Act,Arms Act,True
A19787,"Motor Vehicles Act, 1988",MV Act,True
A19788,NDPS Act,NDPS,True
