ID,ArrestSurrenderID,AccusedMasterID
29559,1830,93429
29560,89295,82615
29561,30027,35812
29562,28008,35313
29563,25616,31253
29564,5403,8129
29565,15052,57448
29566,495,13349
29567,77012,61288
29568,90086,47272
29569,18098,3539
29570,2386,24801
29571,2698,70375
29572,99511,36519
29573,23402,35001
29574,78250,15587
29575,74395,34213
29576,73811,8844
29577,91082,31201
29578,93545,85449
29579,25495,36204
29580,23041,65896
29581,31156,91531
29582,53564,77830
29583,10267,67780
29584,49560,46785
29585,13632,89060
29586,93699,49360
29587,19523,44485
29588,41676,47325
29589,46142,73045
29590,8103,1991
29591,33950,64550
29592,76879,85500
29593,27899,39543
29594,93130,25582
29595,88619,87729
29596,77144,8584
29597,88348,63230
29598,57487,90323
29599,91538,12367
29600,36482,96494
29601,89705,17275
29602,78780,14545
29603,99692,94842
29604,16335,80653
29605,55957,64046
29606,29465,78760
29607,4347,76776
29608,30655,12070
29609,98812,29782
29610,20297,45394
29611,13091,29203
29612,46498,48441
29613,87417,29244
29614,88561,12072
29615,43507,73434
29616,21329,7674
29617,71431,91072
29618,96718,53213
29619,957,27370
29620,60691,49743
29621,11666,12280
29622,91387,7491
29623,373,37908
29624,35168,42285
29625,62455,14001
29626,34742,8742
29627,71733,83555
29628,74208,80366
29629,26935,71291
29630,28615,29980
29631,17682,13060
29632,42240,72370
29633,22307,93126
29634,35910,93147
29635,98605,66300
29636,97619,40588
29637,60890,35560
29638,11685,38340
29639,1839,79577
29640,19560,99845
29641,90844,91442
29642,95094,88653
29643,54095,83424
29644,19044,43043
29645,60567,87793
29646,61967,45910
29647,4650,95090
29648,7590,58481
29649,91648,12563
29650,44648,93557
29651,28348,44153
29652,22131,83300
29653,66002,37899
29654,26959,39113
29655,50205,49068
29656,91930,15701
29657,19023,81993
29658,65320,69390
29659,11739,86638
29660,79991,62037
29661,14286,18418
29662,72456,57099
29663,86070,97420
29664,5817,2813
29665,32215,65153
29666,51425,4222
29667,11031,53535
29668,68761,81925
29669,24613,92029
29670,95679,32741
29671,62191,68243
29672,33064,78417
29673,27687,87032
29674,77348,27472
29675,29527,91688
29676,7000,13146
29677,61124,55165
29678,11731,59406
29679,42380,13616
29680,57407,73112
29681,65257,19238
29682,5601,41231
29683,11461,57007
29684,86695,18072
29685,80330,61570
29686,46038,51580
29687,6271,63239
29688,91434,41566
29689,46282,29636
29690,68281,61415
29691,84994,58196
29692,75146,69725
29693,9362,20545
29694,29732,9733
29695,59276,5784
29696,72899,73364
29697,14516,53028
29698,73667,14860
29699,12669,86699
29700,15620,42333
29701,78356,20273
29702,24195,4020
29703,46450,20704
29704,48699,8216
29705,5389,52665
29706,94144,71323
29707,99614,41308
29708,39373,22229
29709,44112,26759
29710,1799,501
29711,97977,26494
29712,9050,15109
29713,5553,2372
29714,21921,76226
29715,85074,24628
29716,7370,77578
29717,85481,59026
29718,90526,33393
29719,16008,89412
29720,60980,49790
29721,22295,22513
29722,48598,59836
29723,73601,94288
29724,54098,82660
29725,90599,59767
29726,90262,43681
29727,47017,47608
29728,90598,37524
29729,3473,99370
29730,1709,62108
29731,6624,67478
29732,68924,50580
29733,68767,89345
29734,42026,12348
29735,18630,86528
29736,80038,5733
29737,767,35138
29738,41716,88982
29739,90991,8237
29740,95897,10941
29741,51336,63338
29742,13104,38197
29743,82974,77750
29744,18673,85192
29745,69942,79904
29746,33172,92352
29747,20184,35356
29748,10300,79838
29749,25661,26779
29750,64267,13538
29751,68386,46888
29752,81141,13346
29753,82082,39361
29754,20822,81340
29755,28372,26420
29756,26166,57998
29757,21543,37329
29758,89277,21112
29759,22427,93998
29760,85382,28644
29761,95496,60117
29762,29438,37273
29763,50507,52317
29764,82976,78758
29765,70317,50556
29766,47165,6609
29767,73616,14558
29768,78027,97952
29769,28213,44195
29770,64281,43507
29771,84625,76319
29772,65890,79906
29773,50452,6800
29774,88585,29064
29775,10101,65856
29776,62587,38563
29777,4312,86107
29778,61454,86427
29779,78439,82967
29780,48044,96671
29781,17696,24154
29782,25773,6732
29783,86089,82204
29784,50277,34746
29785,62039,22386
29786,66609,73011
29787,56731,28246
29788,7134,44013
29789,56788,74649
29790,32735,29917
29791,39022,89400
29792,95849,57489
29793,82460,78768
29794,4686,37827
29795,55001,90333
29796,1427,98524
29797,43170,96641
29798,99616,32387
29799,3423,70003
29800,5258,38809
29801,66032,24117
29802,51834,77193
29803,90919,16605
29804,7988,93567
29805,43514,86329
29806,71858,63162
29807,25409,6380
29808,36968,52669
29809,87954,24494
29810,39076,34512
29811,62833,24855
29812,58132,20124
29813,89766,59777
29814,29219,80685
29815,75685,55869
29816,14907,61175
29817,48980,56134
29818,21169,68443
29819,63743,31719
29820,92959,36764
29821,43502,43709
29822,57972,51916
29823,8557,79382
29824,88939,61293
29825,93646,8267
29826,87422,68249
29827,16188,52244
29828,99254,8407
29829,60253,53306
29830,92247,417
29831,89543,50851
29832,73514,45781
29833,33559,12533
29834,84641,98323
29835,35186,83702
29836,40768,44427
29837,24707,59627
29838,80036,83251
29839,71125,92867
29840,79656,63124
29841,65943,66835
29842,66244,94156
29843,89740,69723
29844,71396,9268
29845,29957,71419
29846,84866,1380
29847,3866,99941
29848,1247,11589
29849,5580,66045
29850,35845,91596
29851,82919,17781
29852,67107,79058
29853,34991,55162
29854,30905,14035
29855,93834,16
29856,97858,10035
29857,15215,98188
29858,41697,4485
29859,90397,27496
29860,89992,70939
29861,85548,77592
29862,6110,54429
29863,7578,24029
29864,31463,9789
29865,4807,81246
29866,1474,90137
29867,264,18975
29868,43984,49822
29869,86415,31191
29870,19960,50987
29871,37507,43991
29872,78888,30945
29873,93551,19541
29874,78700,47349
29875,73832,16683
29876,32202,84559
29877,79239,86334
29878,80654,98226
29879,99658,50
29880,49095,24668
29881,54483,64766
29882,15846,46531
29883,30605,62612
29884,77014,53078
29885,5789,63448
29886,96183,87172
29887,85280,26793
29888,81794,76070
29889,62701,90816
29890,98789,75470
29891,76422,80382
29892,56860,18586
29893,39678,5862
29894,93719,52149
29895,5610,71856
29896,63016,73799
29897,9396,90114
29898,86798,51521
29899,76876,85793
29900,70033,53671
29901,83884,57340
29902,50510,79185
29903,48483,62973
29904,77981,26787
29905,24764,53925
29906,59165,31422
29907,50553,64627
29908,95708,51801
29909,57149,60950
29910,34878,28757
29911,90,37205
29912,44899,22740
29913,85413,86952
29914,24848,39016
29915,12574,17417
29916,70322,14597
29917,82811,25852
29918,56151,19520
29919,16787,17711
29920,50556,810
29921,88404,80554
29922,69399,56549
29923,8900,52158
29924,27103,74784
29925,62223,69901
29926,61503,33604
29927,69981,51737
29928,21552,14295
29929,13465,16506
29930,64076,7169
29931,34127,9388
29932,48875,41338
29933,76577,34903
29934,16424,11089
29935,36345,30782
29936,77503,2541
29937,94602,78468
29938,35955,89852
29939,77347,91888
29940,57793,49497
29941,56669,69595
29942,51279,59862
29943,6061,30867
29944,70154,52575
29945,86432,13790
29946,85040,60568
29947,61763,9529
29948,52710,30151
29949,23108,7138
29950,6422,86152
29951,50939,88781
29952,45008,47828
29953,91908,62195
29954,45453,86990
29955,87896,69708
29956,66569,44063
29957,91587,85452
29958,85336,44467
29959,32995,89247
29960,22862,32321
29961,84049,31092
29962,17193,56574
29963,24082,99021
29964,76968,34505
29965,40814,27211
29966,14163,48027
29967,16609,17229
29968,46764,66718
29969,91127,90579
29970,37692,34677
29971,74616,44435
29972,73821,24017
29973,52592,12396
29974,47857,80096
29975,55378,65437
29976,88252,43347
29977,81631,48019
29978,60719,66287
29979,1076,82910
29980,31481,23004
29981,66000,94175
29982,70431,2906
29983,60150,51686
29984,29884,3266
29985,60398,10623
29986,96459,14162
29987,55739,2640
29988,33770,12872
29989,69585,52824
29990,25787,94776
29991,62190,30448
29992,45677,87500
29993,7531,21203
29994,14747,92186
29995,26409,27602
29996,25108,50517
29997,76700,83782
29998,2779,80917
29999,25847,2768
30000,6964,11822
30001,39339,70582
30002,33277,14615
30003,11993,93162
30004,30183,20231
30005,54457,81989
30006,59542,18336
30007,61107,66171
30008,38684,50473
30009,4171,60891
30010,16010,11119
30011,85737,51194
30012,50944,5276
30013,20739,90875
30014,43222,4918
30015,46918,57980
30016,24060,50008
30017,79637,30826
30018,16126,47082
30019,55292,28097
30020,98467,76085
30021,6274,56078
30022,68320,3730
30023,29983,89895
30024,90907,54877
30025,26191,41643
30026,68633,66471
30027,43215,25324
30028,56837,90982
30029,14624,18048
30030,48983,186
30031,33808,12125
30032,19929,9686
30033,47556,71665
30034,82473,46908
30035,68510,19915
30036,35643,35189
30037,51477,36552
30038,78523,94939
30039,17390,89894
30040,63741,44674
30041,89143,69505
30042,98787,94040
30043,46287,2490
30044,18732,33934
30045,41313,45199
30046,52441,88208
30047,51375,33402
30048,61312,81680
30049,35942,84277
30050,81187,89813
30051,32324,72252
30052,1282,78577
30053,95387,18378
30054,39367,10713
30055,98898,45263
30056,91925,46930
30057,84320,26378
30058,33355,72403
30059,6467,39711
30060,45067,52631
30061,4816,60756
30062,74392,29498
30063,66328,25927
30064,19761,83907
30065,13063,15648
30066,56359,14785
30067,52434,24002
30068,68945,64598
30069,19903,88498
30070,94087,90135
30071,52820,44228
30072,12448,81256
30073,85454,62740
30074,59097,29853
30075,29701,21403
30076,86987,24461
30077,43601,63383
30078,90745,71019
30079,237,76988
30080,95697,6241
30081,65000,84027
30082,17983,91264
30083,63395,82653
30084,85598,22689
30085,64310,86458
30086,79566,27425
30087,24842,98529
30088,89158,2509
30089,73010,72367
30090,69652,76534
30091,44602,15436
30092,40516,99148
30093,26944,3138
30094,39659,49416
30095,62722,82633
30096,34048,65271
30097,49656,97374
30098,62275,73185
30099,26100,86050
30100,77472,25842
30101,47134,48862
30102,99744,47018
30103,12941,11340
30104,53408,78179
30105,10209,89081
30106,75682,83662
30107,94616,97559
30108,88214,22191
30109,52222,13908
30110,55655,22953
30111,33614,2133
30112,4688,59981
30113,99413,36803
30114,49969,37965
30115,84550,39936
30116,17917,32028
30117,14944,89782
30118,26769,24818
30119,78472,13649
30120,67215,12701
30121,27108,25987
30122,48136,688
30123,55298,29999
30124,93143,29993
30125,25542,78930
30126,88843,17276
30127,83665,94702
30128,71914,61486
30129,39331,11635
30130,94029,6271
30131,69877,1771
30132,61191,15069
30133,19752,53015
30134,50574,84423
30135,19255,88115
30136,38585,32885
30137,98349,37178
30138,62815,90718
30139,33621,54702
30140,42781,97561
30141,98459,74273
30142,88529,47228
30143,32321,25859
30144,73775,17985
30145,1851,53897
30146,96614,53484
30147,71826,24482
30148,57365,19055
30149,76744,25813
30150,11755,95500
30151,89189,80744
30152,7869,67872
30153,88646,64587
30154,17727,80822
30155,1432,38591
30156,53131,19576
30157,82405,5611
30158,76991,29939
30159,98452,40174
30160,35436,73677
30161,58523,60753
30162,73281,67439
30163,94343,50418
30164,14748,96973
30165,52837,98200
30166,45926,53401
30167,79983,28137
30168,28306,13755
30169,66179,71675
30170,35149,85554
30171,78961,94075
30172,22103,30349
30173,84624,8732
30174,42667,10644
30175,65305,14449
30176,85946,33928
30177,40763,40621
30178,70908,58680
30179,56632,77793
30180,6041,94947
30181,45276,50479
30182,97073,70695
30183,36796,16550
30184,15900,96965
30185,36874,65650
30186,72495,8690
30187,12733,70778
30188,904,13059
30189,60241,30005
30190,40455,59394
30191,37507,44793
30192,93496,93093
30193,42372,22344
30194,73368,38617
30195,55419,39395
30196,94569,68177
30197,76766,52167
30198,96590,47266
30199,13002,13257
30200,28258,75435
30201,92851,50960
30202,18284,17212
30203,74713,29653
30204,14958,16315
30205,19831,1354
30206,2579,16947
30207,22163,35144
30208,24625,76940
30209,53492,91425
30210,96235,66014
30211,82521,76604
30212,53231,18206
30213,19450,57111
30214,54574,5787
30215,75851,43464
30216,77992,5312
30217,77008,30029
30218,27567,93750
30219,40301,57427
30220,36915,92748
30221,54131,54320
30222,5003,92771
30223,25909,23122
30224,21122,5633
30225,97395,35174
30226,81211,73714
30227,9401,46891
30228,29121,59209
30229,99274,36010
30230,38049,43388
30231,67239,95482
30232,78235,13214
30233,25971,87737
30234,94596,56754
30235,98563,98186
30236,66234,29255
30237,29289,15005
30238,97667,27851
30239,76063,73265
30240,3702,35991
30241,97323,57385
30242,13238,95496
30243,88026,63444
30244,59297,33280
30245,78257,25039
30246,66761,16606
30247,12772,50930
30248,64321,26941
30249,36040,68133
30250,91319,45470
30251,28225,39709
30252,95277,33359
30253,8890,47234
30254,96659,59970
30255,10572,69039
30256,89613,64598
30257,23531,40454
30258,16262,37570
30259,79259,75824
30260,34712,21116
30261,40186,11822
30262,75043,47532
30263,38359,55568
30264,48927,90315
30265,74479,38834
30266,49109,83176
30267,79889,67330
30268,61909,72621
30269,35735,80678
30270,37047,61070
30271,28035,71862
30272,14400,88899
30273,98351,83869
30274,55349,56905
30275,94752,2220
30276,15916,23148
30277,49453,60665
30278,92707,91926
30279,87883,95720
30280,39976,44013
30281,63539,55211
30282,50319,53097
30283,7559,70629
30284,97298,56421
30285,39631,21622
30286,16519,45040
30287,44877,89056
30288,84297,70576
30289,56761,66810
30290,68887,88026
30291,91123,45591
30292,6170,52571
30293,90926,63580
30294,99265,23116
30295,65757,20245
30296,76338,56561
30297,28673,23314
30298,63161,73639
30299,11022,86618
30300,90199,95666
30301,96877,93642
30302,7320,86528
30303,26868,97874
30304,75753,23127
30305,72717,65220
30306,99528,75142
30307,57256,95214
30308,41886,11340
30309,39660,23616
30310,46914,94484
30311,56597,13196
30312,27094,46192
30313,84627,82181
30314,23411,27544
30315,85256,45206
30316,76100,12328
30317,32289,47865
30318,63184,18125
30319,29296,77034
30320,53844,56246
30321,81872,76000
30322,60828,54132
30323,48624,13450
30324,6695,42271
30325,11354,27204
30326,62332,31275
30327,65931,22886
30328,68005,54139
30329,18766,95155
30330,11217,45760
30331,21955,53189
30332,73133,87061
30333,13770,51353
30334,9516,30302
30335,12177,71587
30336,58093,14446
30337,4460,46876
30338,45081,10525
30339,12190,7289
30340,96879,38706
30341,23516,92879
30342,71865,40008
30343,32857,46504
30344,27782,51799
30345,69664,68937
30346,53666,35830
30347,92227,47901
30348,5203,20026
30349,21340,77608
30350,50280,63063
30351,18761,60422
30352,25211,10344
30353,20291,56430
30354,94666,48686
30355,93754,92613
30356,71969,17570
30357,49023,66883
30358,24644,20982
30359,58266,90876
30360,46694,22714
30361,84006,68681
30362,56131,83814
30363,41257,1491
30364,58719,25786
30365,82394,61942
30366,93545,50000
30367,76053,86945
30368,63024,81623
30369,40386,58698
30370,13792,49629
30371,43024,39964
30372,41236,27533
30373,54647,7166
30374,57938,53880
30375,31449,43603
30376,15160,38663
30377,33112,81994
30378,63393,25600
30379,22015,36080
30380,50956,57099
30381,88455,44718
30382,49911,32984
30383,44331,85727
30384,14314,37885
30385,10025,66553
30386,46949,76019
30387,75484,20725
30388,54492,66926
30389,4293,90055
30390,11262,98942
30391,73206,73353
30392,74609,72048
30393,24438,24234
30394,90758,37456
30395,18482,67134
30396,29816,13158
30397,99316,73280
30398,33328,41166
30399,54020,39608
30400,25601,76296
30401,87567,1864
30402,90217,20982
30403,94852,24983
30404,35445,62022
30405,30450,67651
30406,56175,7559
30407,10001,34292
30408,57370,47332
30409,22332,28878
30410,29730,60056
30411,75972,46292
30412,24126,32903
30413,17655,25513
30414,18876,42918
30415,1895,15805
30416,93948,11823
30417,66566,14373
30418,53549,98056
30419,45971,99260
30420,20007,34816
30421,81224,48604
30422,39470,46572
30423,82948,32904
30424,91900,25289
30425,21934,624
30426,73287,50197
30427,17001,83937
30428,38044,78395
30429,72767,23192
30430,85747,97513
30431,99529,82849
30432,91425,86176
30433,37718,47807
30434,46977,86940
30435,14316,39769
30436,79580,34119
30437,12571,76977
30438,52425,90157
30439,68860,63731
30440,34204,2026
30441,1671,28292
30442,24671,94298
30443,74189,76985
30444,34779,35057
30445,54171,5963
30446,17829,32066
30447,80210,16693
30448,39209,25500
30449,65112,5345
30450,22845,69170
30451,78849,82645
30452,7031,98323
30453,44660,88217
30454,98237,5826
30455,66183,91846
30456,58163,56594
30457,95520,9151
30458,96337,38967
30459,61969,75082
30460,91245,15808
30461,61462,58588
30462,73688,92835
30463,67787,39051
30464,93064,24079
30465,25901,34376
30466,52024,8221
30467,66487,52447
30468,19907,53708
30469,89215,80465
30470,65844,64385
30471,37420,41075
30472,77677,49579
30473,3985,19751
30474,48493,8131
30475,2832,16246
30476,78203,32759
30477,98602,33145
30478,10041,36776
30479,44345,32691
30480,81173,65778
30481,25066,90402
30482,42,57996
30483,38456,89510
30484,28214,85570
30485,55730,9963
30486,30583,59128
30487,36121,56003
30488,52366,69801
30489,54744,93914
30490,35902,15614
30491,24363,98289
30492,58050,24940
30493,54498,12931
30494,73125,98532
30495,35387,62270
30496,37523,32003
30497,1066,54872
30498,92054,64428
30499,28826,30373
30500,31819,59548
30501,22954,17068
30502,58748,48569
30503,68908,71931
30504,25148,1272
30505,82053,9702
30506,91675,45688
30507,71568,12209
30508,30362,94809
30509,50982,98590
30510,92691,55658
30511,68766,77259
30512,66279,46102
30513,97927,52825
30514,95606,88027
30515,81615,61206
30516,89374,65751
30517,39614,6533
30518,76150,11176
30519,61590,94496
30520,36831,48734
30521,82858,8616
30522,75897,47429
30523,99732,9975
30524,81785,62787
30525,57596,47752
30526,10018,25908
30527,67934,20808
30528,1943,92713
30529,70047,60560
30530,2710,46362
30531,40644,58315
30532,28105,18644
30533,854,62401
30534,32676,47294
30535,32766,69406
30536,68480,35329
30537,49375,99573
30538,18096,91831
30539,20516,14493
30540,37260,21600
30541,19525,90718
30542,17807,17268
30543,56083,22836
30544,85018,83040
30545,1702,23751
30546,41727,50577
30547,24472,99999
30548,90413,58114
30549,23292,85608
30550,99104,29079
30551,16121,39014
30552,71575,10417
30553,54998,66036
30554,7268,86742
30555,60028,75185
30556,54838,57440
30557,76703,70134
30558,20695,89378
30559,81525,52213
30560,67880,16682
30561,90692,17758
30562,72561,42288
30563,33281,46667
30564,52845,75525
30565,25782,18893
30566,61776,36034
30567,42148,42637
30568,60545,38834
30569,2484,75963
30570,8903,11716
30571,57535,94969
30572,73201,70471
30573,85034,60182
30574,57790,60485
30575,11569,80870
30576,6042,39414
30577,79330,17627
30578,43733,69668
30579,62598,70871
30580,12694,53686
30581,60352,53164
30582,70352,65210
30583,49099,24874
30584,58976,65146
30585,92954,38270
30586,78211,51185
30587,14117,71498
30588,84610,64199
30589,69258,96920
30590,46027,38533
30591,55841,24047
30592,36813,41111
30593,92542,70255
30594,34921,42747
30595,38498,3191
30596,83688,84560
30597,16222,32998
30598,6449,53522
30599,41602,276
30600,35713,63096
30601,96680,24481
30602,51245,233
30603,85480,23178
30604,77350,3489
30605,21918,53939
30606,80680,9364
30607,56528,35781
30608,40576,29459
30609,179,45497
30610,15434,22800
30611,54831,91643
30612,18228,93704
30613,33387,24364
30614,69400,27161
30615,97462,74515
30616,39156,59877
30617,92272,74081
30618,33018,67838
30619,4700,58411
30620,58114,98369
30621,11485,70717
30622,31696,95398
30623,7037,23916
30624,76807,25447
30625,34896,36954
30626,5348,81102
30627,51199,40114
30628,47033,94661
30629,63180,90969
30630,73704,1436
30631,4979,412
30632,97482,85842
30633,77288,61340
30634,40250,98845
30635,24994,7644
30636,95698,23953
30637,84758,32519
30638,69048,31175
30639,30510,85064
30640,98882,19908
30641,921,13605
30642,26544,76055
30643,74287,34315
30644,38505,14827
30645,38062,83330
30646,25142,78622
30647,42076,80563
30648,27402,19257
30649,17962,46658
30650,19243,64800
30651,28685,67419
30652,76737,40573
30653,70859,53543
30654,88257,68301
30655,18697,95685
30656,63732,35180
30657,86264,92208
30658,96222,30098
30659,59523,90795
30660,98364,78946
30661,24161,23856
30662,72303,12409
30663,96045,21808
30664,80310,12164
30665,40209,48608
30666,76911,90337
30667,15379,44465
30668,98549,71513
30669,16147,39005
30670,7662,9355
30671,84361,28615
30672,84680,22206
30673,10912,793
30674,5077,42556
30675,56377,54043
30676,13352,37065
30677,45759,54690
30678,15060,97283
30679,20330,73057
30680,18157,52232
30681,5581,99226
30682,16342,34508
30683,51530,76898
30684,82896,64954
30685,62119,68017
30686,92008,93129
30687,61271,36522
30688,82642,54600
30689,9423,24865
30690,67457,40528
30691,67026,23893
30692,30098,38541
30693,56450,47559
30694,78177,18507
30695,23684,55613
30696,15068,40501
30697,34451,11929
30698,9760,33389
30699,92690,59218
30700,54567,16779
30701,69866,35761
30702,15708,18883
30703,41995,57256
30704,17539,20418
30705,89204,47720
30706,38720,81011
30707,59751,66234
30708,60229,76894
30709,8939,67224
30710,79380,9835
30711,38522,91501
30712,47727,668
30713,78770,98048
30714,65590,23585
30715,28815,13285
30716,57042,59046
30717,95585,91267
30718,75639,46901
30719,52390,51914
30720,72335,69204
30721,62674,8625
30722,60548,47629
30723,16976,6539
30724,30712,60999
30725,91846,32677
30726,94035,54687
30727,80156,89385
30728,53097,81626
30729,1612,41018
30730,54584,23188
30731,37322,2766
30732,96445,11433
30733,92824,44658
30734,93905,12328
30735,68092,31004
30736,46010,47580
30737,49944,2510
30738,40597,45454
30739,68827,64378
30740,51041,83181
30741,11821,96587
30742,76417,96598
30743,72174,8628
30744,10814,70153
30745,64230,93942
30746,79024,68224
30747,39147,50277
30748,95203,4206
30749,50968,43395
30750,12198,75544
30751,41518,63154
30752,34268,35887
30753,57923,16004
30754,34663,22004
30755,61448,54345
30756,39215,64791
30757,55043,43864
30758,83757,88791
30759,93132,81550
30760,73944,85275
30761,97531,4963
30762,42493,89685
30763,83275,86351
30764,18499,4140
30765,12415,12562
30766,67714,76111
30767,48277,14381
30768,65880,7443
30769,85316,59678
30770,70063,53505
30771,93723,44809
30772,99770,29701
30773,56822,93650
30774,3607,41569
30775,88358,42771
30776,92785,9453
30777,9752,25608
30778,70498,14377
30779,75778,62521
30780,69627,60853
30781,59350,69973
30782,27234,70090
30783,88490,94370
30784,67758,77754
30785,94940,14513
30786,55389,82276
30787,76783,73557
30788,89402,43894
30789,64108,61508
30790,79615,63422
30791,20076,20054
30792,65392,48277
30793,67758,87299
30794,74426,46393
30795,70311,7889
30796,31635,35806
30797,2967,84080
30798,40727,60489
30799,13184,72626
30800,1876,57749
30801,10216,9777
30802,9898,47890
30803,95510,98449
30804,98712,56810
30805,65120,44342
30806,75460,96192
30807,6659,82820
30808,85521,84482
30809,62523,38894
30810,75186,93971
30811,30829,73511
30812,63014,24535
30813,57248,63150
30814,82714,85782
30815,19819,13458
30816,45937,26577
30817,49111,70656
30818,78469,58184
30819,50327,99246
30820,20589,20686
30821,19486,65458
30822,36057,29381
30823,17004,63668
30824,82962,27467
30825,76030,65396
30826,17685,72587
30827,60496,90392
30828,63469,73849
30829,4310,27981
30830,27914,11588
30831,77248,97739
30832,11705,68865
30833,41314,57413
30834,50219,26483
30835,80785,1112
30836,18949,92624
30837,18438,62336
30838,1521,21603
30839,69978,25867
30840,14973,28060
30841,47535,92399
30842,47531,67670
30843,14874,19594
30844,22140,55327
30845,18800,11531
30846,81978,3924
30847,70926,19195
30848,51075,89151
30849,94863,47914
30850,67598,29219
30851,69222,87522
30852,43449,21682
30853,56429,55124
30854,63785,93639
30855,5354,36364
30856,47307,58411
30857,55165,26040
30858,5828,456
30859,84021,77254
30860,40144,20680
30861,12772,86286
30862,82254,15091
30863,43021,22058
30864,83264,34821
30865,64359,60275
30866,54952,91540
30867,46700,42126
30868,99433,23527
30869,64733,34117
30870,36171,19793
30871,47656,93399
30872,62559,67159
30873,5055,28917
30874,52835,29833
30875,69132,87947
30876,65589,42531
30877,60979,79582
30878,21876,40865
30879,37,27553
30880,75364,37923
30881,91533,4704
30882,46171,2284
30883,84035,20120
30884,57051,50902
30885,27647,27630
30886,645,19824
30887,79928,64371
30888,67946,98429
30889,81880,37035
30890,13205,23847
30891,45772,88058
30892,93497,83893
30893,43995,74735
30894,22181,56691
30895,71889,64403
30896,20382,67154
30897,93273,3485
30898,88975,57956
30899,69765,9783
30900,51010,65573
30901,59940,14575
30902,83952,82728
30903,48062,42787
30904,39644,97105
30905,7214,43471
30906,54955,90081
30907,19348,74892
30908,98116,11367
30909,90123,58082
30910,88294,89902
30911,4232,70185
30912,28574,93785
30913,18063,21686
30914,66383,75996
30915,32500,48505
30916,49946,17144
30917,19327,60715
30918,10341,29594
30919,90054,88940
30920,26568,66567
30921,28143,60112
30922,99931,56205
30923,77011,88716
30924,63547,98392
30925,8357,23052
30926,68924,17693
30927,44971,98876
30928,41953,54424
30929,24306,46393
30930,31486,18461
30931,73832,69945
30932,56305,83155
30933,20252,97390
30934,16258,24803
30935,92507,10992
30936,10307,80184
30937,33199,41298
30938,13348,45674
30939,58904,10425
30940,59385,96861
30941,38994,37814
30942,75124,69683
30943,23307,3413
30944,37322,87810
30945,50156,43821
30946,39321,93377
30947,44417,19496
30948,49100,33040
30949,42425,61795
30950,86169,95084
30951,62617,85276
30952,55674,73640
30953,50088,83115
30954,15958,81616
30955,52347,17506
30956,60194,9916
30957,88438,27342
30958,94055,77366
30959,61825,97481
30960,47135,8294
30961,89227,59429
30962,75244,41149
30963,82870,63795
30964,29620,91075
30965,33080,5056
30966,35659,40182
30967,86993,69082
30968,14604,21434
30969,34085,29210
30970,12245,69641
30971,33139,36215
30972,18325,3352
30973,66138,18107
30974,12231,91120
30975,12073,91152
30976,95109,10646
30977,76483,77214
30978,6119,75771
30979,59432,81672
30980,91498,34847
30981,76236,62402
30982,2533,60267
30983,37688,83111
30984,6448,25376
30985,98211,54844
30986,73435,16516
30987,16380,64465
30988,19695,79732
30989,38083,15162
30990,82125,42381
30991,40640,78700
30992,59469,96797
30993,24047,28042
30994,22779,42861
30995,99690,34241
30996,58331,11665
30997,13812,52183
30998,399,75474
30999,16908,20469
31000,67144,64345
31001,58270,99083
31002,67109,74263
31003,73049,39637
31004,35414,15435
31005,33567,16541
31006,15014,14804
31007,3022,31823
31008,71525,8812
31009,36973,38165
31010,9890,35306
31011,98852,12604
31012,68027,69546
31013,84233,67289
31014,37982,7430
31015,26803,96422
31016,54021,70348
31017,26092,63304
31018,6159,69710
31019,11990,50493
31020,63807,81349
31021,71990,74698
31022,67708,40188
31023,25520,32998
31024,40764,21323
31025,90260,58760
31026,25528,75883
31027,59574,82100
31028,59878,7524
31029,8743,45530
31030,73164,48601
31031,52980,74558
31032,93071,86605
31033,56750,64586
31034,75106,56876
31035,81987,13057
31036,19162,73558
31037,33386,56163
31038,27305,37983
31039,20111,80986
31040,5579,54668
31041,67603,46810
31042,59161,53568
31043,27522,25252
31044,3529,76007
31045,24244,56352
31046,88932,23354
31047,62708,742
31048,89870,17309
31049,80473,66990
31050,57791,42076
31051,26976,12858
31052,27806,54791
31053,18723,10361
31054,63609,40693
31055,80483,90851
31056,5570,79274
31057,40399,32445
31058,33403,92469
31059,33802,67557
31060,38979,50909
31061,93747,75214
31062,11350,30003
31063,90702,62475
31064,58372,47963
31065,54235,89619
31066,56908,9763
31067,38738,14540
31068,37239,33500
31069,30407,41810
31070,51151,47138
31071,64975,7796
31072,9764,80007
31073,95956,29760
31074,94927,23440
31075,41164,12626
31076,83917,2465
31077,78158,9775
31078,84025,25619
31079,54104,30251
31080,66358,42927
31081,14200,32976
31082,90382,49401
31083,23078,92540
31084,47640,24668
31085,38804,35006
31086,61054,56402
31087,86042,90649
31088,79108,13054
31089,88608,31410
31090,35901,16026
31091,24753,1752
31092,19296,31621
31093,38206,60402
31094,11315,80571
31095,76246,39550
31096,47210,23012
31097,92993,33540
31098,41989,10943
31099,25413,93934
31100,9677,75756
31101,63550,65520
31102,56146,33525
31103,77478,88099
31104,80143,40662
31105,94511,30565
31106,88163,77003
31107,9447,90356
31108,51970,28939
31109,79670,55525
31110,76927,63912
31111,8411,13075
31112,24223,45136
31113,64080,40676
31114,44850,10228
