CrimeSubHeadID,CrimeHeadID,CrimeHeadName,SeqID
1999,32394,Dacoity_1999,30
2000,22148,Theft_2000,19
2001,78768,Hacking_2001,17
2002,88317,Robbery_2002,25
2003,15969,Robbery_2003,32
2004,1509,Murder_2004,47
2005,12152,Kidnapping_2005,11
2006,96678,Theft_2006,37
2007,11962,Hacking_2007,29
2008,52472,Extortion_2008,23
2009,2340,Kidnapping_2009,31
2010,46771,Kidnapping_2010,33
2011,11671,Rape_2011,29
2012,65900,Cheating & Forgery_2012,24
2013,80055,Robbery_2013,44
2014,13978,Robbery_2014,8
2015,65186,Rape_2015,7
2016,75073,Extortion_2016,12
2017,15672,Cheating & Forgery_2017,19
2018,9084,Grievous Hurt_2018,14
2019,31114,Extortion_2019,23
2020,98096,Grievous Hurt_2020,41
2021,8134,Rape_2021,5
2022,66901,Extortion_2022,23
2023,42818,Theft_2023,30
2024,44297,Rape_2024,12
2025,11977,Kidnapping_2025,25
2026,75870,Murder_2026,10
2027,15338,Robbery_2027,41
2028,10933,Grievous Hurt_2028,24
2029,30901,Murder_2029,26
2030,6596,Theft_2030,27
2031,97324,Grievous Hurt_2031,48
2032,9531,Cheating & Forgery_2032,48
2033,83716,Grievous Hurt_2033,17
2034,20604,Robbery_2034,24
2035,10575,Cheating & Forgery_2035,27
2036,78151,Hacking_2036,49
2037,71401,Hacking_2037,21
2038,36768,Dacoity_2038,2
2039,34056,Rape_2039,7
2040,41899,Theft_2040,33
2041,43214,Rape_2041,4
2042,97201,Hacking_2042,28
2043,15600,Extortion_2043,2
2044,73022,Robbery_2044,44
2045,79419,Grievous Hurt_2045,47
2046,96921,Grievous Hurt_2046,36
2047,77015,Theft_2047,38
2048,80967,Extortion_2048,1
2049,46463,Robbery_2049,40
2050,3301,Grievous Hurt_2050,20
2051,91254,Cheating & Forgery_2051,12
2052,41089,Murder_2052,4
2053,90355,Robbery_2053,16
2054,76139,Dacoity_2054,36
2055,5916,Murder_2055,31
2056,82761,Murder_2056,24
2057,56525,Murder_2057,11
2058,72511,Murder_2058,34
2059,46011,Extortion_2059,36
2060,62387,Grievous Hurt_2060,9
2061,86463,Theft_2061,43
2062,44686,Robbery_2062,18
2063,60480,Rape_2063,29
2064,13064,Murder_2064,13
2065,60622,Hacking_2065,48
2066,85251,Kidnapping_2066,23
2067,9683,Dacoity_2067,12
2068,43042,Murder_2068,6
2069,70776,Dacoity_2069,27
2070,68191,Rape_2070,6
2071,67352,Cheating & Forgery_2071,47
2072,71511,Dacoity_2072,24
2073,71979,Robbery_2073,27
2074,22246,Rape_2074,39
2075,26911,Kidnapping_2075,45
2076,73661,Rape_2076,12
2077,46161,Theft_2077,39
2078,42920,Extortion_2078,8
2079,66347,Robbery_2079,26
2080,50414,Cheating & Forgery_2080,2
2081,71912,Kidnapping_2081,2
2082,1204,Murder_2082,21
2083,24796,Kidnapping_2083,32
2084,57243,Cheating & Forgery_2084,25
2085,83852,Hacking_2085,43
2086,71702,Dacoity_2086,23
2087,40574,Hacking_2087,33
2088,4151,Theft_2088,6
2089,75768,Grievous Hurt_2089,32
2090,40725,Grievous Hurt_2090,33
2091,42079,Murder_2091,43
2092,43661,Hacking_2092,8
2093,37907,Robbery_2093,44
2094,16367,Murder_2094,38
2095,35054,Robbery_2095,31
2096,54260,Kidnapping_2096,29
2097,87322,Theft_2097,48
2098,57432,Dacoity_2098,13
2099,96150,Theft_2099,44
2100,14086,Dacoity_2100,29
2101,91304,Robbery_2101,15
2102,99630,Dacoity_2102,31
2103,74385,Extortion_2103,48
2104,76059,Kidnapping_2104,23
2105,93146,Theft_2105,31
2106,13395,Rape_2106,8
2107,26775,Grievous Hurt_2107,36
2108,29705,Cheating & Forgery_2108,35
2109,64577,Murder_2109,43
2110,11918,Kidnapping_2110,30
2111,12224,Hacking_2111,6
2112,9755,Cheating & Forgery_2112,49
2113,3589,Kidnapping_2113,42
2114,69518,Hacking_2114,8
2115,206,Hacking_2115,16
2116,47252,Cheating & Forgery_2116,44
2117,67375,Murder_2117,48
2118,14718,Dacoity_2118,19
2119,36420,Theft_2119,7
2120,97954,Robbery_2120,27
2121,23190,Grievous Hurt_2121,9
2122,2393,Theft_2122,48
2123,83545,Extortion_2123,23
2124,55136,Robbery_2124,32
2125,44737,Grievous Hurt_2125,17
2126,54206,Grievous Hurt_2126,17
2127,33333,Robbery_2127,49
2128,3355,Hacking_2128,2
2129,69384,Theft_2129,21
2130,93128,Rape_2130,35
2131,18720,Cheating & Forgery_2131,6
2132,15406,Rape_2132,12
2133,2078,Rape_2133,16
2134,88657,Rape_2134,8
2135,9335,Hacking_2135,34
2136,34012,Kidnapping_2136,33
2137,57300,Theft_2137,27
2138,24012,Murder_2138,37
2139,50153,Grievous Hurt_2139,39
2140,26181,Kidnapping_2140,49
2141,94005,Murder_2141,28
2142,32437,Theft_2142,35
2143,71632,Theft_2143,14
2144,66386,Rape_2144,4
2145,32932,Kidnapping_2145,35
2146,62580,Kidnapping_2146,6
2147,18355,Rape_2147,12
2148,34927,Theft_2148,5
2149,18736,Rape_2149,40
2150,98561,Rape_2150,39
2151,67635,Kidnapping_2151,38
2152,73737,Extortion_2152,9
2153,24253,Murder_2153,39
2154,1605,Cheating & Forgery_2154,7
2155,84139,Dacoity_2155,34
2156,80059,Cheating & Forgery_2156,28
2157,98102,Murder_2157,2
2158,39753,Robbery_2158,3
2159,89478,Robbery_2159,23
2160,83180,Extortion_2160,46
2161,48642,Kidnapping_2161,8
2162,35640,Murder_2162,33
2163,71733,Extortion_2163,36
2164,45330,Rape_2164,23
2165,3817,Dacoity_2165,8
2166,97893,Robbery_2166,20
2167,19875,Robbery_2167,40
2168,80951,Murder_2168,22
2169,55928,Dacoity_2169,17
2170,9626,Rape_2170,1
2171,11619,Cheating & Forgery_2171,48
2172,72943,Dacoity_2172,1
2173,13524,Theft_2173,41
2174,13484,Dacoity_2174,11
2175,8847,Murder_2175,20
2176,61643,Rape_2176,5
2177,16378,Kidnapping_2177,33
2178,99721,Cheating & Forgery_2178,37
2179,5984,Robbery_2179,21
2180,912,Rape_2180,7
2181,5789,Cheating & Forgery_2181,49
2182,3132,Cheating & Forgery_2182,24
2183,23359,Kidnapping_2183,17
2184,48630,Murder_2184,48
2185,59572,Extortion_2185,14
2186,47672,Kidnapping_2186,33
2187,18702,Cheating & Forgery_2187,35
2188,22675,Cheating & Forgery_2188,16
2189,95007,Extortion_2189,1
2190,2983,Dacoity_2190,45
2191,94860,Cheating & Forgery_2191,22
2192,33642,Cheating & Forgery_2192,22
2193,26469,Cheating & Forgery_2193,4
2194,53130,Kidnapping_2194,33
2195,82611,Dacoity_2195,19
2196,53110,Extortion_2196,45
2197,16100,Grievous Hurt_2197,33
2198,14229,Dacoity_2198,22
2199,26264,Murder_2199,13
2200,15154,Theft_2200,43
2201,54361,Grievous Hurt_2201,4
2202,30555,Kidnapping_2202,28
2203,5056,Dacoity_2203,25
2204,41351,Cheating & Forgery_2204,15
2205,2289,Kidnapping_2205,37
2206,43822,Robbery_2206,24
2207,11760,Extortion_2207,14
2208,27223,Robbery_2208,6
2209,54572,Theft_2209,35
2210,8275,Kidnapping_2210,36
2211,98209,Grievous Hurt_2211,43
2212,27460,Theft_2212,24
2213,73476,Kidnapping_2213,23
2214,88491,Murder_2214,33
2215,46308,Grievous Hurt_2215,6
2216,80281,Hacking_2216,44
2217,47398,Extortion_2217,21
2218,90335,Cheating & Forgery_2218,27
2219,15513,Rape_2219,21
2220,52747,Dacoity_2220,28
2221,8025,Extortion_2221,44
2222,60511,Theft_2222,13
2223,96109,Cheating & Forgery_2223,45
2224,71580,Robbery_2224,49
2225,34703,Kidnapping_2225,43
2226,30911,Theft_2226,14
2227,94045,Cheating & Forgery_2227,23
2228,22371,Theft_2228,17
2229,24685,Grievous Hurt_2229,9
2230,46447,Hacking_2230,37
2231,42137,Robbery_2231,42
2232,92180,Kidnapping_2232,23
2233,76796,Hacking_2233,3
2234,23929,Kidnapping_2234,30
2235,91324,Grievous Hurt_2235,33
2236,832,Robbery_2236,2
2237,86827,Rape_2237,9
2238,20762,Grievous Hurt_2238,32
2239,24327,Cheating & Forgery_2239,41
2240,78978,Cheating & Forgery_2240,15
2241,74164,Hacking_2241,12
2242,46049,Theft_2242,46
2243,60979,Dacoity_2243,13
2244,63064,Kidnapping_2244,11
2245,38346,Dacoity_2245,41
2246,77599,Cheating & Forgery_2246,41
2247,94261,Cheating & Forgery_2247,47
2248,76730,Kidnapping_2248,37
2249,48499,Extortion_2249,31
2250,54119,Murder_2250,1
2251,19330,Grievous Hurt_2251,43
2252,82445,Robbery_2252,34
2253,95847,Dacoity_2253,1
2254,68277,Robbery_2254,7
2255,31604,Murder_2255,21
2256,64576,Dacoity_2256,38
2257,50923,Grievous Hurt_2257,35
2258,45307,Grievous Hurt_2258,48
2259,24286,Rape_2259,49
2260,14746,Kidnapping_2260,6
2261,71166,Murder_2261,19
2262,54565,Murder_2262,5
2263,53380,Grievous Hurt_2263,17
2264,88623,Robbery_2264,40
2265,75858,Theft_2265,34
2266,14914,Robbery_2266,38
2267,29086,Dacoity_2267,26
2268,53748,Theft_2268,49
2269,55479,Robbery_2269,22
2270,88141,Kidnapping_2270,47
2271,41956,Murder_2271,5
2272,872,Grievous Hurt_2272,34
2273,73119,Murder_2273,13
2274,25709,Murder_2274,23
2275,31532,Grievous Hurt_2275,24
2276,86620,Theft_2276,12
2277,3272,Extortion_2277,15
2278,50608,Kidnapping_2278,9
2279,39966,Rape_2279,39
2280,67352,Grievous Hurt_2280,2
2281,17423,Cheating & Forgery_2281,39
2282,85605,Extortion_2282,35
2283,22037,Murder_2283,3
2284,55508,Dacoity_2284,4
2285,77239,Theft_2285,28
2286,20893,Rape_2286,27
2287,11940,Cheating & Forgery_2287,10
2288,51210,Robbery_2288,45
2289,80585,Cheating & Forgery_2289,31
2290,41510,Cheating & Forgery_2290,31
2291,16380,Extortion_2291,31
2292,50726,Dacoity_2292,5
2293,91241,Hacking_2293,47
2294,91828,Theft_2294,21
2295,33875,Hacking_2295,23
2296,37638,Extortion_2296,24
2297,61715,Dacoity_2297,2
2298,81826,Grievous Hurt_2298,4
2299,12926,Robbery_2299,5
2300,30013,Robbery_2300,24
2301,90087,Rape_2301,45
2302,87339,Extortion_2302,22
2303,24181,Hacking_2303,27
2304,63109,Dacoity_2304,39
2305,73247,Cheating & Forgery_2305,38
2306,24092,Theft_2306,5
2307,73595,Hacking_2307,30
2308,53562,Theft_2308,45
2309,92410,Grievous Hurt_2309,41
2310,65778,Hacking_2310,10
2311,74678,Rape_2311,22
2312,36291,Extortion_2312,40
2313,26,Theft_2313,37
2314,40971,Dacoity_2314,13
2315,29026,Grievous Hurt_2315,25
2316,37564,Dacoity_2316,20
2317,2915,Kidnapping_2317,3
2318,80336,Dacoity_2318,5
2319,4712,Grievous Hurt_2319,9
2320,14708,Kidnapping_2320,17
2321,53130,Rape_2321,44
2322,92224,Hacking_2322,11
2323,18337,Dacoity_2323,25
2324,95644,Grievous Hurt_2324,42
2325,27688,Extortion_2325,13
2326,5028,Extortion_2326,4
2327,87519,Dacoity_2327,28
2328,89355,Rape_2328,28
2329,29421,Robbery_2329,18
2330,89301,Theft_2330,23
2331,35114,Kidnapping_2331,5
2332,98335,Hacking_2332,5
2333,76959,Rape_2333,44
2334,37714,Kidnapping_2334,21
2335,71230,Murder_2335,4
2336,49227,Dacoity_2336,10
2337,94461,Dacoity_2337,12
2338,50828,Robbery_2338,19
2339,49711,Theft_2339,49
2340,15699,Kidnapping_2340,6
2341,96439,Dacoity_2341,9
2342,44658,Dacoity_2342,25
2343,81624,Dacoity_2343,8
2344,13550,Cheating & Forgery_2344,29
2345,47553,Cheating & Forgery_2345,27
2346,57367,Robbery_2346,33
2347,38281,Murder_2347,43
2348,41423,Hacking_2348,30
2349,20582,Kidnapping_2349,22
2350,48997,Kidnapping_2350,44
2351,39591,Extortion_2351,14
2352,72534,Hacking_2352,7
2353,32985,Cheating & Forgery_2353,7
2354,41015,Grievous Hurt_2354,1
2355,32207,Murder_2355,40
2356,81428,Dacoity_2356,24
2357,82337,Robbery_2357,31
2358,72615,Kidnapping_2358,22
2359,4972,Robbery_2359,25
2360,52630,Murder_2360,33
2361,11396,Rape_2361,27
2362,93304,Dacoity_2362,12
2363,41336,Murder_2363,16
2364,71161,Dacoity_2364,25
2365,75947,Murder_2365,37
2366,40355,Kidnapping_2366,45
2367,87359,Theft_2367,9
2368,35054,Cheating & Forgery_2368,26
2369,34081,Robbery_2369,25
2370,88193,Rape_2370,42
2371,68267,Murder_2371,37
2372,62528,Theft_2372,12
2373,97915,Kidnapping_2373,33
2374,35110,Cheating & Forgery_2374,7
2375,14661,Hacking_2375,33
2376,65533,Rape_2376,27
2377,76701,Hacking_2377,17
2378,46129,Theft_2378,26
2379,13046,Cheating & Forgery_2379,2
2380,79905,Kidnapping_2380,16
2381,94066,Murder_2381,19
2382,3552,Rape_2382,12
2383,44674,Kidnapping_2383,1
2384,27999,Rape_2384,22
2385,49083,Kidnapping_2385,47
2386,73277,Kidnapping_2386,46
2387,81419,Rape_2387,9
2388,93313,Rape_2388,35
2389,41065,Cheating & Forgery_2389,9
2390,82760,Theft_2390,16
2391,5355,Kidnapping_2391,22
2392,56816,Theft_2392,48
2393,27098,Robbery_2393,45
2394,62175,Murder_2394,6
2395,38800,Kidnapping_2395,15
2396,1535,Cheating & Forgery_2396,14
2397,85596,Murder_2397,47
2398,92368,Cheating & Forgery_2398,10
2399,75586,Hacking_2399,38
2400,78902,Grievous Hurt_2400,23
2401,99352,Theft_2401,2
2402,82083,Cheating & Forgery_2402,1
2403,50653,Extortion_2403,12
2404,3640,Cheating & Forgery_2404,29
2405,59567,Dacoity_2405,20
2406,26847,Rape_2406,30
2407,81925,Cheating & Forgery_2407,17
2408,65492,Kidnapping_2408,34
2409,35465,Rape_2409,9
2410,98263,Cheating & Forgery_2410,14
2411,26024,Hacking_2411,49
2412,33702,Rape_2412,35
2413,54289,Cheating & Forgery_2413,12
2414,52470,Hacking_2414,38
2415,26585,Theft_2415,39
2416,80870,Hacking_2416,4
2417,74995,Dacoity_2417,4
2418,561,Robbery_2418,23
2419,68686,Extortion_2419,7
2420,26400,Kidnapping_2420,16
2421,83474,Kidnapping_2421,34
2422,2707,Hacking_2422,47
2423,17975,Dacoity_2423,12
2424,57914,Grievous Hurt_2424,40
2425,6415,Dacoity_2425,41
2426,61225,Grievous Hurt_2426,47
2427,12313,Hacking_2427,15
2428,29495,Extortion_2428,16
2429,50898,Extortion_2429,11
2430,76610,Theft_2430,22
2431,28978,Hacking_2431,23
2432,76400,Dacoity_2432,16
2433,63845,Theft_2433,12
2434,72618,Robbery_2434,40
2435,67370,Theft_2435,19
2436,81977,Theft_2436,10
2437,60558,Robbery_2437,38
2438,91995,Rape_2438,15
2439,93178,Kidnapping_2439,35
2440,16752,Extortion_2440,23
2441,89831,Theft_2441,32
2442,81423,Robbery_2442,20
2443,17564,Extortion_2443,44
2444,19472,Kidnapping_2444,9
2445,91954,Robbery_2445,9
2446,70797,Kidnapping_2446,27
2447,41995,Extortion_2447,16
2448,10704,Theft_2448,28
2449,95884,Grievous Hurt_2449,38
2450,47752,Dacoity_2450,30
2451,40812,Extortion_2451,6
2452,44800,Grievous Hurt_2452,25
2453,67277,Cheating & Forgery_2453,27
2454,27610,Rape_2454,30
2455,57193,Murder_2455,38
2456,32906,Kidnapping_2456,19
2457,21919,Rape_2457,4
2458,84287,Kidnapping_2458,25
2459,23361,Theft_2459,30
2460,46606,Kidnapping_2460,43
2461,2145,Dacoity_2461,37
2462,73179,Murder_2462,39
2463,77940,Murder_2463,30
2464,73957,Extortion_2464,18
2465,47960,Robbery_2465,2
2466,78342,Robbery_2466,34
2467,35048,Dacoity_2467,34
2468,70763,Rape_2468,17
2469,13843,Rape_2469,6
2470,33992,Murder_2470,2
2471,12035,Kidnapping_2471,43
2472,77275,Kidnapping_2472,11
2473,57169,Hacking_2473,22
2474,57161,Hacking_2474,15
2475,78985,Hacking_2475,38
2476,44617,Kidnapping_2476,37
2477,42643,Rape_2477,6
2478,90519,Kidnapping_2478,44
2479,56321,Rape_2479,9
2480,48851,Grievous Hurt_2480,38
2481,41016,Hacking_2481,17
2482,98540,Extortion_2482,38
2483,48782,Extortion_2483,28
2484,78340,Grievous Hurt_2484,26
2485,42731,Rape_2485,43
2486,2836,Hacking_2486,29
2487,57454,Extortion_2487,43
2488,38090,Grievous Hurt_2488,9
2489,30896,Theft_2489,44
2490,84758,Hacking_2490,42
2491,78107,Murder_2491,10
2492,44252,Theft_2492,2
2493,69789,Cheating & Forgery_2493,18
2494,80001,Extortion_2494,26
2495,33029,Rape_2495,35
2496,27520,Robbery_2496,4
2497,76507,Kidnapping_2497,16
2498,46990,Murder_2498,9
2499,92321,Murder_2499,30
2500,30590,Extortion_2500,40
2501,30810,Dacoity_2501,36
2502,18803,Murder_2502,30
2503,1848,Extortion_2503,2
2504,91763,Kidnapping_2504,38
2505,36896,Rape_2505,13
2506,43135,Theft_2506,22
2507,24475,Rape_2507,15
2508,37560,Theft_2508,34
2509,77030,Cheating & Forgery_2509,5
2510,30589,Cheating & Forgery_2510,29
2511,11820,Cheating & Forgery_2511,45
2512,21483,Dacoity_2512,3
2513,59856,Hacking_2513,8
2514,96550,Rape_2514,32
2515,82473,Kidnapping_2515,43
2516,83872,Cheating & Forgery_2516,42
2517,18567,Murder_2517,24
2518,23538,Hacking_2518,40
2519,23323,Grievous Hurt_2519,43
2520,7914,Grievous Hurt_2520,28
2521,88735,Hacking_2521,36
2522,20073,Grievous Hurt_2522,23
2523,89263,Hacking_2523,34
2524,14176,Extortion_2524,6
2525,6725,Dacoity_2525,44
2526,49757,Cheating & Forgery_2526,31
2527,28095,Grievous Hurt_2527,42
2528,17563,Kidnapping_2528,16
2529,82581,Dacoity_2529,5
2530,78723,Theft_2530,44
2531,93625,Hacking_2531,18
2532,95973,Rape_2532,44
2533,24338,Murder_2533,15
2534,59946,Hacking_2534,32
2535,59236,Dacoity_2535,19
2536,90229,Robbery_2536,46
2537,62321,Robbery_2537,29
2538,95593,Hacking_2538,30
2539,5024,Dacoity_2539,22
2540,17686,Murder_2540,25
2541,57097,Murder_2541,38
2542,18320,Theft_2542,47
2543,55081,Extortion_2543,28
2544,44819,Cheating & Forgery_2544,26
2545,38961,Theft_2545,40
2546,60611,Robbery_2546,9
2547,45458,Extortion_2547,36
2548,36185,Murder_2548,29
2549,19232,Robbery_2549,12
2550,17081,Murder_2550,40
2551,82468,Hacking_2551,26
2552,50998,Grievous Hurt_2552,34
2553,32445,Extortion_2553,48
2554,88550,Cheating & Forgery_2554,3
2555,35944,Rape_2555,38
2556,20374,Hacking_2556,25
2557,79465,Kidnapping_2557,30
2558,61852,Hacking_2558,31
2559,84139,Robbery_2559,28
2560,42538,Hacking_2560,37
2561,68326,Kidnapping_2561,46
2562,84064,Cheating & Forgery_2562,1
2563,10767,Murder_2563,30
2564,69705,Kidnapping_2564,40
2565,78694,Hacking_2565,29
2566,12359,Dacoity_2566,16
2567,54047,Robbery_2567,18
2568,16234,Rape_2568,27
2569,93875,Dacoity_2569,41
2570,81069,Murder_2570,13
2571,37432,Grievous Hurt_2571,40
2572,46745,Theft_2572,14
2573,8834,Grievous Hurt_2573,28
2574,69892,Grievous Hurt_2574,33
2575,92790,Theft_2575,2
2576,86618,Dacoity_2576,49
2577,1898,Kidnapping_2577,49
2578,65289,Murder_2578,47
2579,95716,Kidnapping_2579,35
2580,10136,Dacoity_2580,27
2581,8468,Murder_2581,28
2582,56427,Extortion_2582,14
2583,62869,Murder_2583,23
2584,82136,Kidnapping_2584,3
2585,57672,Kidnapping_2585,31
2586,30469,Hacking_2586,49
2587,11262,Kidnapping_2587,23
2588,44225,Rape_2588,6
2589,54723,Murder_2589,34
2590,54919,Robbery_2590,4
2591,41581,Theft_2591,5
2592,78670,Hacking_2592,19
2593,86189,Extortion_2593,24
2594,95672,Extortion_2594,36
2595,56633,Rape_2595,39
2596,10637,Cheating & Forgery_2596,30
2597,81248,Theft_2597,46
2598,84772,Kidnapping_2598,15
2599,41763,Theft_2599,47
2600,27894,Dacoity_2600,27
2601,44987,Dacoity_2601,6
2602,31128,Extortion_2602,22
2603,49828,Theft_2603,11
2604,3958,Theft_2604,46
2605,83769,Murder_2605,41
2606,24964,Extortion_2606,29
2607,85544,Hacking_2607,1
2608,38515,Kidnapping_2608,11
2609,25496,Kidnapping_2609,26
2610,14289,Rape_2610,46
2611,29415,Grievous Hurt_2611,22
2612,57893,Extortion_2612,48
2613,3485,Extortion_2613,34
2614,28833,Dacoity_2614,40
2615,11754,Cheating & Forgery_2615,21
2616,79025,Cheating & Forgery_2616,32
2617,33969,Cheating & Forgery_2617,39
2618,61685,Robbery_2618,48
2619,9740,Rape_2619,19
2620,61410,Dacoity_2620,7
2621,21935,Murder_2621,41
2622,34632,Grievous Hurt_2622,4
2623,27579,Extortion_2623,31
2624,51733,Murder_2624,21
2625,2962,Kidnapping_2625,28
2626,96953,Theft_2626,16
2627,36471,Kidnapping_2627,18
2628,93166,Theft_2628,9
2629,43803,Kidnapping_2629,46
2630,19519,Extortion_2630,43
2631,77256,Grievous Hurt_2631,22
2632,53712,Kidnapping_2632,34
2633,36519,Rape_2633,9
2634,9220,Theft_2634,2
2635,78552,Cheating & Forgery_2635,28
2636,24303,Robbery_2636,11
2637,31220,Theft_2637,37
2638,51999,Extortion_2638,38
2639,51240,Robbery_2639,25
2640,78196,Dacoity_2640,24
2641,88999,Extortion_2641,19
2642,11885,Murder_2642,37
2643,275,Murder_2643,35
2644,3580,Cheating & Forgery_2644,17
2645,33781,Hacking_2645,37
2646,50312,Robbery_2646,15
2647,68128,Cheating & Forgery_2647,41
2648,55558,Hacking_2648,36
2649,35993,Theft_2649,27
2650,31090,Cheating & Forgery_2650,46
2651,74737,Cheating & Forgery_2651,8
2652,33148,Hacking_2652,14
2653,15205,Kidnapping_2653,11
2654,60903,Hacking_2654,38
2655,22408,Kidnapping_2655,48
2656,63057,Rape_2656,43
2657,11385,Hacking_2657,45
2658,26459,Kidnapping_2658,1
2659,82883,Dacoity_2659,47
2660,53574,Murder_2660,3
2661,61810,Grievous Hurt_2661,25
2662,64190,Cheating & Forgery_2662,2
2663,33488,Murder_2663,43
2664,85740,Rape_2664,47
2665,62836,Extortion_2665,19
2666,83180,Extortion_2666,39
2667,40675,Theft_2667,22
2668,74671,Cheating & Forgery_2668,46
2669,49179,Extortion_2669,44
2670,7867,Robbery_2670,5
2671,92798,Rape_2671,15
2672,74010,Theft_2672,13
2673,55033,Dacoity_2673,23
2674,62260,Theft_2674,17
2675,58042,Theft_2675,47
2676,98400,Cheating & Forgery_2676,31
2677,57699,Kidnapping_2677,34
2678,84827,Robbery_2678,3
2679,26956,Cheating & Forgery_2679,32
2680,16233,Murder_2680,4
2681,56303,Hacking_2681,24
2682,87583,Grievous Hurt_2682,40
2683,30190,Kidnapping_2683,26
2684,60976,Grievous Hurt_2684,16
2685,91059,Hacking_2685,23
2686,56880,Cheating & Forgery_2686,15
2687,3315,Grievous Hurt_2687,34
2688,32853,Extortion_2688,30
2689,43012,Cheating & Forgery_2689,29
2690,43306,Rape_2690,8
2691,23944,Grievous Hurt_2691,21
2692,16624,Rape_2692,46
2693,17305,Extortion_2693,32
2694,78112,Robbery_2694,27
2695,22332,Robbery_2695,19
2696,68516,Theft_2696,12
2697,55087,Hacking_2697,11
2698,4582,Rape_2698,32
2699,53637,Dacoity_2699,31
2700,52108,Cheating & Forgery_2700,41
2701,11193,Theft_2701,18
2702,56888,Cheating & Forgery_2702,48
2703,73223,Rape_2703,1
2704,82121,Grievous Hurt_2704,11
2705,59024,Dacoity_2705,12
2706,27545,Extortion_2706,8
2707,12972,Murder_2707,48
2708,63476,Kidnapping_2708,31
2709,77802,Robbery_2709,36
2710,16576,Murder_2710,22
2711,81275,Extortion_2711,25
2712,74751,Theft_2712,14
2713,62322,Extortion_2713,41
2714,28660,Robbery_2714,27
2715,6633,Robbery_2715,38
2716,72068,Extortion_2716,14
2717,42357,Cheating & Forgery_2717,15
2718,36260,Hacking_2718,32
2719,99867,Rape_2719,48
2720,98523,Kidnapping_2720,6
2721,3145,Robbery_2721,28
2722,15468,Robbery_2722,46
2723,62967,Robbery_2723,29
2724,22480,Grievous Hurt_2724,32
2725,54299,Extortion_2725,47
2726,70205,Theft_2726,16
2727,27067,Rape_2727,4
2728,55504,Extortion_2728,15
2729,40643,Grievous Hurt_2729,30
2730,85821,Dacoity_2730,24
2731,25642,Hacking_2731,42
2732,68943,Kidnapping_2732,32
2733,95074,Murder_2733,16
2734,75588,Robbery_2734,5
2735,86600,Cheating & Forgery_2735,36
2736,28769,Cheating & Forgery_2736,5
2737,1387,Theft_2737,46
2738,37583,Hacking_2738,16
2739,65234,Kidnapping_2739,13
2740,30812,Robbery_2740,33
2741,51528,Rape_2741,26
2742,39844,Dacoity_2742,26
2743,70154,Cheating & Forgery_2743,41
2744,49174,Cheating & Forgery_2744,23
2745,30334,Kidnapping_2745,43
2746,43185,Cheating & Forgery_2746,4
2747,25658,Grievous Hurt_2747,42
2748,71029,Murder_2748,26
2749,46109,Murder_2749,44
2750,64828,Grievous Hurt_2750,22
2751,62707,Extortion_2751,25
2752,50569,Murder_2752,48
2753,53852,Rape_2753,44
2754,65385,Murder_2754,5
2755,24830,Cheating & Forgery_2755,23
2756,25567,Dacoity_2756,43
2757,19737,Rape_2757,19
2758,35031,Rape_2758,3
2759,78332,Murder_2759,11
2760,98872,Murder_2760,10
2761,79623,Hacking_2761,31
2762,64279,Murder_2762,36
2763,1026,Extortion_2763,17
2764,79702,Kidnapping_2764,24
2765,71679,Dacoity_2765,40
2766,45046,Cheating & Forgery_2766,42
2767,62853,Cheating & Forgery_2767,42
2768,70031,Kidnapping_2768,24
2769,11110,Grievous Hurt_2769,6
2770,14946,Hacking_2770,29
2771,16389,Robbery_2771,3
2772,54652,Cheating & Forgery_2772,8
2773,68450,Robbery_2773,23
2774,67705,Dacoity_2774,44
2775,58390,Hacking_2775,34
2776,63242,Cheating & Forgery_2776,3
2777,27240,Grievous Hurt_2777,17
2778,47458,Extortion_2778,19
2779,33905,Kidnapping_2779,15
2780,89897,Extortion_2780,39
2781,74681,Cheating & Forgery_2781,7
2782,70604,Kidnapping_2782,23
2783,37774,Cheating & Forgery_2783,1
2784,79050,Grievous Hurt_2784,23
2785,25104,Grievous Hurt_2785,23
2786,55312,Kidnapping_2786,14
2787,88290,Rape_2787,30
2788,35559,Cheating & Forgery_2788,12
2789,85387,Theft_2789,38
2790,3606,Murder_2790,21
2791,19331,Dacoity_2791,31
2792,55303,Kidnapping_2792,44
2793,79805,Cheating & Forgery_2793,13
2794,26725,Murder_2794,43
2795,83580,Rape_2795,39
2796,29503,Extortion_2796,32
2797,88307,Robbery_2797,20
2798,65220,Dacoity_2798,13
2799,62401,Extortion_2799,1
2800,67818,Cheating & Forgery_2800,42
2801,21910,Kidnapping_2801,5
2802,58883,Kidnapping_2802,37
2803,87784,Grievous Hurt_2803,25
2804,90866,Dacoity_2804,22
2805,80532,Kidnapping_2805,23
2806,87127,Extortion_2806,36
2807,3488,Theft_2807,3
2808,40905,Cheating & Forgery_2808,23
2809,10219,Grievous Hurt_2809,23
2810,79234,Murder_2810,41
2811,75236,Extortion_2811,42
2812,63024,Robbery_2812,15
2813,34822,Theft_2813,41
2814,75406,Hacking_2814,5
2815,3430,Rape_2815,9
2816,47459,Rape_2816,38
2817,73562,Kidnapping_2817,33
2818,42796,Robbery_2818,26
2819,35871,Cheating & Forgery_2819,5
2820,29718,Kidnapping_2820,22
2821,80484,Murder_2821,4
