CSID,CaseMasterID,csdate,cstype,PolicePersonID
13440,97802,2025-07-04 08:48:21,A,74955
13441,86896,2026-09-17 10:20:39,A,31000
13442,63455,2025-12-26 18:11:33,A,68650
13443,67680,2019-11-10 19:01:06,C,46164
13444,66523,2019-09-20 14:03:26,A,92324
13445,50571,2026-01-05 13:52:40,C,45445
13446,7251,2021-07-12 23:49:42,A,56801
13447,29309,2022-09-22 04:08:07,A,9762
13448,18282,2023-03-17 15:05:50,A,92875
13449,51298,2023-01-15 10:58:32,C,2245
13450,24100,2019-02-05 16:55:33,A,23728
13451,42205,2023-05-02 03:36:58,A,65119
13452,26319,2023-11-12 01:29:49,A,49591
13453,65576,2023-04-18 18:29:11,C,58006
13454,78901,2024-11-09 20:40:53,A,68767
13455,78487,2022-07-31 15:56:33,C,42396
13456,57213,2020-05-09 05:27:52,A,92159
13457,40757,2020-12-26 10:15:59,B,96095
13458,36084,2018-12-11 10:25:47,A,56485
13459,18768,2022-07-06 05:11:30,C,11137
13460,11721,2018-05-29 01:38:23,C,11499
13461,97242,2022-02-23 09:53:57,A,86339
13462,80738,2019-03-03 08:21:27,A,64170
13463,23395,2020-09-08 04:55:56,A,38721
13464,55539,2018-06-13 03:00:06,A,13038
13465,8360,2019-12-16 20:43:30,C,13519
13466,12450,2021-12-10 11:35:24,B,59398
13467,78944,2026-03-12 01:55:22,A,28546
13468,12540,2018-02-23 06:13:48,A,55619
13469,95768,2020-08-25 16:42:12,A,24934
13470,29747,2021-06-11 08:58:30,A,59387
13471,22576,2023-10-26 07:04:22,A,83920
13472,33662,2026-06-07 12:22:58,A,87639
13473,70983,2019-12-14 17:10:07,B,34386
13474,48653,2025-01-02 20:03:52,C,34031
13475,73944,2018-05-06 12:52:18,A,17328
13476,55456,2021-03-29 15:38:40,A,61263
13477,74322,2025-03-04 02:19:47,C,69926
13478,72943,2018-07-29 03:19:27,A,37281
13479,96045,2019-09-21 05:06:04,C,70848
13480,25493,2018-06-03 13:21:50,A,6014
13481,89939,2026-01-03 02:26:41,A,68346
13482,5152,2026-04-30 18:29:42,A,35087
13483,74659,2018-11-21 06:39:13,A,51703
13484,22971,2025-09-22 15:37:51,A,11127
13485,75210,2026-03-20 05:13:47,A,35976
13486,14287,2018-01-18 22:37:11,A,99875
13487,90237,2023-01-02 06:36:18,A,42367
13488,95286,2025-12-15 02:03:19,C,65669
13489,35212,2026-06-09 10:06:19,A,63315
13490,75056,2019-05-08 13:08:18,C,89778
13491,92932,2018-05-17 09:27:44,A,39255
13492,35441,2022-11-25 04:29:33,A,29316
13493,35588,2020-12-15 11:38:36,B,52667
13494,81921,2025-06-06 21:07:16,A,13819
13495,82450,2024-08-25 11:24:51,A,94809
13496,64852,2022-05-15 07:58:16,A,58006
13497,89544,2024-11-15 01:41:56,A,97007
13498,5963,2019-05-23 23:07:48,A,23160
13499,98788,2020-09-29 16:46:16,C,54306
13500,56779,2024-06-18 02:17:19,A,76685
13501,92519,2022-09-10 00:58:42,A,82767
13502,85384,2024-06-11 03:59:14,A,21176
13503,22624,2018-01-11 21:37:21,A,21046
13504,18940,2018-04-28 17:44:01,A,73416
13505,42114,2023-02-20 20:11:22,C,30982
13506,14561,2022-04-05 22:39:45,A,71467
13507,7673,2018-05-27 13:05:16,A,829
13508,65085,2019-12-26 07:33:22,A,84093
13509,94469,2023-01-04 05:56:27,A,45865
13510,37384,2023-12-31 04:42:02,A,92977
13511,7958,2019-05-14 04:57:42,C,16729
13512,38275,2019-09-18 15:47:30,A,69684
13513,70993,2024-11-10 22:25:25,A,49978
13514,34915,2020-04-21 10:04:28,B,35061
13515,57610,2020-09-20 12:40:51,C,33468
13516,31078,2022-04-17 22:47:21,A,74774
13517,5378,2019-11-13 12:36:32,B,20098
13518,9534,2020-06-11 12:17:58,B,24705
13519,56842,2024-04-15 07:41:22,B,19749
13520,49317,2020-03-09 05:16:42,A,70391
13521,41953,2025-08-22 00:43:15,A,39546
13522,50123,2024-09-21 10:47:56,A,62779
13523,80954,2026-02-04 23:00:22,A,7714
13524,95863,2018-03-20 12:25:26,A,71406
13525,43687,2018-12-17 15:28:56,A,60438
13526,31343,2022-06-28 03:58:27,A,94475
13527,34977,2021-02-20 09:41:41,A,6333
13528,47715,2022-02-03 13:13:15,C,1413
13529,50806,2021-03-21 16:01:03,C,540
13530,73107,2020-01-04 04:34:08,C,10818
13531,32965,2022-05-08 05:27:22,A,58883
13532,74000,2019-06-26 19:03:20,A,89332
13533,80052,2023-01-14 09:44:24,A,69201
13534,89792,2025-09-28 09:56:35,B,91596
13535,8040,2026-01-16 22:51:50,A,56797
13536,43214,2020-04-04 08:53:40,C,40236
13537,9460,2025-12-12 04:31:32,C,9002
13538,25289,2021-06-18 05:49:53,C,81967
13539,29095,2021-11-24 04:24:46,A,110
13540,64440,2026-06-09 19:47:48,A,60328
13541,10849,2021-09-22 08:03:15,A,98327
13542,65701,2026-03-15 12:35:16,A,47607
13543,69426,2021-04-23 19:28:13,A,29028
13544,90812,2021-12-26 23:46:54,A,50283
13545,16233,2020-11-04 21:50:47,A,14782
13546,64849,2018-05-07 23:44:05,A,13035
13547,50223,2019-04-23 01:50:24,C,29855
13548,1767,2024-04-30 04:01:10,C,51362
13549,28442,2022-05-23 15:52:43,A,2277
13550,91249,2022-09-22 13:53:52,B,53278
13551,12402,2018-05-15 04:46:09,A,33453
13552,2821,2018-09-28 00:05:52,B,22250
13553,28125,2022-06-07 03:51:16,A,46395
13554,8284,2022-01-28 23:36:44,B,53266
13555,80291,2022-10-31 00:15:23,C,76509
13556,36698,2025-06-23 19:55:24,A,98085
13557,6565,2018-01-19 02:16:27,A,17056
13558,9136,2021-07-14 16:55:35,A,79352
13559,57958,2023-08-25 12:02:35,C,15724
13560,88081,2025-01-31 12:50:45,C,21240
13561,7720,2020-03-27 09:29:29,A,48353
13562,47387,2020-03-10 10:26:02,A,65546
13563,12729,2022-11-10 16:03:25,A,71975
13564,23658,2023-08-26 15:20:09,A,77211
13565,46662,2018-03-18 08:28:11,C,68083
13566,78882,2020-06-22 20:08:36,C,27264
13567,44592,2025-08-10 14:18:59,A,46051
13568,52201,2019-11-15 13:58:17,C,27524
13569,2129,2024-12-27 22:00:27,A,97275
13570,74539,2020-03-29 23:15:44,A,99574
13571,18871,2025-10-29 01:21:50,A,29624
13572,277,2018-12-04 07:40:08,A,95245
13573,1479,2024-10-08 11:26:09,C,96957
13574,5135,2026-07-11 00:27:41,B,80213
13575,80232,2023-02-19 20:56:00,A,62582
13576,69525,2025-11-13 00:09:19,A,6790
13577,8753,2025-05-08 06:28:23,A,86303
13578,5131,2018-09-14 22:09:13,A,82488
13579,94473,2023-02-12 11:57:30,A,59472
13580,51825,2018-12-10 20:11:43,A,37474
13581,55051,2019-08-09 12:29:25,A,52773
13582,34348,2024-09-03 23:48:00,C,84719
13583,90623,2019-12-03 03:49:23,A,4112
13584,46070,2018-02-12 11:11:51,A,59643
13585,6211,2019-04-27 01:35:23,A,41118
13586,63981,2022-04-24 06:29:16,A,4940
13587,53106,2021-03-20 06:08:15,A,29231
13588,42137,2020-08-28 00:34:55,C,9776
13589,69783,2018-01-28 21:33:15,A,5070
13590,9081,2025-11-25 10:36:44,A,74595
13591,27541,2024-09-28 15:26:40,A,41740
13592,42395,2022-12-23 23:37:15,A,33224
13593,37474,2025-05-11 18:35:44,C,66866
13594,84007,2026-01-30 04:08:10,A,73936
13595,27701,2026-10-24 10:27:50,A,78173
13596,45757,2018-12-20 13:26:24,A,84688
13597,5476,2024-10-26 08:57:42,A,22931
13598,80617,2021-12-31 16:42:39,A,71184
13599,26284,2023-05-06 19:37:59,A,31501
13600,11275,2024-05-22 14:19:44,A,13607
13601,84864,2020-04-17 07:41:05,A,95152
13602,12677,2020-11-17 00:46:49,A,36708
13603,41761,2020-06-17 00:20:58,C,78137
13604,77748,2021-11-30 06:20:14,C,729
13605,14285,2019-09-01 14:35:22,A,44498
13606,96380,2019-02-03 13:07:14,A,6413
13607,14155,2018-12-23 04:19:55,A,58478
13608,86931,2018-11-29 13:09:24,A,96579
13609,89091,2023-04-06 06:00:11,A,74067
13610,27917,2020-06-18 04:03:39,A,41057
13611,76185,2019-02-05 22:57:46,A,93466
13612,88275,2023-08-17 06:11:45,C,70994
13613,3677,2022-03-31 23:57:20,C,47251
13614,41702,2025-11-13 01:01:24,B,16945
13615,11997,2018-10-31 16:44:25,A,88465
13616,88523,2021-10-12 15:51:16,A,875
13617,96480,2021-02-13 14:48:00,B,94343
13618,90629,2018-11-25 00:14:43,B,88197
13619,30535,2026-02-16 08:27:45,C,71469
13620,40624,2023-02-16 04:01:10,A,16192
13621,3214,2022-04-23 01:04:59,A,88144
13622,74555,2019-03-09 10:17:15,A,34271
13623,92513,2019-03-29 06:06:18,A,14150
13624,6767,2022-12-20 05:24:34,A,33181
13625,82634,2018-08-17 10:57:26,A,80629
13626,17295,2025-08-29 05:44:51,A,139
13627,38923,2023-06-17 09:10:53,C,73818
13628,89469,2024-12-30 17:50:37,C,31668
13629,35227,2025-11-13 04:20:10,B,54519
13630,57504,2023-12-06 11:53:53,A,14315
13631,23996,2025-10-10 20:26:31,C,13128
13632,29078,2024-08-08 14:10:01,A,49005
13633,3434,2024-07-03 22:35:00,A,29671
13634,92878,2024-03-12 16:54:49,C,71354
13635,82707,2023-07-21 05:29:16,A,21123
13636,10530,2025-10-16 00:46:48,C,91638
13637,96835,2026-10-14 21:12:45,A,46322
13638,8488,2021-11-02 18:29:42,A,74026
13639,28676,2024-11-28 03:18:32,C,40610
13640,94784,2024-05-11 00:54:26,A,98360
13641,812,2019-03-28 01:59:29,A,47910
13642,35522,2022-06-16 02:44:15,A,28846
13643,76433,2024-11-21 15:09:22,A,31086
13644,38191,2026-01-23 09:15:59,C,94129
13645,61705,2019-10-27 16:55:28,A,2562
13646,97623,2022-02-10 21:06:26,C,40556
13647,84050,2020-09-21 02:44:48,A,62374
13648,97407,2021-01-23 01:44:19,A,65061
13649,83805,2025-04-24 11:02:01,B,35255
13650,49506,2025-06-01 15:22:50,A,95450
13651,47279,2019-10-28 04:39:56,B,30099
13652,8997,2021-05-07 04:58:56,A,66547
13653,57136,2026-09-16 14:51:35,A,61250
13654,42015,2020-05-27 15:47:52,A,88278
13655,53355,2018-08-19 00:47:06,A,70902
13656,82311,2022-11-02 10:32:56,A,12815
13657,54133,2020-10-29 12:24:18,A,36297
13658,23345,2026-03-09 12:13:26,A,964
13659,39694,2019-03-19 16:13:52,B,91372
13660,80772,2023-06-27 15:13:53,A,90338
13661,23025,2020-06-07 12:29:27,C,24207
13662,67602,2022-03-27 07:25:08,A,7589
13663,73985,2025-07-06 19:24:06,A,43651
13664,12433,2018-12-19 11:27:27,B,60479
13665,20568,2024-03-15 03:47:32,A,45776
13666,6866,2023-04-20 22:50:21,A,52330
13667,6168,2021-11-02 03:11:01,B,36321
13668,5857,2020-03-23 03:35:07,C,73424
13669,4892,2023-10-16 18:29:19,A,21823
13670,36902,2021-06-29 19:34:34,A,9308
13671,67124,2018-10-24 23:57:56,C,96519
13672,21711,2021-05-15 08:03:37,A,64094
13673,76291,2024-02-13 13:26:36,A,60074
13674,92250,2026-01-23 03:29:46,A,77979
13675,62045,2021-07-27 02:03:38,B,69131
13676,58769,2019-01-17 12:49:38,A,51316
13677,95372,2020-04-29 14:19:49,A,93229
13678,86916,2020-11-03 03:35:59,A,53549
13679,12417,2021-05-16 16:03:02,A,63088
13680,93577,2018-01-28 05:10:28,A,3957
13681,15973,2018-06-14 04:53:02,A,53621
13682,40064,2022-01-18 18:15:02,A,93782
13683,98578,2026-11-06 03:54:54,A,82073
13684,42736,2025-02-28 21:04:45,C,70401
13685,89043,2021-04-15 00:36:56,B,10052
13686,25247,2020-10-22 14:55:57,A,91183
13687,49777,2024-04-11 21:16:59,C,70553
13688,73222,2023-11-29 16:31:37,A,60900
13689,28371,2023-05-23 05:59:36,A,45964
13690,85137,2019-11-20 04:28:33,A,21547
13691,61281,2024-04-14 10:43:05,A,91223
13692,85036,2022-04-02 23:25:45,A,3354
13693,87752,2023-12-29 15:38:23,A,99133
13694,99902,2021-04-14 19:48:44,A,78851
13695,51702,2023-07-03 07:27:08,A,43562
13696,16357,2023-11-11 00:28:12,A,8256
13697,42790,2025-08-04 20:27:08,C,52349
13698,74526,2026-04-16 22:19:12,C,85849
13699,88708,2026-07-22 22:48:47,A,50124
13700,43763,2022-12-12 00:23:49,B,2098
13701,93995,2026-06-05 19:18:59,A,53563
13702,2249,2020-11-21 21:36:15,C,45502
13703,35502,2019-10-11 08:38:55,A,40912
13704,20911,2022-10-29 22:44:33,A,42420
13705,28776,2025-11-03 18:17:44,A,20061
13706,29160,2025-03-06 03:52:23,A,37452
13707,77630,2022-09-12 02:44:28,A,24025
13708,9768,2018-04-29 04:44:39,C,64895
13709,74498,2025-04-29 03:07:26,C,37181
13710,47901,2023-08-22 11:08:13,C,411
13711,30848,2019-02-22 08:22:39,A,68286
13712,39278,2025-01-13 02:39:20,C,61016
13713,78478,2026-08-27 15:40:03,A,61854
13714,16687,2021-05-28 06:14:18,A,8770
13715,94495,2025-01-31 00:30:06,A,48509
13716,47005,2024-11-02 15:10:25,A,17977
13717,35376,2019-01-07 05:28:11,A,90679
13718,7761,2018-11-05 01:48:21,A,7426
13719,26143,2019-11-06 12:29:18,A,7726
13720,35912,2026-12-27 17:38:33,A,61302
13721,97372,2024-10-11 16:35:26,A,79116
13722,10563,2024-03-31 22:19:11,A,37821
13723,40876,2026-12-24 01:29:14,A,38672
13724,71461,2023-03-29 23:27:50,A,70181
13725,80661,2023-12-17 00:33:39,A,43267
13726,2116,2019-01-15 08:49:24,A,35069
13727,28712,2022-02-02 00:17:33,A,72154
13728,59279,2024-09-27 08:36:56,C,86001
13729,7710,2023-04-18 12:01:11,A,25861
13730,35375,2022-03-31 21:26:21,B,68084
13731,24330,2020-04-05 00:06:20,A,91502
13732,68015,2026-03-10 10:21:19,C,36560
13733,1222,2018-11-10 12:06:30,C,98728
13734,45570,2025-04-24 19:24:04,C,23905
13735,64243,2025-05-05 19:34:16,C,96227
13736,46949,2025-11-30 05:29:24,A,76358
13737,34957,2021-09-08 20:20:19,A,17127
13738,98481,2020-05-23 13:18:48,C,76668
13739,71906,2023-10-06 12:50:45,A,77053
13740,39518,2025-02-08 02:22:04,A,7387
13741,12842,2019-02-05 05:36:36,C,3126
13742,98256,2023-11-02 03:15:15,A,72088
13743,39794,2025-08-03 13:27:38,A,91837
13744,82418,2019-01-23 21:21:54,A,89659
13745,64636,2022-05-01 11:23:04,C,94163
13746,88519,2021-09-15 22:20:38,B,68014
13747,97171,2024-05-26 06:41:58,A,39969
13748,756,2023-08-25 13:23:10,A,17581
13749,80966,2024-04-23 01:20:11,A,89110
13750,9964,2023-05-27 17:41:04,A,79368
13751,61905,2018-12-27 23:08:25,A,1652
13752,52754,2021-11-21 08:15:19,A,64124
13753,53648,2021-02-25 21:33:19,A,80670
13754,19655,2018-07-22 08:45:30,C,82869
13755,63264,2019-04-24 03:24:20,A,82873
13756,51113,2026-02-08 17:53:40,C,3264
13757,26063,2025-02-23 07:25:19,A,38106
13758,78926,2019-10-25 21:10:28,C,68092
13759,91192,2020-11-29 07:10:22,A,17645
13760,82487,2023-12-12 10:06:05,A,66257
13761,89452,2023-05-24 23:59:47,A,61867
13762,70725,2026-06-23 12:00:26,A,93348
13763,40589,2019-03-21 00:10:51,C,13612
13764,65841,2019-08-08 16:49:56,A,72740
13765,73693,2020-05-14 08:11:44,A,74600
13766,96134,2022-01-02 02:44:41,A,63616
13767,57264,2025-12-14 14:32:30,A,70713
13768,39312,2023-01-16 23:50:46,A,83565
13769,34688,2020-02-08 06:56:18,C,62612
13770,30917,2019-05-03 16:20:02,A,79596
13771,10391,2023-07-01 00:33:08,A,99708
13772,57834,2023-10-15 19:55:58,A,63842
13773,52613,2025-01-06 15:05:31,A,42622
13774,40442,2023-05-21 13:01:06,A,2387
13775,58626,2024-11-28 10:02:14,A,29867
13776,46989,2025-02-03 23:02:23,A,1024
13777,76443,2019-04-03 08:28:16,A,23339
13778,17437,2018-05-17 06:30:43,A,66330
13779,98914,2019-10-25 21:47:19,A,47127
13780,77916,2022-02-03 19:45:56,B,28350
13781,11865,2024-11-29 15:22:21,A,94384
13782,84064,2018-04-24 02:10:32,C,1351
13783,16771,2020-04-07 01:35:56,B,98632
13784,19192,2019-11-05 01:27:06,B,92661
13785,68133,2020-11-27 21:06:11,A,64134
13786,49697,2020-02-23 02:25:59,A,65884
13787,86165,2023-03-09 11:07:49,C,48655
13788,60406,2025-10-12 19:16:31,A,63590
13789,98154,2020-11-11 20:18:05,A,9243
13790,65236,2020-05-23 19:13:29,A,1091
13791,31896,2026-06-20 03:47:32,A,78285
13792,11214,2019-11-27 08:58:04,A,6153
13793,42713,2019-12-08 23:39:23,C,64502
13794,88357,2020-09-28 23:52:18,C,29702
13795,25689,2024-07-30 16:25:00,A,77927
13796,7436,2023-02-24 14:44:22,C,70574
13797,90296,2023-04-06 09:36:16,C,14598
13798,90265,2022-11-26 00:15:27,A,16227
13799,84015,2023-01-02 18:20:18,A,3882
13800,80953,2025-08-23 11:26:31,A,21706
13801,30122,2021-02-26 08:35:24,A,41183
13802,59182,2025-09-16 18:22:24,A,79754
13803,94145,2024-07-17 20:03:52,C,89606
13804,84191,2022-08-05 17:27:09,B,54301
13805,71288,2025-09-05 12:40:39,C,5231
13806,82519,2023-08-13 02:27:18,C,33684
13807,64112,2020-09-30 16:48:40,C,60136
13808,34145,2022-04-01 21:30:40,C,50344
13809,86176,2024-12-31 20:22:29,A,79446
13810,44817,2022-03-28 04:28:15,C,75140
13811,41128,2026-11-03 10:49:43,A,98540
13812,80093,2018-03-24 06:44:53,A,34678
13813,86278,2020-04-30 10:33:45,A,16890
13814,91689,2022-01-17 04:53:25,A,53720
13815,96521,2019-06-18 00:43:16,A,58040
13816,67141,2025-09-25 01:27:33,A,13725
13817,39249,2025-06-29 16:28:31,A,46159
13818,43724,2025-06-09 05:01:18,B,37122
13819,64769,2021-08-02 20:39:44,A,61557
13820,62495,2020-04-14 22:00:17,A,54144
13821,44589,2023-11-26 10:44:28,A,74934
13822,15852,2020-03-17 12:15:41,A,47872
13823,15898,2020-06-05 10:10:08,A,50107
13824,65226,2023-12-14 07:00:52,A,1347
13825,97292,2024-04-28 04:14:34,A,5316
13826,64563,2025-02-18 11:19:55,A,60200
13827,50433,2022-07-04 10:55:02,A,33683
13828,58320,2024-11-25 09:24:14,A,84256
13829,39082,2026-05-13 21:47:04,A,24564
13830,41946,2022-05-15 00:55:39,A,37346
13831,79873,2026-10-08 08:16:39,A,87293
13832,58180,2026-05-04 01:29:30,C,52121
13833,15874,2020-01-24 08:32:09,A,62097
13834,40851,2019-07-03 19:42:46,A,62609
13835,27358,2020-08-10 16:08:50,A,279
13836,14420,2021-06-06 08:19:40,A,71367
13837,17829,2026-01-17 07:35:00,C,38575
13838,70126,2018-10-01 09:23:57,A,61477
13839,99275,2025-09-03 00:35:12,A,19555
13840,25980,2024-10-01 09:56:26,A,43750
13841,54433,2020-02-11 12:59:18,B,17789
13842,47256,2026-10-28 00:47:03,A,17254
13843,43708,2021-06-20 22:48:25,A,95827
13844,99251,2021-03-01 09:16:35,A,5502
13845,54124,2025-09-29 03:10:57,A,83504
13846,6781,2025-02-10 19:42:30,C,4639
13847,44786,2019-07-14 04:34:09,A,24352
13848,59761,2020-03-25 22:05:02,A,40501
13849,56831,2026-04-17 04:52:43,A,82770
13850,86508,2023-06-18 09:20:25,A,64104
13851,80505,2020-08-11 13:57:46,A,54067
13852,72092,2019-02-18 15:41:57,A,3906
13853,51243,2025-07-19 18:35:20,A,70472
13854,63345,2018-09-03 08:19:45,A,36294
13855,76417,2018-04-18 07:36:09,A,95525
13856,16487,2018-01-09 23:11:51,B,99435
13857,91044,2025-07-24 15:09:35,A,66668
13858,82701,2024-05-08 00:58:14,C,59112
13859,60256,2025-11-11 06:56:45,A,47426
13860,11218,2019-11-01 23:40:32,A,69495
13861,18931,2023-05-11 09:25:59,B,18566
13862,51067,2024-10-08 21:28:26,A,31470
13863,24720,2019-05-16 21:44:14,A,96990
13864,52880,2018-07-14 22:09:31,A,40046
13865,34509,2023-01-06 23:05:10,A,50856
13866,83470,2025-11-28 09:35:10,A,71059
13867,28674,2019-02-08 02:20:05,B,47427
13868,74287,2020-11-30 11:58:56,C,97886
13869,57365,2026-12-21 05:41:07,C,77343
13870,45505,2023-11-13 08:47:56,A,36827
13871,30384,2023-12-03 00:44:31,C,58874
13872,48562,2025-11-27 05:09:56,A,61273
13873,13580,2025-11-27 02:48:05,B,52790
13874,15858,2026-10-13 15:04:57,C,68962
13875,86365,2018-01-10 18:10:14,C,95658
13876,19005,2022-12-15 22:27:12,A,18716
13877,24380,2024-04-03 22:36:51,A,58826
13878,74091,2025-12-11 18:39:22,A,33151
13879,78195,2026-03-17 05:45:31,A,79029
13880,68335,2021-01-12 03:02:58,B,91179
13881,36189,2026-01-03 14:37:25,A,8679
13882,95236,2022-09-09 04:03:02,B,39133
13883,86462,2020-08-16 22:51:58,A,10928
13884,5049,2026-08-02 22:03:35,A,69621
13885,98581,2025-02-11 10:17:00,C,45525
13886,23929,2023-04-03 12:58:29,A,19846
13887,99237,2022-03-25 20:11:40,A,6892
13888,74125,2019-12-30 02:57:55,A,14678
13889,90928,2020-11-23 08:33:06,A,39838
13890,56634,2026-03-21 13:16:32,A,75955
13891,56346,2018-01-20 06:55:01,A,28380
13892,6092,2024-03-23 23:37:03,B,2694
13893,78508,2020-09-30 05:03:41,A,78255
13894,54928,2022-04-09 03:21:28,A,95142
13895,6316,2026-07-26 06:47:56,A,86834
13896,51384,2018-04-22 13:34:24,A,64349
13897,56059,2019-11-24 07:02:30,C,19788
13898,23698,2023-07-05 11:26:27,C,13660
13899,96021,2025-04-17 07:03:04,A,43223
13900,63017,2026-09-13 18:20:23,A,98377
13901,50776,2026-10-26 07:03:16,A,31267
13902,57488,2025-05-25 23:58:38,B,81693
13903,38242,2020-07-06 06:12:45,A,88146
13904,27406,2026-10-06 19:29:45,A,67271
13905,30063,2026-11-10 11:48:43,A,86757
13906,96995,2019-10-06 03:13:33,C,28821
13907,78988,2024-04-20 18:44:55,C,377
13908,21011,2024-07-31 12:21:22,A,5331
13909,31675,2021-10-25 00:24:47,C,14954
13910,98632,2020-05-03 07:26:19,B,5928
13911,80839,2022-09-22 03:04:55,A,60172
13912,9047,2025-07-23 13:39:49,A,56368
13913,77999,2020-12-12 16:00:22,A,52901
13914,76584,2024-12-09 18:56:22,A,88638
13915,23387,2019-08-25 10:56:51,A,85308
13916,42392,2026-09-27 07:44:57,A,86893
13917,43711,2024-11-05 09:15:47,A,7613
13918,62725,2026-04-22 17:36:15,A,13343
13919,40826,2018-07-07 15:18:43,C,12215
13920,88210,2024-07-28 10:37:45,B,79900
13921,93451,2023-04-13 18:28:17,C,98821
13922,22653,2018-12-27 21:56:16,A,19382
13923,53600,2021-05-20 08:07:32,A,58029
13924,53336,2018-08-08 11:14:21,A,34480
13925,71007,2019-04-08 04:42:04,A,43829
13926,78189,2020-02-25 02:03:19,A,64071
13927,16148,2021-08-22 21:19:30,C,20726
13928,9368,2019-10-26 16:12:34,A,24829
13929,40245,2025-04-02 19:41:04,A,17192
13930,9993,2026-12-24 18:50:41,C,30360
13931,21540,2018-09-10 23:36:24,A,52077
13932,75264,2021-08-03 19:37:11,C,57025
13933,89285,2025-08-03 23:14:08,A,12453
13934,21080,2024-08-12 11:22:53,B,86858
13935,48560,2018-08-30 02:18:11,A,56144
13936,50010,2020-06-11 14:01:22,C,33001
13937,63727,2024-01-20 04:20:59,A,65406
13938,59230,2023-02-10 18:52:47,C,77315
13939,95983,2020-12-12 11:44:12,C,84466
13940,77339,2019-07-04 12:42:43,A,25006
13941,10961,2022-08-07 02:56:38,A,22395
13942,84087,2023-10-21 21:19:21,C,71724
13943,3729,2026-02-25 15:49:06,B,50607
13944,9402,2021-12-05 07:50:30,A,45237
13945,89875,2024-11-06 09:37:22,B,3405
13946,49224,2020-11-05 07:06:07,A,88214
13947,32812,2019-11-18 08:48:31,A,44040
13948,81306,2023-09-24 02:01:16,A,81966
13949,5449,2018-08-07 18:09:04,A,62010
13950,76363,2020-10-13 19:55:26,A,64658
13951,48980,2021-02-16 22:25:28,C,90745
13952,92566,2026-06-26 00:01:17,A,30556
13953,41676,2025-04-19 05:25:53,A,62718
13954,39774,2026-12-09 07:28:08,B,21072
13955,91666,2022-11-20 07:13:56,A,78680
13956,31567,2024-06-24 08:00:58,C,35440
13957,78579,2022-01-11 12:51:48,C,45061
13958,42408,2019-09-19 15:21:05,A,58527
13959,18154,2025-01-27 10:41:41,A,90450
13960,50581,2022-07-09 19:23:11,A,74827
13961,48520,2019-05-17 19:55:57,A,99249
13962,88272,2020-04-29 01:48:10,A,43673
13963,28392,2021-02-15 02:11:49,A,23898
13964,5798,2019-10-13 11:49:57,A,1274
13965,32869,2022-04-03 01:31:24,A,72719
13966,7514,2021-05-22 05:19:32,C,29941
13967,35711,2018-11-11 14:17:25,B,74082
13968,74592,2021-05-28 02:01:44,B,54179
13969,62928,2024-11-26 09:04:33,A,89914
13970,83618,2022-09-14 21:47:41,C,42906
13971,30845,2024-09-09 07:24:20,A,76338
13972,45690,2025-09-28 07:09:44,A,28119
13973,70812,2026-01-13 23:16:55,A,11875
13974,68682,2025-02-06 22:52:23,A,16358
13975,11698,2018-01-18 12:49:44,A,84832
13976,54592,2020-07-10 15:59:02,A,98063
13977,23860,2021-08-18 03:08:36,B,7581
13978,72295,2021-03-24 18:41:04,C,17906
13979,67055,2026-06-09 12:07:49,C,7249
13980,23112,2021-03-16 10:44:21,C,40609
13981,54967,2020-05-21 21:16:33,A,12041
13982,53286,2019-08-19 01:23:28,C,9049
13983,32144,2023-08-17 00:35:15,A,83037
13984,14950,2022-09-25 20:30:37,A,44486
13985,91689,2021-07-24 23:26:11,A,17333
13986,64808,2023-07-29 03:16:50,A,72358
13987,30432,2019-07-12 10:19:45,A,87521
13988,89026,2025-08-13 17:50:03,A,48336
13989,24819,2025-10-29 15:40:20,A,87943
13990,33327,2025-08-25 09:24:01,A,94709
13991,82041,2023-10-06 11:04:25,B,34320
13992,79492,2023-08-27 14:57:12,C,24784
13993,12432,2024-01-15 19:17:00,A,98537
13994,19297,2024-09-14 08:43:24,A,72679
13995,30836,2018-04-02 08:46:38,C,57372
13996,22523,2021-04-05 04:53:21,A,75982
13997,60825,2022-10-06 01:29:24,C,68066
13998,25084,2018-05-16 00:34:34,A,57810
13999,21420,2022-02-04 19:28:12,A,8291
14000,9991,2026-09-15 15:46:26,A,338
14001,24968,2024-06-10 17:55:17,A,39931
14002,64549,2021-02-02 09:13:04,A,91378
14003,36485,2019-09-02 16:08:30,A,62059
14004,70960,2024-07-15 12:50:09,A,55601
14005,76969,2022-06-30 17:51:14,A,46779
14006,90075,2026-05-03 02:52:50,A,96202
14007,80969,2026-12-01 12:44:35,A,93459
14008,81925,2024-01-10 05:27:51,C,39496
14009,13684,2022-03-08 03:58:03,C,66540
14010,23752,2024-10-26 16:03:15,A,17095
14011,56488,2025-09-13 14:32:12,B,43193
14012,93045,2021-11-12 13:03:20,A,84788
14013,6408,2018-02-23 00:59:00,C,47403
14014,82583,2023-06-25 10:16:14,A,13021
14015,43208,2025-09-14 08:42:43,C,43924
14016,62458,2018-11-08 14:46:50,B,18687
14017,34079,2024-10-19 05:55:44,A,85357
14018,35854,2021-07-16 18:56:23,A,52823
14019,14892,2025-03-14 21:27:01,A,6009
14020,21104,2022-09-30 17:50:15,B,48214
14021,87576,2022-07-26 04:16:00,A,23460
