CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
25079,A72642,83009,4,1
6907,A72578,17038,3,4
47956,A72979,41781,3,1
76798,A26005,12045,4,2
29189,A20639,74259,3,3
40509,A21096,8011,4,3
46580,A98161,32675,1,2
48233,A93637,25843,4,2
87115,A85476,17306,4,2
32548,A31901,22752,2,1
94783,A8832,61778,2,2
56904,A41015,81682,2,1
33235,A50877,1637,2,3
10313,A46842,94709,3,3
42290,A47285,17652,4,4
82754,A75404,4659,4,3
24051,A23504,58077,3,2
22140,A59842,11168,3,4
35807,A31289,72064,2,3
34662,A18475,69623,1,4
12930,A71805,1480,3,1
75637,A29856,69931,1,2
11534,A83082,97040,4,2
94225,A64954,83523,4,3
97325,A56039,6717,2,1
18150,A86911,40565,4,4
92350,A75123,35997,1,4
45416,A40337,9186,3,4
42374,A79619,98725,4,4
17781,A87050,49900,4,2
65923,A52273,53942,4,1
33167,A52224,42766,4,1
64045,A94988,75003,3,3
27227,A9217,54586,3,1
53625,A35238,53089,1,4
2953,A93322,74773,1,4
45548,A15568,72054,4,4
8202,A79284,79930,3,3
18555,A3992,64176,1,3
15420,A82764,20159,1,2
65543,A33275,91423,1,2
68274,A84719,23681,2,4
66139,A89078,44242,4,2
22911,A80912,25031,3,1
85307,A76305,99681,3,2
27231,A42871,8233,2,1
20150,A72860,59033,2,3
57853,A17921,58857,2,4
76737,A59868,26957,2,2
63958,A78823,58818,2,4
22885,A24798,60199,1,2
4032,A61415,51273,3,1
75648,A62876,12035,3,2
65737,A52706,89052,1,1
24965,A2783,66786,3,3
77181,A34483,2252,1,4
15846,A34989,92585,2,3
95016,A21556,28125,3,3
40918,A78148,97906,1,2
45322,A25133,83690,4,2
55490,A95766,17287,3,3
2394,A88595,33925,2,3
67220,A15518,32642,1,2
84082,A94272,10401,1,1
54888,A41822,40775,4,4
70594,A21760,48431,2,4
23307,A73962,11421,4,3
31833,A27537,70329,4,4
81148,A881,11213,3,3
69596,A28973,92861,2,3
58305,A45666,73963,1,4
13299,A50754,63716,4,2
82605,A16613,52556,1,1
59334,A85588,61860,1,3
29062,A28686,6685,2,3
32609,A73129,94970,3,2
76293,A34889,82945,4,1
59956,A25946,4496,4,1
85426,A74508,54959,4,4
24038,A32854,56008,3,2
23972,A73018,93651,2,2
81662,A18302,86242,2,1
9528,A6766,39095,3,1
35722,A10574,38089,2,3
22648,A74123,14573,4,2
46685,A65580,91150,2,1
28616,A39573,27079,2,3
6514,A74988,83829,2,3
74036,A19970,70920,2,4
90228,A21665,10767,1,3
80669,A13972,33915,4,4
82073,A63625,89105,1,4
54215,A47233,6765,2,1
43043,A49950,4761,4,1
77553,A48292,59916,3,3
33770,A38083,60919,4,4
36931,A87098,7456,4,3
26968,A57622,30183,3,2
77873,A91954,9097,2,1
77073,A62636,23801,4,4
49797,A28060,72807,4,1
43267,A58561,79449,4,4
43946,A75024,24276,4,3
51612,A11649,85134,3,4
55426,A4540,2460,3,3
17128,A7056,67767,1,1
45054,A65675,8044,4,1
81671,A10437,29350,4,1
83653,A94425,60603,3,1
77378,A93941,7985,3,2
34468,A67256,72360,4,3
46227,A88234,87680,2,4
6997,A42557,15566,1,1
83686,A51744,97765,4,3
71992,A30385,11924,2,1
85771,A30621,16313,3,2
6642,A27685,9296,2,3
28937,A15384,35616,2,3
65608,A77208,75168,4,1
39016,A16957,80922,3,2
76806,A79230,88299,3,1
87962,A10481,87425,2,3
16593,A31433,78426,1,4
38084,A82717,24922,4,2
87779,A284,78635,4,2
57449,A47166,78150,4,3
53097,A29069,47282,1,4
40221,A11266,11559,3,3
83516,A2250,58165,3,4
24353,A92960,25172,1,1
27616,A47331,98300,4,3
94103,A49727,70472,2,3
99255,A62390,46421,1,2
37705,A97200,68434,1,4
23510,A94988,75003,1,3
72758,A54591,17441,4,1
55204,A63599,17794,3,1
70640,A84593,13849,2,2
29357,A80824,58086,1,3
50684,A15765,39105,4,3
35869,A76153,1029,3,2
94608,A91985,22241,3,3
35629,A23762,40307,4,1
9519,A12598,74400,1,2
83705,A83654,67122,1,4
88260,A41404,83785,4,2
71943,A58959,37611,1,3
29545,A26569,18715,2,2
36272,A81725,77113,1,3
11805,A13144,20560,2,1
46011,A859,10712,1,3
21099,A70986,55112,2,3
9601,A63376,47065,4,2
86039,A86211,58038,3,1
20326,A81892,10102,2,3
73065,A92461,93039,4,2
37100,A74396,78403,4,2
38110,A49144,15732,2,3
30648,A86666,91178,3,4
19733,A97902,82683,1,4
35339,A17129,17997,3,1
32132,A2712,60053,2,2
67783,A87002,99637,2,1
98439,A56743,40520,2,1
77999,A89710,6270,4,3
23277,A10293,34829,1,2
11864,A71562,81947,2,1
86436,A85702,95056,3,4
15957,A16735,36054,4,3
30780,A42861,89794,1,2
4512,A29745,62256,3,2
21510,A22296,79098,4,2
66150,A20809,264,4,4
90398,A24326,68998,2,2
8984,A78050,38496,3,1
51499,A98681,34614,2,2
50027,A41410,59863,1,3
4544,A43447,67690,1,2
94389,A24849,11352,2,4
11908,A88799,71534,1,2
35337,A88297,39410,2,3
98093,A20944,56907,1,2
16251,A43717,69677,3,1
94878,A54829,39001,2,4
83569,A91802,66895,2,3
67016,A46015,67309,4,3
36019,A35841,35867,4,3
13365,A28576,74016,3,1
71212,A29438,87835,1,2
42159,A82693,21944,3,2
69165,A17451,33978,2,2
4040,A49623,57241,4,1
91344,A40669,39488,1,4
80230,A26447,57385,1,1
6595,A93317,56867,4,4
8078,A350,26021,2,4
84094,A33430,92377,3,1
49243,A7858,59790,1,4
90966,A21705,90429,4,3
49195,A83163,4014,4,2
22280,A90756,41901,3,4
14893,A75525,55779,4,2
19439,A85899,29432,1,1
56210,A58509,61833,4,4
62933,A37946,27990,3,1
21155,A12088,70846,4,1
47952,A94590,70253,4,3
75548,A63994,2026,4,4
33967,A91957,44076,1,2
27471,A71105,70324,4,1
51998,A55832,66228,4,4
64928,A20476,66821,4,2
13278,A67763,11230,2,2
39042,A44208,98700,1,1
62390,A54033,78146,2,1
64600,A84336,96783,4,2
15118,A85217,62842,3,2
95517,A58389,26976,3,1
53178,A22104,34503,1,2
59492,A29954,32491,2,2
32761,A47707,4742,2,1
2399,A79952,73703,2,4
88741,A383,98640,1,1
1791,A77730,7823,4,4
72483,A33255,94907,1,2
63435,A70627,83215,2,4
79538,A11309,89142,4,4
94848,A7731,31562,2,3
16484,A65569,86501,1,2
86807,A47205,79530,2,2
6141,A1711,46245,2,4
32766,A57412,15140,2,2
57755,A58292,96336,3,4
35446,A89612,66740,2,3
20762,A23856,55642,2,1
75269,A55437,41985,1,1
69912,A36752,335,4,2
34424,A646,46503,2,3
62845,A88846,75152,2,2
86301,A1916,78526,4,3
94324,A90452,58917,2,4
30008,A9464,42897,3,4
45157,A82213,15626,3,1
61246,A45385,16798,2,1
21465,A99860,72532,4,2
44197,A22532,88388,2,4
97341,A74516,49218,2,1
51177,A78751,73244,3,3
96185,A84842,16634,3,1
53651,A72568,69387,3,2
84188,A71132,43187,3,2
71337,A24886,41373,2,4
49066,A75351,72013,4,1
43148,A59187,49646,3,1
41522,A20694,14121,3,4
77638,A92572,3235,4,2
6113,A84609,97861,3,1
27446,A38272,92781,2,4
46442,A76716,88921,3,3
79529,A93051,329,2,1
56921,A28269,87975,3,1
11438,A4293,16686,4,3
93562,A2153,83874,2,1
60227,A53795,18228,4,3
74791,A45938,67194,4,1
25886,A11504,18918,3,1
96362,A55022,12566,3,1
94735,A1562,18609,4,1
39110,A56479,71820,3,3
8355,A6307,62114,3,3
68049,A55277,2963,4,1
30526,A5513,90385,4,4
32454,A78470,5739,2,1
32126,A6377,76762,1,1
24226,A7930,61679,1,4
90833,A8411,7109,2,3
14393,A12442,49448,1,4
72486,A44580,54275,1,1
36814,A36188,48496,1,3
2542,A52764,29547,1,3
40129,A7224,73074,1,2
23048,A31658,37046,3,4
10558,A28070,37629,1,4
1353,A60397,56088,4,4
57391,A87132,64495,4,3
43428,A96417,49983,4,4
61239,A95558,51545,4,3
37900,A29209,42301,2,3
23587,A33143,5254,2,4
72872,A54490,81397,1,2
29776,A14859,9353,2,1
8498,A54232,14241,4,3
86096,A96356,43689,1,2
971,A81964,78836,4,4
66405,A83878,12793,4,2
92399,A70014,78851,4,1
98011,A61077,73350,3,4
66849,A93189,44306,4,4
79485,A50073,70874,3,4
25688,A87586,61232,3,4
92497,A56195,34493,3,3
45280,A71782,18737,2,4
46946,A36631,16662,1,3
52415,A24755,15469,1,3
79557,A76809,66586,1,4
9324,A91464,77759,1,1
12078,A61525,75164,4,1
12762,A73366,73505,2,3
82981,A91865,90632,1,3
84659,A59630,68719,1,4
56219,A65185,34856,1,1
24558,A95298,33684,2,3
93899,A77802,4964,1,3
23546,A92535,26269,1,1
27732,A57236,11658,4,1
31683,A8374,2088,1,4
74735,A32349,99952,4,1
74430,A43457,85166,3,3
97578,A9091,26753,2,3
96351,A77297,88397,2,2
67031,A29908,2624,2,4
23039,A30534,63793,1,4
34836,A13913,31327,3,2
29732,A18543,79311,1,2
27001,A40527,51580,3,2
2,A25184,18805,3,1
89801,A50375,16609,1,1
1047,A25678,49319,1,2
87005,A43512,88237,2,3
26248,A35326,28979,1,3
88010,A27844,76199,2,2
76878,A49534,52870,2,2
26951,A35272,20029,3,1
79703,A56388,29098,2,4
36024,A96333,46576,3,3
71811,A4085,20154,3,1
87047,A97552,19821,4,2
61452,A62178,64200,2,3
80788,A7597,26273,1,3
17841,A82231,41025,2,4
77885,A74995,61749,2,4
7304,A51914,97819,1,1
10140,A93726,25079,3,4
64944,A71798,98624,2,3
22698,A92992,52751,1,3
46337,A37054,8855,2,4
70400,A35975,93717,4,2
64479,A33718,83860,4,4
50393,A48380,51187,2,4
57483,A36974,54089,1,4
32503,A32352,64285,4,2
48019,A76210,76164,4,2
24401,A36515,50476,4,2
56607,A96514,29373,3,3
30175,A92165,13335,4,2
81050,A6067,52031,4,2
52995,A44030,48299,3,1
12062,A44418,65254,1,4
89710,A75952,58155,1,2
19996,A20347,34502,3,2
91497,A17590,70014,4,3
85329,A20430,96335,1,2
85354,A6582,29451,3,1
71173,A13990,12227,2,4
67013,A78821,73867,1,4
52264,A98926,42212,3,2
51046,A41004,37605,1,3
95786,A69825,1563,1,3
40472,A90299,63307,1,3
10689,A60900,56451,3,4
54339,A39090,15653,1,2
12093,A79868,30800,1,1
92375,A95332,40783,4,1
78671,A44673,56242,3,4
90387,A62143,78502,4,2
66109,A10819,40175,3,4
7357,A87440,24205,1,1
43188,A70688,59170,3,4
13201,A61518,99675,3,3
45810,A88064,70204,4,1
65481,A81868,80940,1,2
59706,A96451,89282,3,4
79127,A82732,99516,3,2
62083,A69156,34751,3,4
56564,A48880,2788,1,4
52561,A94988,75003,1,2
14803,A23100,6405,3,1
35967,A68821,38861,2,3
64985,A23154,79939,3,2
31865,A56963,51889,4,3
84763,A73852,86287,1,1
65994,A10286,94251,1,4
77100,A44032,55280,1,2
21040,A25494,93281,1,1
82320,A97339,83219,4,3
14366,A57981,75110,4,3
33199,A86374,68469,2,3
41572,A87118,29092,1,4
85601,A48339,64947,4,4
83301,A28623,28346,4,3
79996,A55050,27339,3,3
37822,A25397,67814,2,2
74617,A62561,38401,3,3
26383,A13045,47169,1,1
28783,A18057,46472,1,4
25600,A23291,75586,2,4
42846,A43866,15763,1,2
68574,A95746,91103,1,2
90117,A86468,44994,3,4
96068,A1037,78404,1,4
120,A31011,58518,3,2
13551,A78530,37996,3,4
43838,A27244,99452,1,1
85394,A83566,58117,4,2
33794,A58795,27414,3,4
60051,A89837,1942,2,4
12169,A94618,19272,4,4
88054,A93780,26389,4,3
96025,A82540,16477,4,3
83057,A30170,15585,4,2
93646,A36048,92435,4,2
35963,A85428,97072,1,4
98057,A88697,43146,4,4
98545,A45474,36456,1,4
48099,A57401,89964,4,3
88024,A32047,79909,4,4
67727,A15672,83503,4,2
95660,A11228,64329,3,2
13904,A62209,80391,1,3
28550,A6889,91630,1,2
12809,A96536,80923,2,2
19153,A43144,94562,1,3
14355,A55022,54005,4,2
7540,A13979,2322,2,1
27727,A95497,67570,2,1
60335,A48716,11864,4,2
26309,A58906,72673,3,4
62103,A84118,1446,3,1
18988,A50487,52486,1,2
37739,A24434,49150,1,1
49571,A17009,4377,4,4
9332,A38867,61954,2,2
47956,A93433,81487,3,1
53716,A43977,93110,1,4
41836,A22242,82147,1,3
32954,A82635,14409,2,4
17383,A71795,50508,3,2
76863,A36586,63155,4,4
35305,A46326,45098,4,2
11123,A7499,22023,4,2
13707,A28136,77868,4,1
15570,A1432,57333,4,1
21668,A4787,51964,4,4
48939,A29943,83416,4,1
64284,A285,50251,2,4
34764,A57092,27382,4,3
79910,A30507,61885,1,3
30961,A36517,53347,4,3
19241,A43130,31235,1,3
58484,A65981,60532,4,2
41491,A41435,90720,4,2
30275,A90783,79152,1,4
16039,A30970,56009,1,2
69862,A10562,41368,1,4
18852,A88656,58534,1,2
66279,A73688,48209,3,1
8024,A27920,54022,1,1
69142,A23419,71624,3,2
80460,A20840,23546,2,1
97588,A18167,37076,2,2
47264,A56172,30978,2,3
33323,A27225,86386,2,3
84861,A64711,50635,4,1
66601,A77410,93901,3,4
27626,A33143,64125,4,4
12791,A83990,27536,4,1
5571,A87002,99637,1,2
88868,A48446,51770,4,1
69750,A92762,83319,4,3
52570,A19340,78323,2,4
92957,A13198,98032,2,1
11154,A92781,50577,1,3
95044,A63674,15254,2,1
70068,A70779,20064,4,3
15189,A4600,66726,3,1
44839,A35355,37028,3,2
59048,A50444,8151,3,4
93437,A99258,5213,1,1
37816,A79485,90753,4,4
61430,A24646,48057,4,4
21236,A34247,30210,3,4
38067,A12600,65716,2,1
41413,A12693,36866,3,3
64335,A73473,63865,2,1
46033,A67981,83192,2,3
20705,A48080,40549,1,1
35351,A35210,91743,2,3
97055,A26213,12687,1,4
20683,A40840,31284,3,2
92882,A34018,20856,3,1
25580,A9267,50900,3,1
18691,A3095,78655,2,1
6937,A84354,82287,1,1
33522,A50742,93964,3,4
7555,A56160,36686,3,2
52034,A53010,24517,3,4
22963,A7346,19681,1,1
2147,A10335,91650,3,1
20318,A19513,77219,4,2
32390,A6209,8012,1,1
46993,A44712,37968,3,2
73662,A90502,94162,1,3
70465,A83735,48395,4,3
50333,A95122,29566,2,2
78078,A62868,72826,2,4
12789,A3958,96828,1,4
30048,A75786,88621,2,3
42494,A84290,12171,1,2
79708,A36587,57684,3,4
31603,A47086,45542,1,1
57108,A12104,63051,1,1
66092,A20595,89169,3,1
75637,A95832,46122,3,3
85706,A81790,40171,3,1
4571,A45484,21844,4,4
57530,A16346,74442,1,4
93875,A52566,23032,1,2
73637,A84774,85212,4,3
80060,A6672,35722,3,1
38079,A32921,74612,1,2
72603,A2876,94945,4,3
56756,A86539,90205,3,3
7281,A20275,72167,4,4
74126,A90532,21034,3,1
54716,A13646,68586,3,3
28216,A4484,61673,3,4
82608,A54542,39753,3,1
47581,A54250,2697,2,1
38100,A35999,69141,2,4
44033,A93798,54521,4,2
7504,A74188,97485,3,4
60336,A51437,86544,1,1
48043,A31267,92685,3,2
87193,A64974,91706,4,4
70118,A19856,57509,2,3
87162,A94522,5283,1,3
9690,A45071,25348,3,1
40928,A22192,2809,4,3
42292,A61988,21500,2,2
20805,A37827,66743,4,1
75207,A97808,22901,4,2
83277,A26233,85675,3,4
75897,A54020,82188,3,4
86542,A16613,20009,4,2
44286,A7062,16779,2,1
44456,A72608,61095,1,2
29275,A35432,50545,2,2
64637,A26539,40820,4,1
41902,A21030,30566,1,2
8913,A56698,65083,1,1
51731,A61401,55836,3,2
71550,A42491,48261,2,4
45830,A783,54028,3,1
16475,A51904,59652,4,2
92789,A7258,75526,2,1
70514,A45133,23117,4,1
89237,A71236,98163,2,4
21733,A30683,11672,4,4
41395,A17981,1963,3,1
81625,A54267,30750,2,2
35735,A5401,6534,1,4
83956,A70874,19719,2,2
77358,A18040,32384,3,2
63088,A15829,74951,3,3
93580,A77186,24970,1,4
88991,A75499,83649,3,4
80907,A50975,69011,1,2
81786,A63898,80614,4,2
8488,A24764,28991,4,1
61166,A51563,52369,4,3
14725,A19604,92708,4,4
47160,A59884,30236,4,2
53829,A82247,54171,4,4
29355,A16346,74442,3,4
21940,A47435,79810,3,4
29285,A81603,97534,2,2
36689,A78916,26913,1,4
57948,A39861,30642,3,1
74270,A66186,79310,4,1
80793,A18932,60478,3,2
54108,A84496,84655,4,2
88825,A12288,7334,2,1
41371,A71175,94318,2,4
92620,A33610,84406,3,2
99584,A84896,47062,4,3
57377,A10175,27476,2,2
88001,A11285,61048,1,1
77369,A85975,31660,2,3
85577,A47214,25535,1,3
95320,A30603,75960,3,1
41717,A27602,7866,1,4
60939,A25187,12956,2,4
27719,A76121,54159,2,4
67735,A43682,66917,4,4
41359,A98668,67577,1,1
63732,A12860,10744,3,2
20672,A58381,1705,2,3
94842,A70564,94153,4,2
25556,A31935,590,1,2
92450,A42832,96318,4,3
39207,A99316,10604,3,4
5294,A36805,23914,4,1
63236,A12937,98714,1,1
50696,A5600,59279,2,4
50038,A14587,76699,1,3
42868,A18390,21026,1,3
64858,A7741,61056,3,4
53982,A76361,16679,1,1
24683,A78776,86295,1,1
24474,A52784,18243,1,2
6516,A80968,72830,1,2
37313,A79284,45315,2,4
24665,A99020,31234,1,3
42003,A10449,22002,2,4
84986,A7044,16881,2,1
96490,A7615,73580,1,1
92898,A50487,52486,4,4
12848,A81620,36891,2,1
27827,A15655,17184,3,3
7806,A23079,7066,3,1
90268,A38271,49038,2,2
69087,A69414,90889,2,4
40699,A86744,68424,1,2
92013,A40995,51102,3,4
43195,A31791,58468,2,3
65975,A52115,49076,2,1
67286,A95295,52694,3,2
26321,A27899,81550,1,4
78329,A28215,33464,1,1
90379,A99677,24600,4,2
51919,A73078,47935,3,1
42545,A59512,83501,4,3
50466,A94709,67883,4,1
98391,A79268,48423,2,4
18118,A48820,83820,4,3
46150,A26216,93933,1,3
58552,A29373,52061,2,4
77918,A71875,87049,4,1
92560,A59340,28946,3,1
40486,A11947,52150,3,3
24058,A14232,24460,1,1
65123,A88713,49620,3,1
75894,A52594,70200,4,4
45928,A87624,41769,1,2
56953,A8204,51222,4,4
67650,A91495,62174,2,3
78004,A99595,68529,1,4
5773,A69615,72257,4,4
88014,A84080,59248,1,1
82881,A21100,95099,2,3
57478,A58732,69124,4,2
13904,A750,20017,1,4
9548,A35848,58276,3,3
68429,A68981,26030,3,4
70177,A9297,95346,4,2
74244,A37135,83038,2,2
98161,A3293,49997,4,4
40585,A14000,54889,3,3
37606,A44130,29564,2,4
52527,A23925,81200,1,4
4847,A4586,35536,2,1
48069,A33193,29496,2,4
81010,A57100,91728,1,2
17820,A66951,56759,2,4
76426,A94595,15156,3,1
65861,A89901,84659,4,2
77812,A84322,2133,1,1
75045,A96459,19144,4,1
68551,A30886,59324,1,2
87475,A41689,73894,2,3
72398,A27575,14510,4,3
171,A21726,23824,2,3
80772,A58023,15290,1,2
98544,A5180,97622,4,4
89252,A67053,89785,3,3
17821,A58364,4887,2,2
56705,A65069,66978,1,3
39816,A31341,95222,3,1
90757,A94083,60885,4,2
29377,A93057,86176,1,2
36397,A19848,5164,3,2
12816,A24224,61200,2,3
7827,A17585,19221,4,2
15482,A30264,59904,4,1
1150,A61452,99791,2,1
14776,A58992,42196,4,4
72965,A38414,70422,2,1
27606,A52032,87781,2,3
94089,A87067,73899,3,2
23110,A54689,34162,3,1
67658,A65569,79232,3,1
19285,A44276,60513,3,2
93875,A79082,45454,4,4
55259,A25006,84522,1,2
40068,A19906,40222,4,1
29058,A69674,27131,2,1
25540,A18374,91508,3,4
69155,A19147,16078,4,4
42744,A10393,56765,1,1
69805,A29894,40990,2,2
83185,A91974,70177,1,4
26336,A74835,80208,4,4
3489,A74155,45782,3,2
83383,A90144,85381,3,3
73863,A75858,98043,1,1
78063,A70295,3900,3,2
93129,A17837,59292,1,1
21269,A25024,39564,2,2
12843,A30766,56211,1,4
56184,A53792,90823,1,4
53655,A63375,68173,3,3
21073,A32835,93968,4,1
74862,A28017,1237,2,4
9697,A4754,8923,4,1
4033,A48180,87210,4,4
82072,A76653,74670,3,3
69505,A95689,85293,2,3
61579,A93268,52333,4,4
76292,A916,354,2,4
2067,A64464,66223,1,3
72191,A87701,48258,1,3
65269,A766,41312,2,3
28247,A35484,83072,1,3
19037,A14601,62980,4,2
85937,A89486,23943,3,2
92676,A91800,63565,2,1
53917,A71513,99307,1,2
72037,A24489,96707,2,1
33380,A88849,5937,4,4
19114,A95686,21550,3,3
3971,A90223,72252,2,1
8203,A45369,79126,2,2
72205,A96626,62070,3,2
73657,A94492,62351,2,3
5119,A50224,55255,3,2
84149,A21021,38977,4,2
9980,A77509,5643,3,2
26109,A19304,29127,3,3
60719,A82669,38702,1,4
39666,A88239,92261,2,1
30301,A32637,89255,4,4
71410,A28678,62981,3,2
67847,A96305,68034,1,3
44559,A17385,448,1,3
90388,A27699,34513,1,4
13467,A4991,41019,2,2
86599,A208,43120,1,2
86371,A8035,12976,2,4
34436,A74402,97834,1,2
92277,A21420,94155,3,3
76321,A54449,62178,1,3
28811,A1337,8582,1,4
81808,A87430,82685,3,1
88129,A82520,14692,4,1
46044,A78990,54719,3,1
21170,A17653,80835,3,3
26134,A81599,97480,4,2
74033,A44449,64343,3,2
21384,A46481,700,4,2
56900,A53153,57835,3,2
9516,A92886,62849,2,4
71546,A42443,93776,1,2
2637,A50510,81717,4,4
53090,A28710,53081,1,3
27629,A28398,96216,1,4
86962,A4692,96326,1,4
48662,A60470,90204,2,2
93796,A7492,39517,2,2
89470,A37395,11676,1,3
12987,A60788,67804,4,2
64812,A60922,65,1,4
80603,A6709,36289,3,2
95037,A52896,45756,1,2
52390,A99764,9969,4,1
40581,A11350,86154,4,1
44697,A85356,25442,2,1
73982,A41935,96411,1,1
129,A59785,39932,4,4
5075,A65317,41170,4,3
69362,A22453,61883,3,2
37667,A16171,9569,3,2
86640,A7239,25071,2,3
57619,A12421,27289,1,4
1327,A23622,95996,4,2
43525,A6762,1606,2,2
39492,A84776,14955,2,2
17520,A50507,44166,4,4
19847,A24807,80426,1,4
69949,A59841,25811,4,2
68040,A40711,62978,3,4
80441,A54872,313,4,1
74322,A9131,16034,1,4
70412,A49614,67704,4,2
791,A23935,31073,1,2
6881,A65053,97899,3,3
70023,A79991,55466,1,2
80153,A14225,99961,3,3
14422,A75619,85364,3,4
38135,A5173,94913,2,4
70823,A1573,35319,3,4
70064,A42671,39280,1,3
89836,A70316,71329,1,2
11698,A80903,65940,2,4
77424,A59533,41256,1,3
80352,A82620,88173,3,3
35272,A93736,75677,2,3
17615,A40392,80299,3,2
39745,A44385,2452,1,2
87900,A47968,35290,1,2
95790,A76935,72901,2,3
73458,A28597,23918,4,3
56132,A46757,37608,3,4
47426,A67939,78490,1,2
78335,A42210,49082,3,3
73488,A82684,82522,1,3
33236,A43872,8219,3,4
76985,A40969,15552,3,1
7020,A18302,98717,4,2
16305,A2956,38274,4,3
97421,A32049,54644,4,4
80569,A32260,44479,1,3
83378,A7666,71378,3,3
16203,A85025,86416,4,2
75363,A3784,45636,1,3
87284,A48397,75004,3,1
76026,A1487,54051,4,3
96631,A98469,21811,2,2
60360,A62186,61531,3,1
19777,A3640,26577,3,3
88778,A64283,80376,4,2
51906,A71629,96141,2,2
54730,A80476,68231,3,1
67947,A85722,50896,4,2
21417,A88806,69595,2,4
67412,A56545,81979,3,1
95178,A26549,44526,4,4
49994,A81287,58041,1,3
1524,A19643,46528,2,1
72798,A37624,62242,2,4
80939,A45414,4362,3,2
5333,A99944,54562,4,1
79690,A22230,92526,2,1
84777,A75878,18463,2,2
2131,A97203,65653,4,1
93037,A51458,28537,2,3
73522,A95509,6913,4,3
72371,A87045,36728,4,4
71695,A47424,98479,3,2
50215,A10068,32241,3,3
73001,A35677,29495,2,2
18424,A79442,67192,4,2
12753,A27295,6226,4,3
56517,A96407,6137,2,3
44286,A12888,35318,3,4
96680,A51820,8431,3,4
10175,A66198,39326,2,3
39654,A96804,2621,4,3
5742,A98156,63917,3,2
97228,A66781,15764,3,2
7347,A11938,27563,2,4
24956,A23610,70898,1,1
25621,A76928,45545,3,2
65625,A75969,6702,2,4
81856,A85033,50791,2,3
83426,A81571,21504,3,3
89689,A32002,45351,4,3
33868,A84540,61841,4,2
52027,A26636,4192,1,2
8375,A88943,1257,3,3
84163,A83743,8846,4,3
15037,A25081,81582,4,1
68715,A87375,98874,2,2
28656,A66320,38784,3,2
19019,A36171,20880,3,4
99591,A94124,95413,2,1
17880,A72395,14407,2,2
70029,A26519,78072,2,4
60495,A22642,62127,2,1
75297,A29669,84954,3,1
63882,A29288,12788,2,4
29562,A37042,98630,2,3
18759,A36870,49234,1,1
18633,A578,6177,1,4
3106,A37394,99910,3,2
40341,A34950,8749,4,2
82701,A41107,22973,1,2
92602,A38373,21894,1,4
99946,A6204,84776,4,2
27911,A45306,58424,1,4
29203,A80430,59044,2,4
8425,A75672,68509,2,3
24616,A11118,23764,4,4
44544,A42395,68547,3,2
88728,A60368,39740,2,4
89950,A90947,81762,2,3
44601,A32631,66737,3,3
45079,A76013,55700,4,2
67428,A1848,21476,2,3
37392,A67158,63182,2,4
55683,A97250,41854,4,4
82441,A30085,19211,4,4
26804,A91796,61457,3,2
68927,A40969,17006,2,1
76644,A80683,6795,4,2
27281,A98061,8545,4,1
59058,A9856,65088,4,1
79361,A2499,71387,2,4
22278,A14982,45658,3,1
59169,A93903,60528,2,2
73219,A98051,81750,2,3
35538,A8704,97471,1,1
28199,A46367,60037,1,3
96728,A5007,48557,3,2
69216,A74994,11111,3,2
50883,A931,25576,2,1
93950,A36554,19758,1,4
27743,A5509,24079,2,4
20816,A18476,1021,1,1
99043,A17336,37844,2,3
5372,A91238,24827,4,4
68280,A64432,27180,3,1
70644,A68154,68143,2,4
80416,A14303,89079,2,3
39929,A53279,73220,3,4
87154,A94123,86193,3,1
62134,A92480,7058,3,4
8085,A68145,31224,2,4
33146,A76551,7378,2,3
76344,A30427,92923,3,3
65630,A44309,12146,2,1
52544,A48457,46186,1,2
45937,A48066,96317,2,3
92818,A12026,48424,3,4
27387,A24991,67228,2,2
94866,A60681,26417,2,3
53296,A61287,4193,4,3
39430,A36576,86397,2,1
88970,A73334,87175,4,2
4457,A2340,84770,2,1
29209,A9086,58273,3,3
42978,A2800,34057,3,3
21665,A36609,97036,2,4
73103,A63138,82871,3,2
82067,A15417,34999,1,3
28564,A77110,69591,4,1
36572,A71338,17627,4,2
35163,A83285,86812,1,4
10310,A73668,63502,3,3
12939,A34763,49098,1,4
56668,A32107,21457,3,3
14680,A80827,78350,4,2
28979,A43738,5093,4,1
21875,A18365,94703,3,2
23471,A93573,39212,3,1
83188,A70328,38318,4,4
60553,A8741,44248,3,1
74447,A69652,23168,4,1
11802,A29573,73427,4,2
89039,A90134,68967,1,1
8666,A73567,51237,2,3
4431,A19605,66430,1,1
1536,A63357,2251,3,4
79601,A24981,13633,4,3
83128,A67556,2523,4,4
76147,A40286,15189,3,1
46604,A7096,57366,1,4
33835,A83074,13708,2,4
6631,A57421,99969,3,3
35462,A38259,33127,2,3
55314,A31468,82473,4,4
74037,A70330,77385,3,1
17131,A58383,67741,2,1
41969,A48200,64758,2,4
60805,A54671,70082,1,3
1063,A80138,42900,4,4
83781,A14826,11192,3,4
40670,A40725,42297,2,4
44873,A86005,3185,3,2
82172,A83763,82775,2,4
30504,A85308,3049,1,2
32335,A95896,51511,3,1
58441,A31772,53510,1,2
13764,A47355,38244,2,4
74260,A54852,23205,4,2
11429,A40324,82833,4,2
89065,A39646,30707,2,3
53334,A77902,99502,2,4
79346,A98946,37083,4,2
35054,A31191,83027,3,3
