event_id,case_id,event
TIME015406,CASE002792,Complaint Registered
TIME015407,CASE002792,Forensic Report Received
TIME015408,CASE002793,Forensic Report Received
TIME015409,CASE002793,Suspect Identified
TIME015410,CASE002793,FIR Registered
TIME015411,CASE002793,Suspect Arrested
TIME015412,CASE002793,Evidence Collected
TIME015413,CASE002793,Witness Statement Recorded
TIME015414,CASE002794,Suspect Identified
TIME015415,CASE002794,Forensic Report Received
TIME015416,CASE002794,Charge Sheet Filed
TIME015417,CASE002794,Witness Statement Recorded
TIME015418,CASE002794,Complaint Registered
TIME015419,CASE002795,Charge Sheet Filed
TIME015420,CASE002795,Witness Statement Recorded
TIME015421,CASE002795,Suspect Arrested
TIME015422,CASE002795,Forensic Report Received
TIME015423,CASE002795,Suspect Identified
TIME015424,CASE002795,FIR Registered
TIME015425,CASE002796,FIR Registered
TIME015426,CASE002796,Suspect Arrested
TIME015427,CASE002796,Charge Sheet Filed
TIME015428,CASE002796,Suspect Identified
TIME015429,CASE002797,Suspect Arrested
TIME015430,CASE002797,Witness Statement Recorded
TIME015431,CASE002797,Complaint Registered
TIME015432,CASE002797,Suspect Identified
TIME015433,CASE002797,Evidence Collected
TIME015434,CASE002797,FIR Registered
TIME015435,CASE002797,Forensic Report Received
TIME015436,CASE002798,FIR Registered
TIME015437,CASE002798,Suspect Identified
TIME015438,CASE002798,Complaint Registered
TIME015439,CASE002799,Charge Sheet Filed
TIME015440,CASE002799,Suspect Identified
TIME015441,CASE002799,Witness Statement Recorded
TIME015442,CASE002800,Witness Statement Recorded
TIME015443,CASE002800,Forensic Report Received
TIME015444,CASE002800,Complaint Registered
TIME015445,CASE002800,Evidence Collected
TIME015446,CASE002800,Charge Sheet Filed
TIME015447,CASE002800,FIR Registered
TIME015448,CASE002800,Suspect Arrested
TIME015449,CASE002800,Suspect Identified
TIME015450,CASE002801,Witness Statement Recorded
TIME015451,CASE002801,Suspect Identified
TIME015452,CASE002801,FIR Registered
TIME015453,CASE002801,Evidence Collected
TIME015454,CASE002802,Witness Statement Recorded
TIME015455,CASE002802,Suspect Identified
TIME015456,CASE002802,Charge Sheet Filed
TIME015457,CASE002802,Evidence Collected
TIME015458,CASE002802,Complaint Registered
TIME015459,CASE002803,Complaint Registered
TIME015460,CASE002803,Charge Sheet Filed
TIME015461,CASE002803,Witness Statement Recorded
TIME015462,CASE002803,Forensic Report Received
TIME015463,CASE002803,Evidence Collected
TIME015464,CASE002803,Suspect Arrested
TIME015465,CASE002804,Witness Statement Recorded
TIME015466,CASE002804,Forensic Report Received
TIME015467,CASE002804,Suspect Arrested
TIME015468,CASE002804,Complaint Registered
TIME015469,CASE002804,Suspect Identified
TIME015470,CASE002804,Evidence Collected
TIME015471,CASE002804,FIR Registered
TIME015472,CASE002805,Charge Sheet Filed
TIME015473,CASE002805,Witness Statement Recorded
TIME015474,CASE002805,Forensic Report Received
TIME015475,CASE002805,Suspect Arrested
TIME015476,CASE002805,Evidence Collected
TIME015477,CASE002805,Complaint Registered
TIME015478,CASE002805,Suspect Identified
TIME015479,CASE002805,FIR Registered
TIME015480,CASE002806,Evidence Collected
TIME015481,CASE002806,FIR Registered
TIME015482,CASE002806,Charge Sheet Filed
TIME015483,CASE002806,Suspect Identified
TIME015484,CASE002806,Witness Statement Recorded
TIME015485,CASE002807,Suspect Identified
TIME015486,CASE002807,Forensic Report Received
TIME015487,CASE002807,Complaint Registered
TIME015488,CASE002807,Suspect Arrested
TIME015489,CASE002807,FIR Registered
TIME015490,CASE002808,Evidence Collected
TIME015491,CASE002808,Suspect Arrested
TIME015492,CASE002808,Charge Sheet Filed
TIME015493,CASE002808,Suspect Identified
TIME015494,CASE002808,Witness Statement Recorded
TIME015495,CASE002808,Forensic Report Received
TIME015496,CASE002809,Suspect Identified
TIME015497,CASE002809,Forensic Report Received
TIME015498,CASE002809,Evidence Collected
TIME015499,CASE002809,Suspect Arrested
TIME015500,CASE002809,Witness Statement Recorded
TIME015501,CASE002809,Charge Sheet Filed
TIME015502,CASE002810,Forensic Report Received
TIME015503,CASE002810,Witness Statement Recorded
TIME015504,CASE002810,Suspect Identified
TIME015505,CASE002810,FIR Registered
TIME015506,CASE002811,Charge Sheet Filed
TIME015507,CASE002811,Evidence Collected
TIME015508,CASE002811,Witness Statement Recorded
TIME015509,CASE002811,Complaint Registered
TIME015510,CASE002811,FIR Registered
TIME015511,CASE002811,Suspect Arrested
TIME015512,CASE002811,Suspect Identified
TIME015513,CASE002812,Witness Statement Recorded
TIME015514,CASE002812,FIR Registered
TIME015515,CASE002812,Forensic Report Received
TIME015516,CASE002812,Suspect Identified
TIME015517,CASE002812,Suspect Arrested
TIME015518,CASE002813,Forensic Report Received
TIME015519,CASE002813,Suspect Identified
TIME015520,CASE002813,FIR Registered
TIME015521,CASE002813,Suspect Arrested
TIME015522,CASE002814,Evidence Collected
TIME015523,CASE002814,FIR Registered
TIME015524,CASE002814,Charge Sheet Filed
TIME015525,CASE002814,Suspect Arrested
TIME015526,CASE002814,Forensic Report Received
TIME015527,CASE002814,Suspect Identified
TIME015528,CASE002814,Complaint Registered
TIME015529,CASE002814,Witness Statement Recorded
TIME015530,CASE002815,FIR Registered
TIME015531,CASE002815,Complaint Registered
TIME015532,CASE002815,Suspect Arrested
TIME015533,CASE002815,Witness Statement Recorded
TIME015534,CASE002815,Charge Sheet Filed
TIME015535,CASE002815,Suspect Identified
TIME015536,CASE002816,Witness Statement Recorded
TIME015537,CASE002816,Evidence Collected
TIME015538,CASE002816,Complaint Registered
TIME015539,CASE002816,Suspect Identified
TIME015540,CASE002816,Charge Sheet Filed
TIME015541,CASE002816,Suspect Arrested
TIME015542,CASE002816,Forensic Report Received
TIME015543,CASE002816,FIR Registered
TIME015544,CASE002817,Suspect Arrested
TIME015545,CASE002817,Forensic Report Received
TIME015546,CASE002817,Evidence Collected
TIME015547,CASE002817,Witness Statement Recorded
TIME015548,CASE002817,FIR Registered
TIME015549,CASE002818,Suspect Identified
TIME015550,CASE002818,Witness Statement Recorded
TIME015551,CASE002818,Forensic Report Received
TIME015552,CASE002819,Evidence Collected
TIME015553,CASE002819,Forensic Report Received
TIME015554,CASE002819,FIR Registered
TIME015555,CASE002819,Suspect Identified
TIME015556,CASE002819,Witness Statement Recorded
TIME015557,CASE002819,Complaint Registered
TIME015558,CASE002819,Suspect Arrested
TIME015559,CASE002819,Charge Sheet Filed
TIME015560,CASE002820,Forensic Report Received
TIME015561,CASE002820,Evidence Collected
TIME015562,CASE002820,Suspect Identified
TIME015563,CASE002820,Complaint Registered
TIME015564,CASE002820,FIR Registered
TIME015565,CASE002820,Suspect Arrested
TIME015566,CASE002820,Charge Sheet Filed
TIME015567,CASE002821,Complaint Registered
TIME015568,CASE002821,Charge Sheet Filed
TIME015569,CASE002821,Forensic Report Received
TIME015570,CASE002821,Witness Statement Recorded
TIME015571,CASE002821,Suspect Identified
TIME015572,CASE002821,Suspect Arrested
TIME015573,CASE002822,FIR Registered
TIME015574,CASE002822,Forensic Report Received
TIME015575,CASE002822,Charge Sheet Filed
TIME015576,CASE002822,Complaint Registered
TIME015577,CASE002822,Suspect Arrested
TIME015578,CASE002822,Evidence Collected
TIME015579,CASE002822,Suspect Identified
TIME015580,CASE002822,Witness Statement Recorded
TIME015581,CASE002823,Forensic Report Received
TIME015582,CASE002823,Complaint Registered
TIME015583,CASE002823,Charge Sheet Filed
TIME015584,CASE002823,Witness Statement Recorded
TIME015585,CASE002823,FIR Registered
TIME015586,CASE002824,Forensic Report Received
TIME015587,CASE002824,FIR Registered
TIME015588,CASE002824,Suspect Arrested
TIME015589,CASE002824,Witness Statement Recorded
TIME015590,CASE002824,Complaint Registered
TIME015591,CASE002825,Charge Sheet Filed
TIME015592,CASE002825,Complaint Registered
TIME015593,CASE002825,Forensic Report Received
TIME015594,CASE002825,Evidence Collected
TIME015595,CASE002825,Witness Statement Recorded
TIME015596,CASE002825,Suspect Arrested
TIME015597,CASE002826,FIR Registered
TIME015598,CASE002826,Forensic Report Received
TIME015599,CASE002826,Charge Sheet Filed
TIME015600,CASE002826,Evidence Collected
TIME015601,CASE002826,Suspect Arrested
TIME015602,CASE002827,FIR Registered
TIME015603,CASE002827,Complaint Registered
TIME015604,CASE002827,Charge Sheet Filed
TIME015605,CASE002827,Witness Statement Recorded
TIME015606,CASE002827,Forensic Report Received
TIME015607,CASE002827,Suspect Arrested
TIME015608,CASE002828,Forensic Report Received
TIME015609,CASE002828,Suspect Identified
TIME015610,CASE002828,Suspect Arrested
TIME015611,CASE002828,Evidence Collected
TIME015612,CASE002828,FIR Registered
TIME015613,CASE002828,Witness Statement Recorded
TIME015614,CASE002829,Suspect Identified
TIME015615,CASE002829,Forensic Report Received
TIME015616,CASE002829,Charge Sheet Filed
TIME015617,CASE002830,Suspect Identified
TIME015618,CASE002830,Suspect Arrested
TIME015619,CASE002830,Charge Sheet Filed
TIME015620,CASE002830,Forensic Report Received
TIME015621,CASE002830,Evidence Collected
TIME015622,CASE002830,Witness Statement Recorded
TIME015623,CASE002830,Complaint Registered
TIME015624,CASE002830,FIR Registered
TIME015625,CASE002831,Complaint Registered
TIME015626,CASE002831,Suspect Identified
TIME015627,CASE002831,Forensic Report Received
TIME015628,CASE002831,Suspect Arrested
TIME015629,CASE002831,FIR Registered
TIME015630,CASE002832,Complaint Registered
TIME015631,CASE002832,Forensic Report Received
TIME015632,CASE002832,FIR Registered
TIME015633,CASE002832,Suspect Arrested
TIME015634,CASE002833,Witness Statement Recorded
TIME015635,CASE002833,Charge Sheet Filed
TIME015636,CASE002833,Forensic Report Received
TIME015637,CASE002833,FIR Registered
TIME015638,CASE002833,Suspect Identified
TIME015639,CASE002834,Charge Sheet Filed
TIME015640,CASE002834,Suspect Arrested
TIME015641,CASE002834,Witness Statement Recorded
TIME015642,CASE002834,FIR Registered
TIME015643,CASE002834,Forensic Report Received
TIME015644,CASE002834,Suspect Identified
TIME015645,CASE002835,Suspect Identified
TIME015646,CASE002835,Evidence Collected
TIME015647,CASE002835,Witness Statement Recorded
TIME015648,CASE002835,Forensic Report Received
TIME015649,CASE002835,FIR Registered
TIME015650,CASE002835,Suspect Arrested
TIME015651,CASE002836,Suspect Arrested
TIME015652,CASE002836,Complaint Registered
TIME015653,CASE002836,Witness Statement Recorded
TIME015654,CASE002837,FIR Registered
TIME015655,CASE002837,Witness Statement Recorded
TIME015656,CASE002837,Suspect Arrested
TIME015657,CASE002837,Evidence Collected
TIME015658,CASE002837,Charge Sheet Filed
TIME015659,CASE002837,Suspect Identified
TIME015660,CASE002837,Complaint Registered
TIME015661,CASE002838,Suspect Arrested
TIME015662,CASE002838,Complaint Registered
TIME015663,CASE002838,Witness Statement Recorded
TIME015664,CASE002838,FIR Registered
TIME015665,CASE002838,Charge Sheet Filed
TIME015666,CASE002838,Suspect Identified
TIME015667,CASE002839,Suspect Identified
TIME015668,CASE002839,Suspect Arrested
TIME015669,CASE002839,Charge Sheet Filed
TIME015670,CASE002839,Evidence Collected
TIME015671,CASE002839,Complaint Registered
TIME015672,CASE002839,FIR Registered
TIME015673,CASE002839,Forensic Report Received
TIME015674,CASE002840,FIR Registered
TIME015675,CASE002840,Charge Sheet Filed
TIME015676,CASE002840,Witness Statement Recorded
TIME015677,CASE002840,Suspect Identified
TIME015678,CASE002841,Complaint Registered
TIME015679,CASE002841,Suspect Identified
TIME015680,CASE002841,Suspect Arrested
TIME015681,CASE002842,Evidence Collected
TIME015682,CASE002842,Charge Sheet Filed
TIME015683,CASE002842,Witness Statement Recorded
TIME015684,CASE002842,FIR Registered
TIME015685,CASE002843,Forensic Report Received
TIME015686,CASE002843,Complaint Registered
TIME015687,CASE002843,FIR Registered
TIME015688,CASE002843,Evidence Collected
TIME015689,CASE002843,Witness Statement Recorded
TIME015690,CASE002844,Complaint Registered
TIME015691,CASE002844,FIR Registered
TIME015692,CASE002844,Suspect Arrested
TIME015693,CASE002845,Evidence Collected
TIME015694,CASE002845,Charge Sheet Filed
TIME015695,CASE002845,Suspect Arrested
TIME015696,CASE002845,Witness Statement Recorded
TIME015697,CASE002845,Forensic Report Received
TIME015698,CASE002846,Suspect Arrested
TIME015699,CASE002846,Forensic Report Received
TIME015700,CASE002846,Complaint Registered
TIME015701,CASE002846,Charge Sheet Filed
TIME015702,CASE002846,Witness Statement Recorded
TIME015703,CASE002846,FIR Registered
TIME015704,CASE002846,Evidence Collected
TIME015705,CASE002847,Suspect Identified
TIME015706,CASE002847,Suspect Arrested
TIME015707,CASE002847,Charge Sheet Filed
TIME015708,CASE002848,Forensic Report Received
TIME015709,CASE002848,Charge Sheet Filed
TIME015710,CASE002848,Complaint Registered
TIME015711,CASE002848,Suspect Arrested
TIME015712,CASE002848,FIR Registered
TIME015713,CASE002848,Witness Statement Recorded
TIME015714,CASE002849,FIR Registered
TIME015715,CASE002849,Witness Statement Recorded
TIME015716,CASE002849,Evidence Collected
TIME015717,CASE002850,Forensic Report Received
TIME015718,CASE002850,Charge Sheet Filed
TIME015719,CASE002850,Witness Statement Recorded
TIME015720,CASE002851,Complaint Registered
TIME015721,CASE002851,Witness Statement Recorded
TIME015722,CASE002851,FIR Registered
TIME015723,CASE002851,Charge Sheet Filed
TIME015724,CASE002852,FIR Registered
TIME015725,CASE002852,Evidence Collected
TIME015726,CASE002852,Witness Statement Recorded
TIME015727,CASE002853,Suspect Identified
TIME015728,CASE002853,Charge Sheet Filed
TIME015729,CASE002853,Complaint Registered
TIME015730,CASE002853,FIR Registered
TIME015731,CASE002854,Charge Sheet Filed
TIME015732,CASE002854,Evidence Collected
TIME015733,CASE002854,Suspect Identified
TIME015734,CASE002854,Witness Statement Recorded
TIME015735,CASE002854,Forensic Report Received
TIME015736,CASE002854,FIR Registered
TIME015737,CASE002855,Forensic Report Received
TIME015738,CASE002855,Evidence Collected
TIME015739,CASE002855,Suspect Identified
TIME015740,CASE002855,Suspect Arrested
TIME015741,CASE002855,Witness Statement Recorded
TIME015742,CASE002856,Evidence Collected
TIME015743,CASE002856,Charge Sheet Filed
TIME015744,CASE002856,FIR Registered
TIME015745,CASE002856,Forensic Report Received
TIME015746,CASE002857,Witness Statement Recorded
TIME015747,CASE002857,Evidence Collected
TIME015748,CASE002857,FIR Registered
TIME015749,CASE002857,Complaint Registered
TIME015750,CASE002857,Suspect Arrested
TIME015751,CASE002857,Forensic Report Received
TIME015752,CASE002858,Witness Statement Recorded
TIME015753,CASE002858,Charge Sheet Filed
TIME015754,CASE002858,Forensic Report Received
TIME015755,CASE002858,FIR Registered
TIME015756,CASE002859,Suspect Arrested
TIME015757,CASE002859,Forensic Report Received
TIME015758,CASE002859,Evidence Collected
TIME015759,CASE002859,Suspect Identified
TIME015760,CASE002860,Suspect Identified
TIME015761,CASE002860,Witness Statement Recorded
TIME015762,CASE002860,Forensic Report Received
TIME015763,CASE002860,Charge Sheet Filed
TIME015764,CASE002860,Evidence Collected
TIME015765,CASE002861,Witness Statement Recorded
TIME015766,CASE002861,FIR Registered
TIME015767,CASE002861,Forensic Report Received
TIME015768,CASE002861,Evidence Collected
TIME015769,CASE002861,Charge Sheet Filed
TIME015770,CASE002861,Suspect Identified
TIME015771,CASE002862,Forensic Report Received
TIME015772,CASE002862,Witness Statement Recorded
TIME015773,CASE002862,Suspect Identified
TIME015774,CASE002862,FIR Registered
TIME015775,CASE002862,Charge Sheet Filed
TIME015776,CASE002862,Suspect Arrested
TIME015777,CASE002863,Charge Sheet Filed
TIME015778,CASE002863,FIR Registered
TIME015779,CASE002863,Suspect Identified
TIME015780,CASE002864,Evidence Collected
TIME015781,CASE002864,Suspect Arrested
TIME015782,CASE002864,Forensic Report Received
TIME015783,CASE002864,FIR Registered
TIME015784,CASE002865,FIR Registered
TIME015785,CASE002865,Suspect Arrested
TIME015786,CASE002865,Witness Statement Recorded
TIME015787,CASE002865,Complaint Registered
TIME015788,CASE002866,Complaint Registered
TIME015789,CASE002866,Evidence Collected
TIME015790,CASE002866,FIR Registered
TIME015791,CASE002866,Charge Sheet Filed
TIME015792,CASE002866,Suspect Arrested
TIME015793,CASE002866,Forensic Report Received
TIME015794,CASE002867,Forensic Report Received
TIME015795,CASE002867,FIR Registered
TIME015796,CASE002867,Witness Statement Recorded
TIME015797,CASE002867,Suspect Identified
TIME015798,CASE002867,Evidence Collected
TIME015799,CASE002867,Charge Sheet Filed
TIME015800,CASE002867,Suspect Arrested
TIME015801,CASE002867,Complaint Registered
TIME015802,CASE002868,Witness Statement Recorded
TIME015803,CASE002868,Suspect Arrested
TIME015804,CASE002868,Suspect Identified
TIME015805,CASE002868,Evidence Collected
TIME015806,CASE002868,Forensic Report Received
TIME015807,CASE002868,Complaint Registered
TIME015808,CASE002868,Charge Sheet Filed
TIME015809,CASE002868,FIR Registered
TIME015810,CASE002869,Evidence Collected
TIME015811,CASE002869,Charge Sheet Filed
TIME015812,CASE002869,Suspect Identified
TIME015813,CASE002869,Witness Statement Recorded
TIME015814,CASE002869,Forensic Report Received
TIME015815,CASE002869,Suspect Arrested
TIME015816,CASE002869,FIR Registered
TIME015817,CASE002870,FIR Registered
TIME015818,CASE002870,Suspect Arrested
TIME015819,CASE002870,Evidence Collected
TIME015820,CASE002870,Witness Statement Recorded
TIME015821,CASE002870,Complaint Registered
TIME015822,CASE002870,Suspect Identified
TIME015823,CASE002870,Charge Sheet Filed
TIME015824,CASE002871,Suspect Identified
TIME015825,CASE002871,Charge Sheet Filed
TIME015826,CASE002871,Suspect Arrested
TIME015827,CASE002871,Forensic Report Received
TIME015828,CASE002871,Witness Statement Recorded
TIME015829,CASE002872,Suspect Identified
TIME015830,CASE002872,Charge Sheet Filed
TIME015831,CASE002872,Witness Statement Recorded
TIME015832,CASE002872,Evidence Collected
TIME015833,CASE002872,Complaint Registered
TIME015834,CASE002872,FIR Registered
TIME015835,CASE002872,Suspect Arrested
TIME015836,CASE002873,FIR Registered
TIME015837,CASE002873,Forensic Report Received
TIME015838,CASE002873,Complaint Registered
TIME015839,CASE002873,Suspect Arrested
TIME015840,CASE002873,Evidence Collected
TIME015841,CASE002873,Suspect Identified
TIME015842,CASE002873,Charge Sheet Filed
TIME015843,CASE002874,FIR Registered
TIME015844,CASE002874,Suspect Identified
TIME015845,CASE002874,Complaint Registered
TIME015846,CASE002874,Suspect Arrested
TIME015847,CASE002874,Forensic Report Received
TIME015848,CASE002874,Witness Statement Recorded
TIME015849,CASE002875,Suspect Arrested
TIME015850,CASE002875,Suspect Identified
TIME015851,CASE002875,FIR Registered
TIME015852,CASE002876,Suspect Identified
TIME015853,CASE002876,Evidence Collected
TIME015854,CASE002876,Charge Sheet Filed
TIME015855,CASE002877,Suspect Identified
TIME015856,CASE002877,Witness Statement Recorded
TIME015857,CASE002877,Suspect Arrested
TIME015858,CASE002877,Complaint Registered
TIME015859,CASE002877,Evidence Collected
TIME015860,CASE002877,FIR Registered
TIME015861,CASE002877,Forensic Report Received
TIME015862,CASE002878,Charge Sheet Filed
TIME015863,CASE002878,FIR Registered
TIME015864,CASE002878,Suspect Arrested
TIME015865,CASE002878,Suspect Identified
TIME015866,CASE002878,Witness Statement Recorded
TIME015867,CASE002879,Suspect Arrested
TIME015868,CASE002879,FIR Registered
TIME015869,CASE002879,Suspect Identified
TIME015870,CASE002879,Charge Sheet Filed
TIME015871,CASE002880,Forensic Report Received
TIME015872,CASE002880,Complaint Registered
TIME015873,CASE002880,Evidence Collected
TIME015874,CASE002880,Suspect Identified
TIME015875,CASE002880,Suspect Arrested
TIME015876,CASE002880,FIR Registered
TIME015877,CASE002880,Charge Sheet Filed
TIME015878,CASE002880,Witness Statement Recorded
TIME015879,CASE002881,Suspect Identified
TIME015880,CASE002881,FIR Registered
TIME015881,CASE002881,Forensic Report Received
TIME015882,CASE002881,Witness Statement Recorded
TIME015883,CASE002881,Suspect Arrested
TIME015884,CASE002881,Charge Sheet Filed
TIME015885,CASE002881,Complaint Registered
TIME015886,CASE002881,Evidence Collected
TIME015887,CASE002882,Suspect Identified
TIME015888,CASE002882,Complaint Registered
TIME015889,CASE002882,Witness Statement Recorded
TIME015890,CASE002882,FIR Registered
TIME015891,CASE002882,Charge Sheet Filed
TIME015892,CASE002882,Suspect Arrested
TIME015893,CASE002882,Evidence Collected
TIME015894,CASE002882,Forensic Report Received
TIME015895,CASE002883,Complaint Registered
TIME015896,CASE002883,Charge Sheet Filed
TIME015897,CASE002883,Evidence Collected
TIME015898,CASE002884,Evidence Collected
TIME015899,CASE002884,Witness Statement Recorded
TIME015900,CASE002884,Complaint Registered
TIME015901,CASE002884,Suspect Identified
TIME015902,CASE002884,Suspect Arrested
TIME015903,CASE002884,Forensic Report Received
TIME015904,CASE002884,Charge Sheet Filed
TIME015905,CASE002884,FIR Registered
TIME015906,CASE002885,FIR Registered
TIME015907,CASE002885,Evidence Collected
TIME015908,CASE002885,Witness Statement Recorded
TIME015909,CASE002885,Charge Sheet Filed
TIME015910,CASE002885,Complaint Registered
TIME015911,CASE002886,Suspect Identified
TIME015912,CASE002886,Forensic Report Received
TIME015913,CASE002886,FIR Registered
TIME015914,CASE002886,Witness Statement Recorded
TIME015915,CASE002886,Evidence Collected
TIME015916,CASE002886,Suspect Arrested
TIME015917,CASE002886,Complaint Registered
TIME015918,CASE002887,Witness Statement Recorded
TIME015919,CASE002887,Evidence Collected
TIME015920,CASE002887,FIR Registered
TIME015921,CASE002887,Suspect Arrested
TIME015922,CASE002887,Forensic Report Received
TIME015923,CASE002887,Complaint Registered
TIME015924,CASE002887,Suspect Identified
TIME015925,CASE002887,Charge Sheet Filed
TIME015926,CASE002888,FIR Registered
TIME015927,CASE002888,Suspect Identified
TIME015928,CASE002888,Evidence Collected
TIME015929,CASE002888,Complaint Registered
TIME015930,CASE002888,Suspect Arrested
TIME015931,CASE002888,Forensic Report Received
TIME015932,CASE002888,Witness Statement Recorded
TIME015933,CASE002888,Charge Sheet Filed
TIME015934,CASE002889,Forensic Report Received
TIME015935,CASE002889,Suspect Arrested
TIME015936,CASE002889,Complaint Registered
TIME015937,CASE002890,Complaint Registered
TIME015938,CASE002890,Witness Statement Recorded
TIME015939,CASE002890,FIR Registered
TIME015940,CASE002890,Evidence Collected
TIME015941,CASE002890,Forensic Report Received
TIME015942,CASE002890,Charge Sheet Filed
TIME015943,CASE002891,Suspect Arrested
TIME015944,CASE002891,Complaint Registered
TIME015945,CASE002891,Evidence Collected
TIME015946,CASE002892,Suspect Arrested
TIME015947,CASE002892,Witness Statement Recorded
TIME015948,CASE002892,Complaint Registered
TIME015949,CASE002893,Suspect Identified
TIME015950,CASE002893,Witness Statement Recorded
TIME015951,CASE002893,Evidence Collected
TIME015952,CASE002893,Forensic Report Received
TIME015953,CASE002893,FIR Registered
TIME015954,CASE002894,Suspect Arrested
TIME015955,CASE002894,Suspect Identified
TIME015956,CASE002894,Charge Sheet Filed
TIME015957,CASE002894,Forensic Report Received
TIME015958,CASE002895,Charge Sheet Filed
TIME015959,CASE002895,Forensic Report Received
TIME015960,CASE002895,Evidence Collected
TIME015961,CASE002895,Suspect Identified
TIME015962,CASE002895,Suspect Arrested
TIME015963,CASE002896,Suspect Identified
TIME015964,CASE002896,Suspect Arrested
TIME015965,CASE002896,FIR Registered
TIME015966,CASE002896,Complaint Registered
TIME015967,CASE002896,Forensic Report Received
TIME015968,CASE002896,Evidence Collected
TIME015969,CASE002896,Witness Statement Recorded
TIME015970,CASE002897,FIR Registered
TIME015971,CASE002897,Witness Statement Recorded
TIME015972,CASE002897,Complaint Registered
TIME015973,CASE002897,Evidence Collected
TIME015974,CASE002898,Charge Sheet Filed
TIME015975,CASE002898,Suspect Arrested
TIME015976,CASE002898,Witness Statement Recorded
TIME015977,CASE002899,Forensic Report Received
TIME015978,CASE002899,Suspect Arrested
TIME015979,CASE002899,Witness Statement Recorded
TIME015980,CASE002899,Charge Sheet Filed
TIME015981,CASE002899,Suspect Identified
TIME015982,CASE002899,Evidence Collected
TIME015983,CASE002900,FIR Registered
TIME015984,CASE002900,Suspect Identified
TIME015985,CASE002900,Complaint Registered
TIME015986,CASE002901,Witness Statement Recorded
TIME015987,CASE002901,Complaint Registered
TIME015988,CASE002901,FIR Registered
TIME015989,CASE002901,Suspect Identified
TIME015990,CASE002902,Witness Statement Recorded
TIME015991,CASE002902,Suspect Arrested
TIME015992,CASE002902,Charge Sheet Filed
TIME015993,CASE002902,Complaint Registered
TIME015994,CASE002902,FIR Registered
TIME015995,CASE002902,Forensic Report Received
TIME015996,CASE002902,Suspect Identified
TIME015997,CASE002902,Evidence Collected
TIME015998,CASE002903,Evidence Collected
TIME015999,CASE002903,Complaint Registered
TIME016000,CASE002903,Charge Sheet Filed
TIME016001,CASE002904,Suspect Arrested
TIME016002,CASE002904,Witness Statement Recorded
TIME016003,CASE002904,Suspect Identified
TIME016004,CASE002905,Suspect Identified
TIME016005,CASE002905,Witness Statement Recorded
TIME016006,CASE002905,Forensic Report Received
TIME016007,CASE002905,Evidence Collected
TIME016008,CASE002905,Suspect Arrested
TIME016009,CASE002905,FIR Registered
TIME016010,CASE002905,Complaint Registered
TIME016011,CASE002905,Charge Sheet Filed
TIME016012,CASE002906,Evidence Collected
TIME016013,CASE002906,Suspect Arrested
TIME016014,CASE002906,Suspect Identified
TIME016015,CASE002906,Forensic Report Received
TIME016016,CASE002906,Complaint Registered
TIME016017,CASE002906,FIR Registered
TIME016018,CASE002906,Charge Sheet Filed
TIME016019,CASE002907,Forensic Report Received
TIME016020,CASE002907,Charge Sheet Filed
TIME016021,CASE002907,Evidence Collected
TIME016022,CASE002907,Suspect Arrested
TIME016023,CASE002907,Suspect Identified
TIME016024,CASE002907,Witness Statement Recorded
TIME016025,CASE002908,Suspect Arrested
TIME016026,CASE002908,Evidence Collected
TIME016027,CASE002908,Complaint Registered
TIME016028,CASE002908,Witness Statement Recorded
TIME016029,CASE002908,Suspect Identified
TIME016030,CASE002908,Forensic Report Received
TIME016031,CASE002908,Charge Sheet Filed
TIME016032,CASE002909,Suspect Arrested
TIME016033,CASE002909,Suspect Identified
TIME016034,CASE002909,FIR Registered
TIME016035,CASE002909,Charge Sheet Filed
TIME016036,CASE002909,Witness Statement Recorded
TIME016037,CASE002909,Evidence Collected
TIME016038,CASE002909,Forensic Report Received
TIME016039,CASE002910,FIR Registered
TIME016040,CASE002910,Charge Sheet Filed
TIME016041,CASE002910,Complaint Registered
TIME016042,CASE002910,Suspect Identified
TIME016043,CASE002911,Complaint Registered
TIME016044,CASE002911,Witness Statement Recorded
TIME016045,CASE002911,Suspect Identified
TIME016046,CASE002911,Charge Sheet Filed
TIME016047,CASE002911,Evidence Collected
TIME016048,CASE002911,Forensic Report Received
TIME016049,CASE002911,Suspect Arrested
TIME016050,CASE002911,FIR Registered
TIME016051,CASE002912,Suspect Identified
TIME016052,CASE002912,Suspect Arrested
TIME016053,CASE002912,FIR Registered
TIME016054,CASE002912,Forensic Report Received
TIME016055,CASE002913,Charge Sheet Filed
TIME016056,CASE002913,Complaint Registered
TIME016057,CASE002913,Suspect Identified
TIME016058,CASE002913,FIR Registered
TIME016059,CASE002913,Witness Statement Recorded
TIME016060,CASE002913,Evidence Collected
TIME016061,CASE002913,Suspect Arrested
TIME016062,CASE002914,Forensic Report Received
TIME016063,CASE002914,Suspect Arrested
TIME016064,CASE002914,Complaint Registered
TIME016065,CASE002915,FIR Registered
TIME016066,CASE002915,Forensic Report Received
TIME016067,CASE002915,Charge Sheet Filed
TIME016068,CASE002916,Suspect Identified
TIME016069,CASE002916,FIR Registered
TIME016070,CASE002916,Witness Statement Recorded
TIME016071,CASE002916,Suspect Arrested
TIME016072,CASE002916,Complaint Registered
TIME016073,CASE002917,Charge Sheet Filed
TIME016074,CASE002917,Suspect Identified
